id_acident	data	hora	tipo_acide	cadloga	cadlogb	x	y
D071500537	27/07/2015	648	SI	76256	NULL	-46.750716	-23.625984
D071500538	01/07/2015	1200	CO	17916	NULL	-46.746605	-23.642949
D071500539	28/07/2015	1040	OU	9529	NULL	-46.753494	-23.648746
D071500540	29/07/2015	952	CL	74170	NULL	-46.760967	-23.640919
D071500541	29/07/2015	700	CO	46544	NULL	-46.744462	-23.639368
D071500542	30/07/2015	1520	CO	21725	NULL	-46.76167	-23.641056
D071500543	27/07/2015	1020	AT	72117	NULL	-46.757199	-23.628452
D071500544	04/07/2015	1725	CL	74182	NULL	-46.759015	-23.630498
D071500545	05/07/2015	730	CH	34682	NULL	-46.766734	-23.639648
D071500546	06/07/2015	2000	CO	68513	NULL	-46.763865	-23.620763
D071500547	06/07/2015	30	CO	34682	NULL	-46.765099	-23.625162
D071500548	11/07/2015	243	CH	9529	NULL	-46.75188	-23.64953
D071500549	11/07/2015	741	CH	46544	NULL	-46.737273	-23.640815
D071500550	11/07/2015	1500	AT	9529	NULL	-46.739186	-23.642456
D071500551	11/07/2015	1920	AT	75464	NULL	-46.749041	-23.639766
D071500552	11/07/2015	1930	CT	34682	NULL	-46.772195	-23.633593
D071500553	11/07/2015	1810	AT	74170	NULL	-46.760668	-23.640678
D071500554	14/07/2015	50	CH	9529	NULL	-46.762534	-23.656046
D071500555	21/07/2015	2215	SI	43253	NULL	-46.766254	-23.655312
D071500556	21/07/2015	2050	CO	46544	8000	-46.736903	-23.640024
D071500557	31/07/2015	1940	AT	34682	NULL	-46.772058	-23.632285
D071500558	03/07/2015	1000	AT	9540	NULL	-46.574812	-23.549749
D071500559	24/07/2015	2000	SI	9529	NULL	-46.779982	-23.662024
D071500560	27/07/2015	1730	CO	9529	NULL	-46.754714	-23.64921
D071500562	04/07/2015	1755	CF	27362	NULL	-46.74542	-23.400455
D071500564	07/07/2015	1400	AT	18262	NULL	-46.764121	-23.406552
D071500568	13/07/2015	734	CT	7153	NULL	-46.739672	-23.404611
D071500570	08/07/2015	0	AT	18262	NULL	-46.754846	-23.406504
D071500572	04/07/2015	1218	AT	30653	NULL	-46.74184	-23.454425
D071500576	23/07/2015	1709	CO	43031	NULL	-46.757489	-23.487889
D071500577	24/07/2015	2206	AT	71375	NULL	-46.761672	-23.409547
D071500578	17/07/2015	520	AT	99374	NULL	-46.751159	-23.409619
D071500581	12/07/2015	248	SI	43031	NULL	-46.756916	-23.487559
D071500582	21/07/2015	2130	SI	46890	NULL	-46.749075	-23.442549
D071500583	21/07/2015	2316	CO	98889	NULL	-46.798995	-23.444515
D071500584	29/07/2015	2016	CO	27955	NULL	-46.776475	-23.411231
D071500585	25/07/2015	1840	CT	37026	NULL	-46.36744	-23.506236
D071500587	26/07/2015	340	AT	63096	NULL	-46.753071	-23.413969
D071500589	30/07/2015	2135	CH	27955	NULL	-46.789705	-23.423082
D071500590	02/07/2015	500	QD	5309	NULL	-46.717115	-23.569897
D071500592	13/07/2015	1613	CL	2172	NULL	-46.744332	-23.584733
D071500595	20/07/2015	1313	CO	17192	NULL	-46.755741	-23.568015
D071500596	16/07/2015	2352	AT	67054	NULL	-46.707302	-23.572641
D071500598	06/07/2015	1750	CO	12502	NULL	-46.710142	-23.560254
D071500599	09/07/2015	2245	CP	61979	NULL	-46.750842	-23.574841
D071500601	20/07/2015	1450	CO	12502	NULL	-46.711086	-23.559558
D071500602	21/07/2015	1100	CO	13014	NULL	-46.701941	-23.619314
D071500604	28/07/2015	1000	CO	5309	NULL	-46.735549	-23.574124
D071500605	28/07/2015	1430	CF	62221	NULL	-46.751359	-23.579671
D071500606	29/07/2015	840	CO	16878	NULL	-46.758422	-23.586286
D071500607	27/07/2015	2234	CO	5309	17162	-46.746566	-23.562818
D071500610	05/07/2015	2010	CO	1363	NULL	-46.761314	-23.567576
D071500612	13/07/2015	1813	CF	7500	NULL	-46.705023	-23.572747
D071500613	02/07/2015	5	CH	35598	NULL	-46.711095	-23.557324
D071500614	25/07/2015	1638	AT	17162	NULL	-46.755984	-23.568542
D071500616	29/07/2015	1820	CO	855	16913	-46.711211	-23.572878
D071500619	02/07/2015	1735	CO	61527	NULL	-46.759865	-23.589487
D071500620	05/07/2015	2200	AT	99657	NULL	-46.805201	-23.585912
D071500625	26/07/2015	15	CF	9837	NULL	-46.76136	-23.594929
D071500627	10/07/2015	230	CH	64066	NULL	-46.785693	-23.591983
D071500635	07/07/2015	730	QM	16838	NULL	-46.735473	-23.415881
D071500637	27/07/2015	518	CO	6980	NULL	-46.73886	-23.455291
D071500638	30/07/2015	1522	QM	79587	NULL	-46.72343	-23.498844
D071500639	04/07/2015	2100	CP	16838	NULL	-46.724281	-23.469169
D071500640	22/07/2015	2230	QM	6939	NULL	-46.718555	-23.480296
D071500642	02/07/2015	1630	CO	99619	NULL	-46.722073	-23.635036
D071500643	11/07/2015	545	CO	61244	NULL	-46.732937	-23.618108
D071500644	29/07/2015	1200	QD	8000	NULL	-46.726345	-23.609462
D071500645	01/07/2015	820	CL	61245	NULL	-46.729152	-23.633701
D071500646	01/07/2015	1845	CO	13014	NULL	-46.701948	-23.61798
D071500648	06/07/2015	2240	CP	8000	NULL	-46.730273	-23.613525
D071500649	03/07/2015	540	AT	61660	NULL	-46.743893	-23.628719
D071500650	12/07/2015	1057	CT	8000	NULL	-46.728166	-23.611542
D071500651	14/07/2015	1357	CO	8000	61660	-46.736784	-23.631567
D071500652	14/07/2015	810	CT	61245	NULL	-46.731299	-23.633592
D071500653	15/07/2015	912	CL	8483	21914	-46.736536	-23.627128
D071500654	16/07/2015	1630	CO	4010	NULL	-46.725717	-23.609912
D071500655	20/07/2015	211	CO	8000	NULL	-46.729176	-23.612492
D071500656	19/07/2015	1620	CO	18561	NULL	-46.742401	-23.614804
D071500657	20/07/2015	1700	AT	8000	NULL	-46.736569	-23.630185
D071500658	20/07/2015	900	CO	8000	NULL	-46.733879	-23.623672
D071500659	21/07/2015	1036	CL	71804	NULL	-46.724765	-23.63154
D071500660	22/07/2015	1730	AT	8000	NULL	-46.727067	-23.610221
D071500661	23/07/2015	1230	AT	4010	NULL	-46.725767	-23.610335
D071500662	23/07/2015	2236	CF	18561	NULL	-46.743543	-23.612008
D071500663	26/07/2015	400	CH	61245	NULL	-46.731269	-23.633587
D071500665	17/07/2015	1700	CL	63084	NULL	-46.735077	-23.632605
D071500666	08/07/2015	2059	CO	7180	NULL	-46.716174	-23.612965
D071500667	28/07/2015	2215	CO	8000	NULL	-46.736111	-23.628144
D071500668	30/07/2015	2230	CP	18561	NULL	-46.747711	-23.606627
D071500670	10/07/2015	625	CH	12436	NULL	-46.726045	-23.515047
D071500672	02/07/2015	1410	CT	7836	NULL	-46.741347	-23.52507
D071500673	03/07/2015	1925	CF	20600	NULL	-46.729865	-23.518339
D071500674	06/07/2015	1425	AT	11780	NULL	-46.727496	-23.534421
D071500675	17/07/2015	1730	CO	19100	NULL	-46.647988	-23.62877
D071500676	07/07/2015	650	QM	15330	NULL	-46.743208	-23.521352
D071500677	10/07/2015	1549	SI	7836	NULL	-46.738793	-23.529454
D071500678	14/07/2015	1950	CO	11780	NULL	-46.726576	-23.535475
D071500679	16/07/2015	757	CL	8493	NULL	-46.707089	-23.563509
D071500680	16/07/2015	1430	AT	14172	NULL	-46.720809	-23.520371
D071500681	17/07/2015	1657	CO	7836	NULL	-46.741359	-23.523051
D071500682	20/07/2015	1500	AT	3530	8275	-46.72662	-23.521103
D071500683	24/07/2015	1205	CO	2991	17978	-46.734321	-23.531634
D071500684	25/07/2015	2139	CF	16726	NULL	-46.730697	-23.541797
D071500685	29/07/2015	2200	CO	2928	3924	-46.715958	-23.514848
D071500687	22/07/2015	1500	CP	35449	NULL	-46.743723	-23.475449
D071500689	01/07/2015	1015	AT	5309	NULL	-46.746749	-23.561656
D071500690	27/07/2015	1405	QD	12088	NULL	-46.715687	-23.611338
D071500691	03/07/2015	655	AT	831	NULL	-46.756015	-23.531199
D071500692	03/07/2015	717	SI	14700	NULL	-46.748071	-23.560776
D071500693	07/07/2015	745	CF	9836	NULL	-46.736819	-23.547791
D071500694	08/07/2015	1600	CO	11491	9836	-46.74004	-23.55113
D071500695	16/07/2015	1130	CL	3376	NULL	-46.748916	-23.534403
D071500696	15/07/2015	1040	AT	17162	NULL	-46.747448	-23.563233
D071500697	20/07/2015	1348	CO	12407	4129	-46.749625	-23.556028
D071500698	23/07/2015	1430	CL	5309	NULL	-46.7560	-23.554988
D071500699	30/07/2015	1130	CL	831	NULL	-46.752372	-23.54267
D071500700	23/07/2015	745	AT	7116	NULL	-46.752572	-23.547156
D071500701	29/07/2015	1600	CO	3443	NULL	-46.744682	-23.548362
D071500702	30/07/2015	1448	CT	831	NULL	-46.748768	-23.549162
D071500704	02/07/2015	1840	AT	831	NULL	-46.757069	-23.530961
D071500705	05/07/2015	140	CO	17162	NULL	-46.751415	-23.56543
D071500706	05/07/2015	1343	AT	831	NULL	-46.752645	-23.542171
D071500707	09/07/2015	1256	CO	22305	NULL	-46.757047	-23.548209
D071500708	11/07/2015	727	CH	831	NULL	-46.754773	-23.533767
D071500709	12/07/2015	44	AT	5309	9836	-46.747805	-23.558122
D071500710	12/07/2015	1008	CH	3443	NULL	-46.748392	-23.547947
D071500711	20/07/2015	855	CO	3376	NULL	-46.727383	-23.55143
D071500713	08/07/2015	830	QM	14270	NULL	-46.608676	-23.522405
D071500714	06/07/2015	1640	CO	4237	NULL	-46.595357	-23.495062
D071500715	12/07/2015	1430	AT	6856	NULL	-46.623411	-23.499754
D071500716	02/07/2015	1815	CL	42607	NULL	-46.611618	-23.50295
D071500717	03/07/2015	1510	CH	11321	NULL	-46.598573	-23.4970
D071500718	08/07/2015	410	CO	10622	NULL	-46.608003	-23.515163
D071500719	08/07/2015	951	QF	27418	NULL	-46.624539	-23.518435
D071500720	14/07/2015	1053	CO	2455	NULL	-46.623962	-23.506477
D071500721	16/07/2015	615	CL	20089	NULL	-46.622231	-23.50007
D071500722	11/07/2015	1710	QM	4219	2455	-46.615581	-23.50176
D071500723	24/07/2015	650	CO	13932	NULL	-46.612383	-23.513835
D071500724	28/07/2015	935	AT	27418	NULL	-46.624539	-23.518435
D071500725	28/07/2015	955	CL	4896	NULL	-46.605819	-23.506134
D071500726	28/07/2015	750	CF	2455	NULL	-46.60837	-23.490389
D071500727	07/07/2015	1140	QD	5741	NULL	-46.624462	-23.504346
D071500728	11/07/2015	1930	CL	1700	8495	-46.617273	-23.508579
D071500729	01/07/2015	1820	AT	4978	NULL	-46.602201	-23.522277
D071500730	04/07/2015	1623	CL	5204	NULL	-46.600697	-23.500668
D071500731	04/07/2015	1626	CH	11747	NULL	-46.615273	-23.495833
D071500732	04/07/2015	1715	CO	2455	14347	-46.612347	-23.49986
D071500733	15/07/2015	1910	CO	5204	1364	-46.596866	-23.498248
D071500734	18/07/2015	30	AT	6110	NULL	-46.624419	-23.501063
D071500735	18/07/2015	658	CO	4219	NULL	-46.615108	-23.506381
D071500736	22/07/2015	1920	CO	17843	NULL	-46.623191	-23.499123
D071500737	09/07/2015	1630	CO	11747	NULL	-46.617692	-23.492652
D071500738	27/07/2015	1655	AT	17843	NULL	-46.625731	-23.499072
D071500739	01/07/2015	1130	AT	19884	3637	-46.626382	-23.504266
D071500740	07/07/2015	555	QM	19884	3637	-46.626382	-23.504266
D071500741	10/07/2015	1540	CO	29772	NULL	-46.74756	-23.520331
D071500742	01/07/2015	1726	CO	4785	NULL	-46.628294	-23.502553
D071500743	01/07/2015	1800	CO	19379	2305	-46.654638	-23.507029
D071500744	04/07/2015	1151	CO	15038	NULL	-46.665765	-23.51008
D071500745	06/07/2015	1505	CO	19623	10324	-46.649374	-23.492633
D071500746	08/07/2015	742	CF	15250	NULL	-46.654979	-23.501913
D071500747	09/07/2015	1830	CO	29772	NULL	-46.738951	-23.518232
D071500749	10/07/2015	823	CT	3813	NULL	-46.654287	-23.48937
D071500751	06/07/2015	1035	CT	4438	NULL	-46.66477	-23.486627
D071500752	15/07/2015	738	CO	3637	NULL	-46.640732	-23.504286
D071500753	15/07/2015	1830	CO	14242	13606	-46.637192	-23.488903
D071500754	16/07/2015	1845	CO	9078	NULL	-46.64984	-23.491199
D071500755	20/07/2015	908	CO	3241	NULL	-46.660725	-23.489323
D071500756	18/07/2015	1900	CO	16646	NULL	-46.719132	-23.585679
D071500757	20/07/2015	1020	AT	3813	NULL	-46.64495	-23.486833
D071500758	19/07/2015	100	CH	8648	NULL	-46.641401	-23.502873
D071500759	10/07/2015	1854	AT	719	NULL	-46.631129	-23.500197
D071500760	14/07/2015	610	CL	14242	NULL	-46.628627	-23.496646
D071500761	21/07/2015	1310	CO	3202	1176	-46.642611	-23.498115
D071500762	23/07/2015	656	CT	3637	NULL	-46.629357	-23.504236
D071500763	25/07/2015	1015	CO	2635	17799	-46.628295	-23.508417
D071500765	22/07/2015	630	QM	14242	NULL	-46.629397	-23.496253
D071500767	04/07/2015	910	CT	14242	NULL	-46.637202	-23.489004
D071500770	07/07/2015	1529	CO	2455	NULL	-46.625697	-23.507954
D071500771	07/07/2015	1610	CL	4775	NULL	-46.580564	-23.508299
D071500772	29/07/2015	1025	AT	11500	NULL	-46.571834	-23.501821
D071500773	28/07/2015	1710	CO	14270	NULL	-46.629666	-23.518151
D071500774	27/07/2015	640	CT	14270	NULL	-46.629073	-23.518395
D071500775	04/07/2015	1120	AT	4775	19033	-46.572823	-23.502388
D071500776	05/07/2015	9	CO	8478	NULL	-46.593452	-23.523128
D071500777	18/07/2015	340	CH	15093	NULL	-46.580206	-23.507416
D071500778	18/07/2015	730	CO	14270	NULL	-46.629666	-23.518151
D071500779	20/07/2015	1735	CO	27099	NULL	-46.588751	-23.527583
D071500781	22/07/2015	1810	AT	68	NULL	-46.612556	-23.454488
D071500782	29/07/2015	1730	AT	2563	NULL	-46.633162	-23.484186
D071500784	03/07/2015	1348	CO	18151	NULL	-46.588477	-23.420347
D071500785	03/07/2015	1824	QD	18151	NULL	-46.603394	-23.464234
D071500786	26/07/2015	2145	CO	14767	NULL	-46.615713	-23.442331
D071500787	06/07/2015	1530	CO	18151	NULL	-46.602582	-23.46113
D071500788	25/07/2015	1900	AT	18151	NULL	-46.588487	-23.42037
D071500789	09/07/2015	1650	AT	6074	NULL	-46.622421	-23.479481
D071500790	13/07/2015	112	CH	68	NULL	-46.612425	-23.457971
D071500791	11/07/2015	2020	CO	2563	NULL	-46.631855	-23.491076
D071500792	13/07/2015	1350	CO	19884	NULL	-46.626172	-23.489109
D071500793	14/07/2015	830	AT	14767	NULL	-46.623816	-23.488781
D071500794	09/07/2015	1800	QM	9015	NULL	-46.626629	-23.476477
D071500795	07/07/2015	1400	QD	18151	NULL	-46.602629	-23.460193
D071500796	16/07/2015	726	CO	14767	7400	-46.613944	-23.47388
D071500797	17/07/2015	1700	CO	19884	NULL	-46.629415	-23.485083
D071500798	17/07/2015	1315	CO	19884	3813	-46.631881	-23.482554
D071500799	20/07/2015	800	CL	18151	NULL	-46.602578	-23.461072
D071500801	21/07/2015	1700	CO	351	NULL	-46.61929	-23.475708
D071500802	22/07/2015	2000	CO	19884	NULL	-46.626355	-23.48891
D071500803	23/07/2015	1900	CO	14767	NULL	-46.617817	-23.445516
D071500804	21/07/2015	1600	CO	14767	NULL	-46.617598	-23.445644
D071500806	26/07/2015	409	CT	9015	NULL	-46.627257	-23.479634
D071500807	27/07/2015	2305	CO	99052	NULL	-46.6523	-23.447861
D071500808	26/07/2015	409	CT	9015	NULL	-46.627257	-23.479634
D071500809	29/07/2015	1850	CO	20089	NULL	-46.624535	-23.490801
D071500810	31/07/2015	911	CH	14767	NULL	-46.614613	-23.483996
D071500811	22/07/2015	1820	AT	3813	NULL	-46.626657	-23.476103
D071500812	01/07/2015	630	CT	34562	NULL	-46.685575	-23.477865
D071500813	06/07/2015	1400	CO	34562	NULL	-46.685311	-23.477693
D071500814	13/07/2015	2030	QM	3771	NULL	-46.683428	-23.488404
D071500815	02/07/2015	458	SI	27358	NULL	-46.704924	-23.476341
D071500816	06/07/2015	1300	SI	34562	9420	-46.687567	-23.483953
D071500817	08/07/2015	1328	CO	14934	NULL	-46.687672	-23.478517
D071500818	08/07/2015	2100	AT	9420	NULL	-46.686444	-23.483443
D071500820	16/07/2015	850	CO	5947	NULL	-46.707078	-23.498566
D071500821	06/07/2015	545	AT	5947	NULL	-46.707629	-23.496289
D071500822	17/07/2015	1635	CO	15188	NULL	-46.701494	-23.507256
D071500823	17/07/2015	1530	AT	27358	NULL	-46.707566	-23.479091
D071500824	21/07/2015	650	AT	3771	13258	-46.682632	-23.487386
D071500825	21/07/2015	600	AT	3771	NULL	-46.678358	-23.483357
D071500826	09/07/2015	600	CH	9817	NULL	-46.692406	-23.483042
D071500827	22/07/2015	1200	QD	9420	NULL	-46.691703	-23.48534
D071500828	10/07/2015	1411	CO	3771	NULL	-46.685006	-23.493219
D071500829	24/07/2015	630	CO	18106	NULL	-46.705231	-23.499078
D071500830	25/07/2015	115	CL	29027	NULL	-46.693892	-23.503009
D071500831	28/07/2015	955	CO	3469	NULL	-46.693518	-23.49642
D071500832	29/07/2015	1250	CO	14736	NULL	-46.692836	-23.505077
D071500833	29/07/2015	100	CO	15485	NULL	-46.691498	-23.48025
D071500834	29/07/2015	1230	CO	3771	NULL	-46.684489	-23.494799
D071500835	31/07/2015	900	CL	6450	NULL	-46.670656	-23.476772
D071500836	31/07/2015	1150	AT	27358	NULL	-46.710276	-23.485947
D071500837	21/07/2015	530	AT	3771	NULL	-46.684427	-23.488937
D071500839	15/07/2015	1750	CL	3771	NULL	-46.683535	-23.488525
D071500840	02/07/2015	1730	CF	3771	NULL	-46.673113	-23.479385
D071500841	03/07/2015	2310	AT	14736	NULL	-46.691109	-23.504967
D071500842	04/07/2015	1500	CL	5947	NULL	-46.706152	-23.50281
D071500843	04/07/2015	1700	CP	14736	NULL	-46.673024	-23.504074
D071500844	10/07/2015	1730	CT	3771	NULL	-46.682905	-23.487824
D071500845	10/07/2015	1830	QM	3771	NULL	-46.684165	-23.48932
D071500846	16/07/2015	2230	CT	5947	NULL	-46.705828	-23.506081
D071500847	17/07/2015	900	CL	5947	NULL	-46.706477	-23.50036
D071500848	25/07/2015	1640	QM	3771	NULL	-46.684754	-23.489432
D071500849	02/07/2015	620	AT	9170	NULL	-46.636263	-23.464935
D071500850	06/07/2015	640	AT	75694	NULL	-46.671541	-23.477564
D071500851	12/07/2015	1730	CO	7639	NULL	-46.648325	-23.475697
D071500852	18/07/2015	2130	CO	8096	NULL	-46.664073	-23.46678
D071500854	28/07/2015	1930	CO	15426	NULL	-46.647133	-23.469716
D071500855	04/07/2015	1820	AT	99052	NULL	-46.652058	-23.450827
D071500857	06/07/2015	1715	AT	4290	NULL	-46.646293	-23.473212
D071500858	11/07/2015	1226	AT	9078	NULL	-46.662589	-23.477493
D071500859	11/07/2015	1700	CH	277	NULL	-46.667737	-23.46824
D071500860	12/07/2015	520	CO	15426	NULL	-46.65184	-23.471141
D071500861	12/07/2015	2244	CL	9078	NULL	-46.657549	-23.480177
D071500862	16/07/2015	1931	CO	9078	NULL	-46.66341	-23.476213
D071500867	29/07/2015	1820	CO	9170	NULL	-46.630825	-23.468533
D071500868	31/07/2015	0	QD	15426	NULL	-46.637151	-23.466094
D071500869	31/07/2015	210	CO	9170	NULL	-46.63568	-23.465164
D071500870	05/07/2015	1930	AT	13374	NULL	-46.654428	-23.462974
D071500871	11/07/2015	1800	QD	7592	NULL	-46.657989	-23.474641
D071500872	06/07/2015	1020	CT	7347	NULL	-46.645918	-23.477187
D071500873	02/07/2015	720	QD	19201	NULL	-46.610269	-23.477562
D071500874	06/07/2015	1252	AT	17728	NULL	-46.565236	-23.469685
D071500876	08/07/2015	1127	AT	11321	NULL	-46.590403	-23.483069
D071500878	04/07/2015	1000	CO	12716	NULL	-46.601011	-23.463796
D071500879	27/07/2015	1507	CO	5558	NULL	-46.599432	-23.488852
D071500880	29/07/2015	1733	QM	15728	NULL	-46.603087	-23.481574
D071500881	16/07/2015	1600	CO	7474	2455	-46.608583	-23.490771
D071500883	18/07/2015	1339	CO	21310	NULL	-46.602246	-23.477833
D071500884	26/07/2015	520	CL	11321	NULL	-46.591552	-23.484621
D071500885	27/07/2015	620	CF	8320	NULL	-46.587058	-23.471746
D071500886	27/07/2015	2216	QM	31959	NULL	-46.597856	-23.482676
D071500887	01/07/2015	611	CH	99400	NULL	-46.67879	-23.514452
D071500888	06/07/2015	700	CL	3481	5084	-46.677656	-23.498486
D071500889	08/07/2015	1400	QM	6450	NULL	-46.672477	-23.502792
D071500890	16/07/2015	723	CO	5738	NULL	-46.676265	-23.494642
D071500891	16/07/2015	948	CO	5084	NULL	-46.678887	-23.49792
D071500892	21/07/2015	749	CO	4819	NULL	-46.67179	-23.487959
D071500894	19/07/2015	1615	AT	20688	NULL	-46.663448	-23.483315
D071500895	24/07/2015	920	CL	11885	18657	-46.667392	-23.506269
D071500896	28/07/2015	1051	CH	14736	NULL	-46.683285	-23.50411
D071500897	01/07/2015	1745	QM	17691	NULL	-46.669212	-23.509765
D071500898	25/07/2015	1830	QM	20688	NULL	-46.664706	-23.482813
D071500899	16/07/2015	900	AT	37715	NULL	-46.611241	-23.657695
D071500900	15/07/2015	430	AT	6450	NULL	-46.673054	-23.480785
D071500901	02/07/2015	200	CL	3481	NULL	-46.677392	-23.497273
D071500902	04/07/2015	1400	CO	3813	NULL	-46.667013	-23.503196
D071500903	04/07/2015	2205	CH	6450	NULL	-46.678485	-23.492916
D071500905	13/07/2015	2316	CH	11885	NULL	-46.666799	-23.506275
D071500907	29/07/2015	1001	CO	3813	NULL	-46.670505	-23.51083
D071500908	29/07/2015	2250	CO	3813	NULL	-46.669805	-23.506967
D071500909	20/07/2015	730	AT	14736	NULL	-46.675128	-23.503861
D071500910	05/07/2015	1530	CF	11665	68099	-46.695548	-23.464189
D071500911	21/07/2015	530	CO	34562	NULL	-46.685265	-23.477559
D071500912	22/07/2015	650	QM	15485	NULL	-46.690755	-23.476119
D071500914	17/07/2015	2330	QM	11665	NULL	-46.694524	-23.466613
D071500915	07/07/2015	1250	SI	6361	NULL	-46.70396	-23.476494
D071500917	05/07/2015	1500	AT	14501	NULL	-46.693014	-23.467296
D071500918	11/07/2015	1527	CO	61989	NULL	-46.684199	-23.470867
D071500919	17/07/2015	1947	CO	1887	15751	-46.686007	-23.469514
D071500920	09/07/2015	1930	QM	15425	NULL	-46.701177	-23.449219
D071500921	01/07/2015	1440	CT	15425	NULL	-46.672115	-23.473167
D071500922	04/07/2015	1440	AT	76435	42044	-46.680127	-23.459931
D071500923	07/07/2015	1428	AT	66114	NULL	-46.675067	-23.459935
D071500924	07/07/2015	1530	CO	74306	71000	-46.683489	-23.450565
D071500925	12/07/2015	2100	AT	15425	NULL	-46.691675	-23.456266
D071500926	26/07/2015	610	CL	3771	NULL	-46.671836	-23.464224
D071500928	29/07/2015	1330	AT	3771	NULL	-46.672098	-23.463822
D071500929	03/07/2015	830	CH	35449	NULL	-46.742452	-23.475992
D071500930	01/07/2015	1215	CO	8253	NULL	-46.585089	-23.464534
D071500931	04/07/2015	300	CT	42220	NULL	-46.586688	-23.438829
D071500932	05/07/2015	1545	CO	10059	NULL	-46.572063	-23.467098
D071500933	08/07/2015	1400	AT	35449	NULL	-46.749227	-23.469076
D071500934	08/07/2015	1300	CT	16305	NULL	-46.590172	-23.444471
D071500936	10/07/2015	217	CO	26135	NULL	-46.572988	-23.447701
D071500937	11/07/2015	1435	AT	8320	NULL	-46.584025	-23.466765
D071500939	13/07/2015	2220	CO	19711	NULL	-46.580439	-23.462803
D071500940	14/07/2015	1230	QD	45819	NULL	-46.584366	-23.455104
D071500941	06/07/2015	1302	CO	13133	12485	-46.594469	-23.456625
D071500942	16/07/2015	1200	AT	11250	NULL	-46.597339	-23.451011
D071500943	16/07/2015	1700	CO	17988	NULL	-46.691292	-23.62556
D071500944	17/07/2015	1300	CL	7061	NULL	-46.569731	-23.449332
D071500945	17/07/2015	1400	QD	62086	NULL	-46.59566	-23.448728
D071500946	07/07/2015	1930	CO	32252	NULL	-46.582699	-23.456295
D071500947	24/07/2015	1010	SI	3199	NULL	-46.59193	-23.468744
D071500948	08/07/2015	1625	QM	18422	NULL	-46.600583	-23.4556
D071500951	24/07/2015	2021	CT	19711	NULL	-46.579375	-23.462575
D071500952	26/07/2015	2055	AT	42220	NULL	-46.586688	-23.438829
D071500953	28/07/2015	730	CL	3199	NULL	-46.590746	-23.468343
D071500954	29/07/2015	2040	AT	22812	NULL	-46.575434	-23.453833
D071500955	30/07/2015	710	SI	45819	NULL	-46.583446	-23.455533
D071500956	13/07/2015	1835	CO	11250	NULL	-46.597387	-23.450963
D071500957	20/07/2015	2230	CH	49278	NULL	-46.57562	-23.43603
D071500958	12/07/2015	2230	CT	11250	NULL	-46.59143	-23.446653
D071500959	06/07/2015	1019	CT	46566	NULL	-46.723544	-23.439169
D071500960	15/07/2015	647	CO	22822	NULL	-46.734281	-23.444604
D071500961	03/07/2015	1900	CO	15425	NULL	-46.708244	-23.440163
D071500962	22/07/2015	1945	CO	6361	NULL	-46.717374	-23.437335
D071500964	22/07/2015	1200	AT	18594	NULL	-46.735295	-23.443659
D071500965	20/07/2015	950	QD	18594	NULL	-46.735591	-23.444691
D071500966	28/07/2015	1100	CO	18594	NULL	-46.735487	-23.450238
D071500967	04/07/2015	600	CL	18594	NULL	-46.735559	-23.443929
D071500968	06/07/2015	236	CH	16838	NULL	-46.711527	-23.519982
D071500970	13/07/2015	49	CL	5350	NULL	-46.725615	-23.446961
D071500972	25/07/2015	749	AT	72963	52080	-46.686957	-23.460857
D071500973	10/07/2015	113	QM	27600	NULL	-46.698773	-23.445257
D071500975	07/07/2015	440	SI	14270	NULL	-46.629073	-23.518395
D071500976	04/07/2015	2030	AT	13973	NULL	-46.574396	-23.492329
D071500977	08/07/2015	1836	AT	78901	NULL	-46.576416	-23.518146
D071500978	17/07/2015	834	CO	14270	NULL	-46.5590	-23.522661
D071500979	17/07/2015	1600	AT	38716	NULL	-46.570167	-23.493478
D071500980	21/07/2015	1815	CL	2170	NULL	-46.57385	-23.493226
D071500981	26/07/2015	112	CT	99261	NULL	-46.560139	-23.519193
D071500982	28/07/2015	1122	CO	21625	NULL	-46.570775	-23.525399
D071500983	30/07/2015	630	CL	14270	NULL	-46.570923	-23.525838
D071500984	30/07/2015	830	AT	39018	NULL	-46.562452	-23.490564
D071500985	27/07/2015	930	CL	7724	NULL	-46.579796	-23.518927
D071500986	07/07/2015	750	CL	14270	NULL	-46.629073	-23.518395
D071500987	03/07/2015	2213	QM	14270	NULL	-46.629563	-23.518343
D071500989	16/07/2015	1835	CO	2170	NULL	-46.57385	-23.493226
D071500990	25/07/2015	310	CH	29772	NULL	-46.738737	-23.518239
D071500992	21/07/2015	640	QM	42369	NULL	-46.548145	-23.507093
D071500993	20/07/2015	1000	CO	2429	NULL	-46.550281	-23.509791
D071500995	01/07/2015	0	CL	2429	NULL	-46.546203	-23.509369
D071500996	04/07/2015	2041	QD	4128	NULL	-46.546553	-23.519812
D071500997	09/07/2015	529	CH	13783	NULL	-46.536891	-23.513088
D071500998	12/07/2015	1624	CL	4128	22269	-46.531808	-23.506572
D071500999	15/07/2015	1148	AT	28134	NULL	-46.530816	-23.51208
D071501000	16/07/2015	1617	AT	13177	NULL	-46.528949	-23.521825
D071501001	17/07/2015	1330	CO	7703	NULL	-46.547436	-23.519303
D071501002	17/07/2015	145	CO	43777	18724	-46.527019	-23.513997
D071501003	22/07/2015	2007	SI	954	NULL	-46.535654	-23.523062
D071501004	23/07/2015	1602	CL	8499	13355	-46.543657	-23.516969
