id_acidente	id_veiculo	tipo_veiculo	placa	sexo_condutor	idade_condutor	categoria_habilitacao	usa_cinto_seguranca	estado_alcoolizacao	escolaridade
D011400054	02	MO	FGV1614	M	29	SI	X	BR	4
D011400055	01	AU	EEN1075	F	24	SI	X	BR	5
D011400055	02	MO	DPV6867	M	44	SI	X	BR	3
D011400056	01	SI	       	X	SI	SI	X	BR	8
D011400057	01	MO	FOD1515	M	26	SI	X	BR	3
D011400058	01	OU	DTA3946	M	53	HA	X	BR	2
D011400059	01	AU	FLK6325	F	19	SI	X	BR	6
D011400059	02	MO	FAV5354	M	61	SI	X	BR	8
D011400060	01	AU	AAG8350	M	36	SI	X	BR	8
D011400060	02	MO	HRK6262	M	37	SI	X	BR	5
D011400061	01	ON	FFN3451	M	56	SI	X	BR	2
D011400062	01	AU	EWU3416	M	25	SI	X	BR	5
D011400062	02	MO	EJR4955	M	43	SI	X	BR	3
D011400063	01	AU	ERV3007	M	43	SI	X	BR	8
D011400063	02	MO	ESR2089	M	31	SI	X	BR	5
D011400064	01	AU	EUS0880	F	53	SI	X	BR	7
D011400064	02	MO	EHG6806	M	32	SI	X	BR	5
D011400065	01	AU	FHM1231	X	SI	SI	X	BR	8
D011400066	01	SI	       	X	SI	SI	X	BR	8
D011400067	01	AU	DQT7387	X	SI	SI	X	BR	8
D011400067	02	MO	FTF2133	M	36	SI	X	BR	6
D011400068	01	CM	EMO3993	F	62	SI	X	BR	7
D011400068	02	MO	EPS5194	M	23	SI	X	BR	3
D011400069	01	MO	DXI4880	M	21	SI	X	BR	3
D011400069	02	AU	FMB2097	M	19	SI	X	BR	3
D011400070	01	AU	FIH2345	M	34	SI	X	BR	5
D011400070	02	AU	FKO0243	X	SI	SI	X	BR	8
D011400071	01	MO	FMX2441	M	32	SI	X	BR	3
D011400071	02	MO	EKI9203	M	58	SI	X	BR	3
D011400072	01	AU	FFN1640	M	44	SI	X	BR	4
D011400072	02	AU	CII4893	M	21	SI	X	BR	3
D011400073	01	SI	       	X	SI	SI	X	BR	8
D011400073	02	MO	DOU2701	X	SI	SI	X	BR	8
D011400074	01	OU	EFV5312	M	25	HA	X	BR	3
D011400074	02	MO	EXC0644	M	39	SI	X	BR	5
D011400075	01	AU	DUF8270	M	47	SI	X	BR	8
D011400075	02	MO	DUV3346	M	42	SI	X	BR	3
D011400076	01	MO	EII1501	M	25	SI	X	BR	5
D011400077	01	AU	FIK5021	M	51	SI	X	BR	8
D011400078	01	OU	DTA4054	M	52	HA	X	BR	3
D011400079	01	MO	ESR7159	F	33	IN	X	BR	5
D011400080	01	AU	FHU0956	M	60	SI	X	BR	8
D011400080	02	MO	DRX6437	M	26	SI	X	BR	5
D011400081	01	AU	FJY5796	M	23	SI	X	BR	7
D011400082	01	AU	FGT2277	M	54	SI	X	BR	3
D011400084	01	AU	FHF1746	F	59	SI	X	BR	7
D011400084	02	MO	EWH9482	M	31	SI	X	BR	7
D011400085	01	AU	ARJ8324	F	26	SI	X	BR	7
D011400085	02	MO	EQE3563	M	33	SI	X	BR	2
D011400086	01	CM	DDU9846	X	SI	SI	X	BR	8
D011400086	02	MO	DXK2042	M	28	SI	X	BR	7
D011400087	01	AU	EET3731	F	31	SI	X	BR	8
D011400088	01	AU	FAR2773	M	26	SI	X	BR	5
D011400088	02	AU	DSA7375	M	40	SI	X	BR	5
D011400089	01	AU	FJA4825	M	71	SI	X	BR	7
D011400090	01	SI	       	X	SI	SI	X	BR	8
D011400091	01	AU	EJA0113	X	SI	SI	X	BR	8
D011400091	02	AU	DUC5604	X	SI	SI	X	BR	8
D011400092	01	CA	EYN8037	M	49	SI	X	BR	5
D011400092	02	MO	ATI0755	M	28	SI	X	BR	8
D011400093	01	OU	       	M	SI	SI	X	BR	8
D011400094	01	AU	CMW7432	M	49	SI	X	BR	5
D011400094	02	MO	DVW9171	M	36	SI	X	BR	7
D011400095	01	AU	EYB0830	M	56	SI	X	BR	7
D011400095	02	MO	EHG4083	M	33	SI	X	BR	6
D011400096	01	OU	EZL1059	M	47	HA	X	BR	3
D011400097	01	AU	DMX5085	M	SI	SI	X	BR	8
D011400097	02	AU	CSM6596	M	SI	SI	X	BR	5
D011400097	03	AU	EZL8983	M	35	SI	X	BR	5
D011400098	01	CM	DIK2233	M	55	SI	X	BR	5
D011400098	02	MO	DTK1553	M	32	SI	X	BR	5
D011400099	01	CM	FMI4168	M	46	SI	X	SA	8
D011400100	01	AU	HNQ2242	F	22	SI	X	SA	6
D011400101	01	AU	DIN0673	M	26	SI	X	BR	7
D011400101	02	BI	       	M	43	NE	X	BR	3
D011400102	01	AU	DSF0025	M	19	HA	X	BR	5
D011400102	02	MO	DTN7490	M	30	HA	X	BR	3
D011400103	01	AU	FNU4057	F	25	SI	X	BR	7
D011400103	02	AU	ANX1542	M	33	SI	X	BR	5
D011400103	03	AU	DUA5114	F	37	SI	X	BR	7
D011400104	01	AU	EMX6787	M	67	SI	X	BR	3
D011400104	02	MO	DAT4755	M	32	SI	X	BR	5
D011400105	01	MO	EWG8021	M	29	SI	X	BR	5
D011400105	02	AU	DWS7554	M	33	SI	X	BR	5
D011400106	01	CM	FLR2285	F	39	SI	X	BR	7
D011400107	01	AU	AMS2275	M	50	SI	X	BR	7
D011400107	02	AU	DOD2723	M	70	SI	X	BR	5
D011400108	01	MO	DOA7914	M	28	SI	X	BR	5
D011400108	02	AU	EPT5258	M	77	SI	X	BR	7
D011400109	01	AU	ETK2067	F	36	SI	X	BR	7
D011400109	02	MO	FLR8985	M	21	SI	X	BR	3
D011400110	01	MO	EWG8454	M	25	SI	X	BR	3
D011400111	01	MO	EFE8944	M	40	SI	X	BR	8
D011400111	02	MO	FLR2499	M	31	SI	X	BR	3
D011400112	01	CM	EVV7168	X	SI	SI	X	BR	8
D011400113	01	MC	FHU8592	M	51	SI	X	BR	5
D011400113	02	MO	EXK3484	M	38	SI	X	BR	7
D011400114	01	AU	EFU6214	M	34	SI	X	BR	5
D011400115	01	AU	FBA7280	M	SI	SI	X	BR	8
D011400115	02	MO	ARK3702	M	23	SI	X	BR	4
D011400116	01	AU	DDM6080	F	49	SI	X	BR	7
D011400116	02	AU	FFG7747	M	25	SI	X	BR	7
D011400117	01	AU	CLH8738	M	52	SI	X	BR	7
D011400117	02	MO	FIF2077	M	24	SI	X	BR	5
D011400118	01	AU	CZN0875	F	46	SI	X	BR	5
D011400119	01	CM	EXS1933	M	23	IN	X	BR	3
D011400120	01	SI	       	X	SI	SI	X	BR	8
D011400121	01	AU	EZR6093	X	SI	SI	X	BR	8
D011400121	02	AU	DXT2171	M	24	SI	X	BR	7
D011400122	01	AU	ELM5536	M	62	SI	X	BR	8
D011400122	02	AU	FGJ5604	F	30	SI	X	BR	7
D011400123	01	AU	FJU0796	F	31	SI	X	BR	7
D011400123	02	MO	DVE6289	M	27	SI	X	BR	5
D011400124	01	AU	FJT3097	M	65	SI	X	BR	7
D011400124	02	AU	FAG1868	M	41	SI	X	BR	3
D011400125	01	CA	ELQ2253	M	51	SI	X	BR	8
D011400125	02	AU	ETU3107	F	33	SI	X	BR	5
D011400126	01	CM	DPC2400	M	35	SI	X	BR	3
D011400127	01	CM	ATX9247	M	66	SI	X	BR	8
D011400127	02	AU	COR1653	M	60	SI	X	BR	8
D011400128	01	MO	EXK1456	M	32	SI	X	BR	5
D011400128	02	MO	CGK8892	M	31	SI	X	BR	4
D011400129	01	AU	DUL3534	M	23	SI	X	BR	5
D011400129	02	MO	EII0920	M	32	SI	X	BR	3
D011400130	01	CA	LSV1517	M	37	SI	X	BR	5
D011400130	02	ON	EZL0972	M	36	SI	X	BR	5
D011400131	01	CM	DRQ0817	F	24	SI	X	BR	5
D011400131	02	MO	DOA2361	M	23	SI	X	BR	5
D011400132	01	CM	EEZ0287	M	31	SI	X	BR	3
D011400132	02	MO	EJN5364	M	26	SI	X	BR	3
D011400133	01	MO	EGY4697	M	44	SI	X	BR	5
D011400134	01	CM	EMU9833	M	53	SI	X	BR	5
D011400134	02	MO	DVX4535	M	24	SI	X	BR	5
D011400134	03	CA	       	X	SI	SI	X	BR	7
D011400134	04	CA	       	X	SI	SI	X	BR	8
D011400135	01	MO	SZM4368	M	39	SI	X	BR	5
D011400136	01	MO	EOJ9902	M	49	SI	X	BR	5
D011400137	01	MO	DXI7028	M	27	SI	X	BR	5
D011400138	01	AU	HKO1453	M	23	SI	X	BR	3
D011400139	01	MO	EJQ6328	M	26	SI	X	BR	3
D011400139	02	AU	ERU3726	F	34	SI	X	BR	7
D011400139	03	AU	EJB0463	F	50	SI	X	BR	7
D011400140	01	MO	FAP3546	M	20	SI	X	BR	6
D011400141	01	ON	EZL5863	M	50	SI	X	BR	3
D011400142	01	AU	EMN6420	F	50	SI	X	BR	5
D011400142	02	SI	       	X	SI	SI	X	BR	8
D011400143	01	AU	EZM4333	M	61	SI	X	BR	8
D011400144	01	MO	DOA0987	M	32	SI	X	BR	4
D011400145	01	AU	EUB1055	M	68	SI	X	BR	5
D011400146	01	AU	FAJ7993	M	31	IN	X	BR	8
D011400146	02	MO	DYZ3211	M	36	SI	X	BR	5
D011400147	01	CA	ANC4300	M	29	SI	X	BR	6
D011400147	02	CM	FJI7598	M	36	SI	X	BR	5
D011400147	03	AU	EOE8753	M	58	SI	X	BR	3
D011400148	01	MO	FKL7372	M	33	SI	X	BR	5
D011400149	01	AU	DYJ9900	M	56	HA	X	BR	3
D011400149	02	MO	EOA7383	M	39	HA	X	BR	3
D011400150	01	MO	EXK0668	M	29	SI	X	BR	5
D011400151	01	MO	DZS8994	M	41	SI	X	BR	5
D011400152	01	AU	DRK9580	M	28	SI	X	BR	3
D011400153	01	CM	CKH9349	M	38	SI	X	BR	5
D011400154	01	AU	DIB3557	M	27	SI	X	BR	3
D011400154	02	MO	EXG2242	M	31	SI	X	BR	3
D011400155	01	CM	EQW7668	M	37	HA	X	BR	5
D011400156	01	CM	EEG5836	M	55	SI	X	BR	7
D011400156	02	MO	FAY3402	M	30	SI	X	BR	2
D011400157	01	AU	DZI7577	F	22	SI	X	BR	3
D011400157	02	SI	       	X	SI	SI	X	BR	8
D011400158	01	AU	DPX9498	M	34	SI	X	BR	5
D011400158	02	CM	DRB3014	M	35	SI	X	BR	7
D011400159	01	AU	DNE4623	M	18	SI	X	BR	8
D011400159	02	SI	FHP9118	X	SI	SI	X	BR	8
D011400159	03	SI	EMD9218	X	SI	SI	X	BR	8
D011400159	04	SI	DSR8400	X	SI	SI	X	BR	8
D011400160	01	AU	EBH3626	M	50	SI	X	BR	5
D011400161	01	AU	DPG0696	M	67	SI	X	BR	3
D011400162	01	MO	EXE9303	M	44	SI	X	BR	5
D011400162	02	MO	DOH3071	M	31	SI	X	BR	7
D011400163	01	CM	DMW5676	M	27	SI	X	BR	6
D011400163	02	MO	ESR5026	M	22	SI	X	BR	8
D011400164	01	AU	ENR3691	M	31	SI	X	BR	5
D011400164	02	MO	EXF8386	M	36	SI	X	BR	5
D011400165	01	CA	ELW0884	M	47	SI	X	BR	8
D011400165	02	CM	EFB1782	M	50	SI	X	BR	8
D011400166	01	MO	EQP5493	M	35	SI	X	BR	3
D011400166	02	AU	DUD5793	M	47	SI	X	BR	7
D011400167	01	AU	EBF6485	M	59	SI	X	BR	7
D011400168	01	MO	       	X	SI	SI	X	BR	8
D011400169	01	CM	EQT9862	M	22	SI	X	BR	7
D011400169	02	AU	DRC8937	M	36	SI	X	BR	5
D011400170	01	MO	EJJ3127	M	54	SI	X	BR	5
D011400171	01	AU	EZK8155	M	49	SI	X	BR	8
D011400172	01	OU	DTB0919	M	54	HA	X	BR	2
D011400173	01	AU	EJG5375	F	25	SI	X	BR	7
D011400174	01	MO	EJR5939	M	36	SI	X	BR	5
D011400175	01	AU	EQX6971	M	58	SI	X	BR	7
D011400175	02	OU	DJC8623	M	43	HA	X	BR	5
D011400176	01	AU	AVW8612	M	30	SI	X	BR	5
D011400177	01	CA	FAR8495	M	38	SI	X	BR	5
D011400177	02	MO	JKH7619	M	43	SI	X	BR	6
D011400178	01	BI	       	M	26	NE	X	BR	7
D011400178	02	AU	FMR0283	F	30	SI	X	BR	7
D011400179	01	MO	DRW8976	M	30	SI	X	BR	5
D011400179	02	AU	FJO7226	M	56	SI	X	BR	7
D011400180	01	BI	       	M	33	NE	X	BR	3
D011400180	02	AU	EDJ0912	M	35	SI	X	BR	7
D011400181	01	MO	ECC2503	M	27	SI	X	BR	6
D011400181	02	AU	FIP2453	M	SI	SI	X	BR	8
D011400182	01	AU	EWU0396	M	23	SI	X	BR	3
D011400183	01	AU	ELK5200	F	23	SI	X	BR	5
D011400184	01	OU	DTE1417	M	SI	HA	X	BR	8
D011400185	01	OU	ECT1239	M	31	HA	X	BR	8
D011400186	01	OU	EZL1386	M	31	HA	X	BR	5
D011400187	01	AU	EFU3582	M	59	SI	X	BR	3
D011400187	02	AU	NPC5339	M	73	SI	X	BR	8
D011400187	03	AU	JHI3919	X	SI	SI	X	BR	8
D011400188	01	MO	DUZ8999	M	51	SI	X	BR	7
D011400189	01	MO	EIE2075	M	30	SI	X	BR	5
D011400189	02	AU	EZJ0763	M	21	SI	X	BR	5
D011400190	01	OU	DTD3429	M	30	HA	X	BR	8
D011400191	01	OU	EFW0019	M	53	HA	X	BR	5
D011400192	01	MO	DNP8566	F	22	SI	X	BR	5
D011400193	01	OU	EZL1345	M	33	HA	X	BR	5
D011400194	01	AU	FCB8906	M	52	SI	X	BR	5
D011400195	01	AU	AHX0111	F	46	SI	X	BR	7
D011400195	02	MO	EZS5055	M	22	SI	X	BR	3
D011400195	03	AU	GGB9009	M	60	SI	X	BR	3
D011400196	01	OU	EMU2293	M	50	HA	X	BR	3
D011400197	01	AU	DIV7228	M	53	SI	X	BR	3
D011400198	01	BI	       	M	47	NE	X	BR	7
D011400198	02	AU	GBC0202	M	66	SI	X	BR	7
D011400199	01	MO	EJQ4878	M	32	SI	X	BR	3
D011400199	02	AU	FGI2483	X	SI	SI	X	BR	8
D011400200	01	MO	EXE3761	M	31	SI	X	BR	8
D011400200	02	AU	EFW7994	M	48	SI	X	BR	5
D011400201	01	AU	DTB9518	M	22	SI	X	BR	6
D011400201	02	AU	EYQ4768	M	56	SI	X	BR	5
D011400202	01	MO	EJR0793	M	35	SI	X	BR	6
D011400202	02	AU	EDO6519	M	27	SI	X	BR	3
D011400203	01	MO	ESM4267	M	35	SI	X	BR	5
D011400203	02	AU	ELQ6745	M	49	SI	X	BR	6
D011400204	01	AU	FPU2012	M	33	SI	X	BR	5
D011400205	01	OU	FFN3883	M	50	HA	X	BR	5
D011400206	01	BI	       	M	29	NE	X	BR	3
D011400206	02	AU	FKE8894	F	52	SI	X	BR	7
D011400207	01	OU	EZL6031	M	50	HA	X	BR	5
D011400208	01	AU	BIO5467	M	45	SI	X	BR	5
D011400209	01	MO	DUV5574	M	28	SI	X	BR	5
D011400209	02	AU	EZC4473	M	55	SI	X	BR	7
D011400210	01	MO	EOL1553	M	34	SI	X	BR	8
D011400211	01	AU	FLQ6730	M	33	SI	X	BR	7
D011400211	02	CM	ETU5638	M	SI	SI	X	BR	8
D011400212	01	BI	       	M	33	NE	X	BR	3
D011400212	02	AU	DPS6527	M	50	SI	X	BR	5
D011400213	01	ON	       	M	SI	HA	X	BR	8
D011400214	01	MO	EKD3209	M	33	SI	X	BR	5
D011400214	02	MO	FRF6446	M	59	SI	X	BR	7
D011400215	01	MO	DXM9932	M	SI	SI	X	BR	8
D011400216	01	MO	DYZ5374	M	27	SI	X	BR	5
D011400216	02	AU	DFG9886	M	24	SI	X	BR	3
D011400217	01	MO	DLZ1984	M	28	SI	X	BR	7
D011400217	02	CM	EZP9650	F	SI	SI	X	BR	8
D011400218	01	MO	CZR1112	M	37	IN	X	BR	8
D011400218	02	AU	       	X	SI	SI	X	BR	8
D011400219	01	AU	EQO0493	M	62	SI	X	BR	5
D011400220	01	MO	EXK0855	M	SI	SI	X	BR	8
D011400220	02	AU	DOO3655	M	28	SI	X	BR	7
D011400221	01	MO	FAF9139	M	31	SI	X	BR	2
D011400221	02	AU	CDY5310	M	24	SI	X	BR	5
D011400222	01	MO	EQR9282	M	31	SI	X	BR	5
D011400222	02	AU	DRM0086	M	27	SI	X	BR	5
D011400223	01	AU	FEY2013	F	34	IN	X	BR	8
D011400223	02	MO	EHF9705	M	30	SI	X	BR	2
D011400225	01	AU	HCS3396	M	SI	SI	X	BR	8
D011400225	02	AU	DKX0026	M	46	SI	X	BR	5
D011400226	01	AU	EBL1846	M	26	SI	X	BR	3
D011400226	02	AU	DSJ0203	F	37	SI	X	BR	8
D011400227	01	SI	       	X	SI	SI	X	BR	8
D011400227	02	AU	DUU9811	F	38	SI	X	BR	5
D011400228	01	CM	EQC1739	M	38	HA	X	BR	5
D011400229	01	SI	       	X	SI	SI	X	BR	8
D011400229	02	MO	DAG3303	M	44	SI	X	BR	3
D011400230	01	MO	FHO3167	M	27	SI	X	BR	5
D011400231	01	SI	       	X	SI	SI	X	BR	8
D011400231	02	BI	       	M	62	NE	X	BR	3
D011400232	01	AU	DOB9839	M	23	SI	X	BR	2
D011400232	02	MO	DOB8394	M	21	IN	X	BR	4
D011400233	01	AU	ERK6024	M	60	SI	X	BR	2
D011400234	01	CM	ELC4101	X	SI	SI	X	BR	8
D011400235	01	AU	FEY7972	M	30	SI	X	BR	7
D011400235	02	MO	       	M	SI	SI	X	BR	8
D011400236	01	SI	       	X	SI	SI	X	BR	8
D011400236	02	AU	FFO4908	M	27	SI	X	BR	5
D011400237	01	CM	EMU7152	M	65	SI	X	BR	3
D011400237	02	MO	FKL1380	M	24	SI	X	BR	3
D011400238	01	OU	LAF5804	M	44	HA	X	BR	5
D011400238	02	AU	DGO6025	X	SI	SI	X	BR	8
D011400238	03	AU	EDV2779	M	36	SI	X	BR	7
D011400239	01	AU	EZH7506	M	32	SI	X	BR	7
D011400240	01	AU	FAW9176	M	55	SI	X	BR	7
D011400240	02	MO	EXD6069	M	42	SI	X	BR	5
D011400241	01	AU	EVV0247	F	38	SI	X	BR	7
D011400241	02	AU	ELT1370	M	34	SI	X	BR	5
D011400242	01	AU	KEL1872	M	18	SI	X	BR	2
D011400242	02	AU	AWW3804	M	37	SI	X	BR	7
D011400243	01	MO	DZL6015	M	35	HA	X	BR	2
D011400243	02	AU	AXK8039	M	31	HA	X	BR	7
D011400244	01	MO	       	X	SI	SI	X	BR	8
D011400245	01	AU	BHP7430	M	52	SI	X	BR	3
D011400245	02	MO	EXE7710	M	35	SI	X	BR	3
D011400246	01	AU	EMH3375	F	28	SI	X	BR	7
D011400246	02	MO	AND5601	M	20	SI	X	BR	3
D011400247	01	AU	EUB8523	F	23	SI	X	BR	7
D011400247	02	MO	EJQ2285	M	43	SI	X	BR	7
D011400248	01	AU	FGJ7614	M	54	SI	X	BR	7
D011400248	02	MO	       	M	SI	IN	X	BR	8
D011400249	01	AU	CZD3284	M	77	SI	X	BR	7
D011400249	02	MO	EHM4763	M	43	SI	X	BR	3
D011400250	01	MO	ESE7314	F	28	SI	X	BR	8
D011400250	02	AU	AFU0131	M	SI	SI	X	BR	8
D011400251	01	BI	       	M	SI	NE	X	BR	8
D011400252	01	AU	EMH6824	M	31	SI	X	BR	5
D011400253	01	AU	JQL5335	M	56	SI	X	BR	7
D011400253	02	MO	DEW0599	M	57	SI	X	BR	3
D011400254	01	MO	FFB0563	M	33	SI	X	BR	5
D011400254	02	MO	EXE6987	M	20	SI	X	BR	4
D011400255	01	MO	GYH4340	M	30	HA	X	BR	5
D011400255	02	AU	EBM5905	M	50	SI	X	BR	5
D011400256	01	AU	EZB5206	M	31	SI	X	BR	7
D011400256	02	MO	EGY8846	M	23	SI	X	BR	3
D011400257	01	MO	ESE2618	M	36	SI	X	BR	5
D011400257	02	MO	FAO0660	M	50	SI	X	BR	7
D011400258	01	AU	ELN8464	F	24	SI	X	BR	7
D011400258	02	MO	EXF6920	M	36	SI	X	BR	3
D011400259	01	AU	DUF1599	M	41	SI	X	BR	5
D011400259	02	CA	AMW6933	M	46	SI	X	BR	5
D011400260	01	MO	EJM7562	M	25	SI	X	BR	5
D011400260	02	AU	EEU3850	M	63	SI	X	BR	7
D011400261	01	AU	EUC7331	M	47	SI	X	BR	7
D011400261	02	AU	EUL7533	M	30	SI	X	BR	7
D011400262	01	MO	DOE5167	M	32	SI	X	BR	7
D011400262	02	AU	FFT6204	F	27	SI	X	BR	7
D011400263	01	AU	FLN0258	M	SI	SI	X	BR	8
D011400263	02	MO	EJQ1327	M	31	SI	X	BR	8
D011400264	01	AU	FJP8574	M	67	SI	X	BR	5
D011400264	02	MO	EOA2632	X	SI	SI	X	BR	8
D011400265	01	AU	EMI9712	M	42	SI	X	BR	7
D011400265	02	MO	DZS2003	F	20	SI	X	BR	2
D011400266	01	AU	FJP3024	M	28	HA	X	BR	5
D011400266	02	MO	DUW4329	M	19	HA	X	BR	5
D011400267	01	AU	EZB8246	F	35	SI	X	BR	7
D011400268	01	AU	DXU1939	M	39	SI	X	BR	7
D011400268	02	MO	EXK7575	M	34	SI	X	BR	3
D011400269	01	MO	EOZ3559	M	24	SI	X	BR	3
D011400269	02	AU	FEG9648	F	34	SI	X	BR	7
D011400270	01	MO	FLZ3190	F	27	SI	X	BR	7
D011400270	02	AU	EQX4874	M	32	SI	X	BR	7
D011400271	01	AU	FGE9705	M	25	SI	X	BR	5
D011400271	02	MO	GIC2425	F	37	SI	X	BR	3
D011400271	03	MO	EXH9487	X	SI	SI	X	BR	8
D011400272	01	AU	EZH9884	M	33	SI	X	BR	7
D011400272	02	MO	DPZ1557	X	SI	SI	X	BR	8
D011400273	01	BI	       	M	54	NE	X	BR	7
D011400273	02	AU	EEK4164	X	SI	SI	X	BR	8
D011400274	01	OU	EFW4817	M	32	HA	X	BR	5
D011400275	01	MO	CSW2531	M	21	HA	X	BR	5
D011400276	01	AU	EBQ6948	M	21	SI	X	BR	3
D011400276	02	AU	EYC1040	F	22	SI	X	BR	5
D011400277	01	SI	EMB1189	X	SI	SI	X	BR	8
D011400278	01	AU	EZL0456	M	64	HA	X	BR	5
D011400278	02	MO	DOA8511	M	32	HA	X	BR	5
D011400279	01	AU	FIS5721	F	52	SI	X	BR	8
D011400279	02	AU	CBC6307	M	31	SI	X	BR	7
D011400280	01	AU	EMV3531	M	19	SI	X	BR	6
D011400280	02	MO	ESE0644	M	35	SI	X	BR	7
D011400281	01	MO	EJO0627	M	24	SI	X	BR	5
D011400282	01	CA	EXI7655	M	58	SI	X	BR	5
D011400282	02	AU	FLQ7600	F	26	SI	X	BR	5
D011400283	01	MO	FAF0700	M	22	SI	X	BR	3
D011400283	02	AU	ELF2793	M	43	SI	X	BR	3
D011400284	01	MO	EOQ6200	M	54	SI	X	BR	5
D011400284	02	AU	EZE7768	F	30	SI	X	BR	5
D011400285	01	CA	FAW2505	M	61	SI	X	BR	7
D011400285	02	CA	ELW7405	X	SI	SI	X	BR	8
D011400286	01	AU	ELX2918	F	65	SI	X	BR	7
D011400286	02	MO	EQS8881	M	40	SI	X	BR	8
D011400287	01	MO	EQR8597	M	40	SI	X	BR	5
D011400288	01	MO	       	M	41	SI	X	BR	7
