id_acidente	id_vitima	id_veiculo	sexo	idade	tipo_vitima	classificacao	tipo_veiculo	estado_alcoolizacao	escolaridade	data
D011300172	001	01	F	91	PD	F	AU	BR	3	          
D011300173	001	01	M	35	CD	F	MO	BR	5	          
D011300174	002	01	M	39	PS	F	AU	BR	8	          
D011300174	003	02	M	44	CD	F	CM	BR	5	          
D011300174	001	01	M	39	CD	F	AU	BR	8	          
D011300175	001	01	M	20	CD	F	AU	SA	4	          
D011300176	001	01	M	56	PD	F	AU	BR	8	          
D011300177	001	01	M	23	PD	F	AU	SA	3	          
D011300178	001	01	F	46	PD	F	AU	BR	5	          
D011300179	001	01	F	57	PD	F	MO	BR	7	          
D011300180	001	01	M	57	PD	F	MO	BR	8	          
D011300181	001	01	F	45	PD	F	SI	BR	8	          
D011300182	001	01	F	41	PD	F	AU	BR	3	          
D011300183	001	01	M	34	CD	F	MO	BR	3	          
D011300184	001	01	F	55	PS	F	OU	BR	2	          
D011300185	001	01	F	21	PD	F	AU	BR	5	          
D011300186	001	01	F	60	PD	F	MO	BR	6	          
D011300187	001	02	M	33	CD	F	MO	BR	6	          
D011300188	001	02	M	39	CD	F	MO	BR	7	          
D011300189	001	01	M	48	PS	F	AU	BR	5	          
D011300190	001	01	F	39	CD	F	CM	BR	7	          
D011300190	002	01	M	37	PS	F	CM	BR	5	          
D011300191	001	01	M	27	CD	F	AU	BR	3	          
D011300192	001	02	F	50	CD	F	AU	BR	7	          
D011300193	001	02	M	23	CD	F	MO	BR	5	          
D011300194	001	02	M	71	PS	F	MO	BR	8	          
D011300195	001	02	M	41	CD	F	MO	BR	5	          
D011300196	001	02	F	17	PS	F	AU	BR	8	          
D011300196	002	02	F	52	PS	F	AU	BR	8	          
D011300197	001	02	M	34	CD	F	MO	BR	8	          
D011300198	001	01	F	50	PD	F	AU	BR	8	          
D011300199	001	01	M	45	PD	F	SI	BR	8	          
D011300200	001	01	F	47	PD	F	MO	BR	8	          
D011300201	001	01	F	32	PD	F	OU	BR	3	          
D011300202	001	01	F	21	PD	F	AU	BR	3	          
D011300203	001	01	M	18	CD	F	MO	BR	5	          
D011300204	001	01	M	49	CD	F	MO	BR	7	          
D011300205	001	01	M	29	CD	F	MO	BR	5	          
D011300206	001	01	F	23	PS	F	OU	BR	8	          
D011300207	001	01	M	58	CD	F	AU	BR	3	          
D011300208	001	01	M	21	CD	F	AU	BR	6	          
D011300209	001	01	M	27	CD	F	AU	BR	5	          
D011300210	001	01	M	30	CD	F	MO	BR	7	          
D011300211	001	01	M	SI	CD	F	MO	BR	8	          
D011300212	001	01	M	31	PD	F	AU	BR	7	          
D011300213	001	01	M	23	CD	F	MO	BR	5	          
D011300214	001	01	M	25	CD	F	CM	BR	3	          
D011300214	002	01	M	31	PS	F	CM	BR	3	          
D011300215	001	02	M	40	CD	F	MO	BR	5	          
D011300216	001	01	M	33	CD	F	AU	BR	7	          
D011300217	001	01	F	47	PD	F	ON	BR	5	          
D011300218	001	01	M	34	CD	F	MO	BR	3	          
D011300219	001	01	M	03	PD	F	OU	BR	8	          
D011300220	001	01	M	32	CD	F	AU	BR	5	          
D011300221	001	01	M	29	CD	F	MO	BR	6	          
D011300222	001	01	F	67	PS	F	AU	BR	5	          
D011300222	002	02	M	20	PS	F	AU	BR	5	          
D011300223	001	01	M	28	CD	F	MO	BR	3	          
D011300223	002	01	M	18	PS	F	MO	BR	3	          
D011300225	001	01	M	34	PD	F	CM	BR	3	          
D011300226	001	01	F	38	PD	F	SI	BR	3	          
D011300227	001	02	M	31	CD	F	MO	BR	3	          
D011300228	001	02	M	28	CD	F	MO	BR	3	          
D011300229	001	02	M	30	CD	F	BI	BR	5	          
D011300230	001	02	M	SI	CD	F	MO	BR	8	          
D011300231	001	01	F	72	PD	F	MO	BR	3	          
D011300232	001	02	M	50	CD	F	MO	BR	5	          
D011300234	001	02	M	51	CD	F	BI	BR	3	          
D011300235	001	02	M	25	CD	F	MO	BR	3	          
D011300236	001	02	M	25	CD	F	MO	BR	5	          
D011300238	001	01	M	56	PS	F	AU	BR	3	          
D011300239	001	01	M	17	PD	F	MO	BR	3	          
D011300240	001	01	M	29	CD	F	MO	BR	5	          
D011300241	001	01	M	24	CD	F	CM	BR	5	          
D011300241	002	01	F	19	PS	F	CM	BR	5	          
D011300241	003	01	M	27	PS	F	CM	BR	5	          
D011300242	001	01	M	28	CD	F	MO	BR	5	          
D011300242	002	01	M	82	PD	F	MO	BR	5	          
D011300243	001	01	M	08	PD	F	AU	BR	1	          
D011300244	001	01	M	24	CD	F	MO	BR	5	          
D011300245	001	01	M	22	CD	F	MO	BR	3	          
D011300246	001	01	F	66	PD	F	AU	BR	8	          
D011300247	001	01	M	34	CD	F	MO	BR	5	          
D011300249	001	01	M	28	CD	F	MO	BR	3	          
D011300251	001	01	F	35	CD	F	AU	BR	7	          
D011300252	001	01	M	19	CD	F	AU	BR	3	          
D011300252	002	01	F	41	PS	F	AU	BR	2	          
D011300253	001	01	M	30	CD	F	MO	BR	5	          
D011300254	001	01	M	24	CD	F	MO	BR	2	          
D011300255	001	01	F	45	PD	F	MO	BR	5	          
D011300256	001	01	M	19	CD	F	MO	BR	5	          
D011300257	001	01	M	37	CD	F	MO	BR	7	          
D011300257	002	01	F	34	PS	F	MO	BR	7	          
D011300258	001	01	M	64	PD	F	MO	BR	7	          
D011300259	001	01	F	62	CD	F	AU	BR	7	          
D011300260	002	01	F	25	PS	F	MO	BR	8	          
D011300260	001	01	M	23	CD	F	MO	BR	5	          
D011300261	001	01	F	32	PD	F	OU	BR	5	          
D011300262	001	01	M	35	CD	F	MO	BR	3	          
D011300263	001	02	F	30	CD	F	BI	BR	7	          
D011300264	001	01	M	24	CD	F	MO	BR	5	          
D011300265	001	01	M	21	CD	F	MO	BR	6	          
D011300266	001	01	M	33	PD	F	AU	BR	7	          
D011300267	001	01	M	15	PS	F	MO	BR	3	          
D011300268	001	01	M	62	PD	F	MO	BR	3	          
D011300269	001	01	M	36	CD	F	MO	BR	3	          
D011300270	001	01	M	26	CD	F	MO	BR	5	          
D011300270	002	02	M	26	CD	F	AU	BR	3	          
D011300271	001	01	F	15	PS	F	AU	BR	8	          
D011300272	001	01	M	40	CD	F	MO	BR	3	          
D011300273	001	01	M	30	CD	F	MO	BR	5	          
D011300274	001	01	M	40	CD	F	MO	BR	7	          
D011300275	001	01	M	44	CD	F	MO	BR	3	          
D011300276	001	01	M	42	PD	F	AU	BR	5	          
D011300277	001	01	M	52	CD	F	MO	BR	8	          
D011300278	001	01	M	10	PD	F	AU	BR	2	          
D011300279	001	01	F	44	CD	F	AU	BR	7	          
D011300280	001	01	F	27	PS	F	MO	BR	5	          
D011300281	001	01	M	22	CD	F	MO	BR	3	          
D011300282	001	01	M	26	CD	F	MO	BR	3	          
D011300283	001	01	M	27	CD	F	MO	BR	5	          
D011300284	001	01	F	25	CD	F	MO	BR	5	          
D011300285	001	01	M	33	PS	F	MO	BR	2	          
D011300286	001	01	M	48	CD	F	MO	BR	5	          
D011300287	001	01	M	29	CD	F	MO	BR	7	          
D011300288	001	01	M	31	CD	F	MO	BR	2	          
D011300289	001	01	M	35	CD	F	MO	BR	2	          
D011300290	001	01	M	22	CD	F	MO	BR	5	          
D011300291	001	01	M	SI	CD	F	MO	BR	8	          
D011300292	001	01	M	37	CD	F	MO	BR	5	          
D011300292	002	02	M	28	CD	F	CM	BR	3	          
D011300293	001	01	M	29	CD	F	MO	BR	3	          
D011300294	001	01	M	36	CD	F	MO	BR	7	          
D011300295	001	01	M	25	CD	F	MO	BR	5	          
D011300296	001	01	F	18	PD	F	AU	BR	5	          
D011300297	001	01	M	35	PD	F	OU	BR	8	          
D011300298	001	01	M	25	CD	F	MO	BR	5	          
D011300299	001	01	F	23	CD	F	MO	BR	5	          
D011300299	002	02	M	23	PD	F	AU	BR	6	          
D011300300	001	01	M	20	CD	F	MO	BR	8	          
D011300301	001	01	M	44	CD	F	MO	BR	5	          
D011300302	001	01	M	19	CD	F	MO	BR	3	          
D011300303	002	01	F	28	PS	F	AU	BR	5	          
D011300303	001	01	M	27	PS	F	AU	BR	7	          
D011300304	001	01	M	28	CD	F	MO	BR	3	          
D011300305	001	02	M	32	CD	F	AU	BR	6	          
D011300306	001	01	F	61	PD	F	SI	BR	3	          
D011300307	001	01	F	18	PD	F	MO	BR	3	          
D011300308	001	01	F	78	PD	F	CM	BR	5	          
D011300309	001	01	M	39	CD	F	MO	BR	6	          
D011300310	001	02	F	61	CD	F	AU	BR	7	          
D011300311	001	01	M	42	CD	F	AU	BR	3	          
D011300312	001	01	M	24	PD	F	MO	BR	8	          
D011300313	001	01	M	49	CD	F	MO	BR	3	          
D011300314	001	01	M	28	CD	F	MO	BR	5	          
D011300315	001	02	M	29	CD	F	AU	BR	5	          
D011300315	002	02	F	35	PS	F	AU	BR	5	          
D011300316	001	01	M	21	CD	F	MO	BR	5	          
D011300317	001	02	M	32	CD	F	MO	BR	8	          
D011300318	001	02	M	24	CD	F	MO	BR	3	          
D011300318	002	02	F	21	PS	F	MO	BR	5	          
D011300319	001	01	M	08	PD	F	AU	BR	8	          
D011300320	001	02	M	32	CD	F	MO	BR	4	          
D011300321	001	02	M	33	CD	F	MO	BR	8	          
D011300322	001	01	F	22	PD	F	AU	BR	3	          
D011300323	002	02	M	41	CD	F	MO	BR	3	          
D011300323	001	01	M	27	CD	F	MO	BR	5	          
D011300324	001	01	F	52	PD	F	SI	BR	3	          
D011300325	001	02	M	37	CD	F	MO	BR	5	          
D011300326	003	02	F	SI	PS	F	AU	BR	8	          
D011300326	002	02	M	17	PS	F	AU	BR	3	          
D011300326	001	02	M	22	PS	F	AU	BR	8	          
D011300327	001	01	M	07	PD	F	SI	BR	8	          
D011300328	001	02	F	45	CD	F	AU	BR	7	          
D011300329	001	01	M	24	CD	F	MO	BR	5	          
D011300330	001	01	F	62	PS	F	SI	BR	3	          
D011300331	001	01	F	60	PD	F	AU	BR	3	          
D011300332	001	01	F	24	CD	F	AU	BR	3	          
D011300332	002	02	M	38	CD	F	AU	BR	7	          
D011300332	003	02	F	03	PS	F	AU	BR	8	          
D011300333	001	01	M	34	CD	F	MO	BR	5	          
D011300334	001	01	M	25	CD	F	MO	BR	3	          
D011300334	002	01	F	SI	PD	F	MO	BR	8	          
D011300335	001	01	M	30	CD	F	MO	BR	4	          
D011300336	001	01	M	21	CD	F	MO	BR	5	          
D011300336	002	01	F	23	PS	F	MO	BR	5	          
D011300337	001	02	M	32	CD	F	MO	BR	7	          
D011300339	001	02	F	47	CD	F	AU	BR	8	          
D011300340	001	02	F	31	CD	F	MO	BR	7	          
D011300341	001	02	F	33	PS	F	AU	BR	5	          
D011300342	002	01	F	22	PS	F	AU	BR	6	          
D011300342	001	01	M	21	CD	F	AU	BR	7	          
D011300343	001	02	M	24	CD	F	MO	BR	8	          
D011300344	001	01	M	55	CD	F	AU	BR	5	          
D011300345	001	02	M	38	CD	F	MO	BR	7	          
D011300346	001	02	M	29	CD	F	MO	BR	3	          
D011300346	002	02	M	28	PS	F	MO	BR	5	          
D011300347	001	01	M	32	CD	F	MO	BR	3	          
D011300347	002	01	M	77	PD	F	MO	BR	3	          
D011300348	001	01	F	43	PD	F	ON	BR	4	          
D011300349	001	01	F	22	PD	F	AU	BR	5	          
D011300350	001	01	M	27	PD	F	CM	BR	3	          
D011300351	001	01	M	25	CD	F	MO	BR	5	          
D011300352	001	02	F	60	CD	F	AU	BR	3	          
D011300352	002	03	M	13	PS	F	AU	BR	3	          
D011300353	001	01	F	30	PS	F	AU	BR	7	          
D011300354	001	01	F	22	PD	F	ON	BR	5	          
D011300355	001	02	F	23	PS	F	MO	BR	5	          
D011300356	001	01	M	20	CD	F	MO	BR	7	          
D011300356	002	01	F	32	PD	F	SI	BR	5	          
D011300357	001	02	M	36	CD	F	MO	BR	5	          
D011300359	002	02	M	25	CD	F	MO	BR	3	          
D011300359	001	01	M	35	CD	F	AU	BR	7	          
D011300360	001	01	M	25	CD	F	MO	BR	3	          
D011300361	001	01	F	46	PD	F	AU	BR	8	          
D011300362	001	01	M	31	PD	F	ON	BR	3	          
D011300363	001	02	F	47	CD	F	AU	BR	7	          
D011300364	001	01	M	40	CD	F	MO	BR	5	          
D011300365	001	01	F	75	PD	F	MO	BR	8	          
D011300366	001	01	F	20	PD	F	OU	BR	5	          
D011300367	001	01	M	62	CD	F	AU	BR	5	          
D011300368	001	01	M	26	CD	F	MO	BR	7	          
D011300369	001	01	F	24	PS	F	AU	BR	5	          
D011300370	001	01	M	32	PS	F	SI	BR	4	          
D011300371	001	01	F	23	PS	F	CM	BR	8	          
D011300372	001	02	M	28	CD	F	MO	BR	5	          
D011300373	001	02	M	17	CD	F	MO	BR	3	          
D011300374	001	05	M	38	CD	F	MO	BR	5	          
D011300375	001	01	M	41	CD	F	MO	BR	5	          
D011300376	001	01	M	36	CD	F	MO	BR	3	          
D011300377	001	01	M	24	CD	F	MO	BR	6	          
D011300378	001	01	M	33	CD	F	OU	BR	8	          
D011300379	002	02	F	21	PS	F	MO	BR	6	          
D011300379	001	02	F	48	CD	F	MO	BR	5	          
D011300380	001	02	M	36	CD	F	BI	BR	7	          
D011300381	001	03	M	57	CD	F	MO	BR	5	          
D011300382	001	01	M	25	CD	F	ON	BR	3	          
D011300383	001	01	F	21	PD	F	SI	BR	5	          
D011300384	001	02	M	28	CD	F	AU	BR	3	          
D011300385	001	01	F	53	PD	F	AU	BR	3	          
D011300386	001	01	F	23	PS	F	ON	BR	7	          
D011300387	001	01	M	25	CD	F	MO	BR	5	          
D011300388	001	01	M	36	PD	F	AU	BR	6	          
D011300389	001	02	F	33	CD	F	AU	BR	5	          
D011300390	001	02	M	55	PD	F	AU	BR	3	          
D011300391	001	01	M	25	PD	F	MO	BR	3	          
D011300392	001	01	F	27	CD	F	AU	BR	7	          
D011300393	001	01	M	31	CD	F	MO	BR	8	          
D011300394	003	01	M	18	PS	F	CA	BR	5	          
D011300394	002	01	M	19	PS	F	CA	BR	8	          
D011300394	001	01	M	33	CD	F	CA	BR	3	          
D011300395	002	01	M	25	PS	F	CA	BR	3	          
D011300395	001	01	M	32	CD	F	CA	BR	7	          
D011300396	001	01	F	25	PS	F	MO	BR	3	          
D011300397	001	01	F	28	PS	F	MO	BR	3	          
D011300398	001	01	M	25	CD	F	MO	BR	7	          
D011300399	001	01	F	49	PS	F	OU	BR	5	          
D011300400	001	01	M	33	CD	F	MO	BR	7	          
D011300402	001	01	M	54	PD	F	SI	BR	5	          
D011300403	001	01	M	28	CD	F	MO	BR	5	          
D011300404	001	01	M	33	CD	F	MO	BR	5	          
D011300405	001	01	M	30	CD	F	MO	BR	5	          
D011300406	001	01	M	34	CD	F	MO	BR	5	          
D011300407	001	01	M	32	CD	F	CM	BR	8	          
D011300408	001	01	M	48	PD	F	AU	BR	3	          
D011300409	001	01	M	29	PD	F	ON	BR	5	          
D011300410	001	01	M	58	CD	F	MO	BR	7	          
D011300411	001	01	M	20	PD	F	MO	BR	1	          
D011300412	001	01	M	45	CD	F	AU	BR	8	          
D011300413	001	01	F	81	PD	F	AU	BR	3	          
D011300414	001	01	M	40	PD	F	MO	BR	3	          
D011300415	001	01	M	40	CD	F	MO	BR	3	          
D011300416	001	01	X	SI	SI	F	AU	BR	8	          
D011300416	002	02	M	24	CD	F	AU	BR	3	          
D011300418	001	01	F	65	PS	F	OU	BR	5	          
D011300419	001	02	M	38	CD	F	MO	BR	5	          
D011300420	001	01	M	21	CD	F	AU	BR	5	          
D011300421	001	02	M	44	CD	F	BI	BR	6	          
D011300422	001	02	M	40	CD	F	MO	BR	5	          
D011300422	002	02	M	21	PS	F	MO	BR	3	          
D011300423	001	02	M	28	CD	F	MO	BR	3	          
D011300424	001	01	F	36	PD	F	MO	BR	8	          
D011300425	001	01	F	24	PS	F	AU	BR	5	          
D011300425	002	02	F	31	PS	F	AU	BR	7	          
D011300426	001	02	M	40	CD	F	MO	BR	3	          
D011300427	001	01	M	29	CD	F	MO	BR	5	          
D011300428	001	01	F	30	PD	F	MO	BR	5	          
D011300429	001	01	M	25	CD	F	MO	BR	6	          
D011300430	001	02	M	35	CD	F	MO	BR	6	          
D011300431	001	01	F	35	PD	F	AU	BR	3	          
D011300431	002	01	F	40	PD	F	AU	BR	8	          
D011300432	001	01	M	54	CD	F	MO	BR	3	          
D011300433	001	01	M	21	CD	F	MO	BR	8	          
D011300434	001	01	M	47	CD	F	MO	BR	3	          
D011300435	001	01	F	53	PS	F	ON	BR	5	          
D011300436	001	01	M	SI	PD	F	AU	BR	8	          
D011300437	001	01	F	18	CD	F	OU	BR	5	          
D011300438	001	01	M	25	PD	F	AU	BR	7	          
D011300439	001	01	M	57	PS	F	OU	BR	3	          
D011300440	001	01	F	22	PD	F	OU	BR	3	          
D011300441	001	01	M	41	PD	F	MO	BR	3	          
D011300442	001	01	F	35	PD	F	CM	BR	7	          
D011300443	002	01	F	35	PD	F	MO	BR	7	          
