id_acidente	id_vitima	id_veiculo	sexo	idade	tipo_vitima	classificacao	tipo_veiculo	estado_alcoolizacao	escolaridade	data
D011100106	001	01	F	85	PD	F	AU	BR	8	          
D011100107	001	02	M	19	CD	F	MO	BR	3	          
D011100108	001	01	M	07	PD	F	AU	BR	2	          
D011100109	001	02	M	25	CD	F	MO	BR	3	          
D011100109	002	02	M	37	PS	F	MO	BR	3	          
D011100110	001	01	F	10	PD	F	MO	BR	3	          
D011100111	001	01	F	53	PS	F	OU	BR	2	          
D011100112	001	01	F	55	PD	F	AU	BR	5	          
D011100113	001	02	F	31	PS	F	MO	BR	3	          
D011100114	001	01	M	21	PS	F	BI	BR	3	          
D011100115	001	02	M	21	CD	F	MO	BR	3	          
D011100116	001	01	M	25	CD	F	MO	BR	3	          
D011100117	001	01	M	31	CD	F	MO	BR	3	          
D011100118	001	01	M	31	CD	F	MO	BR	5	          
D011100120	001	01	F	83	PD	F	ON	BR	8	          
D011100120	002	01	F	88	PD	F	ON	BR	3	          
D011100120	003	01	M	66	PD	F	ON	BR	8	          
D011100121	001	01	M	26	CD	F	MO	BR	3	          
D011100121	002	01	F	26	PS	F	MO	BR	5	          
D011100121	003	02	M	30	CD	F	MO	BR	3	          
D011100121	004	02	F	27	PS	F	MO	BR	5	          
D011100122	001	02	M	11	CD	F	BI	BR	2	          
D011100123	001	01	M	21	CD	F	MO	BR	3	          
D011100124	001	01	M	49	CD	F	MO	BR	8	          
D011100125	001	02	F	32	CD	F	AU	BR	7	          
D011100126	001	01	M	27	CD	F	MO	BR	5	          
D011100127	001	01	M	23	CD	F	MO	BR	5	          
D011100128	001	01	F	33	PS	F	AU	BR	7	          
D011100129	001	01	F	17	PD	F	AU	BR	8	          
D011100129	002	01	M	01	PD	F	AU	BR	8	          
D011100130	001	01	M	22	CD	F	MO	BR	5	          
D011100131	001	01	M	48	CD	F	MO	BR	3	          
D011100132	001	01	X	SI	PD	F	CM	BR	8	          
D011100133	001	01	M	31	CD	F	MO	BR	3	          
D011100133	002	01	F	26	PS	F	MO	BR	8	          
D011100134	001	01	F	SI	SI	F	CA	BR	8	          
D011100135	001	01	F	22	CD	F	MO	BR	5	          
D011100136	001	01	M	27	CD	F	MO	BR	5	          
D011100136	002	01	F	23	PS	F	MO	BR	5	          
D011100137	001	01	M	22	CD	F	MO	BR	5	          
D011100138	001	01	M	39	CD	F	CM	BR	5	          
D011100139	001	01	M	25	CD	F	MO	BR	8	          
D011100140	001	01	M	19	CD	F	MO	BR	3	          
D011100141	001	01	M	41	CD	F	MO	BR	5	          
D011100142	001	01	M	37	CD	F	MO	BR	5	          
D011100143	001	01	M	49	PD	F	AU	BR	3	          
D011100144	001	01	M	25	CD	F	MO	BR	3	          
D011100145	001	01	M	34	CD	F	MO	BR	5	          
D011100146	001	01	M	24	CD	F	AU	BR	3	          
D011100146	002	01	F	SI	PS	F	AU	BR	8	          
D011100147	001	01	M	64	PD	F	AU	BR	2	          
D011100148	001	01	M	50	CD	F	MO	BR	5	          
D011100148	002	01	F	35	PS	F	MO	BR	5	          
D011100149	001	01	M	49	CD	F	MO	BR	3	          
D011100150	001	01	M	26	CD	F	MO	BR	4	          
D011100151	001	01	M	48	PD	F	AU	BR	3	          
D011100152	001	03	F	41	PS	F	MO	BR	8	          
D011100153	001	02	M	33	CD	F	CM	BR	7	          
D011100153	002	02	M	33	PS	F	CM	BR	3	          
D011100153	003	02	M	46	PS	F	CM	BR	3	          
D011100154	001	01	M	28	CD	F	CM	BR	7	          
D011100155	001	01	F	48	PD	F	MO	BR	8	          
D011100156	001	01	M	22	CD	F	MO	BR	3	          
D011100157	001	01	M	45	CD	F	AU	BR	6	          
D011100158	001	01	M	18	CD	F	MO	BR	3	          
D011100158	002	01	M	18	PS	F	MO	BR	3	          
D011100158	003	02	M	49	CD	F	CA	BR	5	          
D011100159	001	01	F	51	CD	F	AU	BR	3	          
D011100160	001	01	M	32	PS	F	CM	BR	3	          
D011100161	001	01	F	43	CD	F	AU	BR	3	          
D011100161	002	01	M	18	PS	F	AU	BR	5	          
D011100162	001	01	M	40	PD	F	AU	BR	3	          
D011100163	001	01	M	27	CD	F	MO	BR	8	          
D011100164	001	01	M	43	CD	F	AU	BR	3	          
D011100165	001	01	M	28	PS	F	CM	BR	3	          
D011100165	002	02	M	26	CD	F	AU	BR	3	          
D011100166	001	01	M	31	CD	F	MO	BR	2	          
D011100167	001	01	F	32	PD	F	SI	BR	3	          
D011100168	001	01	M	71	PD	F	OU	BR	8	          
D011100169	001	01	F	63	PD	F	BI	BR	8	          
D011100170	001	01	M	33	CD	F	AU	BR	5	          
D011100172	001	01	M	SI	PD	F	SI	BR	8	          
D011100173	001	01	M	37	CD	F	MO	BR	5	          
D011100174	001	01	F	66	PD	F	BI	BR	3	          
D011100175	001	01	M	42	PD	F	OU	BR	8	          
D011100176	001	01	M	20	PD	F	AU	BR	5	          
D011100177	001	01	M	68	CD	F	AU	BR	2	          
D011100178	001	01	M	33	CD	F	MO	BR	6	          
D011100178	002	01	M	69	PD	F	MO	BR	3	          
D011100179	001	02	M	30	CD	F	MO	BR	3	          
D011100180	001	01	M	SI	CD	F	MO	BR	8	          
D011100181	001	01	M	SI	PD	F	ON	BR	8	          
D011100182	001	02	M	65	CD	F	AU	BR	5	          
D011100182	002	02	F	65	PS	F	AU	BR	3	          
D011100183	001	01	M	27	CD	F	CM	BR	6	          
D011100184	001	02	F	49	CD	F	BI	BR	5	          
D011100185	001	01	M	33	CD	F	MO	SA	5	          
D011100186	001	01	F	27	PS	F	MO	BR	8	          
D011100186	002	01	F	40	PD	F	MO	BR	8	          
D011100187	001	01	F	73	PD	F	AU	BR	5	          
D011100188	001	01	M	44	CD	F	CO	BR	5	          
D011100188	002	01	M	06	PS	F	CO	BR	8	          
D011100188	003	01	F	09	PS	F	CO	BR	8	          
D011100188	004	01	F	08	PS	F	CO	BR	8	          
D011100188	005	01	F	05	PS	F	CO	BR	8	          
D011100189	001	01	M	31	PD	F	OU	BR	3	          
D011100190	001	01	M	38	CD	F	AU	BR	7	          
D011100191	001	01	M	23	PD	F	SI	BR	5	          
D011100192	001	01	M	53	CD	F	MO	BR	5	          
D011100193	001	01	F	34	CD	F	MO	BR	5	          
D011100194	001	01	F	29	PD	F	AU	BR	5	          
D011100195	001	01	M	26	CD	F	MO	BR	8	          
D011100196	001	02	M	35	PS	F	AU	BR	5	          
D011100197	001	01	M	29	CD	F	MO	BR	5	          
D011100198	001	01	M	21	CD	F	MO	BR	5	          
D011100199	001	01	M	28	CD	F	AU	BR	3	          
D011100199	002	01	F	23	PS	F	AU	BR	5	          
D011100200	001	01	M	SI	PD	F	AU	BR	8	          
D011100201	001	01	M	28	CD	F	AU	BR	5	          
D011100202	001	01	F	43	PS	F	OU	BR	5	          
D011100203	001	01	M	30	PD	F	AU	BR	3	          
D011100204	001	01	M	32	CD	F	AU	BR	7	          
D011100205	001	01	M	21	CD	F	MO	BR	3	          
D011100206	001	01	M	45	PS	F	ON	BR	3	          
D011100206	002	01	F	27	PS	F	ON	BR	8	          
D011100207	001	02	M	38	PS	F	AU	BR	7	          
D011100207	002	02	F	34	PS	F	AU	BR	5	          
D011100208	001	01	F	SI	PD	F	MO	BR	8	          
D011100209	001	02	M	34	CD	F	AU	BR	7	          
D011100210	001	01	M	21	CD	F	MO	BR	3	          
D011100211	001	01	M	40	CD	F	MO	BR	3	          
D011100212	001	01	F	20	PS	F	AU	BR	8	          
D011100213	001	01	M	42	CD	F	MO	BR	3	          
D011100214	001	01	M	39	PD	F	AU	BR	7	          
D011100215	001	01	M	20	CD	F	MO	BR	3	          
D011100216	001	02	M	39	CD	F	AU	BR	5	          
D011100217	001	01	F	58	PS	F	AU	BR	5	          
D011100218	001	01	F	39	PD	F	SI	BR	8	          
D011100219	001	01	F	22	CD	F	AU	BR	6	          
D011100220	001	01	F	36	CD	F	MO	BR	3	          
D011100221	001	01	M	26	CD	F	CO	BR	5	          
D011100221	002	01	M	33	PS	F	MO	BR	5	          
D011100222	001	01	M	39	CD	F	MO	BR	5	          
D011100223	001	01	M	31	PD	F	AU	BR	7	          
D011100224	001	01	F	79	CD	F	AU	BR	7	          
D011100225	001	01	M	22	CD	F	MO	BR	4	          
D011100226	001	01	M	33	CD	F	MO	BR	8	          
D011100227	001	01	M	49	CD	F	MC	BR	3	          
D011100227	002	01	M	18	PS	F	MC	BR	3	          
D011100227	003	01	F	18	PS	F	MC	BR	8	          
D011100227	004	01	M	23	PS	F	MC	BR	8	          
D011100227	005	01	M	53	PS	F	MC	BR	8	          
D011100227	006	01	F	25	PS	F	MC	BR	8	          
D011100227	007	01	F	63	PS	F	MC	BR	3	          
D011100228	001	01	M	44	PS	F	AU	BR	8	          
D011100229	001	01	M	24	CD	F	AU	BR	3	          
D011100229	002	01	F	20	PS	F	AU	BR	3	          
D011100230	001	01	F	49	CD	F	AU	BR	7	          
D011100231	001	01	M	39	CD	F	AU	BR	3	          
D011100231	002	01	M	14	PS	F	AU	BR	5	          
D011100232	001	01	M	36	CD	F	MO	BR	7	          
D011100232	002	02	F	21	CD	F	CM	BR	6	          
D011100233	001	02	M	33	CD	F	AU	BR	7	          
D011100233	002	02	F	29	PS	F	AU	BR	8	          
D011100234	001	01	M	42	CD	F	MO	BR	5	          
D011100235	001	01	M	19	CD	F	MO	BR	5	          
D011100236	001	01	M	35	PD	F	MO	BR	5	          
D011100237	001	01	M	30	PD	F	MO	BR	7	          
D011100238	001	01	M	39	CD	F	MO	BR	3	          
D011100238	002	02	M	29	CD	F	MO	BR	5	          
D011100239	001	01	F	26	PD	F	MO	BR	5	          
D011100239	002	01	M	29	PD	F	MO	BR	7	          
D011100240	001	01	M	54	CD	F	AU	SA	7	          
D011100241	001	01	M	31	CD	F	MO	BR	5	          
D011100242	001	01	F	89	PD	F	AU	BR	8	          
D011100243	001	01	M	34	CD	F	MO	BR	5	          
D011100244	001	01	F	59	PD	F	AU	BR	2	          
D011100245	001	01	M	53	CD	F	AU	BR	7	          
D011100245	002	01	F	52	PS	F	AU	BR	8	          
D011100246	001	01	F	41	CD	F	AU	BR	8	          
D011100247	001	01	M	30	CD	F	MO	BR	8	          
D011100248	001	01	M	SI	PD	F	AU	BR	8	          
D011100249	001	02	M	51	CD	F	AU	BR	7	          
D011100249	002	02	F	43	PS	F	AU	BR	3	          
D011100250	001	01	M	30	CD	F	MO	BR	3	          
D011100251	001	01	M	26	CD	F	MO	BR	5	          
D011100252	001	01	M	50	CD	F	MO	BR	6	          
D011100253	001	01	M	26	CD	F	MO	BR	5	          
D011100254	001	01	M	36	CD	F	MO	BR	7	          
D011100255	001	01	M	37	CD	F	AU	SA	3	          
D011100255	002	02	M	46	CD	F	AU	BR	3	          
D011100256	001	01	M	48	CD	F	MO	BR	8	          
D011100256	002	01	F	77	PD	F	MO	BR	8	          
D011100257	001	01	F	08	PS	F	AU	BR	8	          
D011100257	002	01	F	41	PS	F	AU	BR	8	          
D011100258	001	02	F	19	PS	F	AU	BR	3	          
D011100258	002	02	F	20	PS	F	AU	BR	8	          
D011100259	001	02	F	26	CD	F	AU	BR	7	          
D011100260	001	02	M	23	CD	F	MO	BR	8	          
D011100261	001	01	M	19	CD	F	MO	BR	3	          
D011100262	001	02	M	30	CD	F	MO	BR	8	          
D011100263	001	02	M	56	PS	F	OU	BR	3	          
D011100263	002	02	M	31	PS	F	OU	BR	2	          
D011100264	001	01	F	63	PD	F	AU	BR	8	          
D011100265	001	02	M	38	CD	F	MO	BR	5	          
D011100266	001	01	M	08	PS	F	CA	SA	8	          
D011100267	001	01	M	08	PD	F	AU	BR	8	          
D011100268	001	02	M	18	CD	F	MO	BR	5	          
D011100268	002	02	M	33	PS	F	MO	BR	5	          
D011100269	001	01	M	56	PS	F	OU	BR	8	          
D011100270	001	01	M	27	CD	F	MO	BR	5	          
D011100271	001	01	M	25	CD	F	AU	BR	3	          
D011100271	002	01	F	24	PS	F	AU	BR	7	          
D011100272	001	01	M	16	CD	F	MO	BR	3	          
D011100272	002	01	M	16	PS	F	MO	BR	2	          
D011100273	001	01	F	75	PD	F	OU	BR	8	          
D011100274	001	02	M	42	CD	F	AU	BR	5	          
D011100275	001	01	M	37	CD	F	MO	BR	2	          
D011100276	001	01	M	26	CD	F	MO	BR	3	          
D011100277	001	01	M	23	CD	F	AU	BR	2	          
D011100277	002	01	M	49	PS	F	AU	BR	3	          
D011100278	001	01	F	17	CD	F	MO	BR	3	          
D011100278	002	01	F	17	PS	F	MO	BR	3	          
D011100279	001	01	F	79	PD	F	AU	BR	1	          
D011100279	002	01	M	78	PS	F	AU	BR	3	          
D011100280	001	02	M	21	CD	F	MO	BR	5	          
D011100281	001	01	M	64	CD	F	AU	BR	3	          
D011100282	001	02	M	26	CD	F	MO	BR	5	          
D011100283	001	01	F	80	PD	F	AU	BR	3	          
D011100284	001	02	M	44	PS	F	AU	BR	3	          
D011100284	002	04	M	35	CD	F	AU	BR	3	          
D011100285	001	02	M	26	CD	F	MO	BR	6	          
D011100286	001	01	F	48	PD	F	AU	BR	3	          
D011100287	001	01	M	24	CD	F	AU	SA	5	          
D011100287	002	01	M	20	PS	F	AU	BR	7	          
D011100287	003	01	M	24	PS	F	AU	BR	5	          
D011100287	004	01	M	19	PS	F	AU	BR	3	          
D011100287	005	01	F	19	PS	F	AU	BR	3	          
D011100288	001	01	M	26	CD	F	AU	BR	5	          
D011100289	001	01	M	28	CD	F	MO	BR	5	          
D011100290	001	03	M	25	CD	F	MO	BR	3	          
D011100291	001	02	M	27	CD	F	MO	BR	5	          
D011100292	001	01	M	17	CD	F	MO	BR	2	          
D011100293	001	01	M	37	CD	F	AU	AA	3	          
D011100294	001	02	M	35	CD	F	MO	BR	5	          
D011100294	002	02	M	27	PS	F	MO	BR	2	          
D011100296	001	01	F	08	PD	F	MO	BR	5	          
D011100297	001	02	M	50	CD	F	MO	BR	3	          
D011100298	001	01	M	44	PD	F	OU	BR	5	          
D011100299	001	01	F	41	PD	F	MO	BR	3	          
D011100300	001	01	M	43	CD	F	CM	BR	7	          
D011100300	002	02	M	34	CD	F	AU	BR	5	          
D011100301	001	01	M	36	PD	F	AU	BR	3	          
D011100302	001	01	F	47	CD	F	MO	BR	3	          
D011100303	001	02	M	22	PS	F	MO	BR	3	          
D011100304	001	01	F	34	PS	F	MC	BR	5	          
D011100305	001	02	M	28	CD	F	MO	BR	3	          
D011100306	001	02	M	25	CD	F	MO	BR	5	          
D011100308	001	01	M	39	PD	F	AU	BR	3	          
D011100309	001	02	M	24	CD	F	MO	BR	2	          
D011100310	001	01	F	78	PD	F	MO	BR	6	          
D011100311	001	02	M	36	CD	F	MO	BR	7	          
D011100312	001	01	M	19	CD	F	MO	BR	3	          
D011100313	001	01	M	22	CD	F	AU	BR	3	          
D011100315	001	01	F	17	PD	F	MO	BR	2	          
D011100316	001	01	F	41	PD	F	AU	BR	8	          
D011100317	001	02	M	38	CD	F	BI	BR	3	          
D011100318	001	01	M	18	PD	F	AU	SA	8	          
D011100319	001	01	M	18	CD	F	MO	BR	5	          
D011100320	001	01	M	76	PD	F	MO	BR	8	          
D011100322	001	01	M	68	CD	F	AU	BR	5	          
D011100322	002	02	M	22	CD	F	AU	BR	8	          
D011100323	001	01	M	30	CD	F	MO	BR	5	          
D011100324	001	01	F	35	PS	F	AU	BR	5	          
D011100325	001	01	M	27	CD	F	AU	BR	4	          
D011100325	002	02	M	17	CD	F	AU	BR	3	          
D011100325	003	02	F	16	PS	F	AU	BR	2	          
D011100325	004	02	F	15	PS	F	AU	BR	8	          
D011100325	005	02	F	26	PS	F	AU	BR	2	          
D011100326	001	01	M	39	CD	F	MO	BR	5	          
D011100327	001	01	F	27	CD	F	MO	BR	5	          
D011100328	001	01	M	52	CD	F	MO	BR	3	          
D011100330	001	01	M	26	CD	F	AU	BR	5	          
D011100330	002	01	M	30	PS	F	AU	BR	5	          
D011100331	001	01	M	48	CD	F	AU	BR	5	          
D011100332	001	01	F	23	PD	F	SI	BR	5	          
D011100333	001	01	M	32	CD	F	MO	BR	3	          
D011100334	001	01	M	21	CD	F	MO	BR	3	          
D011100335	001	01	M	41	PS	F	ON	BR	3	          
D011100336	001	01	M	56	PD	F	AU	SA	3	          
D011100337	001	02	M	28	PD	F	AU	BR	7	          
D011100337	002	02	M	46	PD	F	AU	BR	7	          
D011100337	003	02	M	52	PD	F	AU	BR	7	          
D011100338	001	01	M	30	CD	F	MO	BR	5	          
D011100339	001	01	M	29	CD	F	MO	BR	3	          
D011100340	001	01	M	34	CD	F	MO	BR	5	          
D011100341	001	01	M	36	CD	F	MO	BR	3	          
D011100341	002	01	M	09	SI	F	MO	BR	8	          
D011100342	001	01	M	19	CD	F	MO	BR	3	          
D011100342	002	01	M	17	PS	F	MO	BR	3	          
D011100343	001	01	M	15	CD	F	MO	BR	3	          
D011100344	001	01	M	22	CD	F	MO	BR	5	          
D011100344	002	01	M	16	PS	F	MO	BR	8	          
D011100345	001	01	M	05	PD	F	CM	BR	8	          
D011100346	001	01	M	SI	PS	F	OU	BR	8	          
D011100347	001	02	M	40	CD	F	MO	BR	3	          
D011100348	001	01	F	27	PD	F	MO	BR	3	          
D011100349	001	01	M	22	CD	F	MO	BR	3	          
D011100350	001	01	M	37	CD	F	MO	BR	5	          
D011100351	001	01	M	22	PS	F	OU	BR	3	          
D011100352	001	01	M	25	CD	F	MO	BR	3	          
D011100353	001	01	M	26	CD	F	MO	BR	5	          
D011100353	002	01	F	25	PS	F	MO	BR	5	          
D011100354	001	01	M	28	CD	F	MO	BR	3	          
D011100355	001	02	M	43	CD	F	BI	BR	3	          
D011100356	001	01	M	19	CD	F	MO	BR	5	          
D011100357	001	01	M	37	CD	F	MO	BR	5	          
D011100357	002	02	M	25	CD	F	MO	BR	5	          
D011100358	001	01	M	37	PD	F	SI	BR	2	          
D011100360	001	01	M	26	CD	F	MO	BR	5	          
D011100362	001	01	M	22	PS	F	OU	BR	7	          
D011100363	001	01	F	53	PD	F	AU	BR	3	          
D011100363	002	01	F	32	PS	F	AU	BR	3	          
D011100364	001	01	M	26	CD	F	MO	BR	5	          
D011100364	002	02	M	29	CD	F	MO	BR	5	          
D011100365	001	02	M	38	CD	F	BI	BR	8	          
D011100366	001	01	M	37	CD	F	MO	BR	5	          
D011100367	001	01	M	31	CD	F	MO	BR	5	          
D011100368	001	01	M	SI	SI	F	MO	BR	8	          
D011100369	001	01	M	SI	CD	F	AU	BR	8	          
D011100370	001	01	M	31	CD	F	MO	BR	5	          
D011100371	001	01	F	48	PD	F	AU	BR	8	          
D011100372	001	01	M	40	CD	F	MO	BR	5	          
D011100372	002	01	M	52	PD	F	MO	BR	8	          
D011100373	001	01	F	50	PD	F	OU	BR	3	          
D011100374	001	01	M	27	CD	F	MO	BR	5	          
D011100375	001	01	M	37	CD	F	MO	BR	3	          
D011100376	001	01	M	26	CD	F	MO	BR	5	          
D011100377	001	01	M	38	PD	F	AU	BR	3	          
D011100378	001	01	M	25	CD	F	MO	BR	5	          
D011100379	001	01	M	37	CD	F	MO	BR	3	          
D011100379	002	01	M	25	PS	F	MO	BR	5	          
D011100380	001	01	F	24	PS	F	AU	BR	7	          
D011100381	001	01	M	22	CD	F	MO	BR	7	          
D011100382	001	01	M	22	CD	F	MO	BR	3	          
D011100382	002	01	M	18	PS	F	MO	BR	3	          
D011100383	001	01	M	25	CD	F	MO	BR	3	          
D011100383	002	02	F	SI	PS	F	AU	BR	3	          
D011100384	001	01	M	24	CD	F	AU	BR	3	          
D011100387	001	01	M	25	CD	F	MO	BR	6	          
D011100388	001	01	M	32	CD	F	MO	BR	5	          
D011100389	001	01	M	39	CD	F	AU	BR	7	          
D011100389	002	01	F	31	PS	F	AU	BR	7	          
D011100390	001	01	F	83	PS	F	AU	BR	8	          
D011100391	001	01	F	28	CD	F	MO	BR	7	          
D011100392	001	01	M	23	CD	F	AU	BR	8	          
D011100392	002	01	M	23	PS	F	AU	BR	7	          
D011100394	001	01	M	24	CD	F	AU	BR	8	          
D011100394	002	01	M	19	PS	F	AU	BR	8	          
D011100394	003	01	M	22	PS	F	AU	BR	3	          
D011100394	004	01	M	20	PS	F	AU	BR	8	          
D011100394	005	01	M	23	PS	F	AU	BR	8	          
D011100395	001	01	F	27	PS	F	MO	BR	3	          
D011100396	001	01	M	16	CD	F	MO	BR	3	          
D011100397	001	01	M	39	CD	F	MO	BR	7	          
D011100398	001	01	M	40	CD	F	AU	BR	8	          
