MAPINFO_ID	ID_VEICULO	ID_ACIDENT	TIPO_VEICU	SEXO_CONDU	IDADE_COND	CATEGORIA_	USA_CINTO_	EST_ALCOOL	ESCOLARIDA
17402	01	D061501591	MO	M	SI	SI	X	BR	8
17403	01	D061501643	CM	F	47	SI	X	BR	5
17404	01	D061501644	MO	M	26	SI	X	BR	8
17405	02	D061501644	CA	X	SI	SI	X	BR	8
17406	01	D061501646	AU	M	SI	SI	X	BR	8
17407	02	D061501646	MO	M	32	SI	X	BR	3
17408	01	D061501652	AU	M	25	SI	X	BR	3
17409	02	D061501652	MO	M	32	SI	X	BR	5
17410	01	D061501654	OU	M	37	SI	X	BR	3
17411	02	D061501654	MO	M	38	SI	X	BR	5
17412	02	D061501658	AU	F	29	SI	X	BR	5
17413	01	D061501761	AU	X	SI	SI	X	BR	8
17414	01	D061501766	AU	M	29	SI	X	BR	3
17415	01	D061501780	AU	X	SI	SI	X	BR	8
17416	01	D061501802	MO	M	23	SI	X	BR	5
17417	02	D061501802	AU	M	39	SI	X	BR	5
17418	01	D061501814	MO	M	36	SI	X	BR	5
17419	01	D061501824	AU	F	52	SI	X	BR	5
17420	02	D061501824	AU	M	63	SI	X	BR	3
17421	01	D061501852	ON	M	SI	SI	X	BR	8
17422	02	D061501852	AU	F	20	SI	X	BR	5
17423	01	D061501860	AU	M	47	SI	X	BR	3
17424	01	D061501870	SI	X	SI	SI	X	BR	8
17425	01	D061501875	MO	M	30	SI	X	BR	5
17426	01	D061501882	AU	X	SI	SI	X	BR	8
17427	02	D061501882	MO	M	32	SI	X	BR	2
17428	01	D061501884	ON	X	SI	SI	X	BR	8
17429	02	D061501884	AU	F	35	SI	X	BR	7
17430	01	D061501886	AU	F	32	SI	X	BR	5
17431	02	D061501886	MO	M	21	SI	X	BR	5
17432	01	D061501891	ON	M	33	SI	X	BR	4
17433	02	D061501891	AU	M	39	SI	X	BR	8
17434	01	D061501892	AU	M	46	SI	X	BR	3
17435	02	D061501892	MO	M	54	SI	X	BR	3
17436	01	D061501893	ON	M	27	SI	X	BR	3
17437	01	D061501895	AU	M	30	SI	X	BR	6
17438	01	D061501899	CM	M	44	SI	X	BR	5
17439	02	D061501899	MO	M	28	SI	X	BR	5
17440	01	D061501938	MO	M	41	SI	X	BR	3
17441	03	D061501966	AU	F	32	SI	X	BR	7
17442	01	D061502006	MO	M	44	SI	X	BR	3
17443	02	D061502006	AU	M	46	SI	X	BR	1
17444	01	D061502013	AU	M	56	SI	X	BR	8
17445	02	D061502013	AU	M	27	SI	X	BR	7
17446	01	D061502023	AU	M	29	SI	X	BR	2
17447	01	D061502029	MO	M	33	SI	X	BR	3
17448	01	D061502051	MO	M	35	SI	X	BR	5
17449	01	D061502056	AU	M	45	SI	X	BR	4
17450	01	D061502058	AU	M	32	SI	X	BR	5
17451	01	D061502059	SI	X	SI	SI	X	BR	8
17452	01	D061502070	AU	F	61	SI	X	BR	5
17453	02	D061502070	ON	M	49	SI	X	BR	3
17454	01	D061502075	AU	M	52	SI	X	BR	7
17455	02	D061502075	CA	X	SI	SI	X	BR	8
17456	01	D061502077	MO	M	39	SI	X	BR	5
17457	01	D061502084	CA	X	SI	SI	X	BR	8
17458	01	D061500731	CM	M	67	SI	X	BR	8
17459	01	D061500732	OU	M	SI	SI	X	BR	8
17460	01	D061500734	CA	M	59	SI	X	BR	8
17461	02	D061500734	AU	M	27	SI	X	BR	8
17462	03	D061500734	CM	F	33	SI	X	BR	7
17463	01	D061500736	AU	M	27	SI	X	BR	8
17464	02	D061500736	MO	M	28	SI	X	BR	3
17465	01	D061500743	MO	X	SI	SI	X	BR	8
17466	02	D061500743	MO	M	44	SI	X	BR	3
17467	01	D061500744	MO	X	SI	SI	X	BR	8
17468	02	D061500744	MO	M	44	SI	X	BR	3
17469	01	D061500747	MO	M	25	SI	X	BR	5
17470	02	D061500747	AU	M	54	SI	X	BR	5
17471	01	D061500748	MO	M	22	SI	X	BR	3
17472	01	D061500749	MO	M	37	SI	X	BR	5
17473	01	D061500757	MO	M	28	SI	X	BR	5
17474	02	D061500757	AU	M	22	SI	X	BR	7
17475	01	D061500762	MO	M	48	SI	X	BR	3
17476	02	D061500762	AU	M	44	SI	X	BR	2
17477	01	D061500764	MO	M	45	SI	X	BR	5
17478	02	D061500764	AU	M	29	SI	X	BR	7
17479	01	D061500765	MO	M	27	SI	X	BR	5
17480	02	D061500765	AU	M	23	SI	X	BR	5
17481	01	D061500769	AU	M	37	SI	X	BR	5
17482	01	D061500771	MO	M	33	SI	X	BR	6
17483	02	D061500771	AU	M	38	SI	X	BR	6
17484	01	D061500776	AU	M	60	SI	X	BR	3
17485	02	D061500776	MO	M	39	SI	X	BR	8
17486	01	D061500777	AU	F	34	SI	X	BR	7
17487	02	D061500777	AU	M	60	SI	X	BR	8
17488	01	D061500780	AU	M	25	SI	X	BR	7
17489	02	D061500780	MO	F	26	SI	X	BR	7
17490	01	D061500781	MO	M	22	SI	X	BR	5
17491	01	D061500782	MO	M	20	SI	X	BR	5
17492	02	D061500782	AU	M	SI	SI	X	BR	8
17493	01	D061500785	MO	M	26	SI	X	BR	3
17494	01	D061500787	AU	X	SI	SI	X	BR	8
17495	02	D061500787	MO	M	35	SI	X	BR	5
17496	01	D061500790	AU	M	78	SI	X	BR	5
17497	02	D061500790	MO	M	63	SI	X	BR	5
17498	01	D061500791	AU	F	38	SI	X	BR	5
17499	02	D061500791	MO	M	34	SI	X	BR	5
17500	01	D061500802	MO	F	49	SI	X	BR	3
17501	02	D061500802	AU	M	SI	SI	X	BR	8
17502	01	D061500811	MO	M	32	SI	X	BR	3
17503	01	D061500822	AU	X	SI	SI	X	BR	8
17504	01	D061500825	MO	M	39	SI	X	BR	2
17505	02	D061500825	AU	M	19	SI	X	BR	6
17506	01	D061500835	AU	M	SI	SI	X	BR	8
17507	02	D061500835	MO	M	37	SI	X	BR	8
17508	01	D061500845	AU	X	SI	SI	X	BR	8
17509	02	D061500845	MO	M	33	SI	X	BR	7
17510	01	D061500848	MO	M	58	SI	X	BR	7
17511	02	D061500848	MO	M	23	SI	X	BR	6
17512	01	D061500849	MO	M	21	SI	X	BR	5
17513	01	D061500850	AU	F	20	SI	X	BR	5
17514	02	D061500850	BI	F	37	SI	X	BR	7
17515	01	D061501017	MO	M	36	SI	X	BR	5
17516	01	D061501024	AU	M	31	SI	X	BR	5
17517	02	D061501024	AU	X	SI	SI	X	BR	8
17518	01	D061501087	AU	M	24	SI	X	BR	5
17519	02	D061501087	MO	M	37	SI	X	BR	3
17520	01	D061501092	MO	M	25	SI	X	BR	3
17521	01	D061501095	AU	M	34	SI	X	BR	8
17522	01	D061501114	SI	X	SI	SI	X	BR	8
17523	01	D061500061	SI	X	SI	SI	X	BR	8
17524	02	D061500061	MO	M	22	SI	X	BR	5
17525	01	D061500097	ON	X	SI	SI	X	BR	8
17526	01	D061500142	ON	X	SI	SI	X	BR	8
17527	01	D061500143	AU	F	46	SI	X	BR	3
17528	01	D061500161	AU	X	SI	SI	X	BR	8
17529	02	D061500161	MO	F	35	SI	X	BR	5
17530	02	D061500225	AU	M	46	SI	X	BR	7
17531	03	D061500225	AU	M	44	SI	X	BR	7
17532	01	D061500418	MO	M	32	SI	X	BR	8
17533	01	D061500428	OU	M	37	SI	X	BR	5
17534	02	D061500428	CM	F	28	SI	X	BR	3
17535	01	D061500430	MO	M	26	SI	X	BR	5
17536	01	D061500431	AU	M	77	SI	X	BR	7
17537	02	D061500431	MO	M	56	SI	X	BR	5
17538	01	D061500442	CA	M	42	SI	X	BR	3
17539	02	D061500442	MO	M	23	SI	X	BR	3
17540	01	D061500446	CM	M	35	SI	X	BR	5
17541	01	D061500448	MO	M	28	SI	X	BR	5
17542	02	D061500448	MO	X	SI	SI	X	BR	8
17543	01	D061500450	AU	M	55	SI	X	BR	5
17544	01	D061500454	AU	M	29	SI	X	BR	5
17545	02	D061500454	MO	M	60	SI	X	BR	3
17546	01	D061500455	AU	M	45	SI	X	BR	7
17547	02	D061500455	AU	M	39	SI	X	BR	7
17548	01	D061500457	AU	M	26	SI	X	BR	5
17549	02	D061500457	AU	M	45	SI	X	BR	5
17550	03	D061500457	AU	M	49	SI	X	BR	3
17551	01	D061500458	AU	M	49	SI	X	BR	3
17552	02	D061500458	AU	F	38	SI	X	BR	7
17553	03	D061500458	AU	M	35	SI	X	BR	5
17554	01	D061500461	MO	M	24	SI	X	BR	5
17555	02	D061500461	AU	M	65	SI	X	BR	7
17556	01	D061500466	AU	F	43	SI	X	BR	7
17557	02	D061500466	OU	X	SI	SI	X	BR	8
17558	01	D061500491	MO	M	34	SI	X	BR	8
17559	02	D061500491	AU	M	37	SI	X	BR	7
17560	01	D061500493	MO	M	43	SI	X	BR	5
17561	01	D061500494	AU	M	42	SI	X	BR	3
17562	02	D061500494	CM	F	48	SI	X	BR	7
17563	01	D061500502	AU	M	24	SI	X	BR	5
17564	02	D061500502	MO	M	20	SI	X	BR	5
17565	01	D061500504	AU	F	35	SI	X	BR	5
17566	02	D061500504	MO	F	20	SI	X	BR	5
17567	01	D061500518	AU	M	50	SI	X	BR	7
17568	02	D061500518	BI	M	15	SI	X	BR	8
17569	02	D061500521	AU	M	56	SI	X	BR	8
17570	03	D061500521	AU	X	SI	SI	X	BR	8
17571	01	D061500533	SI	X	SI	SI	X	BR	8
17572	01	D061500541	AU	X	SI	SI	X	BR	8
17573	02	D061500541	BI	M	37	SI	X	BR	7
17574	01	D061500571	SI	X	SI	SI	X	BR	8
17575	02	D061500571	MO	M	37	SI	X	BR	2
17576	01	D061500617	MO	M	37	SI	X	BR	5
17577	02	D061500617	AU	M	48	SI	X	BR	3
17578	01	D061500626	MO	M	30	SI	X	BR	8
17579	02	D061500626	AU	M	47	SI	X	BR	3
17580	01	D061500627	MO	M	31	SI	X	BR	5
17581	02	D061500627	AU	M	38	SI	X	BR	7
17582	01	D061500630	SI	M	45	SI	X	BR	3
17583	01	D061500640	ON	M	56	SI	X	BR	3
17584	02	D061500640	MO	M	31	SI	X	BR	5
17585	01	D061500718	MO	X	SI	SI	X	BR	8
17586	01	D061500726	ON	M	SI	SI	X	BR	8
17587	01	D061500728	AU	M	47	SI	X	BR	8
17588	02	D061500728	MO	M	37	SI	X	BR	8
17589	01	D061500439	AU	F	31	SI	X	BR	5
17590	02	D061500439	MO	M	30	SI	X	BR	3
17591	01	D061500887	MO	M	57	SI	X	BR	3
17592	02	D061500887	MO	M	25	SI	X	BR	5
17593	03	D061500887	CM	F	45	SI	X	BR	7
17594	01	D061501703	MO	M	31	SI	X	BR	3
17595	02	D061501703	AU	M	31	SI	X	BR	3
17596	01	D061500225	AU	M	31	SI	X	BR	5
17597	01	D061500521	CM	F	35	SI	X	BR	7
17598	01	D061501217	CM	M	SI	SI	X	BR	8
17599	01	D061501658	AU	M	47	SI	X	BR	3
17600	01	D061501966	MO	M	33	SI	X	BR	3
17601	02	D061501966	AU	M	33	SI	X	BR	7
17602	01	D071500003	AU	M	35	SI	X	BR	5
17603	02	D071500003	MO	M	29	SI	X	BR	4
17604	01	D071500004	ON	X	SI	SI	X	BR	8
17605	02	D071500004	BI	M	31	NE	X	BR	2
17606	01	D071500005	SI	M	31	SI	X	BR	8
17607	01	D071500006	SI	X	SI	SI	X	BR	8
17608	02	D071500006	MO	M	42	SI	X	BR	3
17609	01	D071500007	CM	M	23	SI	X	BR	5
17610	01	D071500008	OU	M	61	SI	X	BR	8
17611	01	D071500009	CM	F	SI	SI	X	BR	8
17612	02	D071500009	MO	M	43	SI	X	BR	3
17613	01	D071500010	CA	M	42	SI	X	BR	5
17614	01	D071500011	MO	M	44	SI	X	BR	3
17615	02	D071500011	MO	M	33	SI	X	BR	5
17616	01	D071500012	ON	X	SI	SI	X	BR	8
17617	01	D071500013	MO	M	45	SI	X	BR	3
17618	01	D071500014	SI	X	SI	SI	X	BR	8
17619	01	D071500016	AU	M	29	SI	X	BR	3
17620	01	D071500018	AU	X	SI	SI	X	BR	8
17621	02	D071500018	MO	M	45	SI	X	BR	5
17622	02	D071500019	OU	M	47	SI	X	BR	3
17623	03	D071500019	BI	M	31	NE	X	BR	7
17624	01	D071500020	AU	F	40	SI	X	BR	7
17625	02	D071500020	MO	F	53	SI	X	BR	8
17626	03	D071500020	MO	M	38	SI	X	BR	8
17627	01	D071500021	MO	M	29	SI	X	BR	7
17628	01	D071500022	AU	X	SI	SI	X	BR	8
17629	02	D071500022	MO	M	46	SI	X	BR	7
17630	01	D071500023	MO	M	40	SI	X	BR	5
17631	01	D071500029	AU	F	35	SI	X	BR	7
17632	02	D071500029	MO	M	42	SI	X	BR	5
17633	01	D071500031	ON	M	62	SI	X	BR	3
17634	02	D071500031	MO	M	51	SI	X	BR	3
17635	03	D071500031	CA	M	55	SI	X	BR	8
17636	01	D071500032	CM	M	29	SI	X	BR	5
17637	02	D071500032	MO	M	29	SI	X	BR	7
17638	01	D071500033	AU	F	58	SI	X	BR	7
17639	02	D071500033	AU	M	38	SI	X	BR	7
17640	03	D071500033	MO	M	27	SI	X	BR	8
17641	01	D071500035	AU	F	37	SI	X	BR	7
17642	02	D071500035	MO	M	38	SI	X	BR	3
17643	01	D071500036	AU	M	SI	SI	X	BR	8
17644	02	D071500036	AU	M	27	SI	X	BR	8
17645	03	D071500036	AU	M	26	SI	X	BR	7
17646	01	D071500037	AU	M	29	SI	X	BR	5
17647	01	D071500038	MC	M	38	SI	X	BR	2
17648	01	D071500040	AU	M	23	SI	X	BR	3
17649	02	D071500040	AU	F	28	SI	X	BR	5
17650	03	D071500040	AU	M	45	SI	X	BR	5
17651	01	D071500041	AU	M	35	SI	X	BR	8
17652	02	D071500041	MO	M	28	SI	X	BR	8
17653	01	D071500042	AU	M	54	SI	X	BR	8
17654	02	D071500042	MO	M	35	SI	X	BR	5
17655	01	D071500043	AU	M	44	SI	X	BR	8
17656	01	D071500044	AU	M	23	SI	X	BR	7
17657	01	D071500045	MO	M	27	SI	X	BR	5
17658	01	D071500046	AU	M	32	SI	X	BR	5
17659	02	D071500046	AU	F	56	SI	X	BR	5
17660	01	D071500047	CM	F	38	SI	X	BR	7
17661	01	D071500048	AU	F	56	SI	X	BR	5
17662	02	D071500048	AU	M	88	SI	X	BR	8
17663	01	D071500049	AU	M	68	SI	X	BR	6
17664	02	D071500049	MO	M	SI	SI	X	BR	8
17665	01	D071500050	AU	F	36	SI	X	BR	8
17666	02	D071500050	AU	M	32	SI	X	BR	7
17667	03	D071500050	MO	M	52	SI	X	BR	7
17668	01	D071500051	MO	M	31	SI	X	BR	5
17669	01	D071500052	CA	X	SI	SI	X	BR	8
17670	01	D071500053	AU	F	65	SI	X	BR	7
17671	02	D071500053	MO	M	31	SI	X	BR	6
17672	01	D071500054	CA	M	44	SI	X	BR	3
17673	02	D071500054	MO	M	40	SI	X	BR	5
17674	01	D071500055	AU	M	25	SI	X	BR	5
17675	02	D071500055	BI	M	31	NE	X	BR	5
17676	01	D071500056	ON	X	SI	SI	X	BR	8
17677	01	D071500057	CM	M	33	SI	X	BR	5
17678	02	D071500057	AU	M	32	SI	X	BR	8
17679	01	D071500058	SI	X	SI	SI	X	BR	8
17680	01	D071500060	MO	M	34	SI	X	BR	8
17681	01	D071500061	AU	M	39	SI	X	BR	7
17682	01	D071500062	AU	X	SI	SI	X	BR	8
17683	02	D071500062	MO	F	34	SI	X	BR	8
17684	01	D071500064	MO	M	30	SI	X	BR	3
17685	01	D071500065	MO	M	31	SI	X	BR	5
17686	01	D071500066	AU	X	SI	SI	X	BR	3
17687	01	D071500067	AU	M	78	SI	X	BR	8
17688	02	D071500067	MO	X	24	SI	X	BR	5
17689	01	D071500068	AU	M	32	SI	X	BR	5
17690	01	D071500069	MO	M	SI	SI	X	BR	8
17691	02	D071500069	AU	M	42	SI	X	BR	8
17692	03	D071500069	AU	M	42	SI	X	BR	8
17693	01	D071500070	AU	M	24	SI	X	BR	3
17694	01	D071500072	MO	M	26	SI	X	BR	8
17695	02	D071500072	AU	F	44	SI	X	BR	7
17696	01	D071500073	BI	M	33	NE	X	BR	8
17697	02	D071500073	AU	X	SI	SI	X	BR	8
17698	01	D071500074	AU	M	41	SI	X	BR	8
17699	02	D071500074	AU	F	57	SI	X	BR	7
17700	01	D071500075	BI	M	24	NE	X	BR	5
17701	02	D071500075	AU	M	35	SI	X	BR	7
17702	01	D071500076	MO	M	28	SI	X	BR	5
17703	02	D071500076	AU	X	SI	SI	X	BR	8
17704	01	D071500078	AU	M	55	SI	X	BR	5
17705	01	D071500077	AU	F	53	SI	X	BR	7
17706	01	D071500079	AU	F	39	SI	X	BR	7
17707	02	D071500079	SI	X	SI	SI	X	BR	8
17708	01	D071500080	MO	M	36	SI	X	BR	8
17709	02	D071500080	AU	F	45	SI	X	BR	7
17710	01	D071500081	MO	M	32	SI	X	BR	2
17711	02	D071500081	AU	M	SI	SI	X	BR	8
17712	01	D071500082	MO	M	33	SI	X	BR	5
17713	02	D071500082	SI	X	SI	SI	X	BR	8
17714	01	D071500083	AU	M	22	SI	X	BR	5
17715	02	D071500083	AU	X	SI	SI	X	BR	8
17716	01	D071500085	MO	M	46	SI	X	BR	6
17717	01	D071500086	AU	F	39	SI	X	BR	7
17718	01	D071500089	AU	M	64	SI	X	BR	3
17719	01	D071500090	SI	X	SI	SI	X	BR	6
17720	01	D071500093	CM	M	49	SI	X	BR	8
17721	02	D071500093	AU	M	35	SI	X	BR	4
17722	01	D071500094	AU	M	26	SI	X	BR	6
17723	01	D071500095	MO	M	46	SI	X	BR	6
17724	01	D071500097	ON	M	53	SI	X	BR	5
17725	01	D071500098	AU	M	30	SI	X	BR	5
17726	02	D071500098	MO	M	25	SI	X	BR	5
17727	01	D071500099	AU	M	64	SI	X	BR	3
17728	01	D071500100	SI	X	SI	SI	X	BR	6
17729	01	D071500101	AU	X	SI	SI	X	BR	6
17730	02	D071500101	MO	M	22	SI	X	BR	2
17731	01	D071500102	AU	M	30	SI	X	BR	3
17732	02	D071500102	MO	M	30	SI	X	BR	5
17733	01	D071500103	AU	M	24	SI	X	BR	7
17734	01	D071500104	SI	X	SI	SI	X	BR	8
17735	01	D071500105	MO	M	19	SI	X	BR	5
17736	02	D071500105	MO	M	32	SI	X	BR	5
17737	01	D071500107	AU	M	32	SI	X	BR	5
17738	02	D071500107	MO	M	21	SI	X	BR	5
17739	01	D071500108	MO	M	49	SI	X	BR	3
17740	01	D071500112	MO	M	32	SI	X	BR	3
17741	01	D071500114	AU	M	59	SI	X	BR	5
17742	02	D071500114	MO	M	15	IN	X	BR	3
17743	01	D071500115	AU	M	26	SI	X	BR	8
17744	02	D071500115	MO	M	20	SI	X	BR	3
17745	01	D071500116	MO	M	53	SI	X	BR	7
17746	01	D071500117	AU	F	37	SI	X	BR	7
17747	02	D071500117	MO	M	30	SI	X	BR	4
17748	01	D071500119	CA	X	SI	SI	X	BR	8
17749	02	D071500119	OU	M	45	SI	X	BR	7
17750	01	D071500120	MO	M	33	SI	X	BR	8
17751	01	D071500121	MO	M	22	SI	X	BR	5
17752	02	D071500121	CM	M	21	SI	X	BR	3
17753	01	D071500123	AU	M	43	SI	X	BR	5
17754	01	D071500124	AU	F	40	SI	X	BR	7
17755	02	D071500124	AU	M	36	SI	X	BR	2
17756	03	D071500124	AU	M	41	SI	X	BR	5
17757	04	D071500124	AU	M	51	SI	X	BR	7
17758	01	D071500126	MO	M	42	SI	X	BR	3
17759	02	D071500126	AU	X	SI	SI	X	BR	8
17760	01	D071500127	ON	M	50	SI	X	BR	5
17761	02	D071500127	AU	F	70	SI	X	BR	7
17762	03	D071500127	ON	M	32	SI	X	BR	4
17763	04	D071500127	AU	F	58	SI	X	BR	5
17764	01	D071500128	AU	M	40	SI	X	BR	5
17765	02	D071500128	MO	M	44	SI	X	BR	8
17766	01	D071500129	AU	F	36	SI	X	BR	7
17767	02	D071500129	MO	M	37	SI	X	BR	5
17768	03	D071500129	AU	M	24	SI	X	BR	6
17769	04	D071500129	AU	F	32	SI	X	BR	7
17770	01	D071500130	SI	X	SI	SI	X	BR	8
17771	01	D071500134	AU	M	49	SI	X	BR	5
17772	02	D071500134	MO	M	49	SI	X	BR	3
17773	01	D071500135	SI	X	SI	SI	X	BR	8
17774	01	D071500136	CM	M	39	SI	X	BR	5
17775	01	D071500137	MO	M	65	SI	X	BR	3
17776	02	D071500137	MO	M	53	SI	X	BR	8
17777	01	D071500138	OU	M	30	SI	X	BR	6
17778	01	D071500139	SI	X	SI	SI	X	BR	8
17779	01	D071500140	AU	X	SI	SI	X	BR	8
17780	01	D071500141	SI	X	SI	SI	X	BR	8
17781	01	D071500142	MO	M	29	SI	X	BR	5
17782	01	D071500143	AU	M	38	SI	X	BR	3
17783	01	D071500145	MO	M	40	SI	X	BR	5
17784	02	D071500145	AU	M	55	SI	X	BR	5
17785	01	D071500146	MC	M	39	SI	X	BR	3
17786	01	D071500147	AU	M	44	SI	X	BR	3
17787	02	D071500147	AU	M	22	SI	X	BR	7
17788	01	D071500148	MO	M	28	SI	X	BR	3
17789	02	D071500148	AU	F	26	SI	X	BR	7
17790	01	D071500149	MO	M	25	SI	X	BR	5
17791	02	D071500149	AU	X	SI	SI	X	BR	8
17792	01	D071500150	MO	M	40	SI	X	BR	3
17793	02	D071500150	AU	M	23	SI	X	BR	5
17794	01	D071500151	MO	M	36	SI	X	BR	5
17795	01	D071500152	SI	X	SI	SI	X	BR	8
17796	01	D071500153	SI	X	SI	SI	X	BR	8
17797	01	D071500154	MO	M	30	SI	X	BR	6
17798	02	D071500154	MO	M	19	SI	X	BR	4
17799	01	D071500155	MO	M	42	SI	X	BR	3
17800	02	D071500155	AU	M	27	SI	X	BR	6
17801	01	D071500156	MO	M	24	SI	X	BR	2
17802	01	D071500157	OU	M	42	SI	X	BR	8
17803	01	D071500158	AU	M	22	SI	X	BR	5
17804	02	D071500158	AU	M	32	SI	X	BR	5
17805	01	D071500159	MO	M	37	SI	X	BR	8
17806	02	D071500159	CA	M	30	SI	X	BR	5
17807	01	D071500161	SI	X	SI	SI	X	BR	8
17808	01	D071500162	CM	M	38	SI	X	BR	8
17809	02	D071500162	BI	M	20	NE	X	BR	3
17810	01	D071500163	MO	M	28	SI	X	BR	5
17811	02	D071500163	AU	M	55	SI	X	BR	7
17812	03	D071500163	CM	M	36	SI	X	BR	2
17813	01	D071500165	AU	F	37	SI	X	BR	7
17814	02	D071500165	MC	M	43	SI	X	BR	5
17815	01	D071500166	OU	M	28	SI	X	BR	5
17816	01	D071500167	MO	M	SI	SI	X	BR	8
17817	02	D071500167	AU	M	20	SI	X	BR	5
17818	01	D071500168	MO	M	27	SI	X	BR	3
17819	01	D071500169	AU	X	SI	SI	X	BR	8
17820	02	D071500169	MO	M	22	SI	X	BR	3
17821	01	D071500170	MC	M	34	SI	X	BR	8
17822	02	D071500170	BI	M	20	NE	X	BR	8
17823	01	D071500171	MO	M	19	SI	X	BR	3
17824	01	D071500173	AU	M	SI	SI	X	BR	8
17825	02	D071500173	MO	M	40	SI	X	BR	5
17826	01	D071500175	MO	M	39	SI	X	BR	6
17827	01	D071500176	AU	M	60	SI	X	BR	8
17828	01	D071500177	CM	M	34	SI	X	BR	5
17829	02	D071500177	AU	M	54	SI	X	BR	8
17830	01	D071500178	AU	M	31	SI	X	BR	6
17831	02	D071500178	AU	M	69	SI	X	BR	7
17832	01	D071500179	AU	F	33	SI	X	BR	8
17833	01	D071500181	AU	M	SI	SI	X	BR	8
17834	02	D071500181	MO	M	29	SI	X	BR	3
17835	01	D071500182	MO	M	25	SI	X	BR	3
17836	02	D071500182	MO	M	42	SI	X	BR	5
17837	01	D071500183	OU	M	SI	SI	X	BR	8
17838	01	D071500184	AU	M	22	SI	X	BR	8
17839	02	D071500184	MO	M	30	SI	X	BR	6
17840	01	D071500185	AU	M	21	SI	X	BR	5
17841	02	D071500185	MO	M	26	SI	X	BR	5
17842	01	D071500186	AU	M	21	SI	X	BR	4
17843	02	D071500186	MO	M	SI	SI	X	BR	8
17844	01	D071500187	MO	M	22	SI	X	BR	5
17845	01	D071500188	OU	M	55	SI	X	BR	5
17846	02	D071500188	AU	F	25	SI	X	BR	7
17847	01	D071500189	ON	M	53	SI	X	BR	8
17848	01	D071500190	OU	M	54	SI	X	BR	8
17849	01	D071500191	MO	M	30	SI	X	BR	3
17850	02	D071500191	AU	F	31	SI	X	BR	7
17851	03	D071500191	AU	F	SI	SI	X	BR	8
17852	01	D071500192	AU	M	27	SI	X	BR	7
17853	02	D071500192	MO	M	68	SI	X	BR	3
17854	01	D071500193	MO	M	41	SI	X	BR	8
17855	02	D071500193	BI	M	40	NE	X	BR	7
17856	01	D071500194	AU	M	41	SI	X	BR	3
17857	02	D071500194	MO	M	31	SI	X	BR	3
17858	01	D071500195	AU	M	SI	SI	X	BR	8
17859	02	D071500195	MO	M	41	SI	X	BR	7
17860	01	D071500196	AU	F	73	SI	X	BR	7
17861	02	D071500196	BI	M	19	NE	X	BR	3
17862	01	D071500197	AU	M	SI	SI	X	BR	8
17863	02	D071500197	MO	M	27	SI	X	BR	3
17864	01	D071500198	CM	M	52	SI	X	BR	7
17865	02	D071500198	AU	F	48	SI	X	BR	6
17866	03	D071500198	AU	M	32	SI	X	BR	7
17867	01	D071500199	AU	M	39	SI	X	BR	3
17868	01	D071500200	AU	F	36	SI	X	BR	7
17869	01	D071500201	MO	M	34	SI	X	BR	5
17870	02	D071500201	CA	M	45	SI	X	BR	3
17871	01	D071500202	OU	M	46	SI	X	BR	8
17872	02	D071500202	OU	M	43	SI	X	BR	3
17873	01	D071500203	MO	M	47	SI	X	BR	5
17874	02	D071500203	AU	M	23	SI	X	BR	5
17875	01	D071500204	MO	M	48	SI	X	BR	5
17876	02	D071500204	CA	M	51	SI	X	BR	5
17877	01	D071500205	MO	M	21	SI	X	BR	8
17878	01	D071500206	AU	M	72	SI	X	BR	3
17879	01	D071500207	AU	M	68	SI	X	BR	7
17880	01	D071500209	MO	M	32	SI	X	BR	3
17881	02	D071500209	AU	F	32	SI	X	BR	7
17882	01	D071500210	AU	M	27	SI	X	BR	7
17883	01	D071500211	ON	X	SI	SI	X	BR	8
17884	01	D071500212	MO	M	30	SI	X	BR	4
17885	02	D071500212	CM	F	63	SI	X	BR	8
17886	01	D071500213	MO	M	25	SI	X	BR	5
17887	02	D071500213	CM	F	46	SI	X	BR	7
17888	01	D071500214	MO	X	SI	SI	X	BR	8
17889	02	D071500214	MO	M	36	SI	X	BR	5
17890	01	D071500215	AU	M	SI	SI	X	BR	8
17891	02	D071500215	CM	M	56	SI	X	BR	6
17892	01	D071500216	MO	M	19	SI	X	BR	5
17893	02	D071500216	AU	M	27	SI	X	BR	7
17894	01	D071500217	MO	M	47	SI	X	BR	7
17895	01	D071500218	MO	M	27	SI	X	BR	5
17896	01	D071500219	AU	M	67	SI	X	BR	5
17897	01	D071500220	VA	X	SI	SI	X	BR	8
17898	02	D071500220	MO	M	38	SI	X	BR	5
17899	01	D071500221	ON	M	61	SI	X	BR	2
17900	02	D071500221	MO	M	40	SI	X	BR	3
17901	01	D071500222	AU	M	24	SI	X	BR	5
17902	02	D071500222	MO	M	34	SI	X	BR	5
17903	01	D071500223	AU	M	SI	SI	X	BR	8
17904	02	D071500223	MO	M	45	SI	X	BR	5
17905	01	D071500224	CM	M	43	SI	X	BR	7
17906	02	D071500224	AU	M	SI	SI	X	BR	8
17907	01	D071500225	CA	X	SI	SI	X	BR	3
17908	02	D071500225	MO	M	44	SI	X	BR	5
17909	01	D071500226	AU	M	30	SI	X	BR	5
17910	02	D071500226	AU	M	24	SI	X	BR	3
17911	01	D071500227	MO	M	24	SI	X	BR	3
17912	01	D071500228	AU	M	34	SI	X	BR	3
