x,y,id_acident,cadloga,cadlogb,alt_num,referencia,data,hora,cod_acid,fonte,viatura,dp,talao,sentido,pista,veiculos,vitimas,princ_a,princ_b,tipo_acide,mi_prinx
-46.388136,-23.506965,D071601300,9477,,1294,,2016/07/08 00:00:00.000,1910,4,D,,50,7102,,,10,100,9477,,AT,322244
-46.713313,-23.700397,D071601301,19117,,1501,,2016/07/04 00:00:00.000,940,2,D,,102,1331,,,1000000000100000,100,19117,,CO,322245
-46.554757,-23.536683,D071601302,7645,,330,,2016/07/04 00:00:00.000,2340,2,D,,30,5836,,,1000000000000000,100,7645,,QM,322246
-46.687487,-23.748865,D071601303,3509,,2262,,2016/07/13 00:00:00.000,1605,2,D,,101,6397,C,,11000000000000000,100,3509,,CO,322247
-46.563729,-23.526327,D071601304,6371,,3500,,2016/07/31 00:00:00.000,340,2,D,,52,6538,,,10000000000000000,1,29772,,CH,322248
-46.707251,-23.628422,D071601305,1085,,2201,,2016/07/22 00:00:00.000,2230,2,D,,11,7833,,,11000000000000000,100,1085,,CO,322249
-46.455403,-23.553909,D071601306,18803,,565,,2016/07/01 00:00:00.000,1555,2,D,,32,2965,,,11000000000000000,100,18803,,SI,322250
-46.574823,-23.474298,D071601307,17728,,958,,2016/07/19 00:00:00.000,1130,2,D,,73,7404,,,11000000000000000,100,17728,,CO,322251
-46.723582,-23.644848,D071601308,10270,,3589,,2016/07/03 00:00:00.000,30,2,D,,11,5358,,,2000000000000000,100,10270,,CO,322252
-46.743707,-23.520994,D071601309,15330,,700,,2016/07/08 00:00:00.000,550,2,D,,91,3831,,,11000000000000000,100,15330,,CO,322253
-46.766873,-23.639009,D071601310,34682,,2100,,2016/07/09 00:00:00.000,2130,2,D,,37,3507,,,100000000000000,100,34682,,QF,322254
-46.694592,-23.59921,D071601311,6238,,504,,2016/07/06 00:00:00.000,1030,2,D,,96,3293,I,,11000000000000000,100,13014,,CO,322255
-46.68088,-23.663781,D071601312,7917,60904,,,2016/07/03 00:00:00.000,1940,2,D,,99,6994,,,11000000000000000,100,7917,60904,CL,322256
-46.720852,-23.520452,D071601313,14172,,286,,2016/07/02 00:00:00.000,635,2,D,,91,3691,,,10000000000000000,100,14172,,CH,322257
-46.656097,-23.480973,D071601314,9078,,3013,,2016/07/05 00:00:00.000,830,2,D,,38,2819,,,11000000000000000,100,9078,,CT,322258
-46.652115,-23.567686,D071601315,10548,,711,,2016/07/15 00:00:00.000,1000,2,D,,78,6416,,,100000000000000,100,10548,,QD,322259
-46.747246,-23.533616,D071601316,6238,,1462,,2016/07/02 00:00:00.000,1730,2,D,,91,4383,,,100000,100,13014,,CH,322260
-46.65339,-23.513359,D071601317,3637,20043,,,2016/07/26 00:00:00.000,1930,2,D,,13,7047,,,10010000000000000,100,3637,20043,CO,322261
-46.605072,-23.457981,D071601318,13133,,2131,,2016/07/21 00:00:00.000,935,2,D,,20,7661,,,11010000000000000,100,13133,,CO,322262
-46.490838,-23.601283,D071601319,59048,,807,,2016/07/20 00:00:00.000,701,2,D,,69,6127,,,11000000000000000,100,59048,,CO,322263
-46.750303,-23.685596,D071601320,8367,,3760,,2016/07/06 00:00:00.000,1040,2,D,,92,2430,,,1000000000000000,100,8367,,QM,322264
-46.500971,-23.532544,D071601321,12156,,,PX R PEIXOTO WE,2016/07/11 00:00:00.000,1530,2,D,,65,4877,,,100000000000000,100,12156,,QD,322265
-46.719206,-23.535993,D071601322,7955,2818,,,2016/07/08 00:00:00.000,640,4,D,,91,3805,,,10000000000000000,101,2818,7955,AT,322266
-46.676586,-23.469356,D081600001,15425,72693,,,2016/08/10 00:00:00.000,620,2,D,,28,6278,,,100000000000000,100,15425,72693,QD,322267
-46.667422,-23.46784,D081600002,277,,11,,2016/08/01 00:00:00.000,30,2,D,,20,8003,,,1000000000000000,1,277,,QM,322268
-46.621186,-23.517508,D081600003,14270,,897,,2016/08/15 00:00:00.000,410,2,D,,9,8542,,,1000000000000000,2,29772,,CH,322269
-46.712559,-23.794816,D081600004,33095,,1248,,2016/08/27 00:00:00.000,1900,2,D,,25,8170,,,10000000000100000,100,33095,,CF,322270
-46.68812,-23.750344,D081600005,3509,,2421,,2016/08/07 00:00:00.000,400,2,D,,101,900232,,,11000000000000000,200,3509,,CO,322271
-46.606256,-23.458276,D081600006,13133,,2000,,2016/08/30 00:00:00.000,700,4,D,,20,9107,B,,10000000000000000,100,13133,,AT,322272
-46.680532,-23.603945,D081600007,2792,,1600,,2016/08/04 00:00:00.000,1900,2,D,,96,2229,,,1000000000000000,100,2792,,QM,322273
-46.680622,-23.619791,D081600008,31919,9691,,,2016/08/08 00:00:00.000,625,2,D,,96,7301,,,10100000000000000,100,9691,31919,CT,322274
-46.697567,-23.524534,D081600009,5072,2573,,,2016/08/20 00:00:00.000,245,2,D,,7,4705,,,20000000000000000,200,2573,5072,CV,322275
-46.63743,-23.580842,D081600010,19583,,2229,,2016/08/30 00:00:00.000,500,2,D,,36,2062,,,20000000000000000,200,19583,,CO,322276
-46.530537,-23.605832,D081600011,34273,,321,,2016/08/24 00:00:00.000,1430,2,D,,70,3302,,,11000000000000000,100,34273,,CO,322277
-46.647085,-23.5320,D081600012,8255,,1227,,2016/08/09 00:00:00.000,1608,2,D,,77,3096,,,11000000000000000,100,8255,,CO,322278
-46.767999,-23.628582,D081600013,34682,,4000,,2016/08/30 00:00:00.000,601,2,D,,37,4429,,,11000000000000000,100,34682,,CO,322279
-46.599506,-23.582221,D081600014,15609,6642,,,2016/08/01 00:00:00.000,830,2,D,,17,3261,,,12000000000000000,100,6642,15609,CO,322280
-46.711898,-23.707238,D081600015,2483,,4515,,2016/08/23 00:00:00.000,1830,2,D,,102,9081,B,,11000000000000000,1,2483,,CT,322281
-46.65187,-23.600203,D081600016,26326,,1,,2016/08/09 00:00:00.000,1650,2,D,,36,900355,,,11000000000000000,100,26326,,CO,322282
-46.640991,-23.566127,D081600017,19764,,2070,,2016/08/27 00:00:00.000,1045,2,D,,36,7786,,,11000000000000000,100,19764,,CO,322283
-46.498719,-23.547988,D081600018,6187,,300,,2016/08/19 00:00:00.000,1730,4,D,,65,7176,,,1000000000000000,100,6187,,AT,322284
-46.573502,-23.578735,D081600019,19708,,275,,2016/08/19 00:00:00.000,610,2,D,,56,4655,,,10000001000000000,100,19708,,CO,322285
-46.43801,-23.494732,D081600020,17820,,844,,2016/08/15 00:00:00.000,1400,2,D,,22,2635,,,1000000000,200,17820,,OU,322286
-46.602284,-23.506641,D081600021,13172,,1350,,2016/08/22 00:00:00.000,1655,2,D,,9,3391,C,,11000000000000000,100,13172,,CO,322287
-46.764874,-23.661067,D081600022,6090,,225,,2016/08/29 00:00:00.000,722,2,D,,92,3165,B,,11100000000000000,1,6090,,CT,322288
-46.650364,-23.659317,D081600023,35532,,,NC,2016/08/05 00:00:00.000,800,4,D,,97,3827,,,10000000000000000,100,35532,,AT,322289
-46.550248,-23.599477,D081600024,5425,,1901,,2016/08/06 00:00:00.000,1920,2,D,,42,4433,,,11000000000000000,100,5425,,CO,322290
-46.725777,-23.446621,D081600025,5350,62388,,,2016/08/07 00:00:00.000,2100,2,D,,74,5872,,,20000000000000000,300,5350,62388,CO,322291
-46.763134,-23.647495,D081600026,34682,,1032,,2016/08/20 00:00:00.000,2120,4,D,,37,4232,,,10000000000000000,100,34682,,AT,322292
-46.715017,-23.577752,D081600027,16337,,400,,2016/08/21 00:00:00.000,307,4,D,,34,4100,,,100,1,16337,,AT,322293
-46.650588,-23.470946,D081600028,15426,,2100,,2016/08/23 00:00:00.000,1410,2,D,,38,3548,,,1000000000100000,100,15426,,CO,322294
-46.673019,-23.640651,D081600029,40,19931,,,2016/08/07 00:00:00.000,300,4,D,,27,3127,,,10,100,40,19931,AT,322295
-46.742597,-23.613772,D081600030,7500,,1100,,2016/08/06 00:00:00.000,930,2,D,,34,6389,,,10001000000000000,100,7500,,CO,322296
-46.562893,-23.582475,D081600031,24338,,2600,,2016/08/31 00:00:00.000,530,2,D,,56,9356,,,11000000000000000,100,24338,,CL,322297
-46.675581,-23.563281,D081600032,16919,,1585,,2016/08/31 00:00:00.000,1750,2,D,,14,7761,C,,1000000000000010,100,16919,,CL,322298
-46.629335,-23.525933,D081600033,6642,,1200,,2016/08/02 00:00:00.000,650,2,D,,12,4945,,,11000000000000000,100,6642,,CL,322299
-46.684467,-23.508081,D081600034,15188,,2888,,2016/08/07 00:00:00.000,300,2,D,,40,7430,,L,20000000000000000,200,29772,,CT,322300
-46.628569,-23.538701,D081600035,4146,,600,,2016/08/09 00:00:00.000,1057,2,D,,1,4320,,,1000000000100000,100,4146,,CL,322301
-46.782723,-23.67613,D081600036,4975,,1263,,2016/08/12 00:00:00.000,1530,2,D,,47,7585,,,11000000000000000,100,4975,,CO,322302
-46.736188,-23.442625,D081600037,36938,,102,,2016/08/16 00:00:00.000,1303,4,D,,74,3144,,,100000,100,36938,,AT,322303
-46.620837,-23.459753,D081600038,13133,,399,,2016/08/21 00:00:00.000,1240,4,D,,20,9329,,,10000000000000000,100,13133,,AT,322304
-46.720095,-23.477551,D081600039,21126,6939,,,2016/08/28 00:00:00.000,30,2,D,,87,2979,,,11000000000000000,200,6939,21126,CO,322305
-46.516635,-23.558455,D081600040,15725,,250,,2016/08/27 00:00:00.000,920,2,D,,66,3874,,,10000000000000000,100,15725,,CH,322306
-46.631198,-23.544526,D081600041,15984,,300,,2016/08/16 00:00:00.000,1307,4,D,,1,4454,,,1000000000000000,100,15984,,AT,322307
-46.466522,-23.548354,D081600042,47022,,1311,,2016/08/29 00:00:00.000,720,2,D,,65,2432,B,,11000000000000000,100,47022,,CO,322308
-46.769477,-23.581555,D081600043,25036,,227,,2016/08/05 00:00:00.000,1515,2,D,,51,2534,,,11000000000000000,100,25036,,CO,322309
-46.722645,-23.647829,D081600044,3216,,320,,2016/08/23 00:00:00.000,1438,4,D,,11,9075,,,10000000000000000,100,3216,,AT,322310
-46.637216,-23.553993,D081600045,19764,,700,,2016/08/04 00:00:00.000,515,4,D,,5,3015,C,,10000000000000000,100,19764,,AT,322311
-46.432479,-23.492738,D081600046,10761,,261,,2016/08/03 00:00:00.000,1321,4,D,,22,2520,,,100000000,100,10761,,AT,322312
-46.519896,-23.585267,D081600047,2878,,1600,,2016/08/03 00:00:00.000,2150,2,D,,41,6619,,,1100000000000000,100,2878,,CO,322313
-46.492666,-23.571776,D081600048,78265,,12,,2016/08/06 00:00:00.000,1804,4,D,,66,5522,,,10000000000000000,200,78265,,AT,322314
-46.721336,-23.448499,D081600049,16838,,11000,,2016/08/07 00:00:00.000,329,2,D,,74,5847,,,10000000000000000,100,16838,,CH,322315
-46.682219,-23.768894,D081600050,61578,,244,,2016/08/04 00:00:00.000,1200,4,D,,85,2617,,,100000000000000,100,61578,,AT,322316
-46.679028,-23.655045,D081600051,9220,,200,,2016/08/08 00:00:00.000,1500,2,D,,99,2727,,,1000000000100000,100,9220,,CO,322317
-46.64426,-23.533229,D081600052,17115,8023,,,2016/08/09 00:00:00.000,930,2,D,,3,4662,,,20000000000000000,100,8023,17115,CT,322318
-46.67402,-23.531729,D081600053,19259,,1145,,2016/08/03 00:00:00.000,855,2,D,,23,3503,,,1000000000100000,100,19259,,CO,322319
-46.728384,-23.589094,D081600054,7500,,3209,,2016/08/24 00:00:00.000,1630,2,D,,34,2320,,,1000000000000000,100,7500,,QM,322320
-46.78205,-23.602845,D081600055,99905,,846,,2016/08/30 00:00:00.000,1820,2,D,,75,7039,,,101000000000000,1,99905,,CO,322321
-46.742894,-23.401424,D081600056,67563,,26,,2016/08/09 00:00:00.000,2015,2,D,,46,4768,,,11000000000000000,200,67563,,CT,322322
-46.616645,-23.607107,D081600057,5618,,510,,2016/08/03 00:00:00.000,1751,2,D,,16,8275,C,,11000000000000000,100,5618,,CO,322323
-46.768413,-23.699452,D081600058,4753,,447,,2016/08/19 00:00:00.000,1100,2,D,,100,3301,,,1000000000000010,100,4753,,CF,322324
-46.699233,-23.717996,D081600059,15507,,1900,,2016/08/03 00:00:00.000,1730,2,D,,48,2608,,,1000000000100000,100,15507,,CO,322325
-46.546995,-23.586894,D081600060,24338,,5082,,2016/08/17 00:00:00.000,1841,2,D,,42,4630,B,,11000000000000000,100,24338,,CL,322326
-46.73466,-23.443618,D081600061,18594,,528,,2016/08/23 00:00:00.000,2114,2,D,,74,6268,,,11000000000000000,100,18594,,CO,322327
-46.649162,-23.676399,D081600062,17046,,602,,2016/08/07 00:00:00.000,408,2,D,,43,5888,,,1000000000000000,100,17046,,QM,322328
-46.61847,-23.475085,D081600063,351,,1576,,2016/08/18 00:00:00.000,624,2,D,,20,8677,,,11000000000000000,100,351,,CF,322329
-46.68933,-23.653371,D081600064,19931,,10,,2016/08/05 00:00:00.000,47,4,D,,11,8374,B,,10,100,19931,,AT,322330
-46.624374,-23.556668,D081600065,11794,,428,,2016/08/25 00:00:00.000,1512,2,D,,6,3308,,,20000000000000000,200,11794,,CO,322331
-46.48739,-23.602991,D081600066,23546,,352,,2016/08/26 00:00:00.000,1700,2,D,,69,7309,,,10000000000000000,100,23546,,CH,322332
-46.606276,-23.636258,D081600067,2223,,1791,,2016/08/05 00:00:00.000,830,2,D,,26,5174,,,11000000000000000,100,2223,,CL,322333
-46.767796,-23.682399,D081600068,12403,,4000,,2016/08/24 00:00:00.000,1130,2,D,,92,3303,,,11000000000000000,100,12403,,CO,322334
-46.577001,-23.552315,D081600069,27094,5784,,,2016/08/24 00:00:00.000,955,4,D,,30,2730,,,1000000000000000,100,5784,27094,AT,322335
-46.677548,-23.769051,D081600070,38347,,17,,2016/08/07 00:00:00.000,1830,4,D,,85,2644,,,10,100,38347,,AT,322336
-46.631424,-23.570694,D081600071,19264,,160,,2016/08/30 00:00:00.000,1400,2,D,,6,6056,,,11000000000000000,100,19264,,CF,322337
-46.781703,-23.588387,D081600072,21448,,,NC,2016/08/14 00:00:00.000,1722,2,D,,75,6611,,,11000000000000000,100,21448,,CF,322338
-46.605117,-23.566827,D081600073,4297,,100,,2016/08/04 00:00:00.000,1140,2,D,,18,2933,,,1000000000000000,100,4297,,QM,322339
-46.589882,-23.489187,D081600074,11449,,35,,2016/08/23 00:00:00.000,1440,2,D,,39,2965,,,10000000000000,100,11449,,CH,322340
-46.624528,-23.543052,D081600075,12045,2436,,,2016/08/24 00:00:00.000,800,2,D,,12,4245,,,20000000000000000,100,2436,12045,CO,322341
-46.554955,-23.530194,D081600076,17016,,78,,2016/08/27 00:00:00.000,2013,2,D,,98,6456,C,,11000000000000000,200,17016,,CO,322342
-46.38064,-23.503202,D081600077,45747,,6,,2016/08/09 00:00:00.000,1154,2,D,,50,8180,,,20000000000000000,300,45747,,CO,322343
-46.644496,-23.613342,D081600078,26501,,1500,,2016/08/14 00:00:00.000,1820,2,D,,16,7836,,,11000000000000000,100,26501,,CO,322344
-46.621831,-23.551865,D081600079,543,,315,,2016/08/03 00:00:00.000,830,2,D,,8,5406,C,,11000000000000000,100,543,,CT,322345
-46.616495,-23.633432,D081600080,5618,,3670,,2016/08/12 00:00:00.000,1300,2,D,,16,1623,B,,1000000000100000,100,5618,,CO,322346
-46.639269,-23.54076,D081600081,17115,,215,,2016/08/03 00:00:00.000,1740,4,D,,3,3751,,,1000000000000000,100,17115,,AT,322347
-46.703882,-23.660165,D081600082,19931,,50,,2016/08/02 00:00:00.000,1530,2,D,,27,7105,,,11000000000000000,100,19931,,CL,322348
-46.71159,-23.604219,D081600083,14267,,3601,,2016/08/29 00:00:00.000,915,2,D,,34,7033,,,11000000000000000,100,14267,,CL,322349
-46.653169,-23.514175,D081600084,3637,,100,,2016/08/14 00:00:00.000,1505,2,D,,13,7664,,,20000000000100000,100,3637,,CO,322350
-46.6468,-23.518131,D081600085,4561,9489,,,2016/08/06 00:00:00.000,1525,2,D,,2,5030,,,1000000000000000,100,4561,9489,QM,322351
-46.674908,-23.578156,D081600086,16985,14804,,,2016/08/03 00:00:00.000,1127,2,D,,15,3246,,,10001000000000000,100,14673,14804,CO,322352
-46.672432,-23.504115,D081600087,4715,,950,,2016/08/25 00:00:00.000,1600,4,D,,40,2451,,,10000000,100,4715,,AT,322353
-46.617096,-23.626246,D081600088,43154,,3000,,2016/08/11 00:00:00.000,800,2,D,,26,5188,,,1000000000000000,100,43154,,QM,322354
-46.561197,-23.515293,D081600089,46318,,1500,,2016/08/09 00:00:00.000,1900,2,D,,90,8167,,,10010000000000000,100,46318,,CT,322355
-46.569408,-23.484902,D081600090,13822,,200,,2016/08/01 00:00:00.000,730,4,D,,90,2298,,,10,100,13822,,AT,322356
-46.57021,-23.557674,D081600091,43408,,680,,2016/08/25 00:00:00.000,1830,4,D,,30,3819,,,100000000000000,100,43408,,AT,322357
-46.783658,-23.747562,D081600092,43837,,450,,2016/08/06 00:00:00.000,855,4,D,,4,7086,,,10000000000000000,100,43837,,AT,322358
-46.603813,-23.578242,D081600093,11670,,557,,2016/08/15 00:00:00.000,1639,2,D,,17,8717,,,20000000000000000,200,11670,,CO,322359
-46.455252,-23.612852,D081600094,78271,74694,,,2016/08/05 00:00:00.000,2358,2,D,,49,8471,,,2000000000000000,100,74694,78271,CO,322360
-46.588975,-23.449699,D081600095,16305,,800,,2016/08/10 00:00:00.000,1300,2,D,,73,8203,,,101000000000000,100,16305,,CO,322361
-46.585667,-23.466739,D081600096,3199,,847,,2016/08/05 00:00:00.000,410,2,D,,73,8010,,,100000000000000,100,3199,,CH,322362
-46.760211,-23.569178,D081600097,14700,,1000,,2016/08/10 00:00:00.000,1200,2,D,,93,4645,,,11000000000000000,100,14700,,CL,322363
-46.536025,-23.571862,D081600098,10503,,471,,2016/08/07 00:00:00.000,130,2,D,,58,3538,,,10000000000000000,100,10503,,CH,322364
-46.539955,-23.546978,D081600099,4502,12381,,,2016/08/07 00:00:00.000,348,2,D,,31,3540,,,20000000000000000,100,4502,12381,CO,322365
-46.397242,-23.510927,D081600100,16652,,821,,2016/08/04 00:00:00.000,1030,2,D,,50,8016,,,1000000000100000,100,16652,,CO,322366
-46.721497,-23.442553,D081600101,16838,,11600,,2016/08/24 00:00:00.000,135,2,D,,74,5122,,,1000000000000000,101,16838,,QM,322367
-46.694099,-23.578804,D081600102,8889,,999,,2016/08/09 00:00:00.000,2100,2,D,,15,7295,,E,20000000000000000,100,13014,,CT,322368
-46.715974,-23.484338,D081600103,161,,336,,2016/08/25 00:00:00.000,708,2,D,,87,2941,,,10000000000000000,100,161,,CP,322369
-46.699406,-23.44864,D081600104,27611,,3,,2016/08/24 00:00:00.000,1830,4,D,,74,6434,,,1000000000000000,100,27611,,AT,322370
-46.605389,-23.477821,D081600105,2607,,280,,2016/08/26 00:00:00.000,1019,4,D,,39,3008,,,100000000000000,1,2607,,AT,322371
-46.669755,-23.540604,D081600106,4248,,1414,,2016/08/18 00:00:00.000,1836,2,D,,23,4674,B,,11000000000000000,100,4248,,CF,322372
-46.644088,-23.595267,D081600107,5902,,740,,2016/08/16 00:00:00.000,1310,4,D,,16,8733,,,1000000000000000,100,5902,,AT,322373
-46.41201,-23.54319,D081600108,14913,,80,,2016/08/21 00:00:00.000,2030,2,D,,68,8822,,,10000000000000000,100,14913,,CH,322374
-46.602061,-23.548098,D081600109,543,,2200,,2016/08/16 00:00:00.000,2350,2,D,,8,5741,,,100000000000000,1,543,,QD,322375
-46.626477,-23.567483,D081600110,14317,,362,,2016/08/31 00:00:00.000,1210,4,D,,6,3389,,,10000000000000000,100,14317,,AT,322376
-46.623391,-23.554299,D081600111,6642,,4667,,2016/08/15 00:00:00.000,800,2,D,,8,5705,C,,10000000000100000,100,6642,,CT,322377
-46.735149,-23.573165,D081600112,5309,,2400,,2016/08/01 00:00:00.000,1535,2,D,,93,3740,,,10000000000000,100,5309,,CH,322378
-46.68691,-23.461288,D081600113,79683,,339,,2016/08/09 00:00:00.000,440,4,D,,45,1889,,,1000000000000000,100,79683,,AT,322379
-46.635923,-23.682717,D081600114,5606,,5780,,2016/08/07 00:00:00.000,1330,4,D,,98,5897,,,100000000000000,100,5606,,AT,322380
-46.704747,-23.656305,D081600115,9048,,464,,2016/08/06 00:00:00.000,1611,2,D,,11,8399,C,,11000000000000000,200,9048,,CO,322381
-46.591863,-23.467752,D081600116,3199,,121,,2016/08/01 00:00:00.000,1840,2,D,,73,7904,,,1000000000100000,100,3199,,CO,322382
-46.481591,-23.517055,D081600117,14094,,2461,,2016/08/14 00:00:00.000,630,2,D,,62,7514,,,100000000000000,100,14094,,QD,322383
-46.680673,-23.528183,D081600118,19198,,1017,,2016/08/04 00:00:00.000,1800,4,D,,23,3554,,,10000000000000000,100,19198,,AT,322384
-46.507423,-23.506349,D081600119,70554,22070,,,2016/08/31 00:00:00.000,1700,2,D,,24,7567,,,1000000100000000,100,22070,70554,CO,322385
-46.609312,-23.630938,D081600120,18297,,512,,2016/08/27 00:00:00.000,1230,2,D,,26,5989,,,10001000000000000,100,18297,,CO,322386
-46.478944,-23.562341,D081600121,66596,,578,,2016/08/31 00:00:00.000,2042,2,D,,66,6122,,,10000000000000000,100,66596,,CH,322387
-46.537765,-23.491804,D081600122,42369,,13800,,2016/08/16 00:00:00.000,1910,2,D,,24,6971,,,11000000000100000,100,42369,,CT,322388
-46.506668,-23.617623,D081600123,22275,62188,,,2016/08/19 00:00:00.000,1159,2,D,,70,3188,,,11000000000000000,100,22275,62188,CF,322389
-46.779947,-23.694336,D081600124,12403,,2346,,2016/08/05 00:00:00.000,2100,2,D,,92,7361,,,2000000000000000,300,12403,,CO,322390
-46.727445,-23.635511,D081600125,61669,,994,,2016/08/03 00:00:00.000,840,2,D,,89,6340,,,11000000000000000,100,61669,,CO,322391
-46.404206,-23.536984,D081600126,11543,,434,,2016/08/21 00:00:00.000,449,4,D,,68,8554,,,10,100,11543,,AT,322392
-46.527721,-23.551069,D081600127,2586,,102,,2016/08/19 00:00:00.000,1215,2,D,,31,900104,,,11000000000000000,100,2586,,CO,322393
-46.547858,-23.507246,D081600128,42369,,,NC,2016/08/13 00:00:00.000,710,2,D,,24,7286,,,10001000000000000,100,42369,,CO,322394
-46.589252,-23.443413,D081600129,16305,,1673,,2016/08/07 00:00:00.000,100,2,D,,73,8077,C,,1000000100000000,200,16305,,CF,322395
-46.752043,-23.403888,D081600130,28465,,100,,2016/08/13 00:00:00.000,230,4,D,,46,3076,,,10000000000000000,200,28465,,AT,322396
-46.509629,-23.612277,D081600131,21661,,524,,2016/08/14 00:00:00.000,450,4,D,,70,6978,,,1000000000000000,100,21661,,AT,322397
-46.393763,-23.5102,D081600132,18940,,1405,,2016/08/19 00:00:00.000,1325,4,D,,50,8504,,,1000000000000000,100,18940,,AT,322398
-46.455089,-23.517869,D081600133,46936,,128,,2016/08/12 00:00:00.000,730,2,D,,49,7908,,,1000000000000000,100,46936,,QM,322399
-46.702535,-23.735163,D081600134,15508,,150,,2016/08/13 00:00:00.000,730,2,D,,101,7367,,,10100000000000000,100,15508,,CF,322400
-46.730056,-23.64686,D081600135,13357,,215,,2016/08/12 00:00:00.000,1300,2,D,,92,3206,,,10001000000000000,100,13357,,CO,322401
-46.626832,-23.571925,D081600136,12846,,102,,2016/08/29 00:00:00.000,930,2,D,,6,3341,,,10000000000100000,100,12846,,CL,322402
-46.765604,-23.640941,D081600137,34682,,1800,,2016/08/29 00:00:00.000,645,2,D,,37,4312,,,1000000000000010,100,34682,,CT,322403
-46.708137,-23.647409,D081600138,4328,,779,,2016/08/27 00:00:00.000,1600,2,D,,11,7031,,,11000000000000000,100,4328,,CL,322404
-46.521545,-23.56187,D081600139,10503,,2510,,2016/08/09 00:00:00.000,2030,2,D,,41,4496,,,20000000000000000,100,10503,,CO,322405
-46.549479,-23.504423,D081600140,42369,,12200,,2016/08/31 00:00:00.000,1900,2,D,,24,7369,,,42010000000200000,201,42369,,CO,322406
-46.605213,-23.548718,D081600141,543,,2041,,2016/08/23 00:00:00.000,1930,2,D,,8,2418,,,20000000000000000,100,543,,CO,322407
-46.396097,-23.52992,D081600142,10393,,3555,,2016/08/05 00:00:00.000,645,2,D,,67,1760,,,1100000000000000,100,10393,,CO,322408
-46.773229,-23.645703,D081600143,72163,18912,,,2016/08/07 00:00:00.000,755,2,D,,37,6412,,,20000000000000000,300,18912,72163,CO,322409
-46.579726,-23.534984,D081600144,4736,,3300,,2016/08/14 00:00:00.000,2030,2,D,,52,3644,C,,11000000000000000,100,4736,,CO,322410
-46.486653,-23.544499,D081600145,36172,,598,,2016/08/22 00:00:00.000,720,4,D,,65,2543,,,10000000000000000,100,36172,,AT,322411
-46.684211,-23.567412,D081600146,16919,1860,,,2016/08/26 00:00:00.000,545,2,D,,14,7559,,,2000000000000000,100,1860,16919,CO,322412
-46.681105,-23.623874,D081600147,10918,,2580,,2016/08/09 00:00:00.000,1210,2,D,,27,7870,,,1000000000,100,10918,,QD,322413
-46.617033,-23.470023,D081600148,14767,,3500,,2016/08/13 00:00:00.000,2230,2,D,,20,8711,B,,11000000000000000,100,14767,,CO,322414
-46.600233,-23.486188,D081600149,16150,,40,,2016/08/13 00:00:00.000,2140,2,D,,39,8507,,,20000000000000000,100,16150,,CO,322415
-46.688335,-23.575397,D081600150,6897,,2070,,2016/08/09 00:00:00.000,1105,2,D,,15,3436,,,20100000000000000,100,6897,,CO,322416
-46.496586,-23.591009,D081600151,6648,,542,,2016/08/18 00:00:00.000,845,2,D,,69,7061,,,11000000000000000,200,6648,,CO,322417
-46.728921,-23.632713,D081600152,61245,,975,,2016/08/30 00:00:00.000,1820,4,D,,89,7075,,,10000000000000000,100,61245,,AT,322418
-46.449707,-23.506517,D081600153,21550,,522,,2016/08/31 00:00:00.000,800,2,D,,63,7746,,,10010000000000000,100,21550,,CO,322419
-46.569646,-23.4719,D081600154,17728,,1556,,2016/08/11 00:00:00.000,1428,2,D,,73,8770,,,10001000000000000,100,17728,,CO,322420
-46.467342,-23.499279,D081600155,13881,,7058,,2016/08/28 00:00:00.000,400,2,D,,63,7657,,,10000000000000000,200,13881,,CH,322421
-46.718102,-23.570312,D081600156,5309,,300,,2016/08/27 00:00:00.000,1540,2,D,,51,7623,B,,101000000000000,100,5309,,CO,322422
-46.568485,-23.545012,D081600157,18068,,700,,2016/08/22 00:00:00.000,1500,2,D,,30,6493,,,1000000000100000,100,18068,,CO,322423
-46.740621,-23.644098,D081600158,36081,,1,,2016/08/10 00:00:00.000,1832,2,D,,21,6798,,,1000000000000000,1,36081,,CH,322424
-46.427681,-23.523479,D081600159,60422,,,NC,2016/08/12 00:00:00.000,1830,2,D,,68,2880,,,1000000000000010,100,60422,,CO,322425
-46.685769,-23.468879,D081600160,17909,17801,,,2016/08/15 00:00:00.000,1700,2,D,,11,8851,,,20000000000000000,100,17801,17909,SI,322426
0,0,D081600161,98330,,18,,2016/08/28 00:00:00.000,2020,2,D,,50,8826,,,11000000000000000,100,98330,,CO,322427
-46.704049,-23.523635,D081600162,14698,,499,,2016/08/29 00:00:00.000,758,4,D,,7,3663,,,1000000000000000,100,14698,,AT,322428
-46.681018,-23.663671,D081600163,7917,,1035,,2016/08/05 00:00:00.000,1059,2,D,,99,2711,,,11000000000000000,200,7917,,CL,322429
-46.689458,-23.60145,D081600164,14780,12416,,,2016/08/18 00:00:00.000,2000,2,D,,96,7647,,,11000000000000000,100,12416,14780,CF,322430
-46.645747,-23.700907,D081600165,852,,3752,,2016/08/08 00:00:00.000,1249,4,D,,98,5919,,,10000000000000000,100,852,,AT,322431
-46.448798,-23.540474,D081600166,67786,46936,,,2016/08/20 00:00:00.000,1050,2,D,,32,7402,,,10000000000000000,100,46936,67786,CH,322432
-46.597912,-23.450992,D081600167,11250,,158,,2016/08/20 00:00:00.000,1130,2,D,,73,8787,,,11000000000000000,100,11250,,CO,322433
