x,y,id_acident,cadloga,cadlogb,alt_num,referencia,data,hora,cod_acid,fonte,viatura,dp,talao,sentido,pista,veiculos,vitimas,princ_a,princ_b,tipo_acide,mi_prinx
-46.47553,-23.558006,D041600175,13294,,2763,,2016/04/07 00:00:00.000,1830,2,D,,53,2542,,,1000000000000,100,13294,,QB,316706
-46.653452,-23.502639,D041600176,4533,15250,,,2016/04/17 00:00:00.000,1610,2,D,,13,3669,,,11000000000000000,100,4533,15250,CO,316707
-46.683064,-23.624989,D041600177,10918,,2329,,2016/04/01 00:00:00.000,1730,4,D,,27,2966,,,1000000000000000,100,10918,,AT,316708
-46.699321,-23.611985,D041600178,49842,,,"JEAN PELTIER,0",2016/04/28 00:00:00.000,1902,2,D,,96,3896,B,,12000000000000000,100,49872,,CO,316709
-46.773133,-23.633806,D041600179,34682,,3100,,2016/04/17 00:00:00.000,2245,2,D,,37,3210,B,,11010000000000000,100,34682,,CO,316710
-46.641124,-23.633127,D041600180,5859,,849,,2016/04/08 00:00:00.000,1011,2,D,,35,1587,,,11000000000000000,100,5859,,CO,316711
-46.660838,-23.688304,D041600181,73153,,63,,2016/04/11 00:00:00.000,2140,2,D,,80,2969,,,1000000000000000,100,73153,,CH,316712
-46.760236,-23.406955,D041600182,18262,,600,,2016/04/01 00:00:00.000,1300,2,D,,46,1206,C,,1000000000100000,100,18262,,CL,316713
-46.535481,-23.522933,D041600183,954,,973,,2016/04/21 00:00:00.000,700,4,D,,10,3578,,,100000,100,954,,AT,316714
-46.651589,-23.600481,D041600184,17478,,,"ONZE DE JUNHO,1",2016/04/25 00:00:00.000,1418,2,D,,16,4337,,,11000000000000000,100,17478,,CT,316715
-46.673217,-23.595002,D041600185,999,,1230,,2016/04/18 00:00:00.000,615,4,D,,96,1282,,,1000000000000000,100,999,,AT,316716
-46.633031,-23.551992,D041600186,10376,,10,,2016/04/21 00:00:00.000,409,4,D,,1,2958,,,1000000000000000,100,10376,,AT,316717
-46.625919,-23.532186,D041600187,10693,4146,,,2016/04/04 00:00:00.000,1200,2,D,,12,1703,,,10100000000000000,200,4146,10693,CO,316718
-46.768599,-23.655337,D041600188,17566,,322,,2016/04/16 00:00:00.000,1922,2,D,,37,3178,,,100000,1,17566,,CH,316719
-46.56365,-23.533157,D041600189,4736,,5000,,2016/04/18 00:00:00.000,1928,2,D,,52,3497,B,,2000000000000000,100,4736,,CL,316720
-46.623808,-23.504066,D041600190,5741,,261,,2016/04/29 00:00:00.000,1253,2,D,,9,1804,B,,20000000000000000,100,5741,,CT,316721
-46.475342,-23.502002,D041600191,15467,,400,,2016/04/11 00:00:00.000,800,4,D,,62,1238,,,1000000000000000,100,15467,,AT,316722
-46.542699,-23.574522,D041600192,43408,,30,,2016/04/20 00:00:00.000,733,4,D,,30,1337,,,10000000000000000,100,43408,,AT,316723
-46.747874,-23.487463,D041600193,14350,,2483,,2016/04/21 00:00:00.000,2104,2,D,,33,2454,,,11000000000000000,100,14350,,CO,316724
-46.653838,-23.462247,D041600194,13374,,277,,2016/04/02 00:00:00.000,2340,2,D,,38,2489,,,1000000000000000,200,13374,,CH,316725
-46.761061,-23.5694,D041600195,30256,,1380,,2016/04/22 00:00:00.000,1300,2,D,,51,1142,,,10001000000000000,100,30256,,CO,316726
-46.660991,-23.512413,D041600196,4534,,526,,2016/04/08 00:00:00.000,1300,4,D,,13,3351,,,10000000000000000,100,4534,,AT,316727
-46.520528,-23.559296,D041600197,17135,,129,,2016/04/05 00:00:00.000,635,2,D,,58,1681,,,1000000000100000,200,17135,,CO,316728
-46.57807,-23.468931,D041600198,12307,,746,,2016/04/24 00:00:00.000,1740,4,D,,73,7230,,,1000000000000000,100,12307,,AT,316729
-46.690808,-23.729634,D041600199,25020,,180,,2016/04/25 00:00:00.000,1600,4,D,,101,5706,,,10,100,25020,,AT,316730
-46.603839,-23.47986,D041600200,21310,,151,,2016/04/18 00:00:00.000,1210,4,D,,39,1386,,,1000000000000000,100,21310,,AT,316731
-46.591678,-23.503449,D041600201,475,,1370,,2016/04/30 00:00:00.000,1952,4,D,,19,4731,,,10000000000000000,100,475,,AT,316732
-46.462182,-23.550519,D041600202,3933,,10,,2016/04/25 00:00:00.000,1100,4,D,,32,2849,,,100000000000000,100,3933,,AT,316733
-46.694225,-23.708206,D041600203,60019,,127,,2016/04/27 00:00:00.000,2030,4,D,,48,4423,,,1000000000000000,200,60019,,AT,316734
-46.546846,-23.519835,D041600204,3145,,974,,2016/04/05 00:00:00.000,2022,4,D,,10,3121,,,100000000000000,100,3145,,AT,316735
-46.617364,-23.536724,D041600205,13967,11349,,,2016/04/06 00:00:00.000,1600,4,D,,12,1762,,,10000000000000000,200,11349,13967,AT,316736
-46.714057,-23.756707,D041600206,15507,,7000,,2016/04/25 00:00:00.000,1115,2,D,,85,3869,C,,1110000000000000,100,15507,,CL,316737
-46.723612,-23.586223,D041600207,7500,,1258,,2016/04/07 00:00:00.000,925,2,D,,34,994,,,11000000000000000,100,7500,,SI,316738
-46.446842,-23.491403,D041600208,6266,13881,,,2016/04/19 00:00:00.000,630,2,D,,22,1298,,,20000000000000000,100,6266,13881,CO,316739
-46.488015,-23.507502,D041600209,13881,,4710,,2016/04/17 00:00:00.000,915,2,D,,62,3732,,,11000000000000000,100,13881,,CO,316740
-46.722318,-23.595469,D041600210,7891,7676,,,2016/04/18 00:00:00.000,1005,2,D,,34,1048,,,11000000000000000,100,7676,7891,CO,316741
-46.636289,-23.669078,D041600211,60521,60063,,,2016/04/23 00:00:00.000,2110,2,D,,97,2693,,,20000000000000000,200,60063,60521,CF,316742
-46.70253,-23.507534,D041600212,15188,,5328,,2016/04/12 00:00:00.000,1545,2,D,,28,3551,,,11000000000000000,100,29772,,CO,316743
-46.591542,-23.515393,D041600213,3830,18137,,,2016/04/20 00:00:00.000,1700,2,D,,19,1241,,,20000000000000000,100,3830,18137,CO,316744
-46.563083,-23.606268,D041600214,1478,,154,,2016/04/14 00:00:00.000,2140,2,D,,42,2176,,,11000000000000000,100,1478,,CL,316745
-46.675344,-23.609311,D041600215,13310,,49,,2016/04/07 00:00:00.000,620,2,D,,27,3173,,,11000000000000000,100,13310,,CT,316746
-46.596872,-23.498373,D041600216,5204,,1800,,2016/04/01 00:00:00.000,1730,2,D,,9,1220,B,,11000000000000000,100,5204,,CO,316747
-46.771032,-23.686884,D041600217,12403,,4597,,2016/04/13 00:00:00.000,1810,2,D,,92,3537,,,101000000000000,100,12403,,CO,316748
-46.638709,-23.549515,D041600218,19764,,,NC,2016/04/13 00:00:00.000,2317,2,D,,3,3388,,,10000000000000000,100,19764,,CH,316749
-46.628729,-23.607777,D041600219,9424,8523,,,2016/04/13 00:00:00.000,2030,4,D,,16,3889,,,1000000000000000,100,8523,9424,AT,316750
-46.511049,-23.511518,D041600220,13881,,2097,,2016/04/18 00:00:00.000,2000,4,D,,24,3757,,,10000000000000000,100,13881,,AT,316751
-46.662385,-23.650612,D041600221,449,,1831,,2016/04/08 00:00:00.000,1802,2,D,,35,3703,,,1000000000100000,100,449,,CO,316752
-46.652982,-23.510788,D041600222,3637,12863,,,2016/04/12 00:00:00.000,1642,2,D,,13,3691,,,1000000000000000,100,3637,12863,CH,316753
-46.730291,-23.586088,D041600223,16337,,2305,,2016/04/12 00:00:00.000,1040,2,D,,34,1074,,,1000000000000010,100,16337,,SI,316754
-46.667088,-23.618417,D041600224,16356,20036,,,2016/04/05 00:00:00.000,1830,2,D,,27,3095,,,11000000000000000,100,16356,20036,CO,316755
-46.752215,-23.653409,D041600225,6258,,892,,2016/04/08 00:00:00.000,1130,2,D,,92,1827,,,1000000000000000,100,6258,,QM,316756
-46.721492,-23.531267,D041600226,15576,,250,,2016/04/19 00:00:00.000,1940,2,D,,91,2625,,,11000000000000000,100,15576,,CL,316757
-46.66707,-23.639906,D041600227,4596,,517,,2016/04/07 00:00:00.000,903,4,D,,27,3150,,,1000000000000000,100,4596,,AT,316758
-46.587771,-23.573066,D041600228,11265,,774,,2016/04/18 00:00:00.000,1640,2,D,,18,639,,,11000000000000000,100,11265,,CO,316759
-46.548969,-23.533534,D041600229,36081,,537,,2016/04/09 00:00:00.000,500,2,D,,21,3223,,,20000000000000000,201,36081,,CO,316760
-46.71795,-23.830648,D041600230,35898,,731,,2016/04/20 00:00:00.000,1625,4,D,,25,1304,,,1000000000000000,200,35898,,AT,316761
-46.670575,-23.532662,D041600231,9548,,770,,2016/04/14 00:00:00.000,517,2,D,,23,1620,,,10000000000000000,100,9548,,CP,316762
-46.681948,-23.451658,D041600232,15843,,262,,2016/04/24 00:00:00.000,510,2,D,,72,3072,,,11000000000000000,200,15843,,CF,316763
-46.463219,-23.509152,D041600233,5930,,206,,2016/04/24 00:00:00.000,2000,4,D,,63,4157,,,1000000000000000,100,5930,,AT,316764
-46.622528,-23.511648,D041600234,4219,,150,,2016/04/22 00:00:00.000,940,2,D,,9,1707,,,11000000000000000,200,4219,,CT,316765
-46.39889,-23.547541,D041600235,5408,,1117,,2016/04/14 00:00:00.000,1800,4,D,,68,1248,,,10000000000000000,100,5408,,AT,316766
-46.658275,-23.651302,D041600236,4596,,2005,,2016/04/01 00:00:00.000,1102,2,D,,35,1971,,,11000000000000000,100,4596,,CO,316767
-46.753544,-23.588863,D041600237,76126,,244,,2016/04/22 00:00:00.000,1000,4,D,,75,3406,,,10000000000000000,100,76126,,AT,316768
-46.551866,-23.558204,D041600238,5630,,327,,2016/04/18 00:00:00.000,1230,2,D,,30,942,B,,11000000000000000,100,5630,,CF,316769
-46.66932,-23.476406,D041600239,4015,,602,,2016/04/21 00:00:00.000,2048,2,D,,38,1845,,,11000000000000000,100,4015,,CO,316770
-46.627531,-23.616505,D041600240,66,,1840,,2016/04/28 00:00:00.000,730,2,D,,16,3059,B,,11000000000000000,100,66,,CT,316771
-46.708862,-23.712085,D041600241,2483,,5335,,2016/04/15 00:00:00.000,2300,2,D,,102,1260,B,,11000000000000000,100,2483,,CO,316772
-46.706747,-23.657227,D041600242,18539,3613,,,2016/04/08 00:00:00.000,530,2,D,,11,3751,,,10100000000000000,100,3613,18539,CO,316773
-46.411809,-23.493021,D041600243,64141,73928,,,2016/04/19 00:00:00.000,1600,2,D,,59,1110,,,11000000000000000,100,64141,73928,CO,316774
-46.447393,-23.630497,D041600244,68384,,95,,2016/04/27 00:00:00.000,1115,4,D,,55,1187,,,10000000000000000,200,68384,,AT,316775
-46.761641,-23.71945,D041600245,72577,,30,,2016/04/11 00:00:00.000,350,4,D,,100,1325,,,1000000000000000,100,72577,,AT,316776
-46.493348,-23.498755,D041600246,27202,,39,,2016/04/24 00:00:00.000,2130,4,D,,62,3437,,,10000000000000000,100,27202,,AT,316777
-46.632117,-23.530315,D041600247,18993,,615,,2016/04/22 00:00:00.000,900,2,D,,2,2551,C,,11000000000000000,100,18993,,CO,316778
-46.675654,-23.45588,D041600248,16051,,2217,,2016/04/11 00:00:00.000,824,2,D,,72,2704,,,1000000000100000,100,16051,,CT,316779
-46.659355,-23.693051,D041600249,852,,1657,,2016/04/07 00:00:00.000,1230,2,D,,98,3285,C,,1000000000000000,100,852,,QM,316780
-46.629262,-23.676247,D041600250,2235,,7170,,2016/04/05 00:00:00.000,949,2,D,,97,630,,,2000000000000000,200,2235,,CO,316781
-46.459474,-23.5702,D041600251,36318,,1000,,2016/04/07 00:00:00.000,1735,4,D,,53,2375,,,1000000000000000,100,36318,,AT,316782
-46.752969,-23.483787,D041600252,11414,,788,,2016/04/22 00:00:00.000,2301,2,D,,33,2476,,,20000000000000000,200,11414,,CF,316783
-46.715308,-23.759027,D041600253,15507,,2430,,2016/04/02 00:00:00.000,1945,2,D,,101,3574,B,,11000000000000000,100,15507,,CO,316784
-46.638899,-23.629351,D041600254,36098,,1000,,2016/04/14 00:00:00.000,2030,2,D,,35,3932,,,1010000000000000,1,36098,,CT,316785
-46.447308,-23.529819,D041600255,5745,26665,,,2016/04/27 00:00:00.000,833,2,D,,32,1856,,,10010000000000000,100,5745,26665,CO,316786
-46.560811,-23.564659,D041600256,33855,4809,,,2016/04/15 00:00:00.000,1610,2,D,,29,732,,,20000000000000000,100,4809,33855,CO,316787
-46.632073,-23.514536,D041600257,27187,,327,,2016/04/05 00:00:00.000,823,2,D,,13,3249,,,11000000000000000,100,27187,,CO,316788
-46.703658,-23.660664,D041600258,19931,,,"TAMOIOS,10",2016/04/29 00:00:00.000,1840,2,D,,27,2049,,,1000000000000000,100,19931,,QM,316789
-46.602791,-23.462414,D041600259,18151,12716,,,2016/04/20 00:00:00.000,45,2,D,,20,4331,B,,11000000000000000,100,12716,18151,SI,316790
-46.407406,-23.538463,D041600260,11543,,100,,2016/04/28 00:00:00.000,700,2,D,,68,1365,,,11000000000000000,100,11543,,CF,316791
-46.649002,-23.548294,D041600261,3874,,32,,2016/04/26 00:00:00.000,2314,2,D,,4,3712,,,11000000000000000,100,3874,,CO,316792
-46.782053,-23.682934,D041600262,18491,,4,,2016/04/24 00:00:00.000,939,4,D,,47,3883,,,10000000000000000,100,18491,,AT,316793
-46.78788,-23.424302,D041600263,1429,,25000,,2016/04/14 00:00:00.000,100,2,D,,46,2287,,,30000000000000000,600,1429,,CO,316794
-46.422332,-23.498659,D041600264,7527,,10,,2016/04/16 00:00:00.000,600,2,D,,22,3501,,,10000000000000000,100,7527,,CH,316795
-46.640891,-23.568008,D041600265,19764,,57,,2016/04/20 00:00:00.000,1910,2,D,,3,1726,,,11000000000000000,100,19764,,CT,316796
-46.739353,-23.674232,D041600266,12080,,407,,2016/04/09 00:00:00.000,1924,2,D,,92,3373,,,1000000000000000,200,12080,,QM,316797
-46.647496,-23.553456,D041600267,1521,,1000,,2016/04/23 00:00:00.000,1500,2,D,,5,1470,,,1000000000000000,100,1521,,QM,316798
-46.587782,-23.585525,D041600268,24338,,,PX R BONO,2016/04/21 00:00:00.000,2000,2,D,,70,1523,,,1000000000000010,100,24338,,CL,316799
-46.436448,-23.495769,D041600269,15996,,78,,2016/04/10 00:00:00.000,1945,2,D,,22,3332,,,21000000000000000,100,15996,,CO,316800
-46.624843,-23.534112,D041600270,6642,,2023,,2016/04/28 00:00:00.000,740,2,D,,12,2135,,,13000000000000000,100,6642,,CO,316801
-46.490864,-23.593603,D041600271,63103,,10,,2016/04/15 00:00:00.000,2208,2,D,,69,3750,,,11000000000000000,200,63103,,CL,316802
-46.688614,-23.569699,D041600272,42654,,,TUNEL DA REBOUA,2016/04/15 00:00:00.000,1840,2,D,,14,3340,B,,1000000000000000,200,42654,,QM,316803
-46.768348,-23.658862,D041600273,46544,,4250,,2016/04/27 00:00:00.000,920,2,D,,37,2187,,,1000000000000000,100,46544,,QM,316804
-46.752356,-23.576344,D041600274,21656,,276,,2016/04/20 00:00:00.000,1745,2,D,,51,3494,,,1000000000100000,100,21656,,CL,316805
-46.727559,-23.433656,D041600275,18594,,3057,,2016/04/14 00:00:00.000,2012,4,D,,74,2782,,,10000000000000000,100,18594,,AT,316806
-46.660028,-23.612455,D041600276,9309,19251,,,2016/04/13 00:00:00.000,2219,2,D,,27,3387,,,100000,100,9309,19251,CP,316807
-46.691836,-23.494262,D041600277,29027,,10,,2016/04/02 00:00:00.000,2233,4,D,,28,3173,,,10000000000000000,100,29027,,AT,316808
-46.615664,-23.457838,D041600278,5225,,49,,2016/04/06 00:00:00.000,900,4,D,,20,3766,,,10000000000000000,100,5225,,AT,316809
-46.65228,-23.695341,D041600279,852,,2409,,2016/04/07 00:00:00.000,2259,2,D,,98,3321,B,,11000000000000000,200,852,,CT,316810
-46.691374,-23.5955,D041600280,19100,,,NC,2016/04/25 00:00:00.000,1330,2,D,,96,1892,,,11000000000000000,100,19100,,CL,316811
-46.631435,-23.5941,D041600281,18475,,518,,2016/04/17 00:00:00.000,1338,4,D,,16,4028,,,10000000000000000,100,18475,,AT,316812
-46.638885,-23.549303,D041600282,19764,,15000,,2016/04/28 00:00:00.000,1900,2,D,,36,3894,,,30000000000000000,100,19764,,CO,316813
-46.70453,-23.715745,D041600283,2483,,5947,,2016/04/28 00:00:00.000,10,2,D,,102,3956,,,10000000000000000,1,2483,,CH,316814
-46.680912,-23.616964,D041600284,999,7237,,,2016/04/15 00:00:00.000,1932,2,D,,15,3457,,,11000000000000000,100,999,6191,SI,316815
-46.64892,-23.525807,D041600285,32551,,1,,2016/04/28 00:00:00.000,1157,2,D,,77,1870,,,11000000000000000,100,32551,,SI,316816
-46.601638,-23.524515,D041600286,2421,,,PX ANHEMBI,2016/04/20 00:00:00.000,1920,2,D,,13,3795,,,11000000000000000,100,29772,,CO,316817
-46.460375,-23.540192,D041600287,22555,,720,,2016/04/20 00:00:00.000,639,2,D,,65,1950,,,2000000000000000,100,22555,,CO,316818
-46.636366,-23.542138,D041600288,17633,,,NC,2016/04/08 00:00:00.000,1310,2,D,,3,176,,,1000000000000000,100,17633,,OU,316819
-46.687338,-23.865823,D041600289,37964,,4800,,2016/04/02 00:00:00.000,1818,2,D,,25,4102,B,,11000000000000000,100,37964,,CO,316820
-46.699196,-23.728429,D041600290,15507,,3104,,2016/04/27 00:00:00.000,700,2,D,,101,1375,,,2000000000000000,300,15507,,CO,316821
-46.630773,-23.468853,D041600291,9170,,1129,,2016/04/17 00:00:00.000,1730,2,D,,38,2871,,,11000000000000000,100,9170,,CL,316822
-46.740838,-23.592887,D041600292,16340,,3885,,2016/04/27 00:00:00.000,2011,2,D,,34,3509,,,10001000000000000,100,16340,,CT,316823
-46.57222,-23.583199,D041600293,24338,,2230,,2016/04/14 00:00:00.000,217,2,D,,56,2159,,,10000000000000000,100,24338,,CH,316824
-46.559073,-23.593758,D041600294,75405,,308,,2016/04/02 00:00:00.000,2100,2,D,,42,2313,,,1000000000000000,100,75405,,QM,316825
-46.68203,-23.587147,D041600295,6897,8838,,,2016/04/19 00:00:00.000,1705,4,D,,15,1704,,,10000000000000000,100,6897,8838,AT,316826
-46.659172,-23.662115,D041600296,7609,,64,,2016/04/10 00:00:00.000,1350,2,D,,35,3774,,,1000000000000000,100,7609,,QM,316827
-46.663257,-23.555812,D041600297,33448,,,Px Av Solidarie,2016/04/08 00:00:00.000,645,4,D,,46,2306,,,1000000000000000,100,33448,,AT,316828
-46.653489,-23.536535,D041600298,1356,,439,,2016/04/25 00:00:00.000,1255,4,D,,77,1482,B,,10000000000000000,100,1356,,AT,316829
-46.653969,-23.65728,D041600299,4596,,2870,,2016/04/18 00:00:00.000,1359,4,D,,35,1791,,,10000000000000000,100,4596,,AT,316830
-46.579084,-23.531144,D041600300,19328,,822,,2016/04/08 00:00:00.000,1310,2,D,,52,728,,,100000000000000,100,19328,,QF,316831
-46.688247,-23.569446,D041600301,16919,,2984,,2016/04/19 00:00:00.000,2220,2,D,,14,3466,B,,10001000000000000,100,16919,,CT,316832
-46.646824,-23.602286,D041600302,11675,,895,,2016/04/28 00:00:00.000,1550,4,D,,16,4449,,,1000000000000000,100,11675,,AT,316833
-46.679501,-23.532831,D041600303,3876,2900,,,2016/04/16 00:00:00.000,2109,2,D,,23,2171,,,11000000000000000,100,2900,3876,CO,316834
-46.732686,-23.543824,D041600305,16726,,1600,,2016/04/01 00:00:00.000,1130,2,D,,91,2005,,,100000000000000,100,16726,,QD,316835
-46.718882,-23.73343,D041600306,15496,,200,,2016/04/23 00:00:00.000,1820,2,D,,101,3797,,,11000000000000000,100,15496,,CO,316836
-46.638891,-23.549289,D041600307,19764,,18000,,2016/04/15 00:00:00.000,2200,2,D,,36,984,,,11000000000000000,100,19764,,CO,316837
-46.574811,-23.474293,D041600308,17728,,960,,2016/04/01 00:00:00.000,2100,2,D,,73,1301,B,,11000000000000000,100,17728,,CT,316838
-46.679607,-23.660849,D041600309,9220,,840,,2016/04/10 00:00:00.000,2045,2,D,,99,3854,C,,11000000000000000,100,9220,,CT,316839
-46.630893,-23.559539,D041600310,8029,18618,,,2016/04/24 00:00:00.000,1330,2,D,,1,3060,,,11000000000000000,100,3699,11649,CO,316840
-46.567375,-23.497731,D041600311,15136,,10,,2016/04/09 00:00:00.000,1520,2,D,,19,3922,,,11000000000000000,100,15136,,CO,316841
-46.551151,-23.570489,D041600312,43408,,3070,,2016/04/30 00:00:00.000,115,2,D,,29,2457,C,,1000000000000000,100,43408,,CH,316842
-46.712249,-23.666452,D041600313,2483,,,PX R DOS INOCEN,2016/04/20 00:00:00.000,1845,2,D,,102,1414,B,,1010000000000000,100,2483,,CO,316843
-46.735396,-23.589939,D041600314,16337,,3055,,2016/04/26 00:00:00.000,824,2,D,,34,1157,,,100000000000000,100,16337,,QD,316844
-46.552296,-23.535534,D041600315,7645,16251,,,2016/04/09 00:00:00.000,126,4,D,,30,1685,C,,1000000000000000,2,7645,16251,AT,316845
-46.472296,-23.592459,D041600316,2181,,12200,,2016/04/21 00:00:00.000,10,2,D,,53,2766,,,10000000000000000,100,2181,,CT,316846
-46.447464,-23.515868,D041600317,15439,,400,,2016/04/17 00:00:00.000,1640,2,D,,64,3218,,,11000000000000000,200,15439,,CO,316847
-46.638547,-23.541348,D041600318,9276,,984,,2016/04/29 00:00:00.000,742,4,D,,3,2148,,,1000000000000000,100,9276,,AT,316848
-46.579817,-23.558306,D041600319,16355,,,NC,2016/04/19 00:00:00.000,2030,4,D,,57,2927,,,10000000000000000,100,16355,,AT,316849
-46.663721,-23.605273,D041600320,8944,9899,,,2016/04/27 00:00:00.000,515,2,D,,36,3934,C,,11000000000000000,100,8944,12465,CV,316850
-46.694038,-23.567496,D041600321,18813,,2775,,2016/04/12 00:00:00.000,930,2,D,,14,1562,,,1100000000000000,200,18813,,CO,316851
-46.555819,-23.595845,D041600322,5425,9034,,,2016/04/01 00:00:00.000,1400,2,D,,42,1880,,,100000000000000,100,5425,9034,QD,316852
-46.715243,-23.49613,D041600323,30458,,200,,2016/04/02 00:00:00.000,1120,2,D,,45,2472,,,11000000000000000,100,30458,,CL,316853
-46.759555,-23.649602,D041600324,46544,,3100,,2016/04/10 00:00:00.000,450,2,D,,37,2981,,,1000000000000000,200,46544,,QM,316854
-46.677967,-23.666401,D041600325,9220,,1500,,2016/04/10 00:00:00.000,2330,2,D,,99,3457,,,11000000000000000,100,9220,,CV,316855
-46.637216,-23.553993,D041600326,19764,,700,,2016/04/19 00:00:00.000,815,2,D,,5,1482,,,11000000000000000,200,19764,,CO,316856
-46.621007,-23.53762,D041600327,15053,,56,,2016/04/28 00:00:00.000,1751,4,D,,12,2149,,,10000000000000000,100,15053,,AT,316857
-46.661754,-23.674735,D041600328,20048,,1937,,2016/04/30 00:00:00.000,710,2,D,,80,1725,,,2000000000000000,100,20048,,CO,316858
-46.634922,-23.55503,D041600329,7733,6708,,,2016/04/05 00:00:00.000,1000,4,D,,1,2178,,,10000000000000000,100,7733,11820,AT,316859
-46.526018,-23.555401,D041600330,5817,,321,,2016/04/25 00:00:00.000,1745,2,D,,31,3953,,,10000000000200000,100,5817,,CO,316860
-46.689915,-23.661958,D041600331,12039,,248,,2016/04/01 00:00:00.000,1830,2,D,,99,3514,,,1000000000000000,100,12039,,QM,316861
-46.685635,-23.753355,D041600332,3509,,3098,,2016/04/24 00:00:00.000,841,2,D,,101,3819,,,10000000000000000,1,3509,,CH,316862
-46.743334,-23.576482,D041600333,15185,,108,,2016/04/23 00:00:00.000,1246,4,D,,93,2312,,,10000000000000000,100,15185,,AT,316863
-46.505865,-23.594712,D041600334,59174,,100,,2016/04/08 00:00:00.000,1600,2,D,,69,4043,,,11000000000000000,100,59174,,CO,316864
-46.418254,-23.523604,D041600335,11542,,5263,,2016/04/14 00:00:00.000,1629,4,D,,68,1786,,,1000000000000000,200,11542,,AT,316865
-46.462784,-23.54224,D041600336,62902,,100,,2016/04/06 00:00:00.000,1348,4,D,,65,909,,,100000000,100,62902,,AT,316866
-46.747257,-23.495203,D041600337,22058,,700,,2016/04/10 00:00:00.000,2320,2,D,,33,2378,,,1000000000000000,100,22058,,QM,316867
-46.445117,-23.524714,D041600338,9806,,3185,,2016/04/15 00:00:00.000,845,4,D,,63,3486,,,10000000000000000,100,9806,,AT,316868
-46.434618,-23.560603,D041600339,36393,,,NC,2016/04/29 00:00:00.000,800,2,D,,103,3068,,,1000000000000000,100,36393,,QM,316869
-46.76316,-23.647858,D041600340,34682,,1000,,2016/04/03 00:00:00.000,400,2,D,,37,2767,,,10000000000000000,100,34682,,CH,316870
-46.5476,-23.586102,D041600341,24338,,5000,,2016/04/20 00:00:00.000,1826,2,D,,42,2274,,,11000000000000000,100,24338,,CO,316871
-46.696463,-23.52563,D041600342,5318,18480,,,2016/04/11 00:00:00.000,2320,2,D,,7,1549,,,11000000000000000,100,5318,18480,CO,316872
-46.411746,-23.577897,D041600343,26565,,410,,2016/04/20 00:00:00.000,640,2,D,,54,2140,,,1000000000000000,100,26565,,AA,316873
-46.723287,-23.579423,D041600344,3196,,1,,2016/04/07 00:00:00.000,1428,2,D,,51,988,,,11000000000000000,100,3196,,CO,316874
-46.500664,-23.532145,D041600345,12156,,,NC,2016/04/26 00:00:00.000,1700,2,D,,65,2495,,,1000000000000010,100,12156,,CT,316875
-46.698056,-23.719593,D041600346,15507,,2089,,2016/04/29 00:00:00.000,1115,2,D,,48,1413,,,1000000000100000,100,15507,,CO,316876
-46.725028,-23.604366,D041600347,8000,,2705,,2016/04/27 00:00:00.000,2048,2,D,,34,1368,C,,1000000000000000,100,8000,,CH,316877
-46.628433,-23.514699,D041600348,21876,,50,,2016/04/13 00:00:00.000,540,2,D,,13,3502,,,1000000000100000,100,21876,,SI,316878
-46.667319,-23.555303,D041600349,2271,,264,,2016/04/16 00:00:00.000,1500,2,D,,23,3961,,,10001000000000000,100,2271,,CO,316879
-46.647527,-23.651174,D041600350,7882,,1661,,2016/04/25 00:00:00.000,840,2,D,,35,1863,,,13000000000000000,300,7882,,CO,316880
-46.698059,-23.487424,D041600351,6361,,647,,2016/04/13 00:00:00.000,1800,2,D,,28,1138,,,1000000000000000,100,6361,,QM,316881
-46.758428,-23.659463,D041600352,4754,65892,,,2016/04/25 00:00:00.000,1800,2,D,,92,1514,,,11000000000000000,100,4754,65892,CL,316882
-46.403629,-23.552942,D041600353,16494,,,NC,2016/04/21 00:00:00.000,1900,4,D,,44,2589,,,100,100,16494,,AT,316883
-46.703908,-23.573796,D041600354,11905,,,Px Tunel,2016/04/20 00:00:00.000,1200,2,D,,34,1904,,,11000000000000000,100,11905,,CO,316884
-46.640747,-23.557226,D041600355,12165,,826,,2016/04/30 00:00:00.000,1610,2,D,,5,3829,,,10001000000000000,100,12165,,CO,316885
-46.655341,-23.525706,D041600356,1077,,100,,2016/04/06 00:00:00.000,1833,2,D,,23,1982,B,,200000,200,1077,,CO,316886
-46.685944,-23.662768,D041600357,69389,,,PX R SGTO JOSE,2016/04/16 00:00:00.000,1118,2,D,,99,4066,,,11000000000100000,100,69389,,CO,316887
-46.639093,-23.467517,D041600358,27989,,17,,2016/04/27 00:00:00.000,1315,4,D,,38,1875,,,10000000000000000,100,27989,,AT,316888
-46.480931,-23.572048,D041600359,13294,,779,,2016/04/06 00:00:00.000,0,2,D,,53,2856,,,10000000000000100,100,13294,,CO,316889
-46.597725,-23.446259,D041600360,18151,,4460,,2016/04/28 00:00:00.000,613,2,D,,20,4632,,,10000000020000000,100,18151,,CO,316890
-46.782073,-23.684523,D041600361,74160,,844,,2016/04/21 00:00:00.000,2310,2,D,,47,4246,B,,11000000000000000,200,74160,,CO,316891
-46.512335,-23.611351,D041600362,21485,,580,,2016/04/09 00:00:00.000,1452,2,D,,70,3086,,,11000000000000000,100,21485,,CO,316892
-46.684236,-23.752954,D041600363,3509,,3333,,2016/04/15 00:00:00.000,31,2,D,,101,3513,,,10000000000000000,100,3509,,CH,316893
