id_acidente	id_veiculo	tipo_veiculo	placa	sexo_condutor	idade_condutor	categoria_habilitacao	usa_cinto_seguranca	estado_alcoolizacao	escolaridade
D011000156	01	AU	HFG8932	M	35	SI	X	BR	6
D011000156	02	MO	DZP6692	M	25	SI	X	BR	5
D011000157	01	MO	DYU8359	M	21	SI	X	BR	6
D011000158	01	MO	DZO4042	M	32	SI	X	BR	5
D011000158	02	AU	ANU2698	M	29	SI	X	BR	8
D011000159	01	AU	DNA1938	M	22	SI	X	BR	6
D011000159	02	OU	ECT8922	M	37	SI	X	BR	5
D011000160	01	MO	DOE1595	M	29	SI	X	BR	5
D011000160	02	AU	EJI0165	M	22	SI	X	BR	5
D011000161	01	MO	       	M	26	SI	X	BR	5
D011000162	01	SI	       	X	SI	SI	X	BR	8
D011000163	01	AU	DWQ5085	F	59	SI	X	BR	7
D011000163	02	AU	EML6102	F	74	SI	X	BR	7
D011000164	01	AU	DHR4868	F	46	SI	X	BR	5
D011000164	02	AU	CMD4309	M	53	SI	X	BR	3
D011000165	01	MO	ECA0414	M	41	SI	X	BR	3
D011000166	01	MO	EJO9747	M	SI	SI	X	BR	3
D011000166	02	AU	DTA5027	M	56	SI	X	BR	7
D011000167	01	MO	LRV2678	M	23	SI	X	BR	3
D011000168	01	MO	BYZ1852	M	28	SI	X	BR	5
D011000168	02	AU	DLC1118	M	49	SI	X	BR	3
D011000169	01	CA	BWB1342	M	48	IN	X	BR	3
D011000170	01	AU	BHG1630	M	39	IN	X	BR	3
D011000171	01	MO	DRV7438	M	29	SI	X	BR	5
D011000171	02	CA	BYD9290	M	29	SI	X	BR	2
D011000172	01	MO	DYW5688	M	34	SI	X	BR	3
D011000172	02	AU	DUI7885	F	52	SI	X	BR	8
D011000173	01	AU	DDW6592	M	21	SI	X	BR	4
D011000173	02	AU	BLB4518	M	49	SI	X	BR	5
D011000174	01	MO	DWV9155	M	24	SI	X	BR	3
D011000174	02	AU	DQO2900	M	49	SI	X	BR	3
D011000175	01	AU	DUB2771	M	24	SI	X	BR	6
D011000175	02	AU	CKI5830	M	35	SI	X	BR	3
D011000176	01	OU	CDL7739	M	44	HA	X	BR	4
D011000177	01	OU	DTA4206	M	46	HA	X	BR	3
D011000178	01	MO	DHA5988	M	33	SI	X	BR	5
D011000178	02	MO	       	X	SI	SI	X	BR	8
D011000179	01	MO	ECS5257	M	30	SI	X	BR	5
D011000179	02	SI	EVA0000	X	SI	SI	X	BR	8
D011000180	01	MO	EJN9102	M	35	SI	X	BR	5
D011000180	02	BI	       	M	34	NE	X	BR	3
D011000181	01	MO	EVA0000	X	SI	SI	X	BR	8
D011000181	02	MO	DRW9100	M	36	SI	X	BR	7
D011000181	03	AU	DYH2907	F	27	SI	X	BR	5
D011000182	01	OU	       	X	SI	HA	X	BR	8
D011000183	01	AU	HZY8360	M	SI	SI	X	BR	8
D011000183	02	AU	DDY7738	F	31	SI	X	BR	7
D011000183	03	CM	CYB3518	X	SI	SI	X	BR	8
D011000184	01	CM	EEL1015	M	57	IN	X	BR	3
D011000185	01	AU	DOD4858	M	34	SI	X	BR	7
D011000185	02	AU	BGV3423	M	77	SI	X	BR	2
D011000185	03	AU	CJA5519	M	68	SI	X	BR	5
D011000186	01	BI	       	M	41	NE	X	BR	8
D011000187	01	AU	CKC5984	F	47	SI	X	BR	7
D011000187	02	MO	DJV3179	M	21	SI	X	BR	3
D011000188	01	CA	CLU7579	M	24	SI	X	BR	3
D011000188	02	MO	KNJ9561	M	27	SI	X	BR	5
D011000189	01	OU	DTB1429	M	44	HA	X	BR	8
D011000190	01	CM	CDV5075	M	37	SI	X	BR	6
D011000190	02	MO	DZP5939	M	26	SI	X	BR	3
D011000191	01	AU	CLW8162	M	20	SI	X	BR	5
D011000191	02	MO	DZP2979	M	35	SI	X	BR	8
D011000192	01	AU	CNN2908	M	20	SI	X	BR	5
D011000193	01	AU	DDB4071	F	32	SI	X	BR	6
D011000193	02	BI	       	M	54	NE	X	BR	8
D011000194	01	OU	DJC1636	M	39	HA	X	BR	3
D011000195	01	AU	BRB8517	M	31	SI	X	BR	7
D011000196	01	CA	CUD1060	M	40	SI	X	BR	3
D011000196	02	MO	DRW9584	M	29	SI	X	BR	5
D011000197	01	OU	CZZ0371	M	31	HA	X	BR	5
D011000197	02	CM	BZP7911	M	44	SI	X	BR	3
D011000198	01	OU	DJC1824	M	38	HA	X	BR	2
D011000198	02	AU	DPR4615	F	40	SI	X	BR	3
D011000199	01	MO	EHY8549	M	33	SI	X	BR	5
D011000199	02	AU	DEF1401	M	SI	SI	X	BR	8
D011000200	01	AU	DUR1082	M	49	HA	X	BR	4
D011000200	02	AU	DMW8111	M	18	HA	X	SA	5
D011000201	01	AU	DMS3234	M	38	SI	X	BR	8
D011000201	02	AU	DMB0316	M	27	SI	X	BR	3
D011000202	01	AU	DYE0399	M	44	SI	X	BR	5
D011000202	02	AU	CAF1556	M	39	SI	X	BR	2
D011000203	01	MO	DKK0063	M	32	SI	X	BR	5
D011000204	01	MO	DYV7722	M	39	SI	X	BR	7
D011000205	01	AU	DOS6062	M	65	SI	X	BR	8
D011000205	02	MO	DGT9626	F	24	SI	X	BR	8
D011000206	01	AU	DTA7138	M	40	SI	X	BR	4
D011000206	02	AU	DAS5301	F	29	SI	X	BR	3
D011000207	01	MO	ECV8533	M	38	HA	X	BR	7
D011000208	01	MO	KZQ6464	M	26	SI	X	BR	4
D011000209	01	AU	DZE3802	F	22	SI	X	BR	7
D011000210	01	SI	       	X	SI	SI	X	BR	8
D011000211	01	MO	DZS3163	M	30	SI	X	BR	4
D011000211	02	AU	DPL8627	F	40	SI	X	BR	3
D011000212	01	AU	DTA6228	M	37	SI	X	BR	5
D011000212	02	AU	EBX4130	M	SI	SI	X	BR	8
D011000213	01	MO	EGY6069	M	21	SI	X	BR	6
D011000214	01	MO	CQP2963	M	43	SI	X	BR	5
D011000215	01	AU	DRB1491	M	SI	SI	X	BR	8
D011000215	02	AU	DBQ3033	M	44	SI	X	BR	7
D011000216	01	CM	DSR2966	M	31	SI	X	BR	5
D011000217	01	AU	DMI6778	M	26	SI	X	BR	7
D011000217	02	MO	EJN6826	M	22	SI	X	BR	5
D011000218	01	CM	DUQ6792	F	55	SI	X	BR	7
D011000219	01	MO	DZQ7121	M	24	SI	X	BR	3
D011000219	02	AU	EMG5018	M	19	SI	X	BR	6
D011000221	01	AU	DIQ2720	F	29	SI	X	BR	5
D011000222	01	AU	EMC9058	M	41	SI	X	SA	7
D011000222	02	MO	DLH6480	M	21	SI	X	BR	3
D011000222	03	AU	EEP4724	F	37	SI	X	BR	5
D011000223	01	AU	DRH9439	M	30	IN	X	BR	7
D011000223	02	AU	ELP6859	M	28	SI	X	BR	5
D011000224	01	OU	DTB8644	M	44	HA	X	BR	5
D011000225	01	AU	EVA0000	X	SI	SI	X	BR	8
D011000226	01	OU	ECT1282	M	43	HA	X	BR	4
D011000227	01	AU	JPL9062	M	25	SI	X	BR	7
D011000227	02	AU	DEE0054	M	26	SI	X	BR	5
D011000228	01	AU	EJF6340	M	40	SI	X	BR	7
D011000229	01	AU	EEY0272	M	72	SI	X	BR	7
D011000229	02	MO	DZS8607	M	31	SI	X	BR	5
D011000230	01	AU	CUE4930	M	40	SI	X	BR	3
D011000230	02	MO	DZM9154	M	23	SI	X	BR	8
D011000231	01	OU	DTE1660	M	42	HA	X	BR	3
D011000232	01	OU	DTB1668	M	40	HA	X	BR	8
D011000233	01	AU	DHR4025	M	42	SI	X	BR	4
D011000233	02	MO	CDS7245	F	22	SI	X	BR	4
D011000234	01	AU	EFU7164	M	62	SI	X	BR	3
D011000234	02	AU	EIU9477	F	63	SI	X	BR	7
D011000234	03	MO	DUV9528	M	34	SI	X	BR	8
D011000235	01	AU	DYI8478	M	48	SI	X	BR	7
D011000235	02	MO	DLD0408	M	26	SI	X	BR	3
D011000236	01	CM	CFR6238	M	30	SI	X	BR	3
D011000236	02	AU	CFR6238	M	25	SI	X	BR	5
D011000237	01	AU	DVM6704	M	20	SI	X	BR	6
D011000237	02	MO	DRV5442	M	32	SI	X	BR	5
D011000238	01	CM	EVA0000	X	SI	SI	X	BR	8
D011000238	02	MO	EGY7814	M	24	IN	X	BR	5
D011000239	01	AU	DTB2840	X	SI	SI	X	BR	8
D011000239	02	MO	DUY9992	M	30	SI	X	BR	7
D011000240	01	AU	ELD0234	M	28	SI	X	BR	7
D011000240	02	MO	DGM4894	M	43	SI	X	BR	5
D011000241	01	OU	ECT7748	M	28	HA	X	BR	5
D011000242	01	CM	DWR0357	M	SI	SI	X	BR	8
D011000243	01	AU	DFM7190	M	63	SI	X	BR	8
D011000243	02	MO	DZP2016	M	19	SI	X	BR	8
D011000244	01	AU	CRN3314	M	54	SI	X	BR	5
D011000244	02	MO	EDU1620	M	41	SI	X	BR	7
D011000245	01	AU	DSR6354	M	78	SI	X	BR	7
D011000245	02	MO	EFN8612	M	24	SI	X	BR	5
D011000246	01	OU	EFW0491	M	51	HA	X	BR	3
D011000246	02	OU	DJB5876	M	33	HA	X	BR	2
D011000247	01	AU	ELB0481	M	20	SI	X	BR	5
D011000247	02	MO	DJK2601	M	41	SI	X	BR	5
D011000248	01	OU	DTB1705	M	42	HA	X	BR	3
D011000249	01	AU	CTR1200	M	SI	SI	X	BR	8
D011000250	01	AU	DRE1882	M	SI	SI	X	BR	8
D011000250	02	AU	EJG5436	M	41	SI	X	BR	7
D011000250	03	AU	DVR0382	M	SI	SI	X	BR	8
D011000251	01	AU	DLU3687	F	31	SI	X	SA	7
D011000251	02	AU	DYD2649	M	22	SI	X	BR	6
D011000252	01	MO	DOU5519	M	49	SI	X	BR	2
D011000253	01	AU	CFR8882	M	45	IN	X	SA	7
D011000254	01	AU	FCB0463	M	33	SI	X	BR	5
D011000254	02	AU	EJF1527	M	29	SI	X	BR	7
D011000255	01	AU	CLG3828	M	27	SI	X	BR	3
D011000255	02	MO	DUV9715	M	40	SI	X	BR	5
D011000256	01	AU	EEX7760	M	42	SI	X	BR	8
D011000256	02	AU	EBA9955	M	43	SI	X	BR	7
D011000257	01	CM	EME0050	M	38	SI	X	BR	4
D011000257	02	AU	DJL0607	M	33	SI	X	BR	5
D011000258	01	OU	       	M	SI	HA	X	BR	8
D011000259	01	ON	       	X	SI	SI	X	BR	8
D011000260	01	AU	AMH0196	M	56	SI	X	BR	7
D011000261	01	MO	CBT4910	M	47	SI	X	BR	7
D011000261	02	CM	DPC4394	M	32	SI	X	BR	8
D011000261	03	SI	DHU6952	X	SI	SI	X	BR	8
D011000262	01	MO	EJN5443	F	22	IN	X	BR	8
D011000262	02	AU	DMJ6072	M	31	SI	X	BR	7
D011000263	01	AU	EVA0000	M	SI	SI	X	BR	8
D011000263	02	MO	DZS9149	M	22	SI	X	BR	5
D011000264	01	AU	ELD5042	F	52	SI	X	BR	7
D011000264	02	AU	DYB5976	M	40	SI	X	BR	5
D011000265	01	MO	EFJ2451	M	20	IN	X	BR	5
D011000265	02	AU	DRK5803	F	35	SI	X	BR	7
D011000266	01	CM	MRE2729	M	31	SI	X	BR	5
D011000267	01	BI	       	M	17	NE	X	BR	3
D011000268	01	MO	DUZ0585	M	49	SI	X	BR	8
D011000269	01	MO	KNO3471	M	31	SI	X	BR	2
D011000270	01	MO	EJN9851	M	31	SI	X	BR	5
D011000270	02	SI	EVA0000	X	SI	SI	X	BR	8
D011000271	01	MO	EHM7018	M	29	SI	X	BR	4
D011000271	02	AU	DAS8522	M	46	SI	X	BR	8
D011000272	01	MO	DZT6601	M	22	SI	X	BR	3
D011000272	02	AU	GFQ1111	M	51	SI	X	BR	7
D011000273	01	AU	DMW1024	M	32	SI	X	BR	6
D011000273	02	AU	KZR1392	M	61	SI	X	BR	7
D011000274	01	MO	BYL9223	M	30	SI	X	BR	4
D011000274	02	SI	DTE5977	X	SI	SI	X	BR	8
D011000275	01	AU	DDR3382	M	SI	SI	X	BR	8
D011000275	02	MO	DRW0816	M	47	SI	X	BR	8
D011000276	01	MO	EGZ5023	M	35	SI	X	BR	7
D011000277	01	MO	EGZ9159	M	27	SI	X	BR	5
D011000277	02	AU	DRH8025	M	32	SI	X	BR	7
D011000278	01	AU	DER3284	F	28	SI	X	BR	5
D011000278	02	MO	CIF4692	M	21	SI	X	BR	3
D011000279	01	CM	ELP2433	M	35	SI	X	BR	8
D011000280	01	MO	DUV4727	M	25	SI	X	BR	3
D011000281	01	AU	DZA0266	M	47	SI	X	BR	7
D011000282	01	MO	DQB7903	M	26	SI	X	BR	3
