ID_VEICULO,ID_ACIDENT,TIPO_VEICU,PLACA,SEXO_CONDU,IDADE_COND,CATEGORIA_,USA_CINTO_,ESTADO_ALC,ESCOLARIDA,cod_acid,tipo_acidente
1,D011700001,MO,ECS5538,M,33,SI,X,BR,5,4,AT
1,D011700002,AU,EBO7555,M,37,SI,X,BR,3,2,SI
2,D011700002,CA,,X,SI,SI,X,BR,8,2,SI
1,D011700003,ON,FMZ5534,M,47,SI,X,BR,2,4,AT
1,D011700004,AU,,M,SI,SI,X,BR,8,4,AT
1,D011700005,MO,IOC4405,M,37,SI,X,BR,5,2,CO
2,D011700005,AU,FLC7370,M,42,SI,X,BR,7,2,CO
1,D011700006,MO,BZZ6679,M,19,IN,X,BR,3,2,QM
2,D011700007,AU,CIG4398,M,17,IN,X,BR,3,2,CO
1,D011700007,MO,EFH8034,M,24,IN,X,BR,5,2,CO
1,D011700008,SI,,X,SI,SI,X,BR,8,4,AT
1,D011700009,MO,EQD0654,M,39,SI,X,BR,5,2,QM
1,D011700010,ON,ECT7879,M,49,SI,X,BR,3,2,CF
2,D011700010,CM,CWH6340,M,36,IN,X,BR,3,2,CF
1,D011700011,AU,CFY3868,M,32,SI,X,BR,5,2,CT
2,D011700011,AU,MIE2661,M,22,SI,X,BR,3,2,CT
3,D011700011,AU,EPJ6472,M,26,SI,X,BR,5,2,CT
1,D011700012,SI,,X,SI,SI,X,BR,8,4,AT
1,D011700013,MO,BPR2834,M,38,SI,X,AA,3,2,CO
2,D011700013,ON,EGK6118,M,56,SI,X,BR,2,2,CO
1,D011700014,MO,DRZ1984,M,20,SI,X,BR,4,2,QM
2,D011700015,AU,DOD1365,M,44,SI,X,BR,8,2,CO
1,D011700015,AU,EBC9207,M,27,SI,X,BR,5,2,CO
1,D011700016,MO,DVX4858,M,33,SI,X,BR,8,2,CO
2,D011700016,AU,GQW6565,M,57,SI,X,BR,8,2,CO
1,D011700017,MO,CFV9034,M,20,SI,X,BR,3,2,CO
2,D011700017,AU,,M,54,SI,X,BR,5,2,CO
1,D011700018,MO,GEU1900,M,48,SI,X,BR,5,2,QM
1,D011700019,MO,DZN6877,M,36,SI,X,BR,3,2,CT
2,D011700019,AU,FAL0366,M,24,SI,X,BR,8,2,CT
1,D011700020,MO,EHC8070,M,41,SI,X,BR,5,2,CL
2,D011700020,AU,FOA0433,M,SI,SI,X,BR,8,2,CL
1,D011700021,MO,FAV9833,M,31,SI,X,BR,6,4,AT
1,D011700022,AU,GBB6174,F,40,SI,X,BR,7,4,AT
1,D011700023,MO,FOZ5455,M,31,SI,X,BR,3,2,CO
2,D011700023,AU,,M,SI,SI,X,BR,8,2,CO
1,D011700024,CM,GEU5170,M,21,SI,X,BR,3,2,CP
1,D011700025,MO,DGY1333,F,37,HA,X,BR,5,2,CT
2,D011700025,AU,BUI3838,M,46,HA,X,BR,8,2,CT
1,D011700026,ON,FCB6753,F,SI,SI,X,BR,8,4,AT
1,D011700027,VA,DTE7408,M,62,HA,X,BR,3,2,CH
1,D011700028,SI,,X,SI,SI,X,BR,8,4,AT
2,D011700029,AU,PWT8623,M,41,SI,X,BR,8,2,CO
1,D011700029,MO,JSV8710,M,38,SI,X,BR,8,2,CO
1,D011700030,AU,BAO5223,M,27,SI,X,BR,5,2,CF
2,D011700030,AU,DAM5153,M,29,SI,X,BR,5,2,CF
1,D011700031,AU,CVV7454,F,SI,SI,X,BR,8,2,CO
2,D011700031,BI,,M,45,NE,X,BR,7,2,CO
1,D011700032,MO,FSU1481,M,33,SI,X,BR,7,2,CO
2,D011700032,AU,CAI3793,X,SI,SI,X,BR,8,2,CO
2,D011700033,AU,BKH2586,M,53,SI,X,BR,3,2,CO
1,D011700033,MO,EQR1719,M,SI,SI,X,BR,8,2,CO
1,D011700034,MO,FJB5939,M,34,SI,X,BR,5,2,CO
2,D011700034,AU,FIA1095,M,47,SI,X,BR,7,2,CO
1,D011700035,AU,EZM6278,M,41,HA,X,BR,5,4,AT
1,D011700036,MO,DRW0925,M,34,SI,X,BR,5,2,CF
2,D011700036,AU,DJM5929,M,30,SI,X,BR,6,2,CF
1,D011700037,MO,EXJ0184,M,27,SI,X,BR,8,2,CO
2,D011700037,AU,,X,SI,SI,X,BR,8,2,CO
3,D011700037,AU,,X,SI,SI,X,BR,8,2,CO
1,D011700038,MO,DRV3630,M,32,SI,X,BR,5,2,CO
2,D011700038,AU,GGB8073,M,27,HA,X,BR,7,2,CO
1,D011700039,SI,,X,SI,SI,X,BR,8,4,AT
1,D011700040,AU,EZA1121,M,39,SI,X,BR,7,4,AT
1,D011700041,AU,,X,SI,SI,X,BR,8,4,AT
1,D011700042,MO,FST0687,M,21,SI,X,BR,5,2,CO
2,D011700042,AU,EZA1160,M,21,SI,X,BR,6,2,CO
1,D011700043,ON,DTB5214,M,51,SI,X,BR,3,2,CT
2,D011700043,MO,,M,19,SI,X,BR,3,2,CT
1,D011700044,MO,,M,31,SI,X,BR,5,2,CL
2,D011700044,AU,EQM9803,M,51,SI,X,BR,2,2,CL
1,D011700045,SI,,X,SI,SI,X,BR,8,4,AT
1,D011700046,AU,CZG8157,M,32,SI,X,AA,5,2,CO
2,D011700046,ON,ELQ1108,M,40,SI,X,BR,3,2,CO
1,D011700047,ON,DTB5005,M,34,SI,X,BR,5,4,AT
1,D011700048,AU,DEZ1831,M,29,SI,X,BR,5,2,CO
2,D011700048,ON,FFN7407,M,SI,SI,X,BR,8,2,CO
1,D011700049,MO,EHW5841,M,46,SI,X,BR,8,2,CO
2,D011700049,AU,FSC3314,M,37,SI,X,BR,3,2,CO
1,D011700050,MO,,M,21,SI,X,BR,5,2,QM
1,D011700051,MO,FTH5810,M,26,SI,X,BR,5,2,CO
2,D011700051,AU,EUK6525,F,44,SI,X,BR,7,2,CO
2,D011700052,AU,EAR7178,M,35,SI,X,BR,7,2,CO
1,D011700052,MO,BFT0945,M,25,SI,X,BR,3,2,CO
2,D011700053,CM,DRU6932,M,24,SI,X,BR,5,2,CV
1,D011700053,MO,FDR4818,M,25,SI,X,BR,5,2,CV
1,D011700054,AU,FQB3393,M,30,SI,X,BR,7,2,CT
2,D011700054,AU,DLU3568,X,SI,SI,X,BR,8,2,CT
1,D011700055,MO,EXA7197,M,24,SI,X,AA,2,2,CO
2,D011700055,AU,FLM0219,M,44,SI,X,BR,5,2,CO
1,D011700056,ON,FSX3824,M,56,SI,X,BR,5,4,AT
1,D011700057,MO,APG8226,M,38,SI,X,BR,5,2,QM
1,D011700058,ON,,M,SI,SI,X,BR,8,2,QD
1,D011700059,AU,CHV6133,M,19,SI,X,BR,5,2,CO
2,D011700059,AU,EKR1419,M,21,SI,X,BR,5,2,CO
2,D011700060,AU,DYH3072,X,SI,SI,X,BR,8,4,AT
1,D011700060,AU,EQW6140,M,SI,SI,X,BR,8,4,AT
1,D011700061,ON,EFW4836,M,47,SI,X,BR,3,4,AT
1,D011700062,MO,EXK6497,M,29,SI,X,BR,5,2,CO
2,D011700062,AU,DYC1996,M,60,SI,X,BR,3,2,CO
1,D011700063,AU,DUA5818,M,32,IN,X,AA,2,2,CO
2,D011700063,AU,DRD1904,M,45,SI,X,BR,8,2,CO
3,D011700063,AU,DGU0435,M,46,SI,X,BR,8,2,CO
2,D011700064,AU,FLV9175,M,28,SI,X,BR,7,2,CO
1,D011700064,MO,CMV2093,M,34,SI,X,BR,7,2,CO
1,D011700065,AU,EDY2225,M,35,SI,X,BR,5,4,AT
1,D011700066,MO,BYY0503,M,35,SI,X,BR,7,2,CF
2,D011700066,AU,,X,SI,SI,X,BR,8,2,CF
1,D011700067,MO,EQR4406,M,30,SI,X,BR,3,2,CH
1,D011700068,AU,EBC5907,M,16,IN,X,BR,5,2,CO
2,D011700068,AU,DGA5085,M,25,SI,X,BR,5,2,CO
1,D011700069,BI,,M,41,NE,X,BR,2,2,CH
1,D011700070,MO,FXC0129,M,25,SI,X,BR,3,2,CO
2,D011700070,AU,DUI2476,F,27,SI,X,BR,5,2,CO
1,D011700071,ON,DTA3775,M,60,SI,X,BR,3,4,AT
1,D011700072,AU,FKZ1464,M,24,SI,X,BR,5,2,CH
1,D011700073,AU,EBK8122,M,30,IN,X,BR,2,2,CH
1,D011700074,MO,,M,SI,SI,X,BR,8,4,AT
1,D011700075,AU,HJB6669,F,86,SI,X,BR,3,2,CO
2,D011700075,AU,GBZ0139,X,SI,SI,X,BR,8,2,CO
1,D011700076,AU,FAW9437,M,42,SI,X,BR,7,2,CO
2,D011700076,AU,EZV9969,M,37,SI,X,BR,5,2,CO
1,D011700077,AU,BRM7987,M,25,SI,X,AA,2,2,CH
1,D011700078,AU,AZL8034,M,52,SI,X,BR,5,4,AT
2,D011700079,ON,DTA4029,M,SI,SI,X,BR,8,2,CO
1,D011700079,MO,FIF9099,M,21,SI,X,BR,5,2,CO
1,D011700080,AU,HCG1724,M,24,SI,X,BR,5,2,CO
2,D011700080,CM,FAR8804,M,44,SI,X,BR,2,2,CO
1,D011700081,MO,,X,SI,SI,X,BR,8,4,AT
1,D011700082,OT,,M,SI,SI,X,BR,8,2,CH
1,D011700083,MO,DZR5061,M,37,SI,X,BR,5,2,CV
2,D011700083,SI,,X,SI,SI,X,BR,8,2,CV
1,D011700084,AU,ENQ6322,M,26,SI,X,BR,3,2,CO
2,D011700084,AU,FJO9013,M,28,SI,X,BR,7,2,CO
1,D011700085,AU,EUC7260,M,31,SI,X,BR,7,4,AT
1,D011700086,SI,DYI2571,M,42,SI,X,BR,8,2,CH
1,D011700087,SI,,X,SI,SI,X,BR,8,4,AT
1,D011700088,AU,BPI6336,M,52,HA,X,BR,5,2,CF
2,D011700088,AU,CRF2619,M,52,HA,X,BR,7,2,CF
1,D011700089,AU,CIB9275,M,28,SI,X,BR,6,2,CH
1,D011700090,MO,,M,19,SI,X,BR,5,2,CO
2,D011700090,SI,,F,SI,SI,X,BR,8,2,CO
1,D011700091,AU,ELN3624,M,58,SI,X,BR,3,4,AT
1,D011700092,AU,AUN0401,M,21,IN,X,BR,5,4,AT
3,D011700093,AU,EEM2022,F,63,SI,X,BR,5,2,CO
1,D011700093,MO,BXW3962,M,SI,SI,X,BR,8,2,CO
2,D011700093,AU,PYK5695,M,40,SI,X,BR,7,2,CO
4,D011700094,SI,DIN0193,X,SI,SI,X,BR,8,2,CO
3,D011700094,SI,ENF0163,X,SI,SI,X,BR,8,2,CO
2,D011700094,SI,FUK9803,X,SI,SI,X,BR,8,2,CO
1,D011700094,AU,FIN5975,F,43,SI,X,BR,5,2,CO
1,D011700095,MO,BVW3004,M,44,SI,X,BR,3,2,SI
2,D011700095,CM,DON6781,M,70,SI,X,BR,6,2,SI
1,D011700096,AU,EZG4593,X,SI,SI,X,BR,8,2,SI
2,D011700096,AU,HFS1438,X,SI,SI,X,BR,8,2,SI
4,D011700097,AU,EBQ2049,M,58,SI,X,BR,3,2,CO
1,D011700097,ON,ECT7737,M,46,SI,X,BR,3,2,CO
2,D011700097,AU,EPN3873,F,40,SI,X,BR,5,2,CO
3,D011700097,AU,CFW0998,M,44,SI,X,BR,3,2,CO
1,D011700098,AU,FOB5383,F,SI,SI,X,BR,8,4,AT
2,D011700099,AU,DDT1470,X,SI,SI,X,BR,8,2,CO
1,D011700099,MO,EGZ5546,M,37,SI,X,BR,5,2,CO
1,D011700100,MO,EHM8060,M,SI,SI,X,BR,8,2,SI
2,D011700100,CM,CLE2261,M,35,IN,X,AA,5,2,SI
1,D011700101,MO,DZM7751,M,56,SI,X,BR,5,2,CO
2,D011700101,SI,,X,SI,SI,X,BR,8,2,CO
1,D011700102,MO,FZZ4769,M,27,SI,X,BR,5,2,CO
2,D011700102,AU,DZE8488,X,SI,SI,X,BR,8,2,CO
1,D011700103,AU,CSF5733,F,53,IN,X,BR,3,4,AT
2,D011700104,AU,HNP8461,M,24,SI,X,BR,7,2,CO
1,D011700104,MO,FTW1849,M,31,SI,X,BR,5,2,CO
1,D011700105,CM,EWL6227,M,SI,SI,X,BR,8,4,AT
1,D011700106,MO,EQP2216,M,55,SI,X,BR,3,2,CO
2,D011700106,AU,,X,SI,SI,X,BR,8,2,CO
1,D011700107,AU,ERE4181,F,48,SI,X,BR,7,2,CO
2,D011700107,AU,FCY2619,M,45,SI,X,BR,6,2,CO
1,D011700108,MO,FTP9070,M,23,IN,X,BR,3,2,CH
1,D011700109,MO,GGT0068,M,26,IN,X,BR,8,2,CH
1,D011700110,AU,BMF3721,M,56,SI,X,BR,3,2,CO
2,D011700110,AU,ELL9456,F,45,SI,X,BR,7,2,CO
2,D011700111,AU,DMK0914,M,36,SI,X,SA,3,2,CO
3,D011700111,MO,GCQ3859,M,39,SI,X,BR,3,2,CO
1,D011700111,MO,CDI1340,M,21,SI,X,BR,3,2,CO
1,D011700112,ON,FTN4691,M,SI,SI,X,BR,2,4,AT
1,D011700113,CM,CZU0938,M,46,SI,X,BR,8,4,AT
1,D011700114,MO,FXJ4660,M,31,SI,X,BR,8,2,SI
2,D011700114,AU,,X,SI,SI,X,BR,8,2,SI
1,D011700115,AU,FOG9926,M,32,SI,X,BR,7,2,CO
2,D011700115,MO,GEP7240,M,28,SI,X,BR,3,2,CO
1,D011700116,MO,FAF4965,M,51,SI,X,BR,7,2,CO
2,D011700116,AU,FLT1726,M,55,SI,X,BR,7,2,CO
1,D011700117,AU,EQK2928,M,56,SI,X,BR,5,4,AT
1,D011700118,MO,CGD7461,M,20,SI,X,BR,5,2,CO
2,D011700118,AU,EIT5402,F,38,SI,X,BR,7,2,CO
1,D011700119,MO,EXK8472,M,54,SI,X,BR,3,2,QM
1,D011700120,BI,,M,13,NE,X,BR,3,2,CO
2,D011700120,AU,GFZ6860,M,21,HA,X,BR,5,2,CO
1,D011700121,ON,ELW0691,M,SI,SI,X,BR,8,2,QD
2,D011700122,AU,FMU4120,X,SI,SI,X,BR,8,2,CO
1,D011700122,MO,FFK9630,M,20,SI,X,BR,5,2,CO
1,D011700123,MO,FIV7593,F,37,SI,X,BR,8,2,CO
2,D011700123,AU,DMI4052,M,37,SI,X,BR,7,2,CO
1,D011700124,AU,,M,SI,SI,X,BR,8,4,AT
1,D011700125,AU,FDG9803,M,32,SI,X,AA,7,2,TB
1,D011700126,MO,EJO0097,M,22,SI,X,BR,5,2,CL
2,D011700126,AU,FAI4981,F,28,SI,X,BR,7,2,CL
1,D011700127,AU,FUZ9355,M,41,SI,X,BR,3,4,AT
1,D011700128,MO,LPJ4250,M,25,SI,X,BR,5,2,SI
2,D011700128,AU,FLY6923,M,33,SI,X,BR,8,2,SI
1,D011700129,MO,DRY4662,M,24,SI,X,BR,3,4,AT
1,D011700130,MO,EON8022,M,27,SI,X,BR,5,2,CO
2,D011700130,AU,DCM4855,F,SI,SI,X,BR,8,2,CO
1,D011700131,OF,,X,SI,SI,X,BR,8,2,QD
1,D011700132,MO,EWF8990,M,33,SI,X,BR,8,2,CO
2,D011700132,AU,FOD4166,F,53,SI,X,BR,7,2,CO
1,D011700133,AU,FGC8556,M,25,SI,X,BR,5,2,CV
2,D011700133,ON,FWB3810,M,42,SI,X,BR,3,2,CV
3,D011700133,CM,GKS3239,M,SI,SI,X,BR,8,2,CV
1,D011700134,CM,EIQ0552,M,39,SI,X,BR,5,4,AT
2,D011700135,ON,ECM8263,M,26,SI,X,BR,8,2,CL
1,D011700135,AU,EPN5513,F,21,HA,X,BR,5,2,CL
1,D011700136,AU,FCU6440,M,65,SI,X,BR,7,4,AT
1,D011700137,ON,,M,SI,SI,X,BR,8,2,QF
1,D011700138,MO,FAP4989,M,29,SI,X,BR,8,2,CO
2,D011700138,AU,EBW9582,M,70,SI,X,BR,5,2,CO
1,D011700139,MO,,M,26,SI,X,BR,1,2,QM
1,D011700140,MO,CFY9623,F,24,SI,X,BR,3,2,CT
2,D011700140,AU,FVN1031,M,60,SI,X,BR,7,2,CT
1,D011700141,MO,EXG8373,M,30,SI,X,BR,5,2,CO
2,D011700141,AU,FIW7273,M,SI,SI,X,BR,8,2,CO
1,D011700142,SI,,X,SI,SI,X,BR,8,4,AT
1,D011700143,AU,DRJ9791,M,59,SI,X,BR,3,4,AT
1,D011700144,MO,BKZ7277,M,21,SI,X,BR,5,4,AT
1,D011700145,MO,FJX3922,M,33,SI,X,BR,2,2,CT
2,D011700145,AU,EBC8500,M,43,SI,X,BR,5,2,CT
1,D011700146,MO,CTT9518,M,36,SI,X,BR,5,2,CL
2,D011700146,CM,OAS5151,M,35,SI,X,BR,7,2,CL
1,D011700147,MO,FLZ9136,M,43,SI,X,BR,5,2,CO
2,D011700147,AU,EZA5869,M,60,SI,X,BR,5,2,CO
1,D011700148,AU,FVJ0064,M,53,SI,X,BR,3,2,CT
2,D011700148,AU,DDT5359,M,21,SI,X,SA,6,2,CT
1,D011700149,MO,EXE9244,M,32,IN,X,BR,7,2,QM
1,D011700150,MO,EXE9133,M,36,SI,X,BR,3,2,CO
2,D011700150,AU,FOG7590,M,36,SI,X,BR,5,2,CO
1,D011700151,AU,FNS1908,F,30,SI,X,BR,7,2,CO
2,D011700151,BI,,M,37,NE,X,BR,5,2,CO
1,D011700152,MO,FTM8164,M,22,SI,X,BR,5,2,CO
2,D011700152,AU,FGI0486,M,42,SI,X,BR,7,2,CO
1,D011700153,AU,AQJ2269,F,33,SI,X,BR,7,2,CO
2,D011700153,AU,BNR7220,M,19,SI,X,BR,6,2,CO
1,D011700154,ON,FFS0580,M,58,SI,X,BR,8,4,AT
1,D011700155,MO,FTQ6379,M,33,SI,X,BR,5,2,QM
1,D011700156,ON,DTE0302,M,48,SI,X,BR,3,4,AT
1,D011700157,AU,,X,SI,SI,X,BR,8,4,AT
1,D011700158,MO,GYF6397,M,29,SI,X,BR,2,2,SI
2,D011700158,MO,EWE1271,M,20,SI,X,BR,8,2,SI
1,D011700159,CA,DTR3310,M,35,SI,X,BR,3,2,CO
2,D011700159,MO,,M,SI,SI,X,BR,8,2,CO
1,D011700160,MO,EQP9651,M,28,SI,X,BR,5,2,CO
2,D011700160,AU,CFY4497,M,26,SI,X,BR,5,2,CO
1,D011700161,MO,FNB6399,M,38,SI,X,BR,8,2,QM
2,D011700162,AU,DUB6371,M,23,SI,X,BR,7,2,CO
1,D011700162,MO,CRX2775,M,21,SI,X,BR,3,2,CO
1,D011700163,AU,ELW9295,M,20,SI,X,BR,8,2,CH
2,D011700164,AU,LTR5387,F,39,SI,X,BR,7,2,CO
1,D011700164,MO,FAY3404,M,25,SI,X,BR,5,2,CO
1,D011700165,CM,FJP2536,M,37,SI,X,BR,2,2,CH
2,D011700165,MO,EON4450,X,27,SI,X,BR,5,2,CH
1,D011700166,AU,BOE8668,M,19,SI,X,BR,5,2,CH
1,D011700167,AU,FAL8737,M,38,SI,X,BR,8,2,CH
1,D011700168,MO,LZF9159,M,20,SI,X,BR,5,2,CO
2,D011700168,ON,FSN3509,M,37,SI,X,BR,3,2,CO
2,D011700169,MO,,X,SI,SI,X,BR,8,2,CO
1,D011700169,MO,DAC9084,M,30,SI,X,BR,8,2,CO
1,D011700170,MO,,X,SI,SI,X,BR,8,4,AT
1,D011700171,MO,EIE3083,M,29,SI,X,BR,3,4,AT
1,D011700172,AU,OKB4144,M,34,SI,X,BR,5,2,CH
1,D011700173,MO,DLO4240,M,21,SI,X,BR,3,2,CO
2,D011700173,AU,EKZ5991,M,28,SI,X,BR,5,2,CO
1,D011700174,MO,FAP0715,M,42,HA,X,BR,8,2,CO
2,D011700174,AU,DQZ2685,M,34,HA,X,BR,7,2,CO
1,D011700175,MO,DYX2250,M,SI,SI,X,BR,8,2,CO
2,D011700175,AU,EUS5184,M,40,SI,X,BR,5,2,CO
1,D011700176,MO,DRX2577,M,24,IN,X,BR,3,2,CO
2,D011700176,AU,DJM6412,X,SI,SI,X,BR,8,2,CO
2,D011700177,AU,EVV0683,M,48,SI,X,BR,5,2,CT
1,D011700177,MO,FCY4018,M,37,SI,X,BR,7,2,CT
1,D011700178,MO,EXF6747,M,29,HA,X,BR,5,4,AT
1,D011700179,SI,,X,SI,SI,X,BR,8,4,AT
1,D011700180,CM,HAK1110,M,47,SI,X,BR,8,4,AT
1,D011700181,AU,BIV8330,M,21,SI,X,BR,3,2,SI
2,D011700181,ON,DTA9519,M,45,SI,X,BR,5,2,SI
1,D011700182,ON,FLZ9647,M,31,SI,X,BR,5,2,CT
2,D011700182,MO,,M,22,SI,X,BR,3,2,CT
1,D011700183,MO,GFH7730,M,45,SI,X,BR,3,2,QM
2,D011700184,AU,FKO9305,M,60,SI,X,BR,7,2,CO
1,D011700184,MO,FWM1935,M,35,SI,X,BR,6,2,CO
1,D011700185,AU,FAK0706,M,44,SI,X,BR,3,2,CO
2,D011700185,AU,EUH6623,M,41,SI,X,SA,7,2,CO
1,D011700186,MO,DYT2085,M,53,SI,X,BR,5,2,CO
2,D011700186,AU,FJZ0621,F,72,SI,X,BR,5,2,CO
1,D011700187,MO,FEM2028,M,19,SI,X,BR,5,2,SI
2,D011700187,AU,,X,SI,SI,X,BR,8,2,SI
1,D011700188,CM,EPG3172,M,49,SI,X,BR,3,4,AT
1,D011700189,AU,CNM5351,F,26,SI,X,BR,3,4,AT
1,D011700190,AU,FRP4243,M,79,SI,X,BR,7,4,AT
1,D011700191,MO,DOP7469,M,20,SI,X,BR,3,4,AT
1,D011700192,MO,EQR4393,M,31,SI,X,BR,5,2,CO
2,D011700192,AU,FGS7827,M,60,SI,X,BR,7,2,CO
1,D011700193,MO,FAU5887,M,26,SI,X,BR,5,2,CO
2,D011700193,AU,FUY7954,M,51,SI,X,BR,5,2,CO
1,D011700194,MO,DUX6151,M,59,SI,X,BR,3,2,CO
2,D011700194,AU,EBC0284,M,61,SI,X,BR,7,2,CO
1,D011700195,MO,CFY3826,M,28,SI,X,BR,5,2,CO
2,D011700195,AU,EMF8848,F,36,SI,X,AA,5,2,CO
1,D011700196,AU,EJD7730,F,19,SI,X,BR,3,2,CT
2,D011700196,CA,FWQ8757,M,38,SI,X,BR,3,2,CT
1,D011700197,MO,EHM8624,M,20,SI,X,BR,3,2,SI
2,D011700197,AU,EYB2162,M,SI,SI,X,BR,8,2,SI
1,D011700198,MO,DCS0120,M,19,SI,X,BR,3,2,CL
2,D011700198,AU,FSG3832,M,45,SI,X,BR,7,2,CL
1,D011700199,MO,DAC5716,M,35,SI,X,BR,5,2,CT
2,D011700199,CM,EAP8342,F,34,SI,X,BR,7,2,CT
1,D011700200,AU,DUD9736,F,54,SI,X,BR,8,2,CH
1,D011700201,MO,DUW7292,M,32,SI,X,BR,8,2,CO
2,D011700201,AU,IPW7309,M,61,SI,X,BR,8,2,CO
1,D011700202,SI,,F,SI,SI,X,BR,8,4,AT
1,D011700203,AU,FBO9425,M,40,SI,X,BR,5,2,CT
2,D011700203,MO,BYK8385,M,SI,SI,X,BR,8,2,CT
1,D011700204,MO,EJR3957,M,SI,SI,X,BR,8,2,CO
2,D011700204,AU,FER8526,M,55,SI,X,BR,5,2,CO
1,D011700205,OU,,M,SI,SI,X,BR,8,2,QD
1,D011700206,AU,DIQ3601,M,24,SI,X,BR,5,2,CH
1,D011700207,MO,DZM6079,M,35,SI,X,BR,5,2,QM
1,D011700208,CM,FGV6741,M,62,SI,X,BR,5,4,AT
1,D011700209,MO,BVE1850,M,31,SI,X,BR,3,2,CO
2,D011700209,AU,BPJ8707,X,SI,SI,X,BR,8,2,CO
1,D011700210,ON,ELW6035,M,35,SI,X,BR,3,4,AT
1,D011700211,ON,EZL9829,M,34,SI,X,BR,5,4,AT
1,D011700212,AU,DJM9621,M,47,SI,X,BR,5,2,CV
2,D011700212,MO,DVM3962,M,37,SI,X,BR,5,2,CV
1,D011700213,MO,FAV8930,M,19,IN,X,BR,8,2,CO
2,D011700213,AU,FOI2955,F,49,SI,X,BR,7,2,CO
3,D011700213,AU,FGM6286,F,30,SI,X,BR,8,2,CO
1,D011700214,MO,DGH3688,M,SI,SI,X,BR,8,2,CT
2,D011700214,AU,EUL6445,M,65,SI,X,BR,3,2,CT
2,D011700215,AU,DCM9672,X,SI,SI,X,BR,8,2,CO
1,D011700215,AU,EEM3196,X,SI,SI,X,BR,8,2,CO
1,D011700216,MO,BPS0865,M,34,SI,X,BR,5,2,CO
2,D011700216,ON,FSR9487,M,57,SI,X,BR,5,2,CO
1,D011700217,MO,FIN9489,M,23,SI,X,BR,5,2,CO
2,D011700217,MO,,M,SI,SI,X,BR,8,2,CO
1,D011700218,AU,CBA6714,M,36,SI,X,AA,5,2,CF
2,D011700218,ON,DTB4774,M,38,SI,X,BR,5,2,CF
1,D011700219,AU,EMR1445,M,SI,SI,X,BR,8,2,CO
2,D011700219,AU,AMA8712,M,34,SI,X,BR,5,2,CO
1,D011700220,AU,ELH9581,X,SI,SI,X,BR,8,4,AT
1,D011700221,MO,GGQ0420,M,SI,SI,X,BR,8,4,AT
1,D011700222,AU,FHS7727,M,48,SI,X,BR,8,2,CO
2,D011700222,ON,EFW4503,M,31,SI,X,BR,3,2,CO
1,D011700223,AU,FLY9365,F,32,SI,X,BR,7,2,CO
2,D011700223,AU,FRY2582,M,71,SI,X,BR,5,2,CO
1,D011700224,MO,FAY9908,M,37,SI,X,BR,8,4,AT
1,D011700225,MO,FRA7308,M,47,SI,X,BR,3,2,CT
2,D011700225,AU,DLM1118,M,26,SI,X,BR,6,2,CT
1,D011700226,AU,EYQ4430,X,SI,SI,X,BR,8,2,CO
2,D011700226,MO,,M,19,SI,X,BR,5,2,CO
1,D011700227,AU,CSJ3304,M,57,SI,X,BR,3,4,AT
1,D011700228,AU,EAB1007,M,27,SI,X,BR,5,4,AT
1,D011700229,MO,ESL9805,M,23,SI,X,BR,3,2,CO
2,D011700229,AU,DIK7327,M,51,IN,X,BR,8,2,CO
1,D011700230,MO,KVN4034,M,41,SI,X,BR,5,2,CT
2,D011700230,AU,,X,SI,SI,X,BR,8,2,CT
1,D011700231,MO,,M,29,SI,X,BR,2,2,CT
2,D011700231,SI,,X,SI,SI,X,BR,8,2,CT
1,D011700232,MO,EXE3427,M,33,SI,X,BR,7,2,CO
2,D011700232,AU,DGD0017,F,26,SI,X,BR,7,2,CO
1,D011700233,MO,DOA3636,M,20,IN,X,BR,3,4,AT
2,D011700234,AU,FLI2672,M,35,SI,X,BR,7,2,CO
1,D011700234,MO,EXK5789,M,36,SI,X,BR,3,2,CO
2,D011700235,AU,FJZ5845,M,68,SI,X,BR,7,2,CT
1,D011700235,MO,DXL9149,M,SI,SI,X,BR,8,2,CT
1,D011700236,AU,CJB9825,M,17,IN,X,BR,3,2,CH
1,D011700237,AU,CVS9955,M,29,SI,X,AA,2,2,CH
1,D011700238,MO,CDI1335,M,20,SI,X,BR,8,2,SI
2,D011700238,AU,EZG4408,M,39,SI,X,BR,8,2,SI
1,D011700239,MO,EXF7359,M,SI,SI,X,BR,8,4,AT
1,D011700240,MO,FPW1155,M,SI,SI,X,BR,8,2,CT
2,D011700240,AU,DJA8268,F,61,SI,X,BR,6,2,CT
1,D011700241,ON,FJP9856,M,53,SI,X,BR,8,2,CO
2,D011700241,AU,PWS9908,M,SI,SI,X,SA,8,2,CO
2,D011700242,AU,ELK2041,M,SI,SI,X,BR,8,2,CO
1,D011700242,MO,FVJ1408,M,38,SI,X,BR,5,2,CO
1,D011700243,MO,EGK1200,M,62,SI,X,BR,7,2,CV
2,D011700243,AU,PWL3771,M,50,SI,X,BR,7,2,CV
1,D011700244,MO,DZQ4389,F,32,SI,X,BR,5,2,CO
2,D011700244,AU,FIS4353,F,36,SI,X,BR,5,2,CO
1,D011700245,MO,KOR5158,M,32,SI,X,BR,3,2,CT
2,D011700245,SI,,X,SI,SI,X,BR,8,2,CT
1,D011700246,AU,DSB4670,M,42,SI,X,BR,3,2,CH
