ID_VEICULO,ID_ACIDENT,TIPO_VEICU,PLACA,SEXO_CONDU,IDADE_COND,CATEGORIA_,USA_CINTO_,ESTADO_ALC,ESCOLARIDA,cod_acid,tipo_acidente
1,D061700916,AU,EJZ2360,M,72,SI,X,BR,5,4,AT
1,D061700917,AU,,M,50,SI,X,BR,3,2,CO
2,D061700917,SI,,X,SI,SI,X,BR,8,2,CO
2,D061700918,AU,MSE8494,M,29,HA,X,BR,5,2,CO
1,D061700918,MO,OMF5185,F,21,IN,X,BR,3,2,CO
2,D061700919,ON,FNU8708,M,60,SI,X,BR,8,2,CO
1,D061700919,MO,FAY0260,M,49,SI,X,BR,5,2,CO
1,D061700920,MO,DAC3751,M,16,IN,X,BR,3,2,CH
1,D061700921,ON,,X,SI,SI,X,BR,8,2,QD
1,D061700922,AU,,F,SI,SI,X,BR,8,4,AT
1,D061700923,AU,FHP9858,M,50,SI,X,BR,7,2,CT
2,D061700923,ON,EZL9818,M,43,SI,X,BR,5,2,CT
1,D061700924,MO,EQD9929,M,38,SI,X,BR,8,2,CV
2,D061700924,AU,EMR0282,F,38,SI,X,BR,8,2,CV
1,D061700925,MO,DLY5101,M,34,SI,X,BR,3,4,AT
1,D061700926,MO,FDP4394,F,30,SI,X,BR,5,2,CO
2,D061700926,AU,FND9529,M,33,SI,X,BR,5,2,CO
1,D061700927,AU,DPN1773,M,37,SI,X,BR,7,2,CV
2,D061700927,ON,EFU1862,M,SI,SI,X,BR,8,2,CV
1,D061700928,AU,DVO6930,M,26,SI,X,BR,5,4,AT
1,D061700929,AU,FNL6585,F,44,SI,X,BR,7,2,CO
2,D061700929,MO,FNU2687,M,21,SI,X,BR,3,2,CO
1,D061700930,AU,EEL8173,F,40,HA,X,BR,7,2,CO
2,D061700930,ON,DPE8089,M,37,HA,X,BR,5,2,CO
3,D061700930,ON,FTQ3427,M,50,HA,X,BR,3,2,CO
1,D061700931,MO,EJO1335,M,30,SI,X,BR,5,2,CH
1,D061700932,AU,,X,SI,SI,X,BR,8,4,AT
1,D061700933,MO,FWB8634,M,33,SI,X,BR,5,2,CO
2,D061700933,MO,EFE5653,M,24,SI,X,BR,5,2,CO
1,D061700934,MO,EXC8692,M,30,SI,X,BR,8,2,CH
1,D061700935,AU,PXR1793,M,36,SI,X,BR,5,2,CH
1,D061700936,MO,FUO5213,M,23,SI,X,BR,8,2,CO
2,D061700936,SI,,M,SI,SI,X,BR,8,2,CO
1,D061700937,AU,ENB3013,M,29,IN,X,BR,8,2,CO
2,D061700937,MO,,M,23,SI,X,BR,8,2,CO
1,D061700938,MO,FQR3724,M,30,SI,X,BR,3,2,CL
2,D061700938,AU,JKP7865,X,SI,SI,X,BR,8,2,CL
2,D061700939,AU,ETE2987,M,56,HA,X,BR,7,2,CV
1,D061700939,MO,EQR0610,M,29,SI,X,BR,5,2,CV
1,D061700940,AU,,M,SI,SI,X,BR,8,4,AT
1,D061700941,AU,FEY2134,M,69,SI,X,BR,3,2,CO
2,D061700941,MO,,M,21,SI,X,BR,7,2,CO
1,D061700942,MO,DEQ9081,M,34,SI,X,BR,3,2,CO
2,D061700942,AU,CVL8554,M,23,SI,X,BR,5,2,CO
1,D061700943,CM,DMT6275,M,25,SI,X,BR,5,4,AT
1,D061700944,ON,,X,SI,SI,X,BR,8,2,QD
1,D061700945,MO,EXG3695,M,38,SI,X,BR,5,2,CL
2,D061700945,CM,DZB8027,M,22,SI,X,BR,5,2,CL
1,D061700946,AU,EUI6043,M,43,HA,X,BR,3,2,CL
2,D061700946,AU,DHZ9430,M,32,HA,X,BR,5,2,CL
1,D061700947,MO,FKL6439,F,48,SI,X,BR,3,2,CO
2,D061700947,AU,FHJ3307,F,48,SI,X,BR,3,2,CO
1,D061700948,MO,FMB0132,M,37,SI,X,BR,8,2,CO
2,D061700948,AU,FJY9184,F,SI,SI,X,BR,8,2,CO
1,D061700949,MO,DZT1464,M,41,SI,X,BR,8,2,CT
2,D061700949,AU,BIM6980,M,SI,SI,X,BR,8,2,CT
2,D061700950,AU,EEO5073,M,48,SI,X,BR,7,2,CO
1,D061700950,MO,FMJ5407,M,20,SI,X,BR,3,2,CO
1,D061700951,MO,DAA7167,M,31,SI,X,BR,4,2,CO
2,D061700951,AU,EUC2335,F,38,SI,X,BR,7,2,CO
1,D061700952,AU,FGI3457,M,43,SI,X,BR,5,4,AT
1,D061700953,MO,EXB0524,M,56,SI,X,BR,7,2,CL
2,D061700953,AU,FLN3698,F,45,SI,X,BR,7,2,CL
1,D061700954,MO,EHS7769,M,29,SI,X,BR,5,4,AT
1,D061700955,MO,EWG1963,F,25,SI,X,BR,7,2,QM
1,D061700956,AU,FPB2367,F,33,SI,X,BR,8,2,CO
2,D061700956,AU,FRE6848,M,37,SI,X,BR,8,2,CO
1,D061700957,AU,FZQ1055,F,65,HA,X,BR,5,4,AT
1,D061700958,MO,FPE5920,M,41,SI,X,BR,3,2,CO
2,D061700958,AU,DPN1896,M,22,SI,X,BR,5,2,CO
1,D061700959,MO,DZS6034,M,26,SI,X,BR,5,2,CL
2,D061700959,CM,DAI3804,X,SI,SI,X,BR,8,2,CL
1,D061700960,MO,DUV7620,M,39,SI,X,BR,3,2,CV
2,D061700960,AU,ENP5062,M,67,SI,X,BR,3,2,CV
1,D061700961,AU,DQZ1841,F,33,SI,X,BR,5,4,AT
4,D061700962,AU,EXM7984,F,37,SI,X,BR,5,2,CO
1,D061700962,SI,,X,SI,SI,X,BR,8,2,CO
2,D061700962,SI,,X,SI,SI,X,BR,8,2,CO
3,D061700962,MO,,F,27,SI,X,BR,6,2,CO
1,D061700963,MO,BVV0060,M,28,SI,X,BR,5,2,CV
2,D061700963,AU,FOM1103,F,34,SI,X,BR,7,2,CV
1,D061700964,MO,DPK4043,M,29,IN,X,BR,3,2,CH
1,D061700965,MO,EHN8164,M,31,IN,X,BR,5,2,CL
2,D061700965,CA,,X,SI,SI,X,BR,8,2,CL
1,D061700966,ON,FSN1389,M,43,HA,X,BR,5,4,AT
1,D061700967,MO,BFS7477,M,24,SI,X,BR,5,2,CF
2,D061700967,AU,OGK8089,M,SI,SI,X,BR,8,2,CF
1,D061700968,AU,KQY5035,F,30,SI,X,BR,7,4,AT
1,D061700969,ON,,M,SI,SI,X,BR,8,2,QD
1,D061700970,MO,FHX2216,M,37,SI,X,BR,3,2,CO
2,D061700970,AU,CCF0533,M,45,SI,X,BR,8,2,CO
1,D061700971,CA,EZE5722,M,39,SI,X,BR,4,4,AT
1,D061700972,MO,FWP5190,F,23,SI,X,BR,8,2,CO
2,D061700972,CM,FJR5353,M,26,SI,X,BR,8,2,CO
1,D061700973,SI,,M,SI,SI,X,BR,8,2,QD
1,D061700974,ON,ELQ1219,M,60,SI,X,BR,5,4,AT
1,D061700975,AU,EMJ4714,M,37,SI,X,BR,3,2,CP
1,D061700976,MO,PFG4896,M,42,SI,X,BR,3,2,CO
2,D061700976,AU,FTM0951,F,34,SI,X,BR,7,2,CO
1,D061700977,MO,EXC6036,M,31,SI,X,BR,5,2,CO
2,D061700977,AU,CEL2997,F,24,SI,X,BR,5,2,CO
2,D061700978,MO,FNV5245,M,28,SI,X,BR,5,2,CV
1,D061700978,AU,EGO9783,M,57,SI,X,BR,5,2,CV
1,D061700979,MO,FZI1738,M,39,SI,X,BR,5,2,CL
2,D061700979,AU,GIT9860,M,SI,SI,X,BR,8,2,CL
1,D061700980,MO,DZT1209,M,37,SI,X,BR,3,4,AT
1,D061700981,MO,EXB3001,M,34,SI,X,BR,5,2,CH
1,D061700982,MO,DXK0936,M,30,SI,X,BR,5,2,CT
2,D061700982,SI,,X,SI,SI,X,BR,8,2,CT
2,D061700983,CM,,X,SI,SI,X,BR,8,2,CH
1,D061700983,AU,FAL3719,M,63,SI,X,BR,3,2,CH
2,D061700984,AU,FAN9627,M,63,SI,X,BR,5,2,CO
1,D061700984,MO,EKD3330,M,27,SI,X,BR,4,2,CO
1,D061700985,AU,DJL4231,M,59,SI,X,BR,7,4,AT
1,D061700986,ON,ELQ7147,M,57,SI,X,BR,3,4,AT
1,D061700987,ON,ELQ5628,M,47,SI,X,BR,3,4,AT
1,D061700988,MO,DJI1009,M,38,SI,X,BR,5,2,CO
2,D061700988,AU,EQK0751,F,19,SI,X,BR,3,2,CO
1,D061700989,MO,EJO2898,F,26,SI,X,BR,8,2,CO
2,D061700989,AU,GGI2600,M,56,SI,X,BR,3,2,CO
1,D061700990,AU,GBM0848,M,39,SI,X,BR,5,2,CT
2,D061700990,ON,DTC6003,M,61,SI,X,BR,3,2,CT
2,D061700991,AU,EPY7316,M,37,SI,X,BR,7,2,CF
1,D061700991,MO,DTJ4666,M,30,IN,X,BR,3,2,CF
1,D061700992,AU,DFR2101,M,SI,SI,X,BR,8,2,CO
2,D061700992,BI,,M,15,NE,X,BR,3,2,CO
1,D061700993,AU,EKA5101,X,SI,SI,X,BR,8,2,CO
2,D061700993,BI,,M,36,NE,X,BR,7,2,CO
1,D061700994,MO,FXT8360,M,35,SI,X,BR,5,2,CO
2,D061700994,ON,FTB2932,M,SI,SI,X,BR,8,2,CO
1,D061700995,MO,FNS4670,M,34,SI,X,BR,5,2,CH
1,D061700996,MO,CZY9791,M,48,SI,X,BR,5,2,QM
1,D061700997,BI,,M,37,NE,X,BR,5,2,QB
1,D061700998,MO,EKI1833,M,21,SI,X,BR,5,2,CF
2,D061700998,MO,EWE5675,M,24,SI,X,BR,3,2,CF
1,D061700999,MO,CVW6485,M,39,SI,X,BR,3,2,CV
2,D061700999,AU,DXQ6457,M,31,SI,X,BR,5,2,CV
1,D061701000,AU,HNU9442,M,SI,SI,X,BR,8,2,CO
2,D061701000,AU,CHA3954,M,41,SI,X,BR,5,2,CO
1,D061701001,MO,EQE8788,M,31,SI,X,BR,3,2,QM
1,D061701002,MO,DCS6385,M,20,IN,X,BR,3,2,CV
2,D061701002,AU,FMP5181,M,53,SI,X,BR,7,2,CV
1,D061701003,AU,FQI4108,F,60,SI,X,BR,5,2,CT
2,D061701003,MO,,M,20,SI,X,BR,5,2,CT
2,D061701004,AU,CPP3747,M,60,SI,X,BR,7,2,CL
3,D061701004,SI,GHP6309,F,21,SI,X,BR,6,2,CL
1,D061701004,MO,DWX9269,M,26,SI,X,BR,3,2,CL
1,D061701005,MO,EXD2581,M,24,SI,X,BR,5,2,CO
2,D061701005,SI,,X,SI,SI,X,BR,8,2,CO
1,D061701006,BI,,F,24,NE,X,BR,5,2,QB
1,D061701007,MO,,X,SI,SI,X,BR,8,4,AT
1,D061701008,AU,PVF9952,F,50,IN,X,BR,7,4,AT
2,D061701009,BI,,M,28,NE,X,BR,7,2,CO
1,D061701009,AU,FXZ7708,M,46,SI,X,BR,5,2,CO
1,D061701010,CA,EMU7935,M,54,SI,X,BR,3,4,AT
1,D061701011,MO,EIE8089,M,48,SI,X,BR,5,2,CF
2,D061701011,AU,,X,SI,SI,X,BR,8,2,CF
1,D061701012,MO,KNP8995,M,33,SI,X,BR,5,2,CL
2,D061701012,AU,ELS1538,M,30,SI,X,BR,7,2,CL
1,D061701013,ON,FHQ9079,M,39,SI,X,BR,3,2,CO
2,D061701013,BI,,M,10,NE,X,BR,3,2,CO
1,D061701014,MO,FJR4648,M,33,SI,X,BR,5,2,CL
2,D061701014,AU,EUR4805,M,42,SI,X,BR,3,2,CL
1,D061701015,CA,,X,SI,SI,X,BR,8,4,AT
1,D061701016,MO,DYQ5085,M,19,IN,X,BR,5,2,QM
1,D061701017,MO,EQS2689,M,27,SI,X,BR,3,2,CH
1,D061701018,AU,,M,SI,SI,X,BR,8,4,AT
1,D061701019,SI,,X,SI,SI,X,BR,8,4,AT
1,D061701020,MO,DTM9886,M,29,SI,X,BR,5,2,CO
2,D061701020,SI,,X,SI,SI,X,BR,8,2,CO
1,D061701021,AU,ELJ7170,F,44,SI,X,BR,5,2,CT
2,D061701021,AU,EBG0174,X,SI,SI,X,BR,8,2,CT
3,D061701021,AU,DCX6267,X,SI,SI,X,BR,8,2,CT
2,D061701022,CM,FQI6314,M,61,SI,X,BR,3,2,CO
1,D061701022,MO,FGX2670,M,55,SI,X,BR,7,2,CO
1,D061701023,CA,DJE4507,M,24,SI,X,BR,8,2,CH
1,D061701024,MO,DTM9827,M,23,SI,X,BR,5,4,AT
1,D061701025,AU,FML7396,M,SI,SI,X,SA,8,4,AT
1,D061701026,AU,GJM6318,M,57,SI,X,BR,3,4,AT
1,D061701027,AU,FTH7592,M,65,SI,X,BR,8,2,CL
2,D061701027,BI,,F,29,NE,X,BR,5,2,CL
1,D061701028,AU,GBG9463,M,26,SI,X,BR,7,4,AT
1,D061701029,AU,FRE3357,M,62,SI,X,BR,5,4,AT
2,D061701030,AU,DLB5687,F,28,HA,X,BR,8,2,CL
3,D061701030,AU,ERI2102,M,39,HA,X,BR,5,2,CL
1,D061701030,MO,EXK8162,M,37,HA,X,BR,3,2,CL
2,D061701031,AU,,X,SI,SI,X,BR,8,2,CO
1,D061701031,AU,FTR2279,F,56,SI,X,BR,3,2,CO
1,D061701032,MO,ESR5040,M,22,IN,X,BR,5,2,CL
2,D061701032,CM,FGD1326,M,66,SI,X,BR,7,2,CL
1,D061701033,MO,CDX8516,M,29,SI,X,BR,5,2,QM
1,D061701034,MO,FAF5658,M,40,SI,X,BR,5,4,AT
1,D061701035,MO,,X,SI,SI,X,BR,8,4,AT
1,D061701036,MO,FMD9869,M,25,SI,X,BR,5,2,CO
2,D061701036,AU,GGI9202,M,35,SI,X,BR,7,2,CO
1,D061701037,MO,FIF7895,M,35,SI,X,BR,5,2,QM
2,D061701038,AU,GHS2972,F,52,SI,X,BR,7,2,CV
1,D061701038,MO,DPK5226,M,37,SI,X,BR,5,2,CV
1,D061701039,MO,CMZ3377,M,52,SI,X,BR,3,2,CO
2,D061701039,AU,FZP5728,F,48,SI,X,BR,7,2,CO
1,D061701040,AU,ELS9291,M,SI,SI,X,BR,8,2,CH
2,D061701040,AU,DUD4735,M,37,SI,X,BR,5,2,CH
1,D061701041,ON,FNY2684,M,42,SI,X,BR,5,4,AT
1,D061701042,MO,EFK8424,M,34,SI,X,BR,5,2,CV
2,D061701042,AU,FZR6370,M,56,SI,X,BR,5,2,CV
1,D061701043,AU,,X,SI,SI,X,BR,8,4,AT
1,D061701044,MO,FZZ8577,F,35,SI,X,BR,8,2,CV
2,D061701044,AU,EZO2771,M,88,SI,X,BR,8,2,CV
1,D061701045,AU,FIQ2845,F,52,SI,X,BR,8,2,CT
2,D061701045,MO,,M,SI,SI,X,BR,8,2,CT
1,D061701046,AU,FKN3028,M,42,SI,X,BR,5,2,CO
2,D061701046,MO,,F,20,SI,X,BR,5,2,CO
1,D061701047,MO,FDQ0952,F,24,SI,X,BR,5,2,CL
2,D061701047,AU,FGC3177,X,SI,SI,X,BR,8,2,CL
1,D061701048,AU,FES3007,M,33,SI,X,BR,7,2,CL
2,D061701048,MO,,M,37,SI,X,BR,5,2,CL
1,D061701049,MO,FRL1134,M,39,SI,X,BR,7,2,QM
2,D061701050,AU,CET3959,M,48,SI,X,BR,5,2,CO
1,D061701050,MO,FSM3078,M,29,SI,X,BR,5,2,CO
1,D061701051,SI,,X,SI,SI,X,BR,8,4,AT
1,D061701052,MO,CNH6490,M,33,HA,X,BR,5,2,CO
2,D061701052,AU,EUK8085,M,23,HA,X,SA,3,2,CO
1,D061701053,AU,FAM3544,F,51,SI,X,BR,7,4,AT
1,D061701054,MO,DVU4155,M,30,SI,X,BR,3,2,CO
2,D061701054,AU,FMA6365,M,20,SI,X,BR,6,2,CO
1,D061701055,MO,EII0360,M,24,SI,X,BR,3,2,CL
2,D061701055,MO,,M,SI,SI,X,BR,8,2,CL
1,D061701056,CA,GEE6736,M,42,SI,X,BR,8,2,CL
2,D061701056,BI,,M,53,NE,X,BR,3,2,CL
2,D061701057,AU,CRN4697,M,54,SI,X,BR,8,2,CO
1,D061701057,MO,GBF1119,M,27,SI,X,BR,5,2,CO
1,D061701058,MO,GGW7420,M,28,SI,X,BR,6,4,AT
1,D061701059,AU,FAJ2834,M,26,SI,X,BR,5,2,CV
2,D061701059,BI,,M,48,NE,X,BR,2,2,CV
1,D061701060,MO,FAR8436,M,36,SI,X,BR,7,2,CL
2,D061701060,SI,,X,SI,SI,X,BR,8,2,CL
1,D061701061,MO,EMZ3757,M,35,HA,X,BR,5,2,CO
2,D061701061,AU,FAK3897,M,23,HA,X,BR,3,2,CO
1,D061701062,MO,FAV4178,M,28,SI,X,BR,3,2,CH
2,D061701063,ON,EWU2538,M,SI,SI,X,BR,8,2,CV
1,D061701063,AU,FLQ2855,F,35,SI,X,BR,7,2,CV
1,D061701064,AU,ELW0753,M,SI,SI,X,BR,8,4,AT
1,D061701065,MO,PFV7319,M,24,SI,X,BR,3,2,CO
2,D061701065,AU,EFF1506,F,SI,SI,X,BR,8,2,CO
1,D061701066,MO,,M,19,IN,X,BR,3,2,QM
2,D061701066,ON,GHY1299,M,41,HA,X,BR,2,2,QM
1,D061701067,AU,GBI4115,M,29,SI,X,BR,7,4,AT
2,D061701068,CM,FGH9983,M,26,SI,X,BR,8,2,CF
1,D061701068,MO,EJN6580,M,29,SI,X,BR,6,2,CF
1,D061701069,MO,ICC2896,X,SI,SI,X,BR,8,2,CO
2,D061701069,BI,,M,38,NE,X,BR,5,2,CO
1,D061701070,MO,DPW2857,M,23,SI,X,BR,8,2,CO
2,D061701070,AU,EBW1779,F,26,SI,X,BR,7,2,CO
1,D061701071,MO,EOP0724,F,SI,SI,X,BR,8,4,AT
1,D061701072,MO,FTG4720,M,29,SI,X,BR,5,2,CL
2,D061701072,AU,AZL3691,M,SI,SI,X,BR,8,2,CL
1,D061701073,AU,CSQ3658,F,34,SI,X,BR,5,2,CT
2,D061701073,AU,GHK4724,F,37,SI,X,BR,7,2,CT
1,D061701074,CM,DMF2971,M,73,SI,X,BR,8,4,AT
1,D061701075,ON,EZL7225,M,22,SI,X,BR,3,2,QD
1,D061701076,MO,,M,37,SI,X,BR,5,2,QM
1,D061701077,AU,FSK7217,M,30,SI,X,BR,3,2,CT
2,D061701077,ON,EFU9445,M,28,SI,X,BR,5,2,CT
1,D061701078,MO,,X,SI,SI,X,BR,8,4,AT
1,D061701079,MO,EHT1257,M,36,SI,X,BR,3,4,AT
1,D061701080,MO,EOU4167,M,20,SI,X,BR,8,2,CT
2,D061701080,SI,,F,61,SI,X,BR,7,2,CT
1,D061701081,MO,FGL9149,M,33,SI,X,BR,3,2,QM
2,D061701082,AU,PXY1518,M,48,SI,X,BR,5,2,CO
1,D061701082,MO,EXB9240,M,21,SI,X,BR,5,2,CO
1,D061701083,MO,DZS2580,M,31,SI,X,BR,7,2,CO
2,D061701083,AU,EQQ6003,M,SI,SI,X,BR,8,2,CO
1,D061701084,MO,ESF9167,M,23,SI,X,BR,5,2,CO
2,D061701084,CM,GDY3510,F,25,SI,X,BR,7,2,CO
1,D061701085,MO,FAP1802,M,20,SI,X,BR,4,2,CO
2,D061701085,SI,,X,SI,SI,X,BR,8,2,CO
1,D061701086,MO,EQR8151,M,31,SI,X,BR,3,2,CO
2,D061701086,AU,BSV7310,F,SI,SI,X,BR,8,2,CO
1,D061701087,MO,FXV0280,M,34,SI,X,BR,8,2,CO
2,D061701087,AU,EVW2205,M,59,SI,X,BR,5,2,CO
1,D061701088,MO,FKL4150,M,29,SI,X,BR,5,2,QM
1,D061701089,MO,FCS6030,M,23,SI,X,BR,5,2,QM
1,D061701090,MO,GIN8709,M,24,SI,X,BR,7,2,QM
1,D061701091,AU,FLQ9230,M,22,SI,X,BR,8,2,CL
2,D061701091,AU,CAY2674,X,SI,SI,X,BR,8,2,CL
1,D061701092,MO,GDJ7721,M,25,SI,X,BR,5,2,QM
1,D061701093,AU,AOL5964,M,21,HA,X,BR,8,4,AT
1,D061701094,MO,DOX3302,M,28,SI,X,BR,5,2,CO
2,D061701094,AU,FES2255,M,71,SI,X,BR,3,2,CO
1,D061701095,MO,,M,28,SI,X,BR,3,4,AT
1,D061701096,ON,ELQ5436,M,53,SI,X,BR,3,2,QF
1,D061701097,AU,NTZ5260,M,36,SI,X,BR,8,4,AT
1,D061701098,AU,OPU3732,M,25,HA,X,BR,6,2,CP
1,D061701099,AU,EQO4642,M,29,SI,X,BR,6,4,AT
1,D061701100,MO,FAF0781,M,54,SI,X,BR,3,2,CO
2,D061701100,ON,DTA7650,F,38,SI,X,BR,5,2,CO
1,D061701101,CM,EIO1315,M,50,SI,X,BR,5,4,AT
1,D061701102,MO,EXH3725,M,48,SI,X,BR,5,2,CO
2,D061701102,AU,FZP0978,M,SI,SI,X,BR,8,2,CO
1,D061701103,SI,,X,SI,SI,X,BR,8,4,AT
2,D061701104,AU,PXD8854,M,SI,SI,X,BR,8,2,CV
1,D061701104,MO,NKE7077,M,37,SI,X,BR,7,2,CV
1,D061701105,MO,FZD7942,M,23,SI,X,BR,8,2,QM
1,D061701106,MO,FYD9639,M,37,SI,X,BR,6,2,QM
1,D061701107,CM,EFA6877,X,SI,SI,X,BR,8,2,CH
1,D061701108,AU,BSU6477,M,28,SI,X,BR,5,4,AT
1,D061701109,AU,ERI9141,F,22,SI,X,BR,6,2,CH
1,D061701110,MO,FWR2786,M,36,SI,X,BR,5,2,CO
2,D061701110,SI,,F,SI,SI,X,BR,8,2,CO
1,D061701111,MO,EKC0136,M,20,SI,X,BR,5,2,QM
3,D061701112,AU,DIZ4354,X,25,SI,X,BR,6,2,CO
1,D061701112,AU,DYF4715,M,19,SI,X,BR,3,2,CO
2,D061701112,AU,DWT7508,M,32,SI,X,BR,7,2,CO
1,D061701113,AU,FVM7744,M,39,SI,X,BR,7,2,CL
2,D061701113,AU,EXM7928,X,SI,SI,X,BR,8,2,CL
1,D061701114,MO,GAM4536,M,37,SI,X,BR,5,2,CO
2,D061701114,AU,,M,44,SI,X,BR,5,2,CO
1,D061701115,MO,BYZ0945,M,29,SI,X,BR,7,2,CO
2,D061701115,AU,EQW6606,M,35,SI,X,BR,7,2,CO
1,D061701116,AU,MMA5231,M,SI,SI,X,BR,8,2,CT
2,D061701116,MO,GDR8430,M,33,SI,X,BR,5,2,CT
1,D061701117,MO,DRV2909,M,18,IN,X,BR,3,4,AT
1,D061701118,AU,CXY2849,F,41,IN,X,BR,5,4,AT
3,D061701119,MO,ABK2297,M,23,SI,X,BR,8,2,CT
2,D061701119,AU,FYA1525,M,58,SI,X,BR,7,2,CT
1,D061701119,AU,PZF7382,M,35,SI,X,BR,5,2,CT
1,D061701120,AU,FYB9931,M,29,SI,X,BR,7,2,CT
2,D061701120,AU,FIC0515,M,33,SI,X,BR,7,2,CT
3,D061701120,AU,CRB3783,M,40,SI,X,BR,3,2,CT
1,D061701121,MO,DGY2006,M,35,SI,X,BR,5,2,CV
2,D061701121,AU,EUY5818,M,74,SI,X,BR,3,2,CV
1,D061701122,MO,EWH6099,M,25,SI,X,BR,3,2,CL
2,D061701122,AU,DNT9954,F,45,SI,X,BR,7,2,CL
1,D061701123,AU,DZF6067,F,28,SI,X,BR,7,2,CT
2,D061701123,AU,DAS2822,M,74,SI,X,BR,3,2,CT
3,D061701123,ON,FLT1296,M,32,SI,X,BR,5,2,CT
1,D061701124,MO,,M,40,SI,X,BR,5,2,CL
2,D061701124,AU,EAY6985,X,SI,SI,X,BR,8,2,CL
1,D061701125,ON,,X,SI,SI,X,BR,8,2,QD
1,D061701126,MO,,M,35,SI,X,BR,5,2,CH
1,D061701127,MO,DTG9001,M,22,IN,X,BR,2,2,CL
2,D061701127,AU,EKY3264,M,53,SI,X,BR,3,2,CL
1,D061701128,MO,FYH8370,M,32,SI,X,BR,3,2,CL
2,D061701128,AU,EXS1571,M,SI,SI,X,BR,8,2,CL
1,D061701129,AU,DPG8871,F,32,SI,X,BR,7,2,CT
2,D061701129,AU,EZF8311,F,SI,SI,X,BR,8,2,CT
1,D061701130,MO,EHY7725,M,32,HA,X,BR,5,2,CL
2,D061701130,AU,CLN5750,M,54,HA,X,BR,3,2,CL
1,D061701131,AU,EJE4700,M,SI,SI,X,BR,8,4,AT
1,D061701132,MO,EKI0140,M,24,SI,X,BR,5,2,CV
2,D061701132,AU,FUS6233,M,SI,SI,X,BR,8,2,CV
1,D061701133,MO,GEX3176,M,46,SI,X,BR,7,2,CO
2,D061701133,SI,,X,SI,SI,X,BR,8,2,CO
2,D061701134,BI,,F,43,NE,X,BR,8,2,CO
1,D061701134,AU,FIB6368,M,32,SI,X,BR,2,2,CO
1,D061701135,MO,GHJ4779,M,27,SI,X,BR,6,2,CL
2,D061701135,AU,FSJ8763,M,37,SI,X,BR,5,2,CL
1,D061701136,MO,FAP9945,M,28,SI,X,BR,3,2,CO
2,D061701136,AU,EIM7699,M,39,SI,X,BR,3,2,CO
1,D061701137,MO,FXV9340,M,36,SI,X,BR,5,2,QM
1,D061701138,AU,DVD5994,F,38,IN,X,BR,3,2,CO
2,D061701138,CA,EUV2268,M,56,SI,X,BR,5,2,CO
1,D061701139,MO,AQH7524,M,41,SI,X,BR,5,2,CT
2,D061701139,CA,FSK7301,M,37,SI,X,BR,5,2,CT
1,D061701140,AU,DDF2508,M,17,IN,X,BR,5,2,SI
1,D061701141,MO,EHB7620,M,22,SI,X,BR,5,2,CL
2,D061701141,AU,FLI4376,F,SI,SI,X,BR,8,2,CL
1,D061701142,AU,FNR9500,M,60,SI,X,BR,7,4,AT
1,D061701143,MO,DRY1080,M,33,SI,X,BR,4,2,CO
2,D061701143,CM,EOF2360,M,31,SI,X,BR,4,2,CO
1,D061701144,MO,EXK6499,M,23,SI,X,BR,6,2,CL
2,D061701144,AU,FTS3884,F,22,SI,X,BR,6,2,CL
1,D061701145,ON,DTA4280,M,41,SI,X,BR,5,4,AT
1,D061701146,MO,DYR9749,M,31,SI,X,BR,8,2,CL
2,D061701146,AU,CPO3237,M,48,SI,X,BR,3,2,CL
1,D061701147,SI,,M,46,SI,X,BR,8,2,CH
2,D061701147,BI,,M,31,NE,X,BR,8,2,CH
2,D061701148,AU,FAW1365,M,56,SI,X,BR,3,2,CL
1,D061701148,MO,EXL0576,M,29,SI,X,BR,5,2,CL
1,D061701149,MO,FTI8106,M,41,SI,X,BR,5,2,CT
2,D061701149,AU,CWF2580,M,65,SI,X,BR,5,2,CT
1,D061701150,MO,EFK7080,M,SI,SI,X,BR,8,2,CO
2,D061701150,CM,FZD5056,M,35,SI,X,BR,7,2,CO
1,D061701151,AU,FGI3282,M,63,SI,X,BR,7,4,AT
1,D061701152,MO,FHX2616,M,32,SI,X,BR,5,2,CO
2,D061701152,AU,AZA9044,F,31,SI,X,BR,6,2,CO
1,D061701153,MO,FYF0109,M,34,SI,X,BR,5,2,QM
2,D061701153,AU,EMD2534,M,52,SI,X,BR,3,2,QM
1,D061701154,MO,FTO5928,M,37,SI,X,BR,5,2,CT
2,D061701154,AU,CWH4333,M,43,SI,X,BR,3,2,CT
1,D061701155,MO,BYZ1575,M,33,IN,X,BR,8,2,CO
2,D061701155,AU,ENQ0063,M,19,HA,X,BR,4,2,CO
3,D061701155,CM,EMO7968,F,51,HA,X,BR,7,2,CO
1,D061701156,MO,FVK6240,M,57,SI,X,BR,5,2,CV
2,D061701156,AU,CBG7251,F,37,SI,X,BR,7,2,CV
2,D061701157,AU,FAO8395,M,42,SI,X,BR,3,2,CF
1,D061701157,MO,EXF2710,M,24,SI,X,BR,4,2,CF
1,D061701158,AU,HCG6031,M,68,SI,X,BR,8,2,CF
2,D061701158,CM,CZK6404,M,41,SI,X,BR,8,2,CF
1,D061701159,ON,DTD7300,X,SI,SI,X,BR,8,2,OU
1,D061701160,MO,DYZ4114,M,25,SI,X,BR,5,2,CL
2,D061701160,AU,AFT3050,M,69,SI,X,BR,3,2,CL
