X,Y,id_acidente,cadloga,logradouro_a,cadlogb,logradouro_b,alt_num,referencia,data,dia__semana,dia_semana,mes_acidente,hora,cod_acid,fonte,viatura,dp,talao,sentido,pista,automovel,moto,onibus,caminhao,bicicleta,moto_taxi,onibus_fretado,onibus_urbano,microonibus,van,vuc,caminhonete,carreta,jipe,outros,sem_informacao,carroca,feridos,mortos,dec,det_atz,get_atz,distrito,distrito_atz,pref_reg,folha,princ_a,princ_b,placa1,tipo_placa1,placa2,tipo_plac2,placa3,tipo_plac3,tipo_acidente,mi_prinx,LAT,LONG,MAPINFO_ID
-46.658305,-23.521939,D011700001,61,AV DR  ABRAAO RIBEIRO,,,100,,2017/01/16 00:00:00,2,SEGUNDA-FEIRA,JANEIRO,1899/12/30 14:29:00,4,D,,23,230,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO2,NO2,NO,69,69,SE,,61,,,,,,,,AT,,-23.521939,-46.658305,1
-46.745946,-23.517471,D011700002,33234,AV   MARGINAL DIREITA DO TIETE,,,700,,2017/01/29 00:00:00,1,DOMINGO,JANEIRO,1899/12/30 05:20:00,2,D,,33,622,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,TT,NO3,NO,40,40,LAPA,,29772,,,,,,,,SI,,-23.517471,-46.745946,2
-46.585492,-23.438737,D011700003,42220,RUA   USHIKICHI KAMIYA,,,1136,,2017/01/11 00:00:00,4,QUARTA-FEIRA,JANEIRO,1899/12/30 14:20:00,4,D,,73,407,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CN2,CN2,CN,81,81,JACANA-TREMEMBE,,42220,,,,,,,,AT,,-23.438737,-46.585492,3
-46.647975,-23.551046,D011700004,2497,RUA   AUGUSTA,,,215,,2017/01/25 00:00:00,4,QUARTA-FEIRA,JANEIRO,1899/12/30 06:28:00,4,D,,4,746,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,OE1,OE1,OE,26,26,SE,,2497,,,,,,,,AT,,-23.551046,-46.647975,4
-46.606312,-23.499115,D011700005,12926,RUA CEL  MARCILIO FRANCO,,,524,,2017/01/18 00:00:00,4,QUARTA-FEIRA,JANEIRO,1899/12/30 16:20:00,2,D,,9,218,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CN2,CN2,CN,86,86,VILA MARIA-VILA GUILHERME,,12926,,,,,,,,CO,,-23.499115,-46.606312,5
-46.75383,-23.49087,D011700006,17049,RUA CEL  JOSE RUFINO FREIRE,,,247,,2017/01/08 00:00:00,1,DOMINGO,JANEIRO,1899/12/30 02:00:00,2,D,,33,128,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO1,NO3,NO,95,95,PIRITUBA,,17049,,,,,,,,QM,,-23.49087,-46.75383,6
-46.752028,-23.563799,D011700007,5141,ES  DAS CACHOEIRAS,,,40,,2017/01/29 00:00:00,1,DOMINGO,JANEIRO,1899/12/30 23:25:00,2,D,,74,812,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,OE2,OE2,OE,67,67,BUTANTA,,5141,,,,,,,,CO,,-23.563799,-46.752028,7
0,0,D011700008,98750,SI   SEM INFORMACAO DE ENDERECO,,,0,NC,2017/01/11 00:00:00,4,QUARTA-FEIRA,JANEIRO,1899/12/30 10:16:00,4,D,,8,304,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,SI,SI,SI,SI,SI,SI,,98750,,,,,,,,AT,,0,0,8
-46.69382,-23.74398,D011700009,19490,AV   ANTONIO CARLOS B.DOS STO(COCAI,,,248,,2017/01/01 00:00:00,1,DOMINGO,JANEIRO,1899/12/30 12:00:00,2,D,,85,226,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SU4,SU4,SU,30,30,CAPELA DO SOCORRO,,19490,,,,,,,,QM,,-23.74398,-46.69382,9
-46.701249,-23.462065,D011700010,15837,RUA   DOMINGOS VEGA,68246,AV   ALMIR DEHAR,0,,2017/01/20 00:00:00,6,SEXTA-FEIRA,JANEIRO,1899/12/30 20:39:00,2,D,,45,524,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,NO2,NO2,NO,11,11,FREGUESIA-BRASILANDIA,,15837,23446,,,,,,,CF,,-23.462065,-46.701249,10
-46.628057,-23.624625,D011700011,66,AV PROF  ABRAAO DE MORAIS,,,2299,,2017/01/09 00:00:00,2,SEGUNDA-FEIRA,JANEIRO,1899/12/30 03:00:00,2,D,,35,253,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SU1,SU1,SU,27,27,IPIRANGA,,66,,,,,,,,CT,,-23.624625,-46.628057,11
-46.656348,-23.550579,D011700012,5245,RUA  DA CONSOLACAO,,,1572,,2017/01/23 00:00:00,2,SEGUNDA-FEIRA,JANEIRO,1899/12/30 00:51:00,4,D,,4,652,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,OE1,OE1,OE,26,26,SE,,5245,,,,,,,,AT,,-23.550579,-46.656348,12
-46.724215,-23.586734,D011700013,7500,AV PROF  FRANCISCO MORATO,21674,AV   JORGE JOAO SAAD,0,,2017/01/14 00:00:00,7,SABADO,JANEIRO,1899/12/30 09:30:00,2,D,,34,305,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,OE3,OE3,OE,54,54,BUTANTA,,7500,21674,,,,,,,CO,,-23.586734,-46.724215,13
-46.715424,-23.703314,D011700014,2483,AV   ATLANTICA ANT. ROBERT KENNEDY,,,4000,,2017/01/02 00:00:00,2,SEGUNDA-FEIRA,JANEIRO,1899/12/30 15:00:00,2,D,,102,311,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SU4,SU4,SU,79,79,CAPELA DO SOCORRO,,2483,,,,,,,,QM,,-23.703314,-46.715424,14
-46.463048,-23.515933,D011700015,9084,ES  DO IMPERADOR,,,4180,,2017/01/26 00:00:00,5,QUINTA-FEIRA,JANEIRO,1899/12/30 10:00:00,2,D,,63,725,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LE3,LE4,LE,37,37,ITAQUERA,,9084,,,,,,,,CO,,-23.515933,-46.463048,15
-46.661768,-23.692311,D011700016,852,ES  DO ALVARENGA,,,1416,,2017/01/08 00:00:00,1,DOMINGO,JANEIRO,1899/12/30 10:20:00,2,D,,98,197,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SU3,SU3,SU,58,58,CIDADE ADEMAR,,852,,,,,,,,CO,,-23.692311,-46.661768,16
-46.648665,-23.665647,D011700017,3180,RUA   JORGE RUBENS NEIVA DE CAMARGO,,,11,,2017/01/17 00:00:00,3,TERCA-FEIRA,JANEIRO,1899/12/30 17:00:00,2,D,,97,468,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SU3,SU3,SU,38,38,JABAQUARA,,3180,,,,,,,,CO,,-23.665647,-46.648665,17
-46.700138,-23.721544,D011700018,7909,RUA   BENICIO JOSE DA FONSECA,,,200,,2017/01/30 00:00:00,2,SEGUNDA-FEIRA,JANEIRO,1899/12/30 06:20:00,2,D,,101,931,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SU4,SU4,SU,23,23,CAPELA DO SOCORRO,,7909,,,,,,,,QM,,-23.721544,-46.700138,18
-46.74597,-23.645816,D011700019,9529,ES  DE ITAPECERICA,,,1290,,2017/01/13 00:00:00,6,SEXTA-FEIRA,JANEIRO,1899/12/30 14:22:00,2,D,,37,224,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SO3,SO3,SO,46,46,M'BOI MIRIM,,9529,,,,,,,,CT,,-23.645816,-46.74597,19
-46.68763,-23.583838,D011700020,22491,TN   MAX FEFFER,,,1,,2017/01/09 00:00:00,2,SEGUNDA-FEIRA,JANEIRO,1899/12/30 14:49:00,2,D,,15,200,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,OE1,OE1,OE,62,62,PINHEIROS,,22491,,,,,,,,CL,,-23.583838,-46.68763,20
-46.562068,-23.562763,D011700021,6932,AV REG  FEIJO,,,1900,,2017/01/05 00:00:00,5,QUINTA-FEIRA,JANEIRO,1899/12/30 23:00:00,4,D,,30,122,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SE1,SE1,SE,85,85,ARICANDUVA,,6932,,,,,,,,AT,,-23.562763,-46.562068,21
-46.525203,-23.585306,D011700022,16129,AV CAPM  PERO DE GOIS,,,9,,2017/01/15 00:00:00,1,DOMINGO,JANEIRO,1899/12/30 17:30:00,4,D,,41,260,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SE2,SE1,SE,76,76,SAPOPEMBA,,16129,,,,,,,,AT,,-23.585306,-46.525203,22
-46.705536,-23.680154,D011700023,17110,AV  DO RIO BONITO,,,901,,2017/01/30 00:00:00,2,SEGUNDA-FEIRA,JANEIRO,1899/12/30 17:35:00,2,D,,41,1005,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SU4,SU4,SU,79,79,CAPELA DO SOCORRO,,17110,,,,,,,,CO,,-23.680154,-46.705536,23
-46.722331,-23.442719,D011700024,46566,AV   NELSON PALMA TRAVASSOS,,,138,,2017/01/01 00:00:00,1,DOMINGO,JANEIRO,1899/12/30 12:58:00,2,D,,74,18,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,NO2,NO3,NO,42,42,PIRITUBA,,46566,,,,,,,,CP,,-23.442719,-46.722331,24
-46.631969,-23.533066,D011700025,10485,RUA   JOAO TEODORO,,,66,,2017/01/27 00:00:00,6,SEXTA-FEIRA,JANEIRO,1899/12/30 11:34:00,2,D,,12,574,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CN3,CN3,CN,9,9,SE,,10485,,,,,,,,CT,,-23.533066,-46.631969,25
-46.624007,-23.501433,D011700026,6110,RUA   DUARTE DE AZEVEDO,,,200,,2017/01/14 00:00:00,7,SABADO,JANEIRO,1899/12/30 09:30:00,4,D,,9,403,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CN2,CN2,CN,70,70,SANTANA-TUCURUVI,,6110,,,,,,,,AT,,-23.501433,-46.624007,26
-46.672359,-23.486953,D011700027,743,RUA   MANOEL DIAS DO CAMPO,,,265,,2017/01/30 00:00:00,2,SEGUNDA-FEIRA,JANEIRO,1899/12/30 07:20:00,2,D,,40,336,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,CN1,CN1,CN,50,50,CASA VERDE-CACHOEIRINHA,,743,,,,,,,,CH,,-23.486953,-46.672359,27
-46.561393,-23.5822,D011700028,15032,AV  DO ORATORIO,,,165,,2017/01/02 00:00:00,2,SEGUNDA-FEIRA,JANEIRO,1899/12/30 21:43:00,4,D,,42,36,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,SE2,SE1,SE,72,72,VILA PRUDENTE,,15032,,,,,,,,AT,,-23.5822,-46.561393,28
-46.700168,-23.609566,D011700029,12502,AV   MAGALHAES DE CASTRO,,,12000,,2017/01/05 00:00:00,5,QUINTA-FEIRA,JANEIRO,1899/12/30 18:20:00,2,D,,51,110,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,PB,PB,MB,54,54,BUTANTA,,13014,,,,,,,,CO,,-23.609566,-46.700168,29
-46.736882,-23.468984,D011700030,6980,AV DR  FELIPE PINEL,,,2008,,2017/01/21 00:00:00,7,SABADO,JANEIRO,1899/12/30 06:04:00,2,D,,87,426,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO2,NO3,NO,63,63,PIRITUBA,,6980,,,,,,,,CF,,-23.468984,-46.736882,30
-46.747587,-23.684477,D011700031,8367,AV   GUARAPIRANGA,,,3028,,2017/01/30 00:00:00,2,SEGUNDA-FEIRA,JANEIRO,1899/12/30 21:25:00,2,D,,92,275,B,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SO3,SO3,SO,46,46,M'BOI MIRIM,,8367,,,,,,,,CO,,-23.684477,-46.747587,31
-46.607243,-23.637842,D011700032,2223,AV PDE  ARLINDO VIEIRA,,,2075,,2017/01/20 00:00:00,6,SEXTA-FEIRA,JANEIRO,1899/12/30 14:50:00,2,D,,26,366,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SU1,SU1,SU,68,68,IPIRANGA,,2223,,,,,,,,CO,,-23.637842,-46.607243,32
-46.527558,-23.53217,D011700033,7645,AV CD DE FRONTIN,29881,VD DONA  MATILDE,0,,2017/01/25 00:00:00,4,QUARTA-FEIRA,JANEIRO,1899/12/30 15:30:00,2,D,,30,350,B,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LE1,LE1,LE,91,91,PENHA,,7645,29881,,,,,,,CO,,-23.53217,-46.527558,33
-46.558751,-23.554992,D011700034,14507,RUA   NESTOR DE BARROS,6440,RUA   EMILIA MARENGO,0,,2017/01/06 00:00:00,6,SEXTA-FEIRA,JANEIRO,1899/12/30 16:22:00,2,D,,30,79,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,SE1,SE2,SE,80,80,MOOCA,,6440,14507,,,,,,,CO,,-23.554992,-46.558751,34
-46.513832,-23.596094,D011700035,34536,AV GAL  PORFIRIO DA PAZ,,,2218,,2017/01/12 00:00:00,5,QUINTA-FEIRA,JANEIRO,1899/12/30 19:50:00,4,D,,69,387,B,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SE2,SE1,SE,76,76,SAPOPEMBA,,34536,,,,,,,,AT,,-23.596094,-46.513832,35
-46.675805,-23.661508,D011700036,21261,RUA   RUBEM DE SOUZA,,,569,,2017/01/28 00:00:00,7,SABADO,JANEIRO,1899/12/30 12:40:00,2,D,,43,767,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SU3,SU3,SU,22,22,CIDADE ADEMAR,,21261,,,,,,,,CF,,-23.661508,-46.675805,36
-46.553537,-23.529071,D011700037,36081,VD ENG  ALBERTO BADRA,,,10,,2017/01/24 00:00:00,3,TERCA-FEIRA,JANEIRO,1899/12/30 07:04:00,2,D,,10,585,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LE1,LE1,LE,59,59,PENHA,,36081,,,,,,,,CO,,-23.529071,-46.553537,37
-46.486858,-23.532763,D011700038,16571,RUA   PRAIA DE MUCURIPE ****,5266,RUA  DOS CONTINENTES,0,,2017/01/14 00:00:00,7,SABADO,JANEIRO,1899/12/30 11:08:00,2,D,,24,390,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LE3,LE3,LE,5,5,PENHA,,5266,16571,,,,,,,CO,,-23.532763,-46.486858,38
0,0,D011700039,98750,SI   SEM INFORMACAO DE ENDERECO,,,0,NC,2017/01/02 00:00:00,2,SEGUNDA-FEIRA,JANEIRO,1899/12/30 23:07:00,4,D,,77,75,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,SI,SI,SI,SI,SI,SI,,98750,,,,,,,,AT,,0,0,39
-46.683423,-23.626207,D011700040,10918,AV VER  JOSE DINIZ,13597,RUA   LAPLACE,0,,2017/01/23 00:00:00,2,SEGUNDA-FEIRA,JANEIRO,1899/12/30 06:20:00,4,D,,27,631,C,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SO1,SO2,SO,15,15,SANTO AMARO,,10918,13597,,,,,,,AT,,-23.626207,-46.683423,40
-46.52078,-23.571349,D011700041,13886,RUA   JORGE OGUSHI,,,891,,2017/01/23 00:00:00,2,SEGUNDA-FEIRA,JANEIRO,1899/12/30 19:26:00,4,D,,41,748,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SE1,SE1,SE,4,4,ARICANDUVA,,13886,,,,,,,,AT,,-23.571349,-46.52078,41
-46.702534,-23.554313,D011700042,5885,AV   DIOGENES RIBEIRO DE LIMA,13487,RUA   MARIO GUASTINI,0,,2017/01/16 00:00:00,2,SEGUNDA-FEIRA,JANEIRO,1899/12/30 17:16:00,2,D,,14,610,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,OE1,OE4,OE,2,2,PINHEIROS,,5885,17985,,,,,,,CO,,-23.554313,-46.702534,42
-46.448122,-23.556485,D011700043,18803,RUA S  TEODORO,,,198,,2017/01/19 00:00:00,5,QUINTA-FEIRA,JANEIRO,1899/12/30 17:50:00,2,D,,32,510,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SE1,SE3,SE,57,57,ITAQUERA,,18803,,,,,,,,CT,,-23.556485,-46.448122,43
-46.739295,-23.402423,D011700044,22694,RUA   JULIO DE OLIVEIRA,,,80,,2017/01/02 00:00:00,2,SEGUNDA-FEIRA,JANEIRO,1899/12/30 20:00:00,2,D,,46,18,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NO2,NO3,NO,61,61,PERUS,,22694,,,,,,,,CL,,-23.402423,-46.739295,44
-46.651076,-23.714422,D011700045,9152,RUA   INDEPENDENCIA,,,81,,2017/01/23 00:00:00,2,SEGUNDA-FEIRA,JANEIRO,1899/12/30 23:20:00,4,D,,6,495,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,SU3,SU3,SU,58,58,CIDADE ADEMAR,,9152,,,,,,,,AT,,-23.714422,-46.651076,45
-46.442632,-23.610493,D011700046,46304,TV   TRISTEZA DO JECA,,,268,,2017/01/01 00:00:00,1,DOMINGO,JANEIRO,1899/12/30 07:00:00,2,D,,49,11,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SE1,SE3,SE,33,33,SAO MATEUS,,46304,,,,,,,,CO,,-23.610493,-46.442632,46
-46.616661,-23.541293,D011700047,5229,LGO  DA CONCORDIA,13967,RUA   MILLER,0,,2017/01/27 00:00:00,6,SEXTA-FEIRA,JANEIRO,1899/12/30 13:05:00,4,D,,12,570,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LE1,LE1,LE,10,10,MOOCA,,5229,13967,,,,,,,AT,,-23.541293,-46.616661,47
-46.6415,-23.637568,D011700048,7882,AV ENG  GEORGE CORBISIER,,,13377,,2017/01/27 00:00:00,6,SEXTA-FEIRA,JANEIRO,1899/12/30 15:00:00,2,D,,35,1062,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SU2,SU2,SU,38,38,JABAQUARA,,7882,,,,,,,,CO,,-23.637568,-46.6415,48
-46.741303,-23.520246,D011700049,4584,RUA   CATADUPAS,18170,RUA   SILVA AIROSA,0,,2017/01/07 00:00:00,7,SABADO,JANEIRO,1899/12/30 14:20:00,2,D,,91,118,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO1,NO1,NO,88,88,LAPA,,4584,18170,,,,,,,CO,,-23.520246,-46.741303,49
-46.633821,-23.699448,D011700050,64167,AV   JOAQUIM L. DE TOLEDO BUENO,,,200,,2017/01/19 00:00:00,5,QUINTA-FEIRA,JANEIRO,1899/12/30 11:00:00,2,D,,98,543,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SU3,SU3,SU,58,58,CIDADE ADEMAR,,64167,,,,,,,,QM,,-23.699448,-46.633821,50
-46.608704,-23.621839,D011700051,14705,RUA NSRA DA SAUDE,,,1183,,2017/01/24 00:00:00,3,TERCA-FEIRA,JANEIRO,1899/12/30 17:00:00,2,D,,26,445,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SU1,SU1,SU,68,68,IPIRANGA,,14705,,,,,,,,CO,,-23.621839,-46.608704,51
-46.707031,-23.579001,D011700052,855,RUA   ALVARENGA,,,100,,2017/01/06 00:00:00,6,SEXTA-FEIRA,JANEIRO,1899/12/30 12:09:00,2,D,,34,84,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,OE3,OE3,OE,54,54,BUTANTA,,855,,,,,,,,CO,,-23.579001,-46.707031,52
-46.71305,-23.707033,D011700053,2483,AV   ATLANTICA ANT. ROBERT KENNEDY,4972,AV   BERTA WAITMAN,0,,2017/01/08 00:00:00,1,DOMINGO,JANEIRO,1899/12/30 05:45:00,2,D,,102,252,B,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,SU4,SU4,SU,79,79,CAPELA DO SOCORRO,,2483,4972,,,,,,,CV,,-23.707033,-46.71305,53
-46.623579,-23.519791,D011700054,4561,AV PRES  CASTELO BRANCO,,,3000,,2017/01/14 00:00:00,7,SABADO,JANEIRO,1899/12/30 03:30:00,2,D,,2,287,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TT,TT,MB,56,56,MOOCA,,29772,,,,,,,,CT,,-23.519791,-46.623579,54
-46.581404,-23.570178,D011700055,15034,RUA  DO ORATORIO,6505,RUA   ENTA,0,,2017/01/25 00:00:00,4,QUARTA-FEIRA,JANEIRO,1899/12/30 19:12:00,2,D,,57,519,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SE2,SE2,SE,53,53,MOOCA,,6505,15034,,,,,,,CO,,-23.570178,-46.581404,55
-46.779501,-23.648471,D011700056,16339,AV   CARLOS LACERDA,,,1890,,2017/01/14 00:00:00,7,SABADO,JANEIRO,1899/12/30 09:35:00,4,D,,37,307,B,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OE3,OE3,OE,17,17,CAMPO LIMPO,,16339,,,,,,,,AT,,-23.648471,-46.779501,56
-46.520757,-23.579518,D011700057,59536,RUA   IZIS DIAS DE OLIVEIRA,,,15,,2017/01/09 00:00:00,2,SEGUNDA-FEIRA,JANEIRO,1899/12/30 04:20:00,2,D,,41,256,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SE1,SE1,SE,4,4,ARICANDUVA,,59536,,,,,,,,QM,,-23.579518,-46.520757,57
-46.632489,-23.670199,D011700058,2235,AV ENG  ARMANDO DE ARRUDA PEREIRA,,,5802,,2017/01/17 00:00:00,3,TERCA-FEIRA,JANEIRO,1899/12/30 13:30:00,2,D,,97,134,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SU1,SU1,SU,38,38,JABAQUARA,,2235,,,,,,,,QD,,-23.670199,-46.632489,58
-46.610498,-23.595438,D011700059,14449,AV   NAZARE,,,1272,,2017/01/21 00:00:00,7,SABADO,JANEIRO,1899/12/30 09:45:00,2,D,,17,723,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,SU1,SE2,SE,34,34,IPIRANGA,,14449,,,,,,,,CO,,-23.595438,-46.610498,59
-46.471102,-23.504389,D011700060,24767,RUA   ARRAIAL DE SANTA BARBARA,,,138,,2017/01/01 00:00:00,1,DOMINGO,JANEIRO,1899/12/30 02:20:00,4,D,,63,5,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,LE2,LE2,LE,87,87,SAO MIGUEL,,24767,,,,,,,,AT,,-23.504389,-46.471102,60
-46.734179,-23.622215,D011700061,8000,AV   GIOVANNI GRONCHI,,,4822,,2017/01/29 00:00:00,1,DOMINGO,JANEIRO,1899/12/30 07:15:00,4,D,,89,647,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OE3,OE3,OE,83,83,CAMPO LIMPO,,8000,,,,,,,,AT,,-23.622215,-46.734179,61
-46.650101,-23.480412,D011700062,14242,RUA CONS  MOREIRA DE BARROS,,,3267,,2017/01/01 00:00:00,1,DOMINGO,JANEIRO,1899/12/30 18:00:00,2,D,,38,27,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CN1,CN1,CN,51,51,SANTANA-TUCURUVI,,14242,,,,,,,,CO,,-23.480412,-46.650101,62
-46.629496,-23.53369,D011700063,10485,RUA   JOAO TEODORO,,,318,,2017/01/08 00:00:00,1,DOMINGO,JANEIRO,1899/12/30 09:50:00,2,D,,12,152,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CN3,CN3,CN,9,9,SE,,10485,,,,,,,,CO,,-23.53369,-46.629496,63
-46.684071,-23.555911,D011700064,12273,RUA   LUIS MURAT,,,40,,2017/01/30 00:00:00,2,SEGUNDA-FEIRA,JANEIRO,1899/12/30 09:30:00,2,D,,14,697,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,OE1,OE4,OE,62,62,PINHEIROS,,12273,,,,,,,,CO,,-23.555911,-46.684071,64
-46.468944,-23.56354,D011700065,7503,AV DR  FRANCISCO MUNHOZ FILHO,,,1600,,2017/01/28 00:00:00,7,SABADO,JANEIRO,1899/12/30 22:30:00,4,D,,53,727,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SE1,SE3,SE,57,57,ITAQUERA,,7503,,,,,,,,AT,,-23.56354,-46.468944,65
-46.624754,-23.491861,D011700066,20089,RUA DR  ZUQUIM,16154,RUA   PERPETUO JUNIOR,0,,2017/01/12 00:00:00,5,QUINTA-FEIRA,JANEIRO,1899/12/30 14:04:00,2,D,,9,179,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CN2,CN2,CN,70,70,SANTANA-TUCURUVI,,16154,20089,,,,,,,CF,,-23.491861,-46.624754,66
-46.655884,-23.500687,D011700067,371,RUA   AGUAS VIRTUOSAS,,,495,,2017/01/08 00:00:00,1,DOMINGO,JANEIRO,1899/12/30 18:45:00,2,D,,13,223,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CN1,CN1,CN,21,21,CASA VERDE-CACHOEIRINHA,,371,,,,,,,,CH,,-23.500687,-46.655884,67
-46.515121,-23.613614,D011700068,75117,RUA   PLANALTO DOS ACANTILADOS,,,719,,2017/01/24 00:00:00,3,TERCA-FEIRA,JANEIRO,1899/12/30 13:00:00,2,D,,70,297,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SE2,SE1,SE,76,76,SAPOPEMBA,,75117,,,,,,,,CO,,-23.613614,-46.515121,68
-46.651792,-23.657034,D011700069,35462,RUA   SENEGAL,,,12,,2017/01/06 00:00:00,6,SEXTA-FEIRA,JANEIRO,1899/12/30 22:40:00,2,D,,35,115,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SU3,SU3,SU,38,38,JABAQUARA,,35462,,,,,,,,CH,,-23.657034,-46.651792,69
-46.578859,-23.462768,D011700070,19711,RUA   ABILIO PEDRO RAMOS,,,160,,2017/01/18 00:00:00,4,QUARTA-FEIRA,JANEIRO,1899/12/30 18:32:00,2,D,,73,624,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CN2,CN2,CN,39,39,JACANA-TREMEMBE,,19711,,,,,,,,CO,,-23.462768,-46.578859,70
-46.397522,-23.503656,D011700071,18940,RUA   TIBURCIO DE SOUSA,,,858,,2017/01/02 00:00:00,2,SEGUNDA-FEIRA,JANEIRO,1899/12/30 23:37:00,4,D,,50,79,B,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LE2,LE2,LE,36,36,ITAIM PAULISTA,,18940,,,,,,,,AT,,-23.503656,-46.397522,71
