id_vitima	id_acidente	id_veiculo	sexo	idade	tipo_vitima	classificacao	tipo_veiculo	estado_alcoolizacao	escolaridade	data
1	D021700565	1	M	29	PD	F	AU	BR	3	NULL
1	D021700566	1	M	50	PD	M	MO	BR	5	12/02/2017 00:00
1	D021700567	2	M	23	CD	F	AU	BR	7	NULL
1	D021700568	1	M	27	CD	F	MO	BR	5	NULL
1	D021700569	1	M	32	CD	F	MO	BR	8	NULL
1	D021700570	1	M	39	CD	F	MO	BR	8	NULL
1	D021700571	2	M	26	CD	F	AU	BR	3	NULL
2	D021700571	2	M	35	PS	F	AU	BR	5	NULL
3	D021700571	2	M	29	PS	F	AU	BR	3	NULL
4	D021700571	2	M	38	PS	F	AU	BR	7	NULL
1	D021700572	1	M	36	CD	F	MO	BR	5	NULL
1	D021700573	1	M	34	PS	F	MO	BR	2	NULL
2	D021700573	1	M	45	CD	F	MO	BR	5	NULL
1	D021700574	1	F	27	SI	F	AU	BR	7	NULL
1	D021700575	1	M	25	CD	F	MO	BR	5	NULL
1	D021700576	1	F	67	PD	F	AU	BR	3	NULL
1	D021700577	1	F	52	PD	F	MO	BR	3	NULL
1	D021700578	1	M	21	CD	F	AU	BR	3	NULL
1	D021700579	2	F	62	SI	F	SI	BR	2	NULL
1	D021700580	2	M	37	CD	F	MO	BR	8	NULL
1	D021700581	2	M	41	CD	F	BI	BR	3	NULL
1	D021700582	1	M	25	CD	F	AU	BR	7	NULL
1	D021700583	2	M	21	CD	F	MO	BR	3	NULL
1	D021700584	1	M	28	CD	F	MO	BR	3	NULL
1	D021700585	1	M	27	CD	F	MO	BR	5	NULL
1	D021700586	1	M	60	PD	M	AU	BR	8	14/02/2017 00:00
1	D021700587	1	M	39	CD	F	MO	BR	8	NULL
1	D021700588	1	M	67	CD	F	AU	BR	8	NULL
1	D021700589	1	F	23	PS	F	MO	BR	4	NULL
1	D021700590	1	M	20	CD	F	MO	BR	3	NULL
1	D021700591	2	M	27	CD	F	BI	BR	8	NULL
1	D021700592	1	M	56	CD	F	AU	BR	5	NULL
2	D021700592	1	M	20	PS	F	AU	BR	5	NULL
1	D021700593	1	M	30	CD	F	MO	BR	5	NULL
1	D021700594	2	F	52	PS	F	AU	BR	3	NULL
1	D021700595	1	M	71	CD	F	AU	BR	7	NULL
1	D021700596	2	F	66	PS	F	AU	BR	3	NULL
1	D021700597	1	M	41	CD	F	MO	BR	5	NULL
2	D021700597	1	F	28	CD	F	MO	BR	8	NULL
1	D021700598	1	M	18	CD	F	MO	BR	3	NULL
1	D021700599	1	M	37	CD	F	MO	BR	5	NULL
1	D021700600	1	M	35	CD	F	MO	BR	7	NULL
1	D021700601	1	M	34	CD	F	MO	BR	5	NULL
2	D021700601	1	F	31	PS	F	MO	BR	5	NULL
1	D021700602	2	M	14	CD	F	BI	BR	3	NULL
1	D021700603	1	M	31	CD	F	MO	BR	5	NULL
1	D021700604	1	M	43	CD	F	MO	BR	8	NULL
1	D021700605	1	M	38	CD	F	MO	BR	2	NULL
1	D021700606	1	M	46	PD	M	AU	BR	3	04/02/2017 00:00
1	D021700607	1	M	29	PD	F	AU	BR	8	NULL
1	D021700608	2	M	37	CD	F	MO	BR	8	NULL
1	D021700609	1	F	34	CD	F	MO	BR	5	NULL
1	D021700610	1	M	19	CD	F	MO	BR	4	NULL
1	D021700611	1	M	51	CD	F	CM	BR	2	NULL
1	D021700612	1	M		CD	F	MO	BR	8	NULL
1	D021700613	1	F	31	PS	F	MO	BR	7	NULL
2	D021700613	1	M	33	CD	F	MO	BR	8	NULL
1	D021700614	1	M	18	CD	F	AU	BR	3	NULL
2	D021700614	1	M	19	PS	F	AU	BR	3	NULL
3	D021700614	1	M	17	PS	F	AU	BR	3	NULL
1	D021700615	1	M	36	CD	F	MO	BR	8	NULL
1	D021700616	1	M	40	CD	F	MO	BR	7	NULL
1	D021700617	1	M	29	CD	F	MO	BR	5	NULL
1	D021700618	1	M	57	CD	F	AU	BR	2	NULL
1	D021700619	1	M	34	CD	F	MO	BR	5	NULL
1	D021700620	1	M	47	PD	F	AU	BR	7	NULL
2	D021700620	1	F	41	PD	F	AU	BR	7	NULL
1	D021700621	1	M	36	CD	F	AU	BR	5	NULL
1	D021700622	1	M	24	CD	F	MO	BR	3	NULL
1	D021700623	1	F	63	PS	F	AU	BR	3	NULL
2	D021700623	2	F	22	PS	F	AU	BR	8	NULL
3	D021700623	2	F	26	PS	F	AU	BR	7	NULL
4	D021700623	1	F	19	PS	F	AU	BR	5	NULL
5	D021700623	2	M	21	CD	F	AU	BR	5	NULL
1	D021700624	1	M	53	CD	F	AU	BR	5	NULL
1	D021700625	1	F	30	PS	F	MO	BR	7	NULL
2	D021700625	1	M	32	CD	F	MO	BR	8	NULL
1	D021700626	1	M	35	CD	F	MO	BR	8	NULL
1	D021700627	1	M	48	CD	F	MO	BR	2	NULL
1	D021700628	1	M	33	CD	F	AU	BR	7	NULL
1	D021700629	1	F	24	PD	F	MO	BR	5	NULL
1	D021700630	1	M	19	CD	M	MO	BR	3	04/02/2017 00:00
1	D021700631	2	F	25	CD	F	BI	BR	7	NULL
1	D021700632	1	F	50	PS	F	AU	BR	7	NULL
1	D021700633	3	M	32	CD	F	MO	BR	5	NULL
2	D021700633	1	M	31	CD	F	MO	BR	3	NULL
1	D021700634	1	M	40	CD	F	CM	BR	3	NULL
1	D021700635	1	M	23	CD	F	AU	BR	8	NULL
1	D021700636	1	M	41	CD	F	MO	BR	8	NULL
1	D021700637	1	M	23	PS	F	CA	BR	3	NULL
1	D021700638	1	F	29	PS	F	AU	BR	7	NULL
2	D021700638	2	F	46	PS	F	ON	BR	3	NULL
1	D021700639	1	M	37	CD	F	MO	BR	5	NULL
1	D021700640	1	M	47	CD	M	MO	BR	2	15/02/2017 00:00
1	D021700641	1	F	56	PD	F	MO	BR	3	NULL
2	D021700641	1	F	67	PD	F	MO	BR	3	NULL
1	D021700642	1	M	40	CD	F	MO	BR	8	NULL
1	D021700643	1	F	19	PS	F	AU	BR	6	NULL
1	D021700644	1	M	41	CD	F	MO	BR	5	NULL
1	D021700645	1	M	37	CD	F	MO	BR	5	NULL
1	D021700646	1	F	79	PD	F	AU	BR	3	NULL
1	D021700647	1	F	13	PS	F	AU	BR	2	NULL
1	D021700648	1	M	16	CD	F	MO	BR	3	NULL
1	D021700649	1	M	26	CD	M	MO	BR	3	18/02/2017 00:00
1	D021700650	1	M	40	CD	F	MO	BR	5	NULL
2	D021700650	1	F	35	PS	F	MO	BR	3	NULL
1	D021700651	1	M	27	PD	F	AU	BR	6	NULL
1	D021700652	2	F	36	PS	F	AU	BR	5	NULL
2	D021700652	2	M	69	CD	F	AU	BR	3	NULL
1	D021700653	1	F	36	CD	F	AU	BR	5	NULL
1	D021700654	1	M	29	CD	F	MO	BR	5	NULL
1	D021700655	2	M	36	CD	F	MO	BR	7	NULL
1	D021700656	1	M		PD	F	AU	BR	8	NULL
1	D021700657	1	F	54	PS	F	ON	BR	3	NULL
1	D021700658	1	F	37	PS	F	ON	BR	8	NULL
2	D021700658	1	F	49	PS	F	ON	BR	8	NULL
1	D021700659	2	F	50	PS	F	AU	BR	3	NULL
2	D021700659	2	M	51	CD	F	AU	BR	5	NULL
1	D021700660	2	M	25	SI	F	MO	BR	3	NULL
2	D021700660	2	M	21	SI	F	MO	BR	5	NULL
1	D021700661	1	M	30	PS	F	ON	BR	5	NULL
1	D021700662	1	F	32	CD	F	MO	BR	7	NULL
1	D021700663	1	M		PD	F	AU	BR	8	NULL
1	D021700664	1	M	19	CD	F	MO	BR	3	NULL
2	D021700664	1	M	26	PS	F	MO	BR	5	NULL
1	D021700665	1	M	24	CD	F	MO	BR	3	NULL
2	D021700665	1	M	29	PS	F	MO	BR	3	NULL
1	D021700666	1	F	18	PS	F	MO	BR	5	NULL
2	D021700666	2	M	18	PS	F	MO	BR	3	NULL
1	D021700667	1	F	78	PS	F	ON	BR	3	NULL
1	D021700668	1	M	22	CD	F	MO	BR	5	NULL
1	D021700669	1	F	20	PD	F	ON	BR	6	NULL
1	D021700670	2	M	1	PS	F	AU	BR	1	NULL
2	D021700670	2	M	3	PS	F	AU	BR	1	NULL
3	D021700670	2	F	32	PS	F	AU	BR	7	NULL
1	D021700671	2	M	18	CD	F	MO	BR	8	NULL
1	D021700672	2	F	58	SI	F	AU	BR	5	NULL
2	D021700672	2	M	22	SI	F	AU	BR	5	NULL
3	D021700672	2	M	25	SI	F	AU	BR	5	NULL
1	D021700673	1	M	35	CD	F	MO	BR	5	NULL
1	D021700674	1	M	35	CD	F	MO	BR	7	NULL
1	D021700675	1	F	80	PD	F	SI	BR	3	NULL
1	D021700676	1	M	23	CD	F	MO	BR	5	NULL
1	D021700677	1	M	33	CD	F	MO	BR	8	NULL
1	D021700678	1	M	50	PD	F	MO	BR	3	NULL
1	D021700679	1	M	18	CD	F	AU	BR	5	NULL
1	D021700680	1	M	23	CD	F	MO	BR	4	NULL
1	D021700681	1	M	24	CD	F	MO	BR	7	NULL
1	D021700682	1	M	35	CD	F	MO	BR	3	NULL
1	D021700683	1	F		PS	F	AU	BR	8	NULL
2	D021700683	1	M		CD	F	AU	BR	8	NULL
1	D021700684	1	F	60	PD	F	MO	BR	3	NULL
1	D021700685	2	M	60	CD	F	AU	SA	7	NULL
1	D021700686	2	M	22	CD	F	AU	BR	5	NULL
2	D021700686	1	F	18	CD	F	CA	BR	5	NULL
1	D021700687	1	M	44	PD	M	AU	BR	5	12/02/2017 00:00
1	D021700688	1	M	62	CD	F	AU	AA	5	NULL
1	D021700689	1	M	34	CD	F	MO	BR	3	NULL
1	D021700690	2	M	58	PD	F	AU	BR	5	NULL
2	D021700690	2	F	43	PS	F	AU	BR	7	NULL
3	D021700690	1	F		PS	F	CM	BR	8	NULL
4	D021700690	2	F	57	CD	F	AU	BR	7	NULL
5	D021700690	1	M		CD	F	CM	BR	8	NULL
1	D021700691	1	M	23	CD	F	MO	BR	3	NULL
1	D021700692	1	M	30	CD	F	MO	BR	8	NULL
1	D021700693	1	M	45	SI	F	MO	BR	8	NULL
2	D021700693	1	M	35	SI	F	MO	BR	8	NULL
1	D021700694	1	M	24	CD	F	MO	BR	3	NULL
1	D021700695	1	F	39	PS	F	AU	BR	5	NULL
2	D021700695	1	F	30	CD	F	AU	BR	5	NULL
1	D021700696	1	M	33	CD	F	MO	BR	3	NULL
2	D021700696	2	M	31	CD	F	MO	BR	8	NULL
1	D021700697	1	M	19	CD	F	MO	BR	3	NULL
1	D021700698	1	M	3	PD	F	AU	BR	8	NULL
1	D021700699	1	F		CD	F	MO	BR	8	NULL
2	D021700699	1	F		PS	F	MO	BR	8	NULL
1	D021700700	1	F	32	CD	F	AU	BR	3	NULL
1	D021700701	1	F	35	CD	F	MO	BR	5	NULL
1	D021700702	2	X		CD	F	MO	BR	8	NULL
1	D021700703	1	M	31	SI	F	MO	BR	3	NULL
1	D021700704	1	M	39	CD	F	MO	BR	5	NULL
1	D021700705	1	M	48	CD	F	MO	BR	3	NULL
1	D021700706	1	F	45	CD	F	MO	BR	8	NULL
1	D021700707	1	M	20	CD	F	MO	BR	5	NULL
2	D021700707	1	F	21	PS	F	MO	BR	5	NULL
1	D021700708	1	F	23	CD	F	AU	BR	7	NULL
2	D021700708	1	M	25	PS	F	AU	BR	7	NULL
1	D021700709	1	F	39	PS	F	AU	BR	3	NULL
2	D021700709	1	F	22	PS	F	AU	BR	3	NULL
1	D021700710	1	M	42	PD	F	AU	BR	3	NULL
1	D021700711	1	M	26	PD	F	AU	BR	8	NULL
2	D021700711	1	F	34	PD	F	AU	BR	8	NULL
1	D021700712	1	M	16	CD	M	MO	BR	3	11/02/2017 00:00
2	D021700712	1	F	13	PS	F	MO	BR	2	NULL
3	D021700712	2	M	19	CD	F	MO	BR	3	NULL
1	D021700713	1	M	25	CD	F	MO	BR	5	NULL
1	D021700714	1	M	34	CD	F	MO	BR	5	NULL
1	D021700715	1	M	19	CD	F	MO	BR	3	NULL
1	D021700716	1	M	19	CD	F	MO	BR	5	NULL
1	D021700717	1	M	23	CD	F	MO	BR	3	NULL
1	D021700718	1	F	47	PD	F	ON	BR	7	NULL
1	D021700719	1	M	24	CD	M	MO	BR	3	19/02/2017 00:00
1	D021700720	2	M	21	CD	F	AU	BR	5	NULL
1	D021700721	1	F	22	PD	F	MO	BR	5	NULL
1	D021700722	1	M	37	PS	F	MO	BR	5	NULL
1	D021700723	1	M	35	CD	F	CM	BR	7	NULL
1	D021700724	1	M	69	PD	M	AU	BR	7	09/02/2017 00:00
1	D021700725	1	M	37	CD	F	MO	BR	5	NULL
1	D021700726	1	M	35	CD	F	MO	BR	5	NULL
1	D021700727	1	F	64	PD	F	MO	BR	5	NULL
2	D021700727	1	M	60	PD	F	MO	BR	3	NULL
1	D021700728	1	M	50	PD	M	AU	BR	3	21/02/2017 00:00
1	D021700729	1	M	20	CD	F	MO	BR	5	NULL
1	D021700730	1	M	33	CD	F	MO	BR	7	NULL
1	D021700731	1	M	24	CD	F	MO	BR	5	NULL
2	D021700731	1	F	22	PS	F	MO	BR	3	NULL
1	D021700732	1	F	19	PD	F	AU	BR	5	NULL
1	D021700733	1	F	68	PS	F	CM	BR	8	NULL
2	D021700733	1	F	67	CD	F	CM	BR	3	NULL
1	D021700734	1	M	29	CD	F	MO	BR	7	NULL
1	D021700735	1	M	22	CD	F	AU	AA	3	NULL
1	D021700736	1	M	65	PD	F	AU	BR	8	NULL
1	D021700737	1	M	20	CD	F	MO	BR	3	NULL
1	D021700738	1	M	64	PD	F	MO	BR	3	NULL
1	D021700739	1	F	51	PS	F	AU	BR	8	NULL
1	D021700740	1	M	34	CD	F	MO	BR	7	NULL
1	D021700741	1	M	22	CD	F	MO	BR	5	NULL
1	D021700742	1	F	19	PS	F	MO	BR	5	NULL
1	D021700743	1	M	37	PD	F	CM	BR	3	NULL
1	D021700744	2	M	19	SI	F	MO	BR	3	NULL
2	D021700744	2	M	23	SI	F	MO	BR	3	NULL
1	D021700745	1	F	45	PD	F	MO	BR	5	NULL
1	D021700746	1	M	18	CD	F	MO	BR	5	NULL
1	D021700747	1	M	43	CD	F	MO	BR	5	NULL
1	D021700748	1	M	42	CD	F	MO	BR	8	NULL
1	D021700749	2	M	33	CD	M	BI	BR	5	04/02/2017 00:00
1	D021700750	1	M	30	PD	F	ON	BR	3	NULL
1	D021700751	1	M	40	CD	F	AU	BR	5	NULL
2	D021700751	1	F	38	PS	F	AU	BR	5	NULL
1	D021700752	1	F	66	PS	F	ON	BR	3	NULL
2	D021700752	1	M	71	PS	F	ON	BR	5	NULL
1	D021700753	1	F	39	PD	F	MO	BR	3	NULL
1	D021700754	1	M	41	CD	F	CM	BR	2	NULL
1	D021700755	1	M	18	PD	F	AU	BR	3	NULL
1	D021700756	1	M	20	CD	F	MO	BR	5	NULL
1	D021700757	1	M	22	CD	F	MO	BR	7	NULL
1	D021700758	1	M	16	PD	F	CM	BR	3	NULL
1	D021700759	1	F	52	PS	F	ON	BR	3	NULL
1	D021700760	1	M	32	PD	F	AU	BR	5	NULL
1	D021700761	1	F	20	PS	F	AU	BR	4	NULL
1	D021700762	1	M	21	PD	F	AU	BR	5	NULL
1	D021700763	1	M	25	CD	F	MO	BR	5	NULL
1	D021700764	1	M	36	CD	F	MO	BR	5	NULL
1	D021700765	1	M	28	CD	F	AU	BR	3	NULL
2	D021700765	1	M	11	PD	F	AU	BR	2	NULL
1	D021700766	1	M		CD	F	AU	BR	8	NULL
1	D021700767	1	F	6	PD	F	AU	BR	3	NULL
2	D021700767	1	F	76	PD	F	AU	BR	8	NULL
1	D021700768	1	M	20	PS	M	MO	BR	5	21/02/2017 00:00
2	D021700768	1	M		CD	F	MO	BR	8	NULL
1	D021700769	2	F	84	PS	F	ON	BR	3	NULL
2	D021700769	1	F		PS	F	AU	BR	8	NULL
1	D021700770	1	M	44	CD	F	AU	BR	8	NULL
1	D021700771	1	M	19	CD	F	MO	BR	5	NULL
2	D021700771	1	F	19	PS	F	MO	BR	5	NULL
1	D021700772	1	M	95	PD	M	CM	BR	8	07/02/2017 00:00
1	D021700773	1	M	24	PS	M	MO	BR	8	17/02/2017 00:00
1	D021700774	1	M		CD	F	MO	BR	8	NULL
1	D021700775	1	M	29	CD	F	MO	BR	7	NULL
1	D021700776	1	M	29	CD	F	MO	BR	7	NULL
1	D021700777	1	M	29	CD	F	MO	BR	5	NULL
1	D021700778	1	M	50	PD	F	AU	BR	3	NULL
1	D021700779	1	M	29	CD	F	MO	BR	5	NULL
1	D021700780	1	M	29	CD	F	MO	BR	5	NULL
2	D021700780	1	M	25	PS	F	MO	BR	5	NULL
1	D021700781	1	M	28	CD	F	MO	BR	5	NULL
1	D021700782	1	M	8	PD	F	ON	BR	8	NULL
1	D021700783	1	M	22	CD	F	AU	BR	5	NULL
1	D021700784	1	M	54	SI	F	MO	BR	2	NULL
2	D021700784	1	F	38	SI	F	MO	BR	5	NULL
1	D021700785	1	F	28	PD	F	CM	BR	5	NULL
1	D021700786	1	M	28	CD	F	MO	BR	5	NULL
1	D021700787	1	M	53	CD	F	MO	BR	3	NULL
1	D021700788	1	F	50	PS	F	AU	BR	6	NULL
1	D021700789	1	M	26	CD	F	MO	BR	5	NULL
1	D021700790	1	M	47	CD	F	MO	BR	2	NULL
1	D021700791	1	M	20	CD	F	MO	BR	4	NULL
1	D021700792	1	M	26	CD	F	MO	BR	3	NULL
1	D021700793	1	F		PS	F	AU	BR	8	NULL
2	D021700793	1	F		PS	F	AU	BR	8	NULL
3	D021700793	1	M	19	CD	F	AU	BR	5	NULL
1	D021700794	1	M	23	CD	F	MO	BR	5	NULL
1	D021700795	2	M	50	CD	F	AU	BR	5	NULL
1	D021700796	1	M	18	CD	F	MO	BR	3	NULL
1	D021700797	1	M	43	CD	F	MO	BR	3	NULL
1	D021700798	1	F		PS	F	ON	BR	8	NULL
1	D021700799	1	F	37	PD	F	AU	BR	7	NULL
1	D021700800	1	M	53	CD	F	MO	BR	3	NULL
1	D021700801	2	M	40	CD	F	SI	BR	5	NULL
1	D021700802	1	F	68	PS	F	ON	BR	3	NULL
1	D021700803	1	F	39	PD	F	AU	BR	7	NULL
1	D021700804	1	F	90	PD	F	CA	BR	3	NULL
1	D021700805	1	M	39	CD	F	MO	BR	8	NULL
1	D021700806	1	M	18	CD	F	MO	BR	3	NULL
2	D021700806	1	F	16	PS	F	MO	BR	3	NULL
1	D021700807	1	M	26	CD	F	MO	BR	4	NULL
1	D021700808	1	F	20	PS	F	MO	BR	3	NULL
1	D021700809	1	M	52	CD	F	AU	BR	1	NULL
1	D021700810	1	M	26	CD	F	MO	BR	8	NULL
2	D021700810	1	F	48	PS	M	MO	BR	8	22/02/2017 00:00
1	D021700811	1	M	27	CD	F	MO	BR	4	NULL
1	D021700812	1	M	39	CD	F	AU	AA	3	NULL
1	D021700813	4	F	53	PS	F	ON	BR	2	NULL
1	D021700814	1	M		CD	F	AU	BR	3	NULL
1	D021700815	1	M	24	CD	F	MO	BR	5	NULL
1	D021700816	1	M	25	PS	F	MO	BR	4	NULL
2	D021700816	1	F	37	PD	F	MO	BR	5	NULL
3	D021700816	1	M	25	CD	F	MO	BR	5	NULL
1	D021700817	1	M	56	CD	F	MO	BR	5	NULL
1	D021700818	1	M	52	PD	F	CM	BR	7	NULL
1	D021700819	1	M	49	PD	F	AU	BR	3	NULL
1	D021700820	1	M	55	PS	F	ON	BR	5	NULL
1	D021700821	1	M		CD	F	MO	BR	8	NULL
1	D021700822	1	F	83	PD	M	AU	BR	1	09/02/2017 00:00
1	D021700823	1	F	45	PD	F	MO	BR	3	NULL
1	D021700824	1	M	28	CD	F	MO	BR	5	NULL
1	D021700825	1	M	62	PD	M	ON	BR	3	09/02/2017 00:00
1	D021700826	2	M	38	CD	F	AU	BR	3	NULL
1	D021700827	1	M	14	CD	F	BI	BR	1	NULL
1	D021700828	1	F	16	PD	F	MO	BR	3	NULL
1	D021700829	1	M	27	PD	F	AU	BR	3	NULL
1	D021700830	1	M	47	CD	F	MO	BR	5	NULL
1	D021700831	1	M	27	CD	F	MO	BR	3	NULL
2	D021700831	1	F		PS	F	MO	BR	8	NULL
1	D021700832	1	M	20	CD	F	MO	BR	6	NULL
1	D021700833	1	F	27	PD	F	ON	BR	3	NULL
1	D021700834	1	M	27	CD	F	MO	BR	3	NULL
1	D021700835	1	M	29	CD	F	MO	BR	5	NULL
1	D021700836	1	M	37	SI	F	MO	BR	5	NULL
1	D021700837	1	M	31	PD	F	SI	BR	5	NULL
1	D021700838	1	F	26	PS	F	MO	BR	5	NULL
1	D021700839	1	M	18	PS	F	MO	BR	3	NULL
1	D021700840	1	M	28	CD	F	AU	BR	5	NULL
1	D021700841	2	F	52	CD	F	AU	BR	7	NULL
1	D021700842	1	F	24	PD	F	AU	BR	5	NULL
2	D021700842	1	F	21	PD	F	AU	BR	5	NULL
1	D021700843	2	M	47	CD	F	MO	BR	3	NULL
1	D021700844	1	M	44	CD	F	MO	BR	7	NULL
1	D021700845	1	F	28	PS	F	MO	BR	5	NULL
1	D021700846	1	F	71	PS	F	ON	BR	3	NULL
1	D021700847	1	M	27	CD	F	MO	BR	7	NULL
1	D021700848	2	F	41	CD	F	BI	BR	5	NULL
1	D021700849	1	M	35	PD	F	MO	BR	3	NULL
2	D021700849	1	M	22	CD	F	MO	BR	3	NULL
3	D021700849	1	M	15	SI	F	MO	BR	3	NULL
1	D021700850	1	M	33	CD	F	MO	BR	5	NULL
1	D021700851	1	F	35	CD	F	MO	BR	6	NULL
1	D021700852	1	M	21	CD	F	MO	BR	5	NULL
2	D021700852	1	F	22	PS	F	MO	BR	5	NULL
1	D021700853	1	M	34	CD	F	MO	BR	7	NULL
1	D021700854	1	M	35	CD	F	MO	BR	5	NULL
1	D021700855	2	F	32	CD	F	BI	BR	7	NULL
1	D021700856	1	M	53	PD	F	AU	BR	3	NULL
1	D021700857	1	M	27	CD	F	MO	BR	5	NULL
1	D021700858	1	M	53	CD	F	MO	BR	5	NULL
1	D021700859	1	M	23	CD	F	MO	BR	5	NULL
1	D021700860	1	M	25	CD	F	MO	BR	3	NULL
1	D021700861	1	M	38	CD	F	MO	BR	5	NULL
1	D021700862	1	F	42	PD	F	AU	BR	5	NULL
1	D021700863	1	M	27	CD	F	MO	BR	5	NULL
1	D021700864	2	M	21	CD	F	MC	BR	8	NULL
1	D021700865	1	F	75	PD	F	CM	BR	3	NULL
1	D021700866	1	M	50	PD	F	ON	BR	3	NULL
1	D021700867	1	M	50	CD	M	MO	BR	8	14/02/2017 00:00
1	D021700868	1	M	19	PD	F	SI	BR	4	NULL
1	D021700869	1	M	27	CD	F	AU	BR	3	NULL
1	D021700870	1	M	24	CD	F	MO	BR	3	NULL
1	D021700871	2	M	37	CD	F	BI	BR	8	NULL
1	D021700872	1	F	58	PS	F	ON	BR	7	NULL
1	D021700873	1	M	19	CD	F	MO	BR	5	NULL
1	D021700874	1	M	27	CD	F	MO	BR	3	NULL
1	D021700875	2	M	20	CD	F	BI	BR	5	NULL
1	D021700876	1	M	44	CD	F	MO	BR	3	NULL
1	D021700877	1	M	29	CD	F	MO	BR	3	NULL
2	D021700877	1	M	38	PS	F	MO	BR	3	NULL
1	D021700878	1	M	45	CD	F	MO	BR	5	NULL
1	D021700879	1	M	35	CD	F	AU	BR	3	NULL
2	D021700879	1	M	35	PS	F	AU	BR	8	NULL
3	D021700879	1	F	33	PS	F	AU	BR	8	NULL
1	D021700880	1	F		PD	F	AU	BR	8	NULL
1	D021700881	1	F	30	CD	F	MO	BR	5	NULL
1	D021700882	1	M	33	CD	F	MO	BR	5	NULL
1	D021700883	2	M	28	CD	F	MO	BR	5	NULL
1	D021700884	1	M	43	CD	F	MO	BR	5	NULL
1	D021700885	1	M	34	CD	F	MO	BR	7	NULL
1	D021700886	1	M	27	CD	F	MO	BR	5	NULL
1	D021700887	1	M	24	CD	F	AU	BR	8	NULL
1	D021700888	2	M	40	CD	F	MO	BR	3	NULL
1	D021700889	2	M	40	CD	F	MO	BR	5	NULL
1	D021700890	1	M	25	PS	F	AU	BR	3	NULL
2	D021700890	1	M	33	CD	F	AU	BR	7	NULL
1	D021700891	2	M	17	CD	F	MO	BR	3	NULL
2	D021700891	1	M	26	CD	F	MO	BR	5	NULL
1	D021700892	1	F	48	PD	F	AU	BR	5	NULL
1	D021700893	1	M	40	CD	F	AU	BR	5	NULL
1	D021700894	2	M	41	CD	F	MO	BR	5	NULL
1	D021700895	1	M	23	CD	F	MO	BR	5	NULL
1	D021700896	1	M	29	CD	F	MO	BR	8	NULL
2	D021700896	1	M		PS	F	MO	BR	8	NULL
1	D021700897	1	M	1	PD	F	AU	BR	1	NULL
1	D021700898	1	M	37	CD	F	MO	BR	5	NULL
1	D021700899	1	M	30	CD	F	MO	BR	5	NULL
1	D021700900	1	F	48	PD	F	MO	BR	3	NULL
1	D021700901	1	M	39	CD	F	MO	BR	8	NULL
1	D021700902	1	M	52	PD	M	ON	BR	3	25/02/2017 00:00
1	D021700903	1	M	46	PS	F	MO	BR	5	NULL
1	D021700904	1	F	10	PD	F	MO	BR	8	NULL
1	D021700905	1	M	63	PD	F	MO	BR	3	NULL
1	D021700906	1	M	51	CD	F	MO	BR	5	NULL
1	D021700907	2	F	37	CD	F	BI	BR	5	NULL
1	D021700908	1	F	29	PS	F	AU	BR	6	NULL
1	D021700909	1	M	56	PD	F	AU	BR	3	NULL
1	D021700910	1	F	53	CD	F	AU	BR	5	NULL
1	D021700911	1	F	26	PS	F	MO	BR	5	NULL
2	D021700911	1	F	27	CD	F	MO	BR	8	NULL
1	D021700912	1	F	27	PS	F	MO	BR	5	NULL
1	D021700913	2	M	46	CD	F	BI	BR	5	NULL
1	D021700914	1	M	26	PD	F	AU	BR	5	NULL
1	D021700915	1	F	20	CD	F	MO	BR	5	NULL
1	D021700916	1	F	35	PS	M	AU	BR	3	23/02/2017 00:00
2	D021700916	1	F	31	PS	M	AU	BR	3	20/02/2017 00:00
3	D021700916	1	M	36	CD	F	AU	AA	3	NULL
1	D021700917	1	M	41	CD	F	MO	BR	5	NULL
1	D021700918	1	M	20	CD	F	AU	BR	3	NULL
2	D021700918	1	M	19	PS	F	AU	BR	3	NULL
1	D021700919	1	M	35	PD	F	AU	BR	7	NULL
1	D021700920	1	F	37	PS	F	MO	BR	8	NULL
2	D021700920	1	M	33	CD	F	MO	BR	3	NULL
1	D021700921	1	M	26	CD	F	MO	BR	8	NULL
1	D021700922	1	M	37	CD	F	MO	BR	5	NULL
1	D021700923	1	M	28	CD	F	MO	BR	5	NULL
1	D021700924	1	M	46	CD	F	MO	BR	8	NULL
1	D021700925	2	M	36	CD	F	BI	BR	8	NULL
1	D021700926	2	M	52	CD	F	BI	BR	8	NULL
1	D021700927	1	F	63	PD	F	AU	BR	3	NULL
1	D021700928	1	M	38	CD	F	MO	BR	6	NULL
1	D021700929	1	M	51	PD	F	MO	BR	3	NULL
2	D021700929	1	M	23	CD	F	MO	BR	5	NULL
1	D021700930	1	F	38	PS	F	MO	BR	3	NULL
2	D021700930	1	M	34	CD	F	MO	BR	5	NULL
1	D021700931	1	M	30	CD	F	MO	BR	5	NULL
1	D021700932	1	M	39	CD	F	MO	BR	5	NULL
1	D021700933	1	M	23	CD	F	MO	BR	3	NULL
1	D021700934	1	M		CD	F	MO	BR	8	NULL
1	D021700935	1	M	46	CD	F	MO	BR	7	NULL
1	D021700936	2	M	56	CD	F	AU	BR	3	NULL
1	D021700937	1	M	50	CD	F	MO	BR	3	NULL
1	D021700938	1	M	45	CD	F	MO	BR	6	NULL
1	D021700939	1	M	33	CD	F	MO	BR	5	NULL
1	D021700940	1	M		PD	F	ON	BR	8	NULL
