id_acidente	id_vitima	id_veiculo	sexo	idade	tipo_vitima	classificacao	tipo_veiculo	estado_alcoolizacao	escolaridade	data
D011000066	001	01	M	22	PD	F	AU	BR	8	          
D011000067	001	01	M	45	PD	F	AU	BR	8	          
D011000068	001	02	M	35	CD	F	MO	BR	3	          
D011000069	001	02	M	22	CD	F	MO	BR	3	          
D011000070	001	01	M	77	PD	F	MO	BR	3	          
D011000071	001	02	M	27	CD	F	MO	BR	8	          
D011000072	001	01	M	29	PD	F	MO	BR	5	          
D011000073	001	02	F	20	PD	F	AU	BR	8	          
D011000074	001	01	M	36	PD	F	AU	BR	5	          
D011000075	001	01	M	29	PD	F	OU	BR	7	          
D011000076	001	01	M	53	CD	F	AU	BR	8	          
D011000077	001	01	M	19	PD	F	AU	BR	6	          
D011000078	001	01	M	35	CD	F	MO	BR	8	          
D011000079	001	01	F	55	PD	F	ON	BR	3	          
D011000080	001	01	M	SI	PD	F	AU	BR	8	          
D011000081	001	01	F	22	PD	F	CM	BR	5	          
D011000082	001	01	M	23	CD	F	AU	BR	5	          
D011000082	002	02	M	71	CD	F	AU	BR	7	          
D011000083	001	02	M	27	CD	F	BI	BR	7	          
D011000084	001	01	M	65	PD	F	SI	BR	5	          
D011000085	001	01	F	21	PS	F	AU	BR	5	          
D011000086	001	03	M	67	CD	F	MO	BR	8	          
D011000087	001	01	M	42	CD	F	MO	BR	5	          
D011000088	001	01	M	21	CD	F	AU	BR	6	          
D011000088	002	01	M	17	PS	F	AU	SA	8	          
D011000089	001	01	M	45	CD	F	MO	BR	3	          
D011000090	001	01	M	38	CD	F	MO	BR	2	          
D011000090	002	01	M	18	PS	F	MO	BR	3	          
D011000091	001	01	M	29	CD	F	MO	BR	8	          
D011000092	001	01	M	37	PD	F	SI	BR	8	          
D011000093	001	01	M	34	CD	F	MO	BR	3	          
D011000094	001	01	M	29	CD	F	MO	BR	2	          
D011000095	001	01	F	13	PD	F	AU	BR	2	          
D011000096	001	01	F	38	CD	F	MO	BR	5	          
D011000097	001	01	M	30	CD	F	MO	BR	2	          
D011000098	001	02	M	26	CD	F	CM	BR	3	          
D011000099	001	01	F	23	PS	F	AU	BR	5	          
D011000100	001	01	M	30	CD	F	MO	BR	7	          
D011000101	001	01	M	26	CD	F	MO	BR	5	          
D011000102	001	01	M	33	CD	F	MO	BR	8	          
D011000102	002	01	F	42	PD	F	MO	BR	8	          
D011000103	001	01	F	33	CD	F	AU	SA	5	          
D011000104	001	02	M	30	CD	F	MO	BR	8	          
D011000105	001	01	M	33	PD	F	AU	BR	5	          
D011000105	002	01	M	35	PD	F	AU	BR	3	          
D011000106	001	01	M	29	CD	F	AU	BR	5	          
D011000107	001	01	M	21	CD	F	AU	BR	5	          
D011000107	002	01	M	42	PS	F	AU	BR	8	          
D011000108	001	01	F	29	PS	F	CM	BR	7	          
D011000108	002	01	M	54	PD	F	CM	BR	3	          
D011000109	001	01	M	23	CD	F	MO	BR	8	          
D011000110	001	01	M	38	PD	F	OU	BR	8	          
D011000111	001	01	M	23	CD	F	MO	BR	8	          
D011000112	001	01	M	37	CD	F	MO	BR	6	          
D011000113	001	01	F	87	PD	F	AU	BR	8	          
D011000114	001	01	M	30	CD	F	MO	BR	3	          
D011000115	001	01	F	24	CD	F	AU	BR	5	          
D011000116	001	01	M	28	CD	F	MO	BR	5	          
D011000117	001	02	M	26	CD	F	CO	BR	5	          
D011000118	001	03	M	35	CD	F	MO	BR	5	          
D011000119	001	01	F	49	PD	F	AU	BR	7	          
D011000120	001	01	M	36	CD	F	MO	BR	2	          
D011000121	001	01	M	17	PD	F	CM	BR	5	          
D011000122	001	01	M	29	CD	F	MO	BR	5	          
D011000122	002	02	M	34	CD	F	MO	BR	5	          
D011000123	001	01	M	23	CD	F	MO	BR	7	          
D011000124	001	01	F	37	PS	F	OU	BR	7	          
D011000125	001	01	M	23	CD	F	MO	BR	8	          
D011000125	002	01	F	20	PS	F	MO	BR	4	          
D011000125	003	01	F	21	PD	F	MO	BR	8	          
D011000126	001	01	M	23	CD	F	BI	BR	6	          
D011000127	001	02	M	28	CD	F	MO	BR	7	          
D011000128	001	02	M	28	CD	F	MO	BR	3	          
D011000129	001	02	M	22	PD	F	AU	BR	6	          
D011000129	002	02	M	19	PD	F	AU	BR	8	          
D011000130	001	01	M	27	CD	F	MO	BR	5	          
D011000130	002	03	F	56	PS	F	AU	BR	5	          
D011000130	003	03	F	31	PS	F	AU	BR	7	          
D011000130	004	03	F	28	PS	F	AU	BR	7	          
D011000131	001	01	M	53	PD	F	AU	BR	3	          
D011000132	001	01	M	25	CD	F	CA	BR	3	          
D011000132	002	01	F	33	PS	F	CA	BR	8	          
D011000133	001	01	M	56	PD	F	ON	BR	3	          
D011000134	001	01	M	38	PD	F	AU	BR	6	          
D011000135	001	01	M	28	PD	F	ON	BR	8	          
D011000136	001	01	M	24	CD	F	MO	BR	3	          
D011000137	001	02	F	23	PS	F	CM	BR	8	          
D011000138	001	02	F	22	PS	F	AU	BR	6	          
D011000139	001	01	M	04	PD	F	AU	BR	8	          
D011000140	001	01	F	05	PD	F	AU	BR	8	          
D011000142	001	01	M	37	CD	F	MO	BR	7	          
D011000143	001	01	M	36	CD	F	MO	BR	7	          
D011000144	001	01	F	50	PS	F	AU	BR	7	          
D011000144	002	01	F	54	PS	F	AU	BR	7	          
D011000145	001	02	M	18	CD	F	BI	BR	8	          
D011000146	001	01	M	22	CD	F	MO	BR	3	          
D011000147	001	01	M	23	CD	F	MO	BR	8	          
D011000148	001	02	M	48	CD	F	MO	BR	5	          
D011000149	001	01	M	30	CD	F	MO	BR	5	          
D011000150	001	01	M	22	CD	F	MO	BR	7	          
D011000151	001	01	M	08	PS	F	CA	BR	2	          
D011000152	001	01	M	34	PD	F	AU	BR	8	          
D011000153	001	02	M	22	CD	F	AU	BR	6	          
D011000153	002	02	F	24	PS	F	AU	BR	6	          
D011000153	003	02	M	22	PS	F	AU	BR	5	          
D011000154	001	01	F	45	PD	F	SI	BR	8	          
D011000155	001	02	F	45	PS	F	AU	BR	5	          
D011000156	001	02	M	25	CD	F	MO	BR	5	          
D011000157	001	01	M	21	CD	F	MO	BR	6	          
D011000157	002	01	M	45	PS	F	MO	BR	3	          
D011000158	001	01	M	32	CD	F	MO	BR	5	          
D011000159	001	01	M	18	PS	F	AU	BR	5	          
D011000159	002	01	M	18	PS	F	AU	BR	5	          
D011000160	001	01	M	29	CD	F	MO	BR	5	          
D011000161	001	01	M	26	CD	F	MO	BR	5	          
D011000161	002	01	F	49	PD	F	MO	BR	7	          
D011000162	001	01	M	22	PD	F	SI	BR	3	          
D011000163	001	02	F	74	CD	F	AU	BR	7	          
D011000164	001	02	F	48	PS	F	AU	BR	8	          
D011000165	001	01	M	41	CD	F	MO	BR	3	          
D011000165	002	01	M	21	PD	F	MO	BR	5	          
D011000166	001	01	M	SI	CD	F	MO	BR	3	          
D011000167	001	01	M	23	CD	F	MO	BR	3	          
D011000168	001	01	M	28	CD	F	MO	BR	5	          
D011000169	001	01	M	48	CD	F	CA	BR	3	          
D011000169	002	01	M	44	PS	F	CA	BR	3	          
D011000170	001	01	F	35	PS	F	AU	BR	3	          
D011000170	002	01	M	23	PD	F	AU	BR	5	          
D011000171	001	01	M	29	CD	F	MO	BR	5	          
D011000172	001	01	M	34	CD	F	MO	BR	3	          
D011000173	001	01	M	21	CD	F	AU	BR	4	          
D011000173	002	01	M	37	PS	F	AU	BR	5	          
D011000173	003	02	M	49	CD	F	AU	BR	5	          
D011000173	004	02	F	21	PS	F	AU	BR	5	          
D011000174	001	01	M	24	CD	F	MO	BR	3	          
D011000174	002	01	M	29	PD	F	MO	BR	5	          
D011000175	001	02	M	35	CD	F	AU	BR	3	          
D011000176	001	01	F	44	PD	F	OU	BR	8	          
D011000177	001	01	M	52	PD	F	OU	SA	8	          
D011000178	001	01	M	33	CD	F	MO	BR	5	          
D011000179	001	01	M	30	CD	F	MO	BR	5	          
D011000180	001	01	M	35	CD	F	MO	BR	5	          
D011000180	002	02	M	34	CD	F	BI	BR	3	          
D011000181	001	02	M	36	CD	F	MO	BR	7	          
D011000182	001	01	F	54	PS	F	OU	BR	7	          
D011000183	001	02	F	31	CD	F	AU	BR	7	          
D011000184	001	01	M	43	PD	F	CM	BR	8	          
D011000185	001	02	M	77	CD	F	AU	BR	2	          
D011000186	001	01	M	41	CD	F	BI	BR	8	          
D011000187	001	02	M	21	CD	F	MO	BR	3	          
D011000188	001	02	M	27	CD	F	MO	BR	5	          
D011000188	002	02	F	21	PS	F	MO	BR	8	          
D011000189	001	01	F	67	PS	F	OU	BR	3	          
D011000190	001	02	M	26	CD	F	MO	BR	3	          
D011000191	001	02	M	35	CD	F	MO	BR	8	          
D011000192	001	01	M	20	CD	F	AU	BR	5	          
D011000192	002	01	M	20	PS	F	AU	BR	3	          
D011000193	001	02	M	54	CD	F	BI	BR	8	          
D011000194	001	01	M	37	PS	F	OU	BR	8	          
D011000194	002	01	M	43	PS	F	OU	BR	3	          
D011000194	003	01	F	38	PS	F	OU	BR	3	          
D011000194	004	01	F	54	PS	F	OU	BR	8	          
D011000195	001	01	F	32	PD	F	AU	BR	8	          
D011000196	001	02	M	29	CD	F	MO	BR	5	          
D011000197	001	02	F	29	PD	F	CM	BR	5	          
D011000198	001	02	F	40	CD	F	AU	BR	3	          
D011000199	001	01	M	33	CD	F	MO	BR	5	          
D011000200	001	01	M	49	CD	F	AU	BR	4	          
D011000200	002	02	M	18	CD	F	AU	SA	5	          
D011000201	001	01	F	16	PD	F	AU	BR	8	          
D011000202	001	01	F	02	PS	F	AU	BR	1	          
D011000202	002	01	F	51	PS	F	AU	BR	5	          
D011000203	001	01	M	32	CD	F	MO	BR	5	          
D011000203	002	01	M	25	PD	F	MO	BR	5	          
D011000204	001	01	F	SI	PD	F	MO	BR	8	          
D011000205	001	02	F	24	CD	F	MO	BR	8	          
D011000206	001	01	M	40	CD	F	AU	BR	4	          
D011000206	002	01	F	19	PS	F	AU	BR	3	          
D011000206	003	01	F	SI	PS	F	AU	BR	8	          
D011000207	001	01	F	59	PD	F	MO	BR	5	          
D011000208	001	01	M	26	CD	F	MO	BR	4	          
D011000208	002	01	F	32	PD	F	MO	BR	8	          
D011000209	001	01	F	SI	PD	F	AU	BR	8	          
D011000210	001	01	M	36	PD	F	SI	SA	8	          
D011000211	001	01	M	30	CD	F	MO	BR	4	          
D011000212	001	01	M	37	CD	F	AU	BR	5	          
D011000213	001	01	F	79	PD	F	MO	BR	5	          
D011000214	001	01	M	04	PD	F	MO	BR	1	          
D011000214	002	01	F	01	PD	F	MO	BR	1	          
D011000215	001	01	M	SI	CD	F	AU	BR	8	          
D011000215	002	02	M	44	CD	F	AU	BR	7	          
D011000216	001	01	F	57	PD	F	CM	BR	5	          
D011000217	001	02	M	22	CD	F	MO	BR	5	          
D011000218	001	01	F	44	PD	F	CM	BR	3	          
D011000219	001	01	M	24	CD	F	MO	BR	3	          
D011000221	001	01	F	29	CD	F	AU	BR	5	          
D011000222	001	02	M	21	CD	F	MO	BR	3	          
D011000222	002	02	M	23	PS	F	MO	BR	5	          
D011000223	001	02	M	28	CD	F	AU	BR	5	          
D011000223	002	02	F	26	PS	F	AU	BR	5	          
D011000224	001	01	M	28	PD	F	OU	BR	8	          
D011000225	001	01	M	28	PD	F	AU	BR	4	          
D011000226	001	01	F	50	PD	F	OU	BR	3	          
D011000227	001	01	M	25	CD	F	AU	BR	7	          
D011000227	002	02	M	26	CD	F	AU	BR	5	          
D011000228	001	01	F	SI	PD	F	AU	BR	8	          
D011000229	001	02	M	31	CD	F	MO	BR	5	          
D011000230	001	02	M	23	CD	F	MO	BR	8	          
D011000231	001	01	M	41	PD	F	OU	BR	5	          
D011000232	001	01	M	SI	PD	F	OU	BR	8	          
D011000233	001	02	F	22	CD	F	MO	BR	4	          
D011000233	002	02	F	23	PS	F	MO	BR	5	          
D011000234	001	03	M	34	CD	F	MO	BR	8	          
D011000235	001	02	M	26	CD	F	MO	BR	3	          
D011000236	001	02	M	25	CD	F	AU	BR	5	          
D011000237	001	02	M	32	CD	F	MO	BR	5	          
D011000238	001	02	M	24	CD	F	MO	BR	5	          
D011000239	001	02	M	30	CD	F	MO	BR	7	          
D011000240	001	02	M	43	CD	F	MO	BR	5	          
D011000241	001	01	F	41	PS	F	OU	BR	8	          
D011000241	002	01	F	SI	PS	F	OU	BR	8	          
D011000242	001	01	F	39	PD	F	CM	BR	7	          
D011000243	001	02	M	19	CD	F	MO	BR	8	          
D011000244	001	02	M	41	CD	F	MO	BR	7	          
D011000245	001	02	F	23	PS	F	MO	BR	4	          
D011000246	001	02	M	24	PS	F	OU	BR	8	          
D011000247	001	02	M	41	CD	F	MO	BR	5	          
D011000248	001	01	M	47	PD	F	OU	BR	8	          
D011000249	001	01	F	66	PD	F	AU	BR	5	          
D011000250	001	02	M	41	CD	F	AU	BR	7	          
D011000251	001	01	F	31	CD	F	AU	SA	7	          
D011000252	001	01	F	26	PD	F	MO	BR	6	          
D011000253	001	01	M	45	CD	F	AU	SA	7	          
D011000254	001	02	M	29	CD	F	AU	BR	7	          
D011000255	001	02	M	40	CD	F	MO	BR	5	          
D011000256	001	02	M	43	CD	F	AU	BR	7	          
D011000257	001	01	M	38	CD	F	CM	BR	4	          
D011000258	001	01	F	53	PS	F	OU	BR	7	          
D011000259	001	01	M	SI	PS	F	ON	BR	8	          
D011000260	001	01	F	SI	PD	F	AU	SA	8	          
D011000261	001	01	M	47	CD	F	MO	BR	7	          
D011000262	001	01	F	22	CD	F	MO	BR	8	          
D011000262	002	02	F	31	PS	F	AU	BR	7	          
D011000263	001	02	M	22	CD	F	MO	BR	5	          
D011000263	002	02	F	20	PS	F	MO	BR	3	          
D011000264	001	01	F	52	CD	F	AU	BR	7	          
D011000265	001	01	M	20	CD	F	MO	BR	5	          
D011000265	002	01	M	21	PS	F	MO	BR	5	          
D011000266	001	01	M	52	PD	F	CM	BR	3	          
D011000267	001	01	F	28	PD	F	BI	BR	5	          
D011000267	002	01	F	00	PD	F	BI	BR	8	          
D011000268	001	01	F	19	PD	F	MO	BR	3	          
D011000268	002	01	F	19	PD	F	MO	BR	5	          
D011000269	001	01	M	33	PD	F	MO	BR	3	          
D011000270	001	01	M	31	CD	F	MO	BR	5	          
D011000271	001	01	M	29	CD	F	MO	BR	4	          
D011000272	001	01	M	22	CD	F	MO	BR	3	          
D011000273	001	01	F	52	PS	F	AU	BR	5	          
D011000274	001	02	M	54	PD	F	SI	BR	8	          
D011000274	002	01	M	54	PD	F	MO	BR	8	          
D011000275	001	02	M	47	CD	F	MO	BR	8	          
D011000276	001	01	M	35	CD	F	MO	BR	7	          
D011000277	001	01	M	27	CD	F	MO	BR	5	          
D011000278	001	02	M	21	CD	F	MO	BR	3	          
D011000279	001	01	M	35	CD	F	CM	BR	8	          
D011000280	001	01	M	SI	PD	F	MO	SA	8	          
D011000281	001	01	M	43	PD	F	AU	BR	8	          
D011000282	001	01	M	26	CD	F	MO	BR	3	          
D011000282	002	01	F	35	PS	F	MO	BR	5	          
D011000282	003	01	F	09	PS	F	MO	BR	8	          
D011000283	001	01	F	54	PD	F	AU	BR	8	          
D011000284	001	01	M	30	CD	F	BI	BR	2	          
D011000285	001	02	M	24	CD	F	MO	BR	3	          
D011000286	001	01	F	34	PS	F	AU	BR	5	          
D011000287	001	01	M	49	CD	F	CA	BR	3	          
D011000288	001	02	M	29	PS	F	CA	BR	5	          
D011000288	002	02	M	30	PS	F	CA	BR	3	          
D011000288	003	02	M	27	PS	F	CA	BR	3	          
D011000288	004	03	F	25	CD	F	AU	BR	7	          
D011000289	001	01	M	25	PD	F	MO	BR	5	          
D011000290	001	01	M	46	CD	F	AU	BR	8	          
D011000290	002	02	M	42	CD	F	MO	BR	8	          
D011000291	001	01	F	16	PD	F	AU	BR	8	          
D011000292	001	02	M	21	CD	F	MO	BR	5	          
D011000293	001	01	F	30	CD	F	AU	BR	7	          
D011000293	002	01	M	31	PS	F	AU	BR	7	          
D011000293	003	01	M	10	PS	F	AU	BR	2	          
D011000293	004	01	M	08	PS	F	AU	BR	2	          
D011000294	001	01	M	61	CD	F	AU	BR	8	          
D011000295	001	02	M	33	CD	F	MO	BR	2	          
D011000296	001	01	M	57	PS	F	CM	BR	3	          
D011000297	001	02	M	30	CD	F	AU	BR	7	          
D011000297	002	02	F	23	PS	F	AU	BR	5	          
D011000298	001	01	M	28	CD	F	MO	BR	8	          
D011000298	002	02	F	21	CD	F	AU	BR	8	          
D011000299	001	01	M	27	CD	F	MO	BR	3	          
D011000300	001	02	M	25	CD	F	MO	BR	5	          
D011000300	002	02	M	29	PS	F	MO	BR	5	          
D011000301	001	01	M	46	PS	F	MO	BR	5	          
D011000301	002	01	M	37	PD	F	MO	SA	3	          
D011000302	001	01	F	39	PD	F	MO	BR	8	          
D011000304	001	01	F	20	PS	F	AU	BR	5	          
D011000305	001	01	F	73	PD	F	MO	BR	1	          
D011000306	001	02	M	25	CD	F	MO	BR	3	          
D011000307	001	01	M	29	PD	F	AU	BR	3	          
D011000308	001	01	M	17	CD	F	MO	BR	3	          
D011000310	001	02	M	29	CD	F	MO	BR	3	          
D011000312	001	01	M	35	CD	F	AU	SA	2	          
D011000313	001	03	F	38	CD	F	AU	BR	7	          
D011000314	001	02	F	54	PS	F	AU	BR	8	          
D011000314	002	02	F	SI	PS	F	AU	BR	8	          
D011000315	001	01	M	27	CD	F	MO	BR	8	          
D011000316	001	03	F	22	PS	F	CM	BR	5	          
D011000317	001	01	M	18	CD	F	AU	BR	6	          
D011000317	002	01	M	18	PS	F	AU	BR	5	          
D011000317	003	01	M	26	PS	F	AU	BR	3	          
D011000318	001	01	M	38	PD	F	MO	BR	3	          
D011000319	001	03	M	26	CD	F	MO	BR	5	          
D011000320	001	02	F	28	CD	F	AU	BR	5	          
D011000321	001	01	M	24	CD	F	MO	BR	3	          
D011000322	001	01	M	54	CD	F	MO	BR	7	          
D011000323	001	01	M	53	CD	F	AU	BR	7	          
D011000324	001	02	F	37	PS	F	CM	BR	7	          
D011000324	002	02	F	06	PS	F	CM	BR	8	          
D011000325	001	01	M	19	PS	F	AU	BR	3	          
D011000326	001	02	M	43	CD	F	CA	BR	5	          
D011000326	002	02	M	38	PS	F	CA	BR	3	          
D011000327	001	01	F	30	PS	F	AU	BR	8	          
D011000327	002	01	F	18	PS	F	AU	BR	8	          
D011000328	001	01	X	SI	PD	F	AU	BR	8	          
D011000329	001	01	M	20	CD	F	AU	BR	3	          
D011000329	002	02	M	34	PS	F	AU	BR	3	          
D011000329	003	02	F	19	PS	F	AU	BR	5	          
D011000330	001	02	M	20	CD	F	MO	BR	3	          
D011000330	002	02	F	21	PS	F	MO	BR	5	          
D011000331	001	01	M	28	CD	F	MO	BR	5	          
D011000331	002	01	M	34	PS	F	MO	BR	5	          
D011000332	001	01	M	34	CD	F	MO	BR	7	          
D011000333	001	01	F	05	PD	F	AU	BR	8	          
D011000334	001	01	M	28	CD	F	MO	BR	3	          
D011000334	002	01	F	23	SI	F	MO	BR	3	          
D011000335	001	01	M	SI	PD	F	OU	BR	8	          
D011000336	001	01	M	40	CD	F	MO	BR	7	          
D011000337	001	01	M	25	CD	F	MO	BR	5	          
D011000338	001	01	M	25	PD	F	AU	BR	3	          
D011000339	001	02	F	40	PS	F	AU	BR	5	          
D011000339	002	02	F	20	PS	F	AU	BR	7	          
D011000340	001	01	M	25	CD	F	MO	BR	8	          
D011000341	001	01	F	33	CD	F	AU	BR	5	          
D011000342	001	01	M	20	CD	F	MO	BR	5	          
D011000343	001	01	M	13	PD	F	MO	BR	3	          
D011000344	001	01	M	28	CD	F	MO	BR	3	          
D011000344	002	01	F	25	PS	F	MO	BR	3	          
D011000345	001	03	F	16	PS	F	AU	BR	3	          
D011000345	002	03	F	49	PS	F	AU	BR	8	          
D011000346	001	01	F	21	CD	F	AU	BR	6	          
D011000347	001	01	M	39	CD	F	MO	BR	5	          
D011000347	002	01	F	29	PS	F	MO	BR	3	          
D011000348	001	01	M	SI	CD	F	MO	BR	8	          
D011000349	001	01	M	78	PD	F	AU	BR	3	          
D011000350	001	01	M	29	CD	F	MO	BR	3	          
D011000352	001	01	F	30	PD	F	MO	BR	8	          
D011000353	001	01	M	55	CD	F	AU	BR	7	          
D011000354	001	01	M	11	PD	F	MO	BR	2	          
D011000355	001	01	F	58	PD	F	AU	BR	2	          
D011000356	001	02	M	42	CD	F	MO	BR	3	          
D011000357	001	01	M	40	CD	F	MO	BR	8	          
D011000358	001	01	M	61	PD	F	OU	BR	3	          
D011000359	001	01	M	44	CD	F	CM	BR	3	          
D011000360	001	01	M	25	CD	F	MO	BR	2	          
D011000361	001	02	F	02	PS	F	AU	BR	1	          
D011000362	001	01	M	54	CD	F	MO	BR	3	          
D011000363	001	01	M	26	CD	F	MO	BR	3	          
D011000364	001	01	M	25	CD	F	MO	BR	3	          
D011000365	001	01	F	20	CD	F	AU	BR	5	          
D011000366	001	01	M	24	CD	F	AU	BR	6	          
D011000366	002	01	M	24	PS	F	AU	BR	8	          
D011000366	003	01	F	29	PS	F	AU	BR	8	          
D011000367	001	01	F	39	PS	F	AU	BR	3	          
D011000367	002	02	M	28	CD	F	AU	BR	7	          
D011000368	001	01	M	18	CD	F	MO	BR	3	          
D011000369	001	01	F	48	PD	F	AU	BR	3	          
D011000370	001	01	M	29	CD	F	MO	BR	5	          
D011000370	002	02	M	25	CD	F	MO	BR	5	          
D011000372	001	01	M	34	CD	F	MO	BR	2	          
D011000373	001	01	M	30	CD	F	MO	BR	5	          
D011000374	001	02	M	SI	CD	F	MO	BR	8	          
D011000375	001	01	M	24	CD	F	MO	BR	5	          
D011000376	001	01	M	53	CD	F	MO	BR	8	          
D011000376	002	02	M	28	CD	F	MO	BR	2	          
D011000377	001	01	M	39	CD	F	MO	BR	2	          
D011000378	001	01	M	09	PD	F	MO	BR	8	          
D011000379	001	02	M	23	CD	F	BI	BR	5	          
D011000380	001	01	M	28	CD	F	MO	BR	5	          
D011000382	001	01	F	18	PD	F	MO	BR	8	          
D011000383	001	01	M	48	CD	F	MO	BR	5	          
D011000384	001	01	M	20	CD	F	MO	BR	5	          
D011000384	002	01	M	18	PS	F	MO	BR	3	          
D011000385	001	01	M	18	PD	F	AU	BR	3	          
D011000386	001	01	F	22	PS	F	MO	BR	5	          
D011000387	001	02	M	21	CD	F	MO	BR	5	          
D011000388	001	02	M	41	CD	F	MO	AA	5	          
D011000389	001	02	M	SI	CD	F	MO	BR	8	          
D011000390	001	02	F	24	CD	F	AU	BR	5	          
D011000391	001	02	M	25	CD	F	BI	BR	3	          
D011000392	001	02	M	37	CD	F	MO	BR	6	          
D011000393	001	02	M	25	CD	F	MO	BR	3	          
D011000394	001	02	M	18	CD	F	MO	BR	3	          
D011000394	002	02	F	20	PS	F	MO	BR	5	          
D011000395	001	01	F	60	PD	F	MO	BR	3	          
D011000396	001	02	M	26	CD	F	AU	BR	7	          
D011000396	002	02	F	28	PS	F	AU	BR	7	          
D011000397	001	02	M	27	CD	F	MO	BR	3	          
