X,Y,ID_ACIDENT,CADLOGA,CADLOGB,ALT_NUM,REFERENCIA,DATA,HORA,COD_ACID,FONTE,VIATURA,DP,TALAO,SENTIDO,PISTA,VEICULOS,VITIMAS,DEC,DISTRITO,FOLHA,PRINC_A,PRINC_B,PLACA1,TIPO_PLAC1,PLACA2,TIPO_PLAC2,PLACA3,TIPO_PLAC3,TIPO_ACIDE,MI_PRINX
351083.41099959,7392650.30655207,D101702396,35942,,1047,,2017/10/19 00:00:00.000,1500,4,D,,53,6910,,,01000000000000000,0001,SE1,51,,35942,,,,,,,,AT,0
327848.556890589,7377635.69555626,D101702398,15979,,100,,2017/10/05 00:00:00.000,1320,2,D,,48,2809,,,11000000000000000,0100,SU3,32,,15979,,BYY1082,MO,HMY8447,AU,,,CO,0
319301.051769718,7385219.01746292,D101702400,34682,,2700,,2017/10/10 00:00:00.000,1340,2,D,,37,5347,,,11000000000000000,0200,OE3,17,,34682,,ARM1785,AU,FNU1347,,,,CO,0
318538.954239366,7378330.95998387,D101702401,12403,,5020,,2017/10/09 00:00:00.000,1330,2,D,,100,3906,,,00000001000000000,0100,SO4,42,,12403,,,,,,,,OU,0
343681.976014562,7395804.42666174,D101702403,18811,64246,,,2017/10/10 00:00:00.000,1650,2,D,,21,3823,,,11000000000000000,0100,SE1,38,,18811,64246,BVG6522,AU,EBT3490,,,,CV,0
328727.20959539,7388370.65765096,D101702404,19100,,1873,,2017/10/06 00:00:00.000,0752,2,D,,96,3468,,,11000000000100000,0100,PB,24,,19100,,FXC3261,MO,FKP1647,AU,ALS4173,CM,CO,0
327560.752217476,7397572.37912588,D101702406,08267,,300,,2017/10/24 00:00:00.000,1515,2,D,,07,4464,,,02000000000000000,0100,NO1,48,,08267,,EQD2469,MO,DGY0566,MO,,,CO,0
335640.46352794,7403095.34615253,D101702408,01113,,55,,2017/10/12 00:00:00.000,1400,2,D,,20,9598,,,11000000000000000,0100,CN2,84,,01113,,,,,,,,CO,0
330349.764466271,7382271.25216572,D101702411,05606,,1131,,2017/10/03 00:00:00.000,0830,2,D,,43,3414,,,11000000000000000,0100,SU2,22,,05606,,EXB6177,MO,FTH0636,AU,,,CV,0
354084.161819723,7388957.50706114,D101702416,18826,,1138,,2017/10/19 00:00:00.000,1658,2,D,,49,9881,,,01000000000100000,0100,LE3,55,,18826,,DZL6773,MO,LZV8150,CM,,,CO,0
350721.427234004,7400604.86257158,D101702418,13881,,7747,,2017/10/02 00:00:00.000,1000,2,D,,63,8189,C,,01000000000000010,0100,LE2,65,,13881,,FZL1661,MO,,,,,CL,0
339297.789536662,7393427.12091107,D101702425,17824,,500,,2017/10/02 00:00:00.000,1420,2,D,,29,2111,,,00100000000000000,0100,SE2,33,,17824,,,,,,,,QD,0
326056.631732594,7381821.62963089,D101702433,07717,15195,,,2017/10/12 00:00:00.000,0740,2,D,,99,11951,,,01100000000000000,0100,SU3,16,,07717,15195,EXL1224,MO,GCQ6778,ON,,,CV,0
342179.191593787,7396618.13673577,D101702438,44222,,10,,2017/10/18 00:00:00.000,1240,4,D,,10,8720,,,10000000000000000,0100,LE1,03,,44222,,DUF4863,AU,,,,,AT,0
0,0,D101702439,98750,,,NC,1917/10/21 00:00:00.000,0530,2,D,,51,7824,,,01000000000000000,0001,SI,00,,98750,,,,,,,,QM,0
326337.764138689,7405827.72012865,D101702447,27613,,500,,2017/10/17 00:00:00.000,1340,2,D,,74,4547,,,01000000000000000,0100,NO2,40,,27613,,EJO6701,MO,FCX4066,CA,,,QM,0
341820.947775673,7391805.47258887,D101702455,17824,,4055,,2017/10/24 00:00:00.000,1015,4,D,,29,2180,,,10000000000000000,0100,SE2,33,,17824,,FOZ8329,AU,,,,,AT,0
346806.962905698,7396763.73484312,D101702458,12156,,,PX Term Cor_Ita,2017/10/02 00:00:00.000,1405,2,D,,65,3249,,,00100000000000000,0100,LE2,05,,12156,,DPF0993,ON,,,,,QF,0
333963.530148694,7398912.00692107,D101702459,06781,19884,,,1917/10/06 00:00:00.000,0755,2,D,,13,3473,C,,20000000000000000,0100,CN2,71,,06781,19884,EZA6373,AU,FTQ2608,AU,,,CV,0
332058.808610006,7399450.49786775,D101702460,03637,,1613,,2017/10/11 00:00:00.000,0854,2,D,,13,8893,,,01000000000100000,0100,CN1,21,,03637,,EXD3257,MO,EMW5278,CM,,,CO,0
328743.152003791,7386152.28797244,D101702461,16675,03275,,,2017/10/10 00:00:00.000,1650,2,D,,27,8926,,,11000000000000000,0100,SO2,30,,03275,16675,EJX0825,AU,,,,,CV,0
336779.140074666,7395105.23520913,D101702476,00543,,2694,,2017/10/23 00:00:00.000,0950,4,D,,08,7303,,,01000000000000000,0100,LE1,10,,00543,,GCZ2600,MO,,,,,AT,0
321677.049456694,7380522.56276268,D101702478,05697,,100,,2017/10/25 00:00:00.000,1910,2,D,,92,10472,,,01010000000000000,0100,SO4,32,,05697,,XXX0000,MO,BWA3946,CA,,,CL,0
322703.737231261,7389216.0322779,D101702479,07998,,272,,2017/10/11 00:00:00.000,0740,2,D,,89,7801,,,11000000000000000,0100,OE3,96,,07998,,FDQ0430,MO,CPA2610,AU,,,CF,0
327947.434638173,7401208.46970914,D101702481,10443,03771,,,1917/10/07 00:00:00.000,2130,4,D,,40,3875,,,00000000000000010,0100,NO2,04,,03771,60877,,,,,,,AT,0
355680.691593751,7397042.23365613,D101702485,14397,09326,,,1917/10/18 00:00:00.000,2258,2,D,,68,3943,,,11000000000000000,0200,LE3,50,,09326,14397,DZU8349,MO,HHB8231,AU,,,CV,0
348111.966003206,7394447.91881508,D101702489,34652,,180,,2017/10/12 00:00:00.000,0230,2,D,,65,8067,,,10000000000000000,0100,LE2,38,,34652,,EVC7031,AU,,,,,CH,0
335618.480456929,7392028.74614755,D101702490,15967,,998,,2017/10/05 00:00:00.000,0715,4,D,,06,3754,,,00100000000000000,0001,SU1,12,,15967,,DTB4879,ON,,,,,AT,0
340581.910578961,7402982.47618417,D101702500,07061,,84000,,2017/10/25 00:00:00.000,1130,2,D,,73,11199,,,00020000000000000,0100,RV1,38,,07061,,EFO3970,CA,CMW8410,CA,,,CH,0
330564.82685007,7391485.26801691,D101702503,12165,,3840,,2017/10/03 00:00:00.000,1840,2,D,,78,9084,,,11000000000000000,0100,SO1,07,,12165,,FUI0959,MO,,,,,CL,0
353586.825354934,7397811.59738133,D101702506,06246,11591,,,1917/10/04 00:00:00.000,1115,2,D,,32,3251,,,10000000000100000,0100,LE3,76,,06246,11591,DYD3970,AU,EBZ8221,CM,,,CV,0
327173.992000809,7361542.09198186,D101702507,35880,,88,,2017/10/12 00:00:00.000,0010,2,D,,90,10648,,,01000000000000000,0100,SU3,76,,35880,,DKM1937,MO,,,,,QM,0
323527.212238333,7396562.19932664,D101702509,15748,,100,,2017/10/18 00:00:00.000,1124,2,D,,91,5583,,,11000000000000000,0100,NO1,90,,15748,,BJY0175,MO,CSA6353,AU,,,CV,0
327039.159829343,7374316.61277929,D101702521,03509,,146,,2017/10/13 00:00:00.000,0745,2,D,,101,9623,,,11000000000000000,0100,SU3,30,,03509,,,AU,HTJ2877,,,,CT,0
330291.379761273,7393980.38580525,D101702528,15656,05245,,,1917/10/06 00:00:00.000,1912,2,D,,78,3834,,,00000000000100000,0100,OE1,07,,05245,15656,CRT6709,CM,,,,,OU,0
327115.065829454,7374158.91095051,D101702536,03509,,300,,2017/10/28 00:00:00.000,2015,2,D,,101,10146,,,11000000000000000,0100,SU3,30,,03509,,HSU1048,MO,CCA5075,AU,,,CO,0
352422.925313795,7389898.62740345,D101702539,09044,,4005,,2017/10/28 00:00:00.000,1420,2,D,,49,10180,,,00100000000000000,0100,SE1,32,,09044,,FFN3761,ON,,,,,QD,0
323680.58565453,7407220.31405014,D101702541,68021,,629,,2017/10/27 00:00:00.000,2330,2,D,,74,8200,,,20000000000000000,0200,NO2,52,,68021,,CYC9316,AU,COE9921,AU,,,CF,0
341749.901770314,7399219.51023048,D101702542,02429,,,NC,2017/10/16 00:00:00.000,0750,2,D,,10,8538,,,11000000000000000,0100,LE1,28,,02429,,EJR0405,MO,FJT1276,AU,,,CL,0
333722.177816448,7388924.92990452,D101702546,33750,,750,,2017/10/31 00:00:00.000,0930,2,D,,16,10835,,,01000000000000000,0100,SU2,21,,33750,,FYS4356,MO,,,,,QM,0
332611.708613206,7393470.96334744,D101702552,04244,,200,,2017/10/31 00:00:00.000,1523,4,D,,05,4478,,,10000000000000000,0100,SO1,49,,04244,,DAN5888,CM,,,,,AT,0
331969.466081606,7388142.42727512,D101702556,08853,26501,,,1917/10/16 00:00:00.000,1624,2,D,,16,10437,,,01000000000100000,0100,SU2,79,,08853,26501,DFC7072,MO,EUJ6651,CM,,,CV,0
338046.080637902,7404703.0116325,D101702558,08253,30057,,,1917/10/28 00:00:00.000,2030,2,D,,73,11324,,,11000000000000000,0100,CN2,38,,08253,30057,,AU,FHQ2344,,,,CV,0
331134.148351713,7382933.94126027,D101702559,04596,13621,,,2017/10/29 00:00:00.000,0500,2,D,,35,10477,C,,11000000000000000,0100,SU2,37,,04596,13621,EIE0259,MO,DUP3720,,,,CV,0
358391.883619129,7402060.94172617,D101702560,12993,,163,,2017/10/28 00:00:00.000,1253,4,D,,50,9908,,,10000000000000000,0100,LE3,43,,12993,,,,,,,,AT,0
337397.58613537,7406025.5039531,D101702561,11250,,998,,2017/10/29 00:00:00.000,1627,4,D,,73,11357,,,01000000000000000,0100,CN2,83,,11250,,FOE4060,MO,,,,,AT,0
332864.945541099,7396417.89206072,D101702562,16581,11137,,,1917/10/02 00:00:00.000,1830,4,D,,02,9790,,,00000000000000010,0100,CN1,15,,11137,16581,FGM6626,,,,,,AT,0
344641.161465659,7395476.52750198,D101702563,01762,,346,,2017/10/30 00:00:00.000,2040,4,D,,21,4762,,,00100000000000000,0100,SE1,93,,01762,,EFU6183,ON,,,,,AT,0
318352.607325995,7384467.99895112,D101702565,21694,29896,,,2017/10/12 00:00:00.000,1930,4,D,,37,10974,,,01000000000000000,0100,OE3,00,,21694,29896,,,,,,,AT,0
344931.483800953,7391870.92381391,D101702567,14366,,200,,2017/10/25 00:00:00.000,1900,2,D,,41,5009,,,11000000000000000,0100,SE1,04,,14366,,EQS5815,MO,EEI0129,AU,,,CO,0
334902.07959414,7398145.4649768,D101702568,14270,,1331,,2017/10/24 00:00:00.000,1200,2,D,,09,9378,R,L,01000000000000010,0100,TT,00,,29772,,FNA0697,,,,,,CL,0
333336.232344051,7396604.34344439,D101702569,17060,18993,,,1917/10/31 00:00:00.000,0600,4,D,,02,7479,,,10000000000000000,0100,CN3,05,,10485,18993,FOI9238,AU,,,,,AT,0
326002.375478679,7376247.48649609,D101702570,02483,,5748,,2017/10/29 00:00:00.000,0100,2,D,,102,10246,,,20000000000000000,0100,SU3,23,,02483,,OXE5956,AU,DCV8085,AU,,,CT,0
328799.41071165,7387671.08367075,D101702571,00999,,3200,,2017/10/26 00:00:00.000,0715,2,D,,27,9369,,,11000000000000000,0100,SO2,34,,00999,,GDG5750,MO,FTR9281,AU,,,CT,0
321120.031179797,7403508.58329395,D101702572,16747,,675,,2017/10/27 00:00:00.000,2124,2,D,,33,7240,,,01000000000100000,0100,NO1,00,,16747,,EJR0214,MO,EBJ5161,CM,,,CO,0
320357.75546407,7399374.50424484,D101702581,04115,14350,,,1917/10/05 00:00:00.000,0630,2,D,,33,7529,,,01000000000000000,0100,NO1,39,,04115,14350,GAJ9556,,,,,,TB,0
326219.741886979,7404315.07139672,D101702584,23446,,15,,2017/10/29 00:00:00.000,0100,4,D,,74,8228,,,01000000000000000,0200,NO2,40,,23446,,DYX1169,MO,,,,,AT,0
328256.649402505,7387195.98339132,D101702585,16535,,934,,2017/10/26 00:00:00.000,0940,2,D,,96,9382,,,10001000000000000,0100,SO2,30,,16535,,FDR4075,AU,,,,,CO,0
354617.173960906,7395649.77120477,D101702589,09590,,2654,,2017/10/13 00:00:00.000,1930,4,D,,44,6134,,,00100000000000000,0100,LE3,36,,09590,,FCB9081,,,,,,AT,0
348516.136893746,7394282.00485309,D101702592,09580,34654,,,1917/10/28 00:00:00.000,0144,2,D,,66,4351,B,,11000000000000000,0100,SE1,24,,09580,34654,BRV1398,MO,DES9499,AU,,,CO,0
356663.720635883,7390433.89115712,D101702596,45593,,793,,2017/10/17 00:00:00.000,2015,2,D,,54,5649,,,11000000000000000,0100,LE3,25,,45593,,DVE6802,MO,DLC6595,AU,,,CO,0
332314.603521552,7384577.45017295,D101702597,03964,,326,,2017/10/10 00:00:00.000,1030,2,D,,35,5805,,,00100000000000000,0100,SU2,37,,03964,,,,,,,,QF,0
339530.863748158,7391055.87132328,D101702601,24338,,2000,,2017/10/31 00:00:00.000,1950,2,D,,56,6908,,,11010000000000000,0001,SE2,26,,24338,,FUA6028,MO,,AU,,,CO,0
327060.286107725,7395612.85813408,D101702604,17098,,236,,2017/10/25 00:00:00.000,1610,2,D,,07,4504,B,,10000000000000000,0100,NO1,19,,17098,,EMG8500,AU,EMG8500,CM,,,CH,0
332289.332136436,7377734.15918537,D101702608,00852,,3585,,2017/10/28 00:00:00.000,2230,4,D,,98,8223,,,10000000000000000,0100,SU3,59,,00852,,DPM8732,,,,,,AT,0
339799.169711839,7399671.11084695,D101702613,27099,,22800,,2017/10/29 00:00:00.000,2130,4,D,,90,11368,,,10000000000000000,0100,RV1,36,,27099,,DUM3652,AU,,,,,AT,0
329385.945184275,7402736.94384039,D101702614,06450,04015,,,1917/10/28 00:00:00.000,1230,2,D,,40,9438,,,11000000000000000,0100,CN1,50,,04015,06450,FBV5782,MO,DOT9191,AU,,,CO,0
326379.353408884,7405308.5487201,D101702615,15425,,4300,,2017/10/29 00:00:00.000,0514,2,D,,74,8230,,,10000000000000000,0401,NO2,41,,15425,,EUO4666,CM,,,,,CH,0
352007.364434636,7394927.37782199,D101702618,71981,,35,,2017/10/13 00:00:00.000,0728,2,D,,32,3511,,,01000000000100000,0100,LE2,51,,71981,,,CM,DRN6449,,,,CL,0
343174.554749625,7392371.80582601,D101702619,11509,,17,,2017/10/28 00:00:00.000,2137,2,D,,58,4732,,,10000000000000000,0100,SE1,46,,11509,,EQT4392,AU,ETA2147,AU,,,CH,0
337228.865303434,7405039.96371595,D101702620,09066,,1140,,2017/10/27 00:00:00.000,1210,2,D,,73,11271,,,01010000000000000,0100,CN2,83,,09066,,ESZ7381,MO,,,,,CO,0
321394.371046024,7393767.14082688,D101702622,12407,,50,,2017/10/28 00:00:00.000,0030,2,D,,93,4497,,,10000000000000000,0100,OE2,40,,12407,,FIT4966,AU,,,,,CH,0
328653.449939276,7393668.89868676,D101702623,18813,,900,,2017/10/20 00:00:00.000,1800,2,D,,14,4993,,,01000000000000000,0100,OE1,20,,18813,,EQD5477,MO,,,,,CH,0
325723.848818969,7372370.54961158,D101702627,15507,,6220,,2017/10/29 00:00:00.000,2030,2,D,,85,10173,,,20000000000000000,0200,SU3,23,,15507,,APG3541,AU,CEB1537,AU,,,CV,0
351597.605403762,7396392.79028128,D101702628,09804,,233,,2017/10/28 00:00:00.000,1600,2,D,,32,3529,,,00000000000000010,0100,LE2,36,,09804,,,,,,,,QD,0
340100.312172856,7394409.29143597,D101702631,06440,,64,,2017/10/28 00:00:00.000,1850,2,D,,30,4725,,,11000000000000000,0100,SE1,27,,06440,,MAZ3902,MO,DWQ3586,AU,,,CO,0
351935.751538471,7401096.57251044,D101702633,13881,,9188,,2017/10/29 00:00:00.000,0420,2,D,,24,8906,,,11000000000000000,0200,LE2,65,,13881,,EOR7099,MO,,,,,CV,0
336952.109143976,7400970.06046139,D101702634,06475,10882,,,1917/10/28 00:00:00.000,1627,2,D,,39,11315,,,01000000000100000,0100,CN2,94,,06475,10882,DOU0058,MO,EBJ3877,CM,,,CV,0
333306.318074893,7392776.50179049,D101702636,00120,16369,,,1917/10/31 00:00:00.000,2330,4,D,,06,7538,,,00100000000000000,0100,SU1,49,,00120,16369,,,,,,,AT,0
326020.754778457,7382561.399028,D101702637,00998,,521,,2017/10/31 00:00:00.000,1850,2,D,,11,12844,,,01000000000000000,0100,SO2,72,,00998,,FTU6499,MO,EZE4571,CA,,,QM,0
353664.711735262,7389814.22428831,D101702638,09044,,5730,,2017/10/21 00:00:00.000,2326,2,D,,49,10326,,,11000000000000000,0100,LE3,32,,09044,,BXQ1367,MO,DXA8213,AU,,,CO,0
329597.760556635,7385482.70303143,D101702642,31919,68584,,,2017/10/18 00:00:00.000,1630,2,D,,96,9318,,,01010000000000000,0100,SO2,15,,68584,31919,DBC0501,MO,FAV6168,CA,,,CL,0
328782.698801758,7387581.95041095,D101702643,00999,,3271,,2017/10/26 00:00:00.000,0715,2,D,,27,3716,B,,11000000000000000,0100,SO2,34,,00999,,GDG5750,MO,FTR9281,AU,,,CT,0
330689.580005779,7391440.52930539,D101702644,33470,21344,,,1917/10/31 00:00:00.000,0939,2,D,,36,2863,,,20000000000000000,0100,SO1,09,,21344,33470,FCD9414,AU,,,,,CO,0
324054.584673401,7390466.99905852,D101702646,21674,07500,,,1917/10/29 00:00:00.000,0430,2,D,,34,8053,,,11000000000000000,0200,OE3,13,,07500,21674,EHW5750,MO,DXF3562,AU,,,CO,0
333049.183265747,7397114.85491902,D101702651,16581,02792,,,2017/10/26 00:00:00.000,1830,4,D,,02,7420,,,00000000000000010,0100,CN1,15,,02792,16581,,,,,,,AT,0
323244.519974567,7386915.14387717,D101702652,08000,,4499,,2017/10/26 00:00:00.000,2240,4,D,,89,4411,,,10000000000000000,0100,SO3,55,,08000,,DJM8563,AU,,,,,AT,0
323142.63028412,7380884.47808122,D101702655,08367,,499,,2017/10/12 00:00:00.000,1400,2,D,,102,3525,,,20000000000000000,0200,SO4,45,,08367,,GBO7420,AU,CFB9675,AU,,,CL,0
327183.352680157,7374050.07344236,D101702662,03509,15463,,,1917/10/28 00:00:00.000,0141,2,D,,101,2495,,,11000000000000000,0100,SU3,30,,03509,15463,DUV0619,MO,,,,,CV,0
344293.330765404,7396779.20000688,D101702666,07645,,2274,,2017/10/29 00:00:00.000,0430,2,D,,21,900179,,,20000000000000000,0100,LE1,93,,07645,,EYP6705,AU,EDF9820,AU,,,CT,0
325924.515097255,7404241.1365332,D101702668,69792,,410,,2017/10/30 00:00:00.000,0720,2,D,,74,4745,,,11000000000000000,0100,NO2,40,,69792,,FLJ5990,MO,ERR0434,AU,,,CO,0
320223.855460299,7383077.11610995,D101702670,46544,,2000,,2017/10/26 00:00:00.000,0830,2,D,,37,12574,,,01000000000000000,0100,SO3,45,,46544,,EXE9537,MO,DMX2430,AU,,,QM,0
330050.302676672,7387287.3214028,D101702674,19100,,3530,,2017/10/18 00:00:00.000,1720,2,D,,27,1940,,,11000000000000000,0100,PB,24,,19100,,FKB2413,MO,DWQ3170,,,,CO,0
336918.026100794,7401104.90728203,D101702679,11321,20039,,,2017/10/23 00:00:00.000,1908,4,D,,39,3836,C,,10000000000000000,0100,CN2,94,,11321,20039,,,,,,,AT,0
351157.930450414,7399892.45980825,D101702681,46936,,1901,,2017/10/30 00:00:00.000,2319,2,D,,32,8971,,,11000000000000000,0100,LE3,46,,46936,,EHM2654,MO,DTT6196,AU,,,CO,0
333770.044139686,7389660.10063639,D101702682,06423,,3,,2017/10/20 00:00:00.000,1710,2,D,,16,10471,,,01000000000100000,0100,SU2,92,,06423,,,CM,EGG5658,,,,CO,0
329559.388484905,7387124.32051056,D101702688,16675,14226,,,1917/10/20 00:00:00.000,1600,2,D,,27,9315,,,01000000000100000,0100,SO2,30,,14226,16675,DZN1492,MO,EZN6887,CM,,,CO,0
325607.129538547,7395010.38030443,D101702689,00513,00928,,,2017/10/27 00:00:00.000,1500,2,D,,14,9361,,,11000000000000000,0100,OE1,02,,00513,00928,CJW2517,MO,FFT5723,AU,,,CV,0
332112.206952591,7386195.23716462,D101702701,16878,,14500,,2017/10/30 00:00:00.000,0520,2,D,,51,900051,,,20000000000000000,0100,RV1,13,,16878,,FQI9387,AU,EUJ0304,AU,,,CT,0
353379.422320203,7389766.95445755,D101702703,09044,,5100,,2017/10/27 00:00:00.000,0640,2,D,,49,10125,,,11000000000000000,0100,LE3,32,,09044,,FKJ6104,MO,CEC0802,AU,,,CV,0
331224.975595861,7371198.60549775,D101702704,03509,,6526,,2017/10/28 00:00:00.000,0640,2,D,,101,900300,,,01000000000000000,0200,SU3,30,,03509,,,,,,,,QM,0
346331.337238978,7400991.32801792,D101702709,67533,,800,,2017/10/29 00:00:00.000,2015,4,D,,24,8704,,,10000000000000000,0100,LE1,49,,67533,,FQM3544,AU,,,,,AT,0
357691.791553189,7400777.3442949,D101702710,09477,17820,,,1917/10/13 00:00:00.000,2030,2,D,,50,10143,,,02000000000000000,0100,LE3,35,,09477,17820,DRZ7848,MO,,,,,CO,0
329968.290799037,7389640.47010551,D101702711,05910,,327,,2017/10/18 00:00:00.000,2042,2,D,,96,3697,,,01000000000000010,0100,SO1,53,,05910,,,,GCW8038,,,,CO,0
333599.505361594,7394734.40377013,D101702713,19745,,10,,2017/10/27 00:00:00.000,1340,4,D,,01,5052,,,10000000000000000,0100,CN3,80,,19745,,FOH6214,AU,,,,,AT,0
331578.480553363,7396293.95027573,D101702714,14750,19862,,,2017/10/21 00:00:00.000,2230,2,D,,77,7542,,,11000000000000000,0100,NO1,70,,14750,19862,EQD5982,MO,CYY4834,AU,,,CO,0
331019.360365299,7391939.08600302,D101702715,12165,,3269,,2017/10/29 00:00:00.000,0243,2,D,,78,9841,,,01001000000000000,0200,SO1,07,,12165,,FRX2171,MO,,,,,CO,0
328352.881363704,7404127.05271592,D101702718,15425,,1677,,2017/10/27 00:00:00.000,0405,2,D,,72,8259,,,11000000000000000,0100,NO2,41,,15425,,DCJ8987,MO,,,,,CO,0
325946.491074306,7380334.70803075,D101702723,12751,,1307,,2017/10/27 00:00:00.000,0636,4,D,,102,2419,,,10000000000000000,0100,SU3,81,,12751,,DNS1093,AU,,,,,AT,0
316919.451486275,7390794.22869787,D101702727,20507,,360,,2017/10/29 00:00:00.000,1907,2,D,,75,2752,,,01000000000000010,0200,OE2,13,,20507,,,MO,EOZ5490,,,,CO,0
322800.075478088,7384480.01442177,D101702729,46544,,98,,2017/10/27 00:00:00.000,1030,2,D,,37,5735,,,01000000000000000,0100,SO3,45,,46544,,DZR5301,MO,,,,,QM,0
319652.975948117,7382394.96244817,D101702732,46544,,3000,,2017/10/12 00:00:00.000,1300,2,D,,37,5644,,,11000000000000000,0100,SO3,45,,46544,,DND6096,MO,FHJ1853,,,,CL,0
338644.042574312,7404446.22906368,D101702733,05646,,1,,2017/10/19 00:00:00.000,1815,4,D,,73,11284,,,10000000000000000,0100,CN2,38,,05646,,,,,,,,AT,0
340793.533724853,7399559.67410426,D101702737,46318,,10,,2017/10/30 00:00:00.000,1710,2,D,,90,3223,,,11000000000000000,0100,CN2,91,,46318,,FKD2900,MO,EMN4069,AU,,,CO,0
330890.88331857,7384827.02938241,D101702743,15887,10412,,,2017/10/25 00:00:00.000,2300,2,D,,27,5586,,,10001000000000000,0100,SU2,30,,10412,15887,EEV1327,AU,,,,,CO,0
333356.785301707,7394126.48918279,D101702744,12388,,49,,2017/10/28 00:00:00.000,0846,4,D,,55,10164,,,10000000000000000,0100,CN3,02,,12388,,CDC4074,AU,,,,,AT,0
347014.954718618,7390703.02597785,D101702745,75437,,100,,2017/10/30 00:00:00.000,0030,4,D,,69,10023,,,10000000000000000,0100,SE1,27,,75437,,DJM8548,AU,,,,,AT,0
347817.833221708,7392642.70407503,D101702747,23751,,125,,2017/10/28 00:00:00.000,2310,4,D,,66,7127,,,01000000000000000,0100,SE1,38,,23751,,EHY8190,MO,,,,,AT,0
358788.519624507,7401867.64736404,D101702749,17820,,2137,,2017/10/26 00:00:00.000,0840,2,D,,22,3594,,,01010000000000000,0100,LE3,53,,17820,,EXH2261,MO,CPN9663,CA,,,CT,0
339398.591218819,7396298.52044272,D101702750,04736,,4039,,2017/10/29 00:00:00.000,1740,4,D,,52,8879,,,00100000000000000,0100,LE1,82,,04736,,FJP5440,ON,,,,,AT,0
325639.9143877,7380831.88719376,D101702755,09214,06734,,,1917/10/27 00:00:00.000,0730,2,D,,102,3713,,,11000000000000000,0100,SU3,81,,09214,06734,FPK6739,MO,CRN3662,AU,,,CV,0
339590.7249445,7390224.46490398,D101702756,20059,,250,,2017/10/26 00:00:00.000,0830,2,D,,56,6794,,,11000000000000000,0100,SE2,26,,20059,,,AU,CIG9502,,,,CO,0
327812.260633381,7396905.93175928,D101702758,07077,,719,,2017/10/27 00:00:00.000,1330,2,D,,07,4542,,,20000000000000000,0100,NO1,61,,07077,,FJA6617,AU,EQC1617,AU,,,CO,0
317995.222929801,7381450.67680078,D101702760,14214,,,NC,2017/10/28 00:00:00.000,1630,2,D,,47,10635,,,02000000000000000,0100,OE3,29,,14214,,,,,,,,CL,0
354731.048405263,7401044.66895558,D101702768,17820,,2391,,2017/10/23 00:00:00.000,1310,2,D,,22,9890,,,11000000000000000,0100,LE3,53,,17820,,FDQ5294,MO,CLQ5023,AU,,,CO,0
331687.426038016,7403629.03384691,D101702769,64361,71775,,,1917/10/31 00:00:00.000,0757,2,D,,38,4408,,,20000000000000000,0100,CN1,13,,64361,71775,AZN0822,AU,OQB7820,AU,,,CO,0
331869.445752079,7379692.33800655,D101702770,20048,,3632,,2017/10/09 00:00:00.000,0850,2,D,,98,8514,,,01000000000000000,0100,SU2,29,,20048,,DUX6045,MO,EQO1816,AU,,,QM,0
334881.927078769,7403730.74174922,D101702772,14767,66321,,,1917/10/29 00:00:00.000,0000,2,D,,20,10170,C,,01001000000000000,0200,CN2,83,,14767,66321,DOA0398,MO,,,,,CO,0
352790.487264755,7385889.0984966,D101702773,70248,,498,,2017/10/29 00:00:00.000,2040,4,D,,55,10224,,,01000000000000000,0100,LE3,55,,70248,,GVZ1321,MO,,,,,AT,0
355658.036787688,7395642.57435678,D101702774,17666,,700,,2017/10/23 00:00:00.000,0900,4,D,,44,5982,,,00000000000000010,0100,LE3,50,,17666,,,,,,,,AT,0
336746.703948052,7397016.31865039,D101702776,27156,,1700,,2017/10/20 00:00:00.000,2100,4,D,,81,3738,,,00000000000000010,0100,LE1,10,,27156,,,,,,,,AT,0
318984.384242407,7383963.80831346,D101702777,72163,,70,,2017/10/26 00:00:00.000,0418,2,D,,37,5769,,,11000000000000000,0100,OE3,29,,72163,,,AU,FCR7272,,,,CO,0
336851.064816773,7406224.44731512,D101702778,18151,,4555,,2017/10/27 00:00:00.000,0430,2,D,,20,11259,,,10100000000000000,0100,CN2,22,,18151,,EEJ4897,AU,FCE3911,ON,,,CO,0
330097.042440281,7387944.64521398,D101702780,11426,,1415,,2017/10/20 00:00:00.000,1800,2,D,,27,9503,,,11000000000000000,0100,SO1,92,,11426,,FGV2139,MO,EQW1303,AU,,,CO,0
336170.003999196,7388928.46412588,D101702781,07875,20401,,,1917/10/27 00:00:00.000,2255,2,D,,17,10447,,,11000000000000000,0100,SU1,33,,07875,20401,EQP3646,MO,BRA5363,CM,,,CO,0
331781.362537514,7389914.65393892,D101702783,17991,,1355,,2017/10/25 00:00:00.000,1900,2,D,,16,10417,,,11000000000000000,0100,SU2,09,,17991,,OZH9329,MO,GCE4457,AU,,,CT,0
330120.108141536,7400307.4392345,D101702788,03799,03813,,,1917/10/20 00:00:00.000,0715,2,D,,40,4124,,,01000000000000000,0100,CN1,21,,03799,03813,FPD4210,MO,,,,,QM,0
348002.879646414,7392586.37704251,D101702791,23678,,438,,2017/10/28 00:00:00.000,1006,2,D,,66,4462,,,01000000000100000,0100,SE1,00,,23678,,DYW7409,MO,AOR2082,CM,,,CO,0
