X,Y,ID_ACIDENT,CADLOGA,CADLOGB,ALT_NUM,REFERENCIA,DATA,HORA,COD_ACID,FONTE,VIATURA,DP,TALAO,SENTIDO,PISTA,VEICULOS,VITIMAS,DEC,DISTRITO,FOLHA,PRINC_A,PRINC_B,PLACA1,TIPO_PLAC1,PLACA2,TIPO_PLAC2,PLACA3,TIPO_PLAC3,TIPO_ACIDE,MI_PRINX
329388.275195151,7403046.41674859,D011700137,15425,,100,,2017/01/28 00:00:00.000,0800,2,D,,72,838,,,00100000000000000,0100,NO2,11,,15425,,,,,,,,QF,343283
329625.693908376,7402924.02142725,D011700522,06450,,4000,,2017/01/09 00:00:00.000,1300,2,D,,38,122,,,01000000000100000,0100,CN1,13,,06450,,DUY4931,MO,DJL8636,CM,,,CO,343668
329707.729857687,7402985.77662169,D021700476,15426,09420,,,2017/02/15 00:00:00.000,0800,2,D,,38,738,,,11000000000000000,0100,CN1,13,,06450,27923,DYY0721,MO,DZG6293,AU,,,CO,344556
329461.293814501,7402996.09664894,D021700581,15425,03771,,,2017/02/03 00:00:00.000,0640,2,D,,28,922,,,00011000000000000,0100,NO2,13,,03771,15425,FFU8117,CA,,,,,CO,344661
329621.992848789,7402987.66178675,D021700629,09420,,5143,,2017/02/17 00:00:00.000,0800,4,D,,38,698,,,01000000000000000,0100,CN1,13,,09420,,DZN1353,MO,,,,,AT,344709
329359.504132768,7402779.27679052,D041700567,03771,,4000,,2017/04/26 00:00:00.000,0830,2,D,,28,3874,,,01000000000000000,0100,CN1,13,,03771,,EQR4999,MO,,,,,QM,346832
329512.567269204,7402891.58677727,D041700969,03771,,4200,,2017/04/25 00:00:00.000,0050,2,D,,72,3161,,,10100000000000000,0300,CN1,13,,03771,,DUR3476,AU,FAT6528,ON,,,CO,347234
329408.630862181,7403035.46708775,D051700921,11141,15425,,,2017/05/26 00:00:00.000,1632,4,D,,72,3987,,,10000000000000000,0100,NO2,11,,11141,15425,DEC4806,AU,,,,,AT,348391
329546.269031415,7402989.44116916,D051701216,06450,09420,,,2017/05/16 00:00:00.000,1049,4,D,,38,2152,,,01000000000000000,0200,CN1,13,,06450,27923,DZL1878,MO,,,,,AT,348686
329461.293814501,7402996.09664894,D061700111,15425,03771,,,2017/06/28 00:00:00.000,1555,2,D,,72,2495,,,11000000000000000,0100,NO2,13,,03771,15425,HCZ2444,MO,PZO8774,,,,CV,348806
329543.659922383,7402862.15498918,D061700457,06450,,3770,,2017/06/05 00:00:00.000,1845,2,D,,28,2559,,,11000000000000000,0100,CN1,13,,06450,,ECX3509,MO,EBY8605,AU,,,CO,349152
329732.488472004,7403106.12047487,D071700107,15426,,100,,2017/07/13 00:00:00.000,0445,2,D,,38,3051,,,01000000000000000,0100,CN1,13,,15426,,FAV8971,MO,,,,,QM,350007
329307.137297148,7402810.78676357,D071700271,03771,,3988,,2017/07/30 00:00:00.000,1230,2,D,,28,6813,,,01000000000000000,0100,NO2,13,,03771,,,CM,,,,,CH,350171
329407.033162817,7402979.51792402,D081700673,09420,,4900,,2017/08/10 00:00:00.000,1100,2,D,,28,3087,,,11000000000000000,0100,NO2,29,,09420,,ECS7762,MO,CO,0,,,,351401
330698.586890342,7397721.8307569,D011700001,00061,,100,,2017/01/16 00:00:00.000,1429,4,D,,23,230,,,01000000000000000,0100,NO2,69,,00061,,ECS5538,MO,,,,,AT,343147
321743.178323795,7398110.48864077,D011700002,33234,,700,,2017/01/29 00:00:00.000,0520,2,D,,33,622,,,10010000000000000,0300,TT,40,,29772,,EBO7555,AU,,,,,SI,343148
338032.011132823,7407019.27520327,D011700003,42220,,1136,,2017/01/11 00:00:00.000,1420,4,D,,73,407,,,00100000000000000,0001,CN2,81,,42220,,FMZ5534,ON,,,,,AT,343149
331790.440657843,7394510.70970611,D011700004,02497,,215,,2017/01/25 00:00:00.000,0628,4,D,,04,746,,,10000000000000000,0100,OE1,26,,02497,,,,,,,,AT,343150
335979.406412748,7400309.6680478,D011700005,12926,,524,,2017/01/18 00:00:00.000,1620,2,D,,09,218,,,11000000000000000,0100,CN2,86,,12926,,IOC4405,MO,FLC7370,AU,,,CO,343151
320902.095172869,7401046.53325065,D011700006,17049,,247,,2017/01/08 00:00:00.000,0200,2,D,,33,128,,,01000000000000000,0100,NO1,95,,17049,,BZZ6679,MO,,,,,QM,343152
321184.767402703,7392972.42720095,D011700007,05141,,40,,2017/01/29 00:00:00.000,2325,2,D,,74,812,,,11000000000000000,0100,OE2,67,,05141,,EFH8034,MO,CIG4398,AU,,,CO,343153
0,0,D011700008,98750,,,,2017/01/11 00:00:00.000,1016,4,D,,08,304,,,00000000000000010,0001,SI,SI,,98750,,,,,,,,AT,343154
327363.527450112,7373090.27888778,D011700009,19490,,248,,2017/01/01 00:00:00.000,1200,2,D,,85,226,,,01000000000000000,0100,SU4,30,,19490,,EQD0654,MO,,,,,QM,343155
326234.928402665,7404300.96355909,D011700010,15837,68246,,,2017/01/20 00:00:00.000,2039,2,D,,45,524,,,00100000000100000,0100,NO2,11,,15837,23446,ECT7879,ON,CWH6340,CM,,,CF,343156
333916.528845561,7386385.90849752,D011700011,00066,,2299,,2017/01/09 00:00:00.000,0300,2,D,,35,253,,,30000000000000000,0100,SU1,27,,00066,,CFY3868,AU,MIE2661,AU,EPJ6472,AU,CT,343157
330935.044423388,7394552.57336415,D011700012,05245,,1572,,2017/01/23 00:00:00.000,0051,4,D,,04,652,,,00000000000000010,0100,OE1,26,,05245,,,,,,,,AT,343158
324054.584673401,7390466.99905852,D011700013,07500,21674,,,2017/01/14 00:00:00.000,0930,2,D,,34,305,,,01100000000000000,0100,OE3,54,,07500,21674,BPR2834,MO,EGK6118,ON,,,CO,343159
325106.909414711,7377567.39308768,D011700014,02483,,4000,,2017/01/02 00:00:00.000,1500,2,D,,102,311,,,01000000000000000,0100,SU4,79,,02483,,DRZ1984,MO,,,,,QM,343160
350629.362583698,7398603.68316757,D011700015,09084,,4180,,2017/01/26 00:00:00.000,1000,2,D,,63,725,,,20000000000000000,0100,LE3,37,,09084,,EBC9207,AU,DOD1365,AU,,,CO,343161
330564.168807336,7378850.72256849,D011700016,00852,,1416,,2017/01/08 00:00:00.000,1020,2,D,,98,197,,,11000000000000000,0100,SU3,58,,00852,,DVX4858,MO,GQW6565,AU,,,CO,343162
331866.28595672,7381819.02520907,D011700017,03180,,11,,2017/01/17 00:00:00.000,1700,2,D,,97,468,,,11000000000000000,0100,SU3,38,,03180,,CFV9034,MO,,,,,CO,343163
326689.7781163,7375567.23143158,D011700018,07909,,200,,2017/01/30 00:00:00.000,0620,2,D,,101,931,,,01000000000000000,0100,SU4,23,,07909,,GEU1900,MO,,,,,QM,343164
321914.05449117,7383897.13379245,D011700019,09529,,1290,,2017/01/13 00:00:00.000,1422,2,D,,37,224,,,11000000000000000,0001,SO3,46,,09529,,DZN6877,MO,FAL0366,AU,,,CT,343165
327784.822744123,7390832.20372814,D011700020,22491,,1,,2017/01/09 00:00:00.000,1449,2,D,,15,200,,,11000000000000000,0100,OE1,62,,22491,,EHC8070,MO,FOA0433,AU,,,CL,343166
340574.678495078,7393311.40858621,D011700021,06932,,1900,,2017/01/05 00:00:00.000,2300,4,D,,30,122,,,01000000000000000,0100,SE1,85,,06932,,FAV9833,MO,,,,,AT,343167
344364.334581344,7390855.65494362,D011700022,16129,,9,,2017/01/15 00:00:00.000,1730,4,D,,41,260,,,10000000000000000,0100,SE2,76,,16129,,GBB6174,AU,,,,,AT,343168
326084.540226277,7380144.3040535,D011700023,17110,,901,,2017/01/30 00:00:00.000,1735,2,D,,41,1005,,,11000000000000000,0100,SU4,79,,17110,,FOZ5455,MO,,,,,CO,343169
324055.537245627,7406417.72250385,D011700024,46566,,138,,2017/01/01 00:00:00.000,1258,2,D,,74,18,,,00000000000100000,0100,NO2,42,,46566,,GEU5170,CM,,,,,CP,343170
333401.826407243,7396520.47495202,D011700025,10485,,66,,2017/01/27 00:00:00.000,1134,2,D,,12,574,,,11000000000000000,0100,CN3,9,,10485,,DGY1333,MO,BUI3838,AU,,,CT,343171
334175.140597987,7400032.6604506,D011700026,06110,,200,,2017/01/14 00:00:00.000,0930,4,D,,09,403,,,00100000000000000,0100,CN2,70,,06110,,FCB6753,ON,,,,,AT,343172
329218.379415552,7401579.50061078,D011700027,00743,,265,,2017/01/30 00:00:00.000,0720,2,D,,40,336,,,00000000010000000,0200,CN1,50,,00743,,DTE7408,ON,,,,,CH,343173
340667.043644276,7391159.78500321,D011700028,15032,,165,,2017/01/02 00:00:00.000,2143,4,D,,42,36,,,00000000000000010,0100,SE2,72,,15032,,,,,,,,AT,343174
326538.972091364,7387967.9055217,D011700029,12502,,12000,,2017/01/05 00:00:00.000,1820,2,D,,51,110,,,11000000000000000,0100,PB,54,,13014,,JSV8710,MO,PWT8623,CM,,,CO,343175
322603.877329939,7403491.24604708,D011700030,06980,,2008,,2017/01/21 00:00:00.000,0604,2,D,,87,426,,,20000000000000000,0100,NO2,63,,06980,,BAO5223,AU,DAM5153,AU,,,CF,343176
321801.522516583,7379613.63215379,D011700031,08367,,3028,,2017/01/30 00:00:00.000,2125,2,D,,92,275,B,,10001000000000000,0100,SO3,46,,08367,,CVV7454,AU,,,,,CO,343177
336056.679028667,7384946.31366652,D011700032,02223,,2075,,2017/01/20 00:00:00.000,1450,2,D,,26,366,,,11000000000000000,0100,SU1,68,,02223,,FSU1481,MO,CAI3793,AU,,,CO,343178
344061.270005949,7396737.08372914,D011700033,07645,29881,,,2017/01/25 00:00:00.000,1530,2,D,,30,350,B,,11000000000000000,0100,LE1,91,,07645,29881,EQR1719,MO,BKH2586,AU,,,CO,343179
340903.910723098,7394175.62264666,D011700034,14507,06440,,,2017/01/06 00:00:00.000,1622,2,D,,30,79,,,11000000000000000,0200,SE1,80,,06440,14507,FJB5939,MO,FIA1095,AU,,,CO,343180
345537.480940141,7389673.36861758,D011700035,34536,,2218,,2017/01/12 00:00:00.000,1950,4,D,,69,387,B,,10000000000000000,0001,SE2,76,,34536,,EZM6278,AU,,,,,AT,343181
329092.585044101,7382245.13719588,D011700036,21261,,569,,2017/01/28 00:00:00.000,1240,2,D,,43,767,,,11000000000000000,0100,SU3,22,,21261,,DRW0925,MO,DJM5929,AU,,,CF,343182
341405.080443165,7397051.76987787,D011700037,36081,,10,,2017/01/24 00:00:00.000,0704,2,D,,10,585,,,21000000000000000,0100,LE1,59,,36081,,EXJ0184,MO,,,,,CO,343183
348217.404508581,7396715.07385963,D011700038,16571,05266,,,2017/01/14 00:00:00.000,1108,2,D,,24,390,,,11000000000000000,0100,LE3,5,,05266,16571,DRV3630,MO,GGB8073,AU,,,CO,343184
0,0,D011700039,98750,,,,2017/01/02 00:00:00.000,2307,4,D,,77,75,,,00000000000000010,0001,SI,SI,,98750,,,,,,,,AT,343185
328269.431050022,7386145.27610918,D011700040,10918,13597,,,2017/01/23 00:00:00.000,0620,4,D,,27,631,C,,10000000000000000,0100,SO1,15,,10918,13597,EZA1121,AU,,,,,AT,343186
344799.328733188,7392405.97951121,D011700041,13886,,891,,2017/01/23 00:00:00.000,1926,4,D,,41,748,,,10000000000000000,0100,SE1,4,,13886,,,,,,,,AT,343187
326224.770236372,7394083.8272384,D011700042,05885,13487,,,2017/01/16 00:00:00.000,1716,2,D,,14,610,,,11000000000000000,0200,OE1,2,,05885,17985,FST0687,MO,EZA1160,AU,,,CO,343188
352198.794562285,7394128.75100994,D011700043,18803,,198,,2017/01/19 00:00:00.000,1750,2,D,,32,510,,,01100000000000000,0100,SE1,57,,18803,,DTB5214,ON,,,,,CT,343189
322268.353266151,7410859.2962974,D011700044,22694,,80,,2017/01/02 00:00:00.000,2000,2,D,,46,18,,,11000000000000000,0200,NO2,61,,22694,,,,EQM9803,,,,CL,343190
331682.917563421,7376414.79886321,D011700045,09152,,81,,2017/01/23 00:00:00.000,2320,4,D,,06,495,,,00000000000000010,0100,SU3,58,,09152,,,,,,,,AT,343191
352819.464793115,7388153.98999546,D011700046,46304,,268,,2017/01/01 00:00:00.000,0700,2,D,,49,11,,,10100000000000000,0100,SE1,33,,46304,,CZG8157,AU,ELQ1108,ON,,,CO,343192
334975.084701112,7395627.13436537,D011700047,05229,13967,,,2017/01/27 00:00:00.000,1305,4,D,,12,570,,,00100000000000000,0100,LE1,10,,05229,13967,DTB5005,ON,,,,,AT,343193
332561.373325885,7384936.91732095,D011700048,07882,,13377,,2017/01/27 00:00:00.000,1500,2,D,,35,1062,,,10100000000000000,0100,SU2,38,,07882,,DEZ1831,AU,FFN7407,ON,,,CO,343194
322221.045720293,7397808.93865944,D011700049,04584,18170,,,2017/01/07 00:00:00.000,1420,2,D,,91,118,,,11000000000000000,0100,NO1,88,,04584,18170,EHW5841,MO,FSC3314,AU,,,CO,343195
333423.268957087,7378093.31452739,D011700050,64167,,200,,2017/01/19 00:00:00.000,1100,2,D,,98,543,,,01000000000000000,0100,SU3,58,,64167,,,,,,,,QM,343196
335887.676975847,7386716.78308758,D011700051,14705,,1183,,2017/01/24 00:00:00.000,1700,2,D,,26,445,,,11000000000000000,0100,SU1,68,,14705,,FTH5810,MO,EUK6525,AU,,,CO,343197
325798.251390793,7391344.38396556,D011700052,00855,,100,,2017/01/06 00:00:00.000,1209,2,D,,34,84,,,11000000000000000,0100,OE3,54,,00855,,BFT0945,MO,EAR7178,AU,,,CO,343198
325353.947683753,7377158.45093634,D011700053,02483,04972,,,2017/01/08 00:00:00.000,0545,2,D,,102,252,B,,01000000000100000,0001,SU4,79,,02483,04972,FDR4818,MO,DRU6932,CM,,,CV,343199
334241.837569449,7398000.23697257,D011700054,04561,,3000,,2017/01/14 00:00:00.000,0330,2,D,,02,287,,,20000000000000000,0100,TT,56,,29772,,FQB3393,AU,DLU3568,AU,,,CT,343200
338609.960284643,7392468.6467171,D011700055,15034,06505,,,2017/01/25 00:00:00.000,1912,2,D,,57,519,,,11000000000000000,0100,SE2,53,,06505,15034,EXA7197,MO,FLM0219,AU,,,CO,343201
318496.870001566,7383560.87990543,D011700056,16339,,1890,,2017/01/14 00:00:00.000,0935,4,D,,37,307,B,,00100000000000000,0001,OE3,17,,16339,,FSX3824,ON,,,,,AT,343202
344811.281505276,7391501.4140055,D011700057,59536,,15,,2017/01/09 00:00:00.000,0420,2,D,,41,256,,,01000000000000000,0100,SE1,4,,59536,,APG8226,MO,,,,,QM,343203
333522.015907201,7381333.90655973,D011700058,02235,,5802,,2017/01/17 00:00:00.000,1330,2,D,,97,134,,,00100000000000000,0100,SU1,38,,02235,,,,,,,,QD,343204
335671.708681026,7389638.32169953,D011700059,14449,,1272,,2017/01/21 00:00:00.000,0945,2,D,,17,723,,,20000000000000000,0300,SU1,34,,14449,,CHV6133,AU,EKR1419,AU,,,CO,343205
349793.86610295,7399873.56882003,D011700060,24767,,138,,2017/01/01 00:00:00.000,0220,4,D,,63,5,,,20000000000000000,0200,LE2,87,,24767,,EQW6140,AU,DYH3072,AU,DYH3072,AU,AT,343206
323085.244388097,7386525.44395238,D011700061,08000,,4822,,2017/01/29 00:00:00.000,0715,4,D,,89,647,,,00100000000000000,0001,OE3,83,,08000,,EFW4836,ON,,,,,AT,343207
331483.490278667,7402330.11584425,D011700062,14242,,3267,,2017/01/01 00:00:00.000,1800,2,D,,38,27,,,11000000000000000,0100,CN1,51,,14242,,EXK6497,MO,DYC1996,AU,,,CO,343208
333655.112137602,7396454.24471122,D011700063,10485,,318,,2017/01/08 00:00:00.000,0950,2,D,,12,152,,,30000000000000000,0100,CN3,9,,10485,,DUA5818,AU,DRD1904,AU,DGU0435,AU,CO,343209
328111.715695099,7393929.13143125,D011700064,12273,,40,,2017/01/30 00:00:00.000,0930,2,D,,14,697,,,11000000000000000,0100,OE1,62,,12273,,CMV2093,MO,FLV9175,AU,,,CO,343210
350081.307408029,7393325.90415244,D011700065,07503,,1600,,2017/01/28 00:00:00.000,2230,4,D,,53,727,,,10000000000000000,0100,SE1,57,,07503,,EDY2225,AU,,,,,AT,343211
334086.864252005,7401091.77501445,D011700066,20089,16154,,,2017/01/12 00:00:00.000,1404,2,D,,09,179,,,11000000000000000,0100,CN2,70,,16154,20089,BYY0503,MO,,,,,CF,343212
330918.66041833,7400078.10304679,D011700067,00371,,495,,2017/01/08 00:00:00.000,1845,2,D,,13,223,,,01000000000000000,0100,CN1,21,,00371,,EQR4406,MO,FKX9162,AU,,,CH,343213
345426.485928044,7387731.90403347,D011700068,75117,,719,,2017/01/24 00:00:00.000,1300,2,D,,70,297,,,20000000000000000,0100,SE2,76,,75117,,EBC5907,AU,DGA5085,AU,,,CO,343214
331536.290157381,7382769.14428884,D011700069,35462,,12,,2017/01/06 00:00:00.000,2240,2,D,,35,115,,,00001000000000000,0001,SU3,38,,35462,,,,,,,,CH,343215
338738.921813026,7404365.64895903,D011700070,19711,,160,,2017/01/18 00:00:00.000,1832,2,D,,73,624,,,11000000000000000,0100,CN2,39,,19711,,FXC0129,MO,DUI2476,AU,,,CO,343216
357306.975506997,7400029.76689996,D011700071,18940,,858,,2017/01/02 00:00:00.000,2337,4,D,,50,79,B,,00100000000000000,0100,LE2,36,,18940,,DTA3775,ON,,,,,AT,343217
345853.970921603,7389519.00975123,D011700072,59174,,254,,2017/01/29 00:00:00.000,1215,2,D,,69,940,,,10000000000000000,0100,SE2,76,,59174,,FKZ1464,AU,,,,,CH,343218
341091.109757162,7387938.83176024,D011700073,16826,,800,,2017/01/01 00:00:00.000,0600,2,D,,42,900001,,,10000000000000000,0300,SE2,93,,16826,,EBK8122,AU,,,,,CH,343219
329072.329015098,7384527.36945752,D011700074,26500,,2050,,2017/01/12 00:00:00.000,1830,4,D,,27,341,,,01000000000000000,0200,SO1,71,,26500,,,,,,,,AT,343220
340094.835891199,7395312.27926646,D011700075,18068,09572,,,2017/01/08 00:00:00.000,1743,2,D,,30,93,,,20000000000000000,0100,SE1,80,,09572,18068,HJB6669,AU,GBZ0139,AU,,,CO,343221
326064.764831157,7382114.23973458,D011700076,19844,,1,,2017/01/03 00:00:00.000,0010,2,D,,11,76,,,20000000000000000,0100,SU3,16,,19844,,FAW9437,AU,EZV9969,AU,,,CO,343222
337103.279253713,7395751.31029086,D011700077,03072,,328,,2017/01/02 00:00:00.000,0030,2,D,,81,8,,,10000000000000000,0100,LE1,8,,03072,,BRM7987,AU,,,,,CH,343223
331414.940465407,7397851.36509524,D011700078,17507,,848,,2017/01/09 00:00:00.000,1841,4,D,,02,192,,,10000000000000000,0100,CN1,9,,17507,,AZL8034,AU,,,,,AT,343224
327071.281767198,7399570.06782841,D011700079,13417,14736,,,2017/01/05 00:00:00.000,1020,2,D,,28,94,,,01100000000000000,0200,NO2,29,,13417,14736,FIF9099,MO,DTA4029,ON,,,CO,343225
343212.348606274,7394836.23474744,D011700080,04502,18136,,,2017/01/15 00:00:00.000,1730,2,D,,31,201,,,10000000000100000,0100,SE1,20,,04502,18136,HCG1724,AU,FAR8804,CM,,,CO,343226
328711.799604599,7402393.51061363,D011700081,02833,,348,,2017/01/29 00:00:00.000,2021,4,D,,28,904,,,01000000000000000,0100,NO2,29,,02833,,,,,,,,AT,343227
350497.772234113,7396357.9036615,D011700082,03994,,1000,,2017/01/02 00:00:00.000,1345,2,D,,64,26,,,00000000000000100,0200,LE3,37,,03994,,,OT,,,,,CH,343228
339569.848100516,7393810.08923616,D011700083,06932,,752,,2017/01/03 00:00:00.000,0900,2,D,,30,126,,,01000000000000010,0100,SE1,1,,06932,,DZR5061,MO,,,,,CV,343229
349971.302659005,7389305.63487692,D011700084,09044,,1393,,2017/01/18 00:00:00.000,2000,2,D,,49,682,,,20000000000000000,0100,SE1,73,,09044,,ENQ6322,AU,FJO9013,AU,,,CO,343230
346594.619130389,7397227.30760511,D011700085,69170,,81,,2017/01/09 00:00:00.000,1905,4,D,,24,262,,,10000000000000000,0100,LE1,59,,69170,,EUC7260,AU,,,,,AT,343231
324203.898913357,7369140.34784387,D011700086,33015,,1000,,2017/01/21 00:00:00.000,1930,2,D,,25,429,,,00000000000000010,0100,SU4,55,,33015,,DYI2571,,,,,,CH,343232
331499.70669834,7397593.73127214,D011700087,17507,18038,,,2017/01/13 00:00:00.000,1300,4,D,,02,291,,,00000000000000010,0100,CN1,69,,17507,18038,,,,,,,AT,343233
339236.582549463,7400950.52570184,D011700088,04573,,85,,2017/01/01 00:00:00.000,2240,2,D,,19,22,,,20000000000000000,0200,CN2,92,,04573,,BPI6336,AU,CRF2619,AU,,,CF,343234
338143.699767915,7395415.53808324,D011700089,00543,,4272,,2017/01/27 00:00:00.000,1530,2,D,,08,560,C,,10000000000000000,0100,SE1,8,,00543,,CIB9275,AU,,,,,CH,343235
341516.512808854,7389428.60456814,D011700090,05425,,1391,,2017/01/22 00:00:00.000,2318,2,D,,42,455,,,01000000000000010,0100,SE2,93,,05425,,,,,,,,CO,343236
349297.897070977,7388122.80615888,D011700091,13671,,3320,,2017/01/10 00:00:00.000,1020,4,D,,49,367,,,10000000000000000,0100,SE1,73,,13671,,ELN3624,AU,,,,,AT,343237
355454.372431224,7402248.03195261,D011700092,14975,,1575,,2017/01/06 00:00:00.000,1549,4,D,,59,76,,,10000000000000000,0100,LE2,44,,14975,,AUN0401,AU,,,,,AT,343238
322582.239517368,7388572.04082444,D011700093,22156,,172,,2017/01/22 00:00:00.000,2030,2,D,,89,495,B,,21000000000000000,0100,OE3,94,,22156,,BXW3962,MO,PYK5695,AU,EEM2022,AU,CO,343239
325795.162100289,7400082.82740344,D011700094,05947,,740,,2017/01/30 00:00:00.000,0710,2,D,,28,412,,,10000000000000030,0100,NO2,29,,05947,,FIN5975,AU,FUK9803,,ENF0163,,CO,343240
322253.758805888,7377416.46312878,D011700095,17195,,1200,,2017/01/28 00:00:00.000,2030,2,D,,92,1100,,,01000000000100000,0100,SO3,46,,17195,,BVW3004,MO,DON6781,CM,,,SI,343241
344914.728906158,7391920.36067829,D011700096,14366,,199,,2017/01/09 00:00:00.000,2329,2,D,,41,293,,,20000000000000000,0300,SE1,4,,14366,,EZG4593,AU,HFS1438,AU,,,SI,343242
340215.849471279,7396002.68028025,D011700097,34122,01967,,,2017/01/17 00:00:00.000,1730,2,D,,30,230,,,30100000000000000,0100,LE1,80,,01967,34122,ECT7737,AU,EPN3873,AU,CFW0998,AU,CO,343243
337850.124735507,7395620.16693021,D011700098,00906,19035,,,2017/01/20 00:00:00.000,1745,4,D,,81,265,,,10000000000000000,0100,LE1,8,,00906,19035,FOB5383,,,,,,AT,343244
329433.055732536,7382703.78606499,D011700099,11116,,800,,2017/01/07 00:00:00.000,2142,2,D,,43,257,,,11000000000000000,0100,SU3,22,,11116,,EGZ5546,MO,DDT1470,AU,,,CO,343245
321526.039116402,7379486.31126448,D011700100,08367,,4616,,2017/01/04 00:00:00.000,2030,2,D,,92,142,,,01000000000100000,0100,SO3,46,,08367,,EHM8060,MO,CLE2261,CM,,,SI,343246
340243.663965558,7394698.58327843,D011700101,01606,,308,,2017/01/29 00:00:00.000,0038,2,D,,30,391,,,01000000000000010,0100,SE1,80,,01606,,DZM7751,MO,,,,,CO,343247
334958.375998199,7385739.75493613,D011700102,10978,05618,,,2017/01/18 00:00:00.000,1530,2,D,,83,107,,,11000000000000000,0100,SU1,27,,05088,05618,FZZ4769,MO,DZE8488,,,,CO,343248
336564.879149472,7395895.81995103,D011700103,11784,,32,,2017/01/30 00:00:00.000,1420,4,D,,81,196,,,10000000000000000,0100,LE1,8,,11784,,CSF5733,AU,,,,,AT,343249
345282.062212287,7395466.59295806,D011700104,08261,,827,,2017/01/25 00:00:00.000,1936,2,D,,21,642,,,11000000000000000,0100,SE1,91,,08261,,FTW1849,MO,HNP8461,AU,,,CO,343250
333408.178255171,7395316.1144201,D011700105,21370,,65,,2017/01/11 00:00:00.000,1330,4,D,,01,149,,,00000000000100000,0100,CN3,78,,21370,,EWL6227,AU,EWL6227,CM,,,AT,343251
356180.606843501,7391082.40710689,D011700106,45563,,74,,2017/01/02 00:00:00.000,2215,2,D,,54,172,,,11000000000000000,0100,LE3,25,,45563,,EQP2216,MO,,,,,CO,343252
326772.012257238,7394086.55149601,D011700107,14435,,910,,2017/01/16 00:00:00.000,1610,2,D,,14,835,,,20000000000000000,0100,OE1,2,,14435,,ERE4181,AU,FCY2619,,,,CO,343253
324533.933818978,7389967.04335115,D011700108,00936,,320,,2017/01/19 00:00:00.000,1840,2,D,,34,436,,,01000000000000000,0100,OE3,54,,00936,,FTP9070,MO,GDF0578,CM,,,CH,343254
327959.100624813,7377378.27461796,D011700109,49827,,,PX R MIGUEL YUN,2017/01/09 00:00:00.000,0126,2,D,,99,259,,,01000000000000000,0100,SU3,23,,49827,,GGT0068,MO,,,,,CH,343255
330571.066537291,7391563.42234037,D011700110,12165,,3780,,2017/01/10 00:00:00.000,1635,2,D,,78,274,,,20000000000000000,0200,SO1,45,,12165,,BMF3721,CM,ELL9456,AU,,,CO,343256
332690.095787825,7380475.76024102,D011700111,05606,,5005,,2017/01/22 00:00:00.000,0600,2,D,,97,395,,,12000000000000000,0200,SU3,22,,05606,,CDI1340,MO,DMK0914,AU,GCQ3859,,CO,343257
334621.176645074,7393043.50495638,D011700112,00536,,265,,2017/01/16 00:00:00.000,0745,4,D,,06,191,,,00100000000000000,0100,SU1,14,,00536,,FTN4691,ON,,,,,AT,343258
338646.381558434,7392193.28091035,D011700113,15034,,2975,,2017/01/21 00:00:00.000,1600,4,D,,57,416,,,00000000000100000,0100,SE2,1,,15034,,CZU0938,CM,,,,,AT,343259
345098.852864115,7391479.65786484,D011700114,09134,,688,,2017/01/31 00:00:00.000,1545,2,D,,41,479,,,11000000000000000,0100,SE1,4,,09134,,FXJ4660,MO,,,,,SI,343260
338031.590252824,7393589.02451334,D011700115,07033,14213,,,2017/01/16 00:00:00.000,0740,2,D,,57,181,,,11000000000000000,0200,SE1,53,,07033,14213,FOG9926,AU,GEP7240,,,,CO,343261
327386.123575686,7389491.33161561,D011700116,19100,,100,,2017/01/12 00:00:00.000,1120,2,D,,96,322,,,11000000000000000,0100,PB,35,,19100,,FAF4965,MO,FLT1726,AU,,,CO,343262
338393.018772546,7404483.00781419,D011700117,01632,,300,,2017/01/26 00:00:00.000,2019,4,D,,73,893,B,,10000000000000000,0100,CN2,39,,01632,,EQK2928,AU,,,,,AT,343263
321374.158493257,7396301.95285179,D011700118,00831,03376,,,2017/01/17 00:00:00.000,1748,2,D,,93,257,,,11000000000000000,0100,PB,41,,00831,03376,CGD7461,MO,EIT5402,CM,,,CO,343264
324566.020367207,7397361.94187442,D011700119,06112,,1200,,2017/01/05 00:00:00.000,1411,2,D,,91,77,,,01000000000000000,0100,NO1,48,,06112,,EXK8472,MO,,,,,QM,343265
329039.392861236,7371316.63150247,D011700120,43816,,55,,2017/01/21 00:00:00.000,1519,2,D,,85,645,,,10001000000000000,0100,SU4,30,,43816,,,,GFZ6860,,,,CO,343266
336754.247384118,7397521.53560905,D011700121,14270,,3231,,2017/01/09 00:00:00.000,1530,2,D,,12,268,,,00100000000000000,0100,TT,86,,29772,,ELW0691,ON,,,,,QD,343267
328754.896937313,7403577.53098916,D011700122,15425,,914,,2017/01/04 00:00:00.000,1600,2,D,,72,99,,,11000000000000000,0100,NO2,11,,15425,,FFK9630,MO,FMU4120,AU,,,CO,343268
320089.082331866,7383654.51334961,D011700123,34682,,1001,,2017/01/24 00:00:00.000,0730,2,D,,37,380,,,11000000000000000,0100,OE3,17,,34682,,FIV7593,MO,DMI4052,AU,,,CO,343269
343812.87531539,7390136.99723112,D011700124,17824,,6930,,2017/01/23 00:00:00.000,2225,4,D,,70,481,,,10000000000000000,0100,SE2,76,,17824,,,,,,,,AT,343270
